Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Jan Thielmann,-0.024,-0.013,-0.011,1.23,2002,18.0,Bundesliga,Köln,Germany,ST,"RW, LW, RM",10.1,9.0,30.1,-0.0,1.1,0.8,0.6,42.3,14.9,0.0
Jan Van den Bergh,-0.029,0.002,-0.031,2.79,1994,25.0,Belgian Pro League,Beerschot Wilrijk,Belgium,CB,"LB, WB",7.3,10.7,25.0,3.6,2.1,1.2,1.3,52.8,15.1,0.0
Jan Vertonghen,0.027,0.002,0.025,3.82,1987,33.0,"Euros, Primeira Liga, UEL","Belgium, Benfica",Belgium,CB,,4.5,8.4,14.0,-6.6,1.4,0.8,0.3,65.0,9.4,0.0
Jan Worogowski,-0.012,-0.014,0.002,1.61,1996,23.0,Belgian Pro League,Beerschot Wilrijk,Kazakhstan,WB,"LB, LW",11.4,10.4,26.9,-2.5,1.2,1.6,0.6,47.2,15.6,0.0
Jan-Arie van der Heijden,-0.073,-0.032,-0.042,0.86,1988,32.0,Eredivisie,Willem II,Netherlands,CB,"LM, CM",7.5,7.7,17.9,5.1,1.4,0.9,0.6,49.0,9.7,0.0
Janik Haberer,-0.013,-0.015,0.002,0.63,1994,26.0,Bundesliga,Freiburg,Germany,CM,"ST, LM",10.5,9.4,23.2,-7.4,1.3,0.9,1.1,42.2,14.0,0.0
Janis Blaswich,-0.055,-0.018,-0.037,2.24,1991,29.0,Eredivisie,Heracles Almelo,Germany,GK,,3.9,3.3,24.8,-3.1,0.4,0.3,0.6,58.0,9.6,9.3
Jannes Horn,-0.06,-0.005,-0.055,1.65,1997,23.0,Bundesliga,Köln,Germany,LB,"CB, LW, WB",9.5,10.0,21.8,-4.1,0.8,1.0,0.9,50.6,12.6,0.0
Jannes Van Hecke,-0.04,-0.026,-0.014,0.92,2002,18.0,Belgian Pro League,Zulte Waregem,Belgium,CM,"AM, RB, LM",8.3,9.9,23.3,-4.6,1.0,1.5,0.6,42.0,12.5,0.0
Jannik Vestergaard,0.134,0.035,0.099,6.18,1992,27.0,"Premier League, Euros","Denmark, Southampton",Denmark,CB,,6.8,7.4,17.0,2.3,1.6,1.2,0.3,62.4,11.6,0.0
Japhet Tanganga,-0.013,0.035,-0.048,0.63,1999,21.0,"Premier League, UEL",Tottenham Hotspur,England,RB,CB,7.0,8.3,21.5,-7.4,1.1,1.0,0.7,55.3,12.1,0.0
Jardel,-0.016,-0.007,-0.01,0.48,1986,34.0,"Primeira Liga, UEL",Benfica,Brazil,CB,"LW, RM, CM",6.3,8.2,16.5,-4.1,1.2,0.6,0.7,54.2,10.8,0.0
Jari Vlak,-0.032,-0.034,0.002,1.48,1998,21.0,Eredivisie,Emmen,Netherlands,DM,,10.8,9.5,22.3,-2.5,1.7,1.4,0.8,44.9,14.3,0.0
Jarne Steuckers,-0.024,-0.023,-0.001,0.25,2002,18.0,Belgian Pro League,Sint-Truiden,Belgium,ST,"RM, CM",10.2,10.4,23.3,-4.6,1.3,0.9,1.6,48.7,13.9,0.0
Jarosław Jach,-0.074,-0.038,-0.036,0.16,1994,26.0,Eredivisie,Fortuna Sittard,Poland,CB,,8.3,8.2,22.8,-3.1,1.5,1.1,1.0,58.5,13.2,0.0
Jarrod Bowen,0.06,0.05,0.011,4.73,1996,23.0,Premier League,West Ham,England,RW,"LW, ST, RM",12.3,8.9,32.2,1.1,1.0,0.7,2.2,37.4,16.6,0.0
Jasmin Kurtić,0.001,0.022,-0.021,3.8,1989,31.0,Serie A,Parma,Slovenia,CM,LM,10.7,11.5,18.9,-1.3,1.3,1.1,1.4,54.0,12.8,0.0
Jason,-0.026,-0.005,-0.021,0.52,1994,26.0,La Liga,Valencia,Spain,RM,WB,11.1,10.1,26.6,-4.1,1.6,0.9,0.8,46.1,15.5,0.0
Jason Denayer,0.052,0.008,0.044,4.64,1995,25.0,"Euros, Ligue 1","Lyon, Belgium",Belgium,CB,,3.8,6.2,9.9,-0.5,1.1,0.7,0.3,52.7,6.5,0.0
Jasper Cillessen,-0.022,0.015,-0.037,1.1,1989,31.0,La Liga,Valencia,Netherlands,GK,,5.9,5.6,27.4,-3.1,0.7,0.6,0.8,50.0,12.8,2.1
Jaume Costa,0.045,0.04,0.006,0.61,1988,32.0,"La Liga, UEL",Villarreal,Spain,LB,"RB, LM, CM",9.9,9.3,19.7,-6.5,1.6,1.4,0.9,40.5,13.7,0.0
Jaume Doménech,0.024,0.02,0.003,3.95,1990,29.0,La Liga,Valencia,Spain,GK,,3.5,3.3,26.3,-3.1,0.4,0.4,0.3,54.9,10.5,5.3
Jaume Grau,-0.045,-0.024,-0.021,2.19,1997,23.0,Primeira Liga,Tondela,Spain,CM,"DM, LM",7.2,10.5,20.0,-5.1,1.4,1.1,0.4,54.4,11.0,0.0
Javairô Dilrosun,-0.025,-0.028,0.003,0.64,1998,22.0,Bundesliga,Hertha Berlin,Netherlands,RW,"AM, LW, RM",10.3,9.7,24.9,-5.1,1.1,0.9,1.1,44.3,13.9,0.0
Javi Galán,0.003,-0.009,0.013,4.33,1994,25.0,La Liga,Huesca,Spain,LB,"LM, WB",11.3,11.1,24.0,0.5,1.4,1.7,1.5,40.9,17.0,0.0
Javi García,-0.027,-0.014,-0.014,1.95,1987,33.0,Primeira Liga,Boavista,Spain,CM,"CB, DM",7.4,7.2,18.2,-7.5,1.1,0.9,0.4,61.7,10.2,0.0
Javi López,0.011,0.017,-0.006,0.37,2002,18.0,La Liga,Deportivo Alavés,Spain,LB,"LM, WB",10.6,9.6,24.1,-3.6,1.3,1.2,0.9,47.7,14.5,0.0
Javi Martínez,-0.003,0.009,-0.012,0.64,1988,31.0,"Bundesliga, UCL",Bayern Munich,Spain,DM,"RW, CB",7.0,8.6,17.2,-5.5,2.1,0.9,0.7,54.6,11.8,0.0
Javi Martínez,0.01,0.014,-0.004,0.67,1999,20.0,La Liga,Osasuna,Spain,CM,"DM, LM",12.0,8.7,24.8,-1.5,1.2,1.0,0.8,50.0,14.0,0.0
Javi Sánchez,-0.005,0.005,-0.01,1.23,1997,23.0,La Liga,Valladolid,Spain,CB,CM,7.0,7.8,20.8,-4.1,1.5,1.1,0.6,45.0,11.1,0.0
Javier Manquillo,0.028,0.021,0.007,1.32,1994,26.0,Premier League,Newcastle United,Spain,RB,,8.6,9.4,25.4,-3.1,1.2,1.4,0.9,53.3,14.5,0.0
Javier Ontiveros,-0.02,-0.007,-0.013,1.13,1997,22.0,La Liga,Huesca,Spain,LW,"AM, LM, RM",16.7,13.5,25.1,-3.4,1.2,1.3,2.8,44.2,18.0,0.0
Jawad El Yamiq,0.01,0.011,-0.001,2.02,1992,28.0,La Liga,Valladolid,Morocco,CB,,6.8,8.1,20.2,-6.0,2.5,1.0,0.7,62.4,11.8,0.0
Jay Rodriguez,-0.012,-0.006,-0.005,1.65,1989,31.0,Premier League,Burnley,England,ST,RM,11.2,8.4,27.9,-11.6,0.7,1.2,0.6,39.8,14.3,0.0
Jayden Bogle,0.02,0.007,0.014,1.7,2000,20.0,Premier League,Sheffield United,England,WB,"RB, RM",8.5,7.9,24.2,-2.4,1.3,1.6,1.1,47.4,13.9,0.0
Jayden Oosterwolde,-0.071,-0.033,-0.038,1.64,2001,19.0,Eredivisie,Twente,Netherlands,LB,CB,8.4,9.1,29.0,0.5,1.7,1.5,1.0,50.0,15.8,0.0
Jaïro Riedewald,-0.028,-0.008,-0.02,2.14,1996,23.0,Premier League,Crystal Palace,Netherlands,CM,"DM, LM, RM",7.9,9.6,19.7,4.0,1.5,0.9,0.5,52.6,9.8,0.0
Jean,-0.09,-0.039,-0.051,1.37,1994,25.0,Primeira Liga,Marítimo,Brazil,CM,"DM, LM",6.5,7.5,21.7,-6.5,1.9,2.3,0.8,52.0,10.5,0.0
Jean Butez,-0.009,0.013,-0.021,2.14,1995,25.0,"Belgian Pro League, UEL",Antwerp,France,GK,,3.7,3.2,24.5,-3.1,0.6,0.4,0.4,56.7,10.8,-1.3
Jean Cléber,-0.041,-0.009,-0.031,0.3,1990,30.0,Primeira Liga,Marítimo,Brazil,CM,LM,10.0,10.3,23.7,-4.6,1.3,1.2,1.2,53.1,14.3,0.0
Jean Lucas,0.02,0.019,0.001,1.81,1998,22.0,Ligue 1,"Lyon, Stade Brestois",Brazil,CM,"ST, LM, RM",11.4,11.5,19.0,-9.6,1.1,1.2,1.6,43.4,13.9,0.0
Jean Marcelin,0.011,-0.011,0.023,2.51,2000,20.0,Belgian Pro League,Cercle Brugge,France,CB,,7.0,8.2,17.1,-5.7,1.3,1.5,0.5,61.7,9.7,0.0
Jean Meneses,-0.01,-0.011,0.001,0.0,1993,27.0,Copa America,Chile,Chile,RW,LW,11.6,10.6,23.5,-4.6,1.2,1.0,1.3,45.4,14.5,0.0
Jean Onana,-0.024,-0.031,0.007,2.74,2000,20.0,Belgian Pro League,Excel Mouscron,Cameroon,DM,"CB, CM",10.6,11.0,23.8,-4.2,2.2,1.8,0.4,55.6,14.7,0.0
Jean Patric,-0.032,-0.024,-0.008,0.63,1997,23.0,Primeira Liga,Santa Clara,Brazil,LW,"RW, LM, RM",11.9,9.1,26.4,-5.1,1.2,1.1,0.7,41.8,14.5,0.0
Jean Seri,-0.031,-0.013,-0.018,0.82,1991,29.0,Ligue 1,Bordeaux,Côte d'Ivoire,CM,"DM, LM",10.5,10.7,20.1,-4.1,1.4,1.1,1.2,47.2,13.6,0.0
Jean-Charles Castelletto,0.013,0.002,0.011,2.89,1995,25.0,Ligue 1,Nantes,Cameroon,CB,,5.2,6.7,19.0,-7.5,1.8,1.0,0.4,62.4,9.3,0.0
Jean-Clair Todibo,0.021,0.011,0.011,2.06,1999,20.0,Ligue 1,Nice,France,CB,,6.6,9.6,16.4,-1.5,1.4,1.1,0.5,52.4,12.1,0.0
Jean-Daniel Akpa-Akpro,0.003,-0.009,0.011,1.49,1992,27.0,"UCL, Serie A",Lazio,Côte d'Ivoire,CM,DM,7.7,7.0,22.8,-6.6,1.6,1.7,0.5,51.6,12.6,0.0
Jean-Eudes Aholou,-0.024,-0.002,-0.022,2.61,1994,26.0,Ligue 1,"Strasbourg, Monaco",Côte d'Ivoire,DM,"RM, CM",8.9,8.8,20.9,-3.7,2.1,1.1,0.4,55.1,11.8,0.0
Jean-Kevin Duverne,-0.022,0.004,-0.026,2.48,1997,23.0,Ligue 1,Stade Brestois,Haiti,CB,RB,5.7,10.6,18.2,-1.0,1.4,1.1,0.4,45.2,11.7,0.0
Jean-Louis Leca,0.026,-0.003,0.029,5.26,1985,34.0,Ligue 1,Lens,France,GK,,3.0,2.3,27.0,-3.1,0.4,0.3,0.5,58.9,9.4,7.5
Jean-Luc Dompé,-0.013,0.01,-0.024,1.94,1995,24.0,Belgian Pro League,Zulte Waregem,France,LW,"RW, RB, ST, LM, WB",16.7,11.6,28.0,14.8,0.8,1.2,4.4,44.1,17.6,0.0
Jean-Manuel Mbom,-0.048,-0.044,-0.004,1.19,2000,20.0,Bundesliga,Werder Bremen,Germany,CM,"RW, RM, WB",8.7,7.9,26.3,-4.6,1.2,1.1,1.0,57.6,13.1,0.0
Jean-Paul Boëtius,0.043,0.049,-0.006,3.53,1994,26.0,Bundesliga,Mainz 05,Netherlands,AM,"LW, CM",16.0,12.0,28.4,-5.5,1.4,1.2,0.8,39.7,15.4,0.0
Jean-Philippe Krasso,-0.016,-0.015,-0.001,0.29,1997,23.0,Ligue 1,Saint-Étienne,Côte d'Ivoire,ST,,10.4,8.6,24.7,-4.6,1.1,1.0,0.9,47.8,13.9,0.0
Jean-Philippe Mateta,0.032,0.044,-0.011,2.0,1997,23.0,Bundesliga,"Mainz 05, Crystal Palace",France,ST,,11.0,7.2,30.3,-6.2,0.8,0.6,0.8,47.5,14.4,0.0
Jean-Pierre Nsame,-0.033,-0.019,-0.014,0.0,1993,27.0,UEL,Young Boys,Cameroon,ST,,9.8,8.2,26.2,-0.5,0.9,0.8,1.0,50.6,13.0,0.0
Jean-Ricner Bellegarde,-0.014,-0.011,-0.002,2.67,1998,22.0,Ligue 1,Strasbourg,France,CM,"RW, DM, LW, ST, LM, RM",10.9,10.7,27.3,-7.9,1.0,1.6,1.1,39.9,15.2,0.0
Jean-Victor Makengo,-0.041,-0.013,-0.028,0.56,1998,22.0,Serie A,Udinese,France,CM,DM,8.7,9.5,23.9,-3.6,1.2,1.1,0.8,57.0,13.4,0.0
Jeff Hardeveld,-0.042,-0.048,0.005,1.01,1995,25.0,Eredivisie,Heracles Almelo,Netherlands,LB,,11.0,10.6,25.8,-4.1,2.6,2.0,2.5,46.5,16.4,0.0
Jeff Hendrick,-0.024,-0.006,-0.018,1.71,1992,28.0,Premier League,Newcastle United,Ireland,CM,"LM, RM",9.0,8.5,22.6,1.5,1.4,0.6,0.5,39.3,12.1,0.0
Jeff Reine-Adélaïde,-0.018,-0.001,-0.017,1.36,1998,22.0,"UEL, Ligue 1","Lyon, Nice",France,CM,"RW, LW, ST, LM",12.0,12.0,24.4,-7.1,0.8,0.7,1.8,43.3,16.0,0.0
Jefferson Galego,-0.018,-0.012,-0.006,0.24,1997,23.0,Primeira Liga,Moreirense,Brazil,ST,"LW, LM, RM",9.7,9.2,24.9,-4.6,1.2,1.2,1.0,45.9,14.4,0.0
Jeffrey Gouweleeuw,-0.063,-0.011,-0.051,2.58,1991,29.0,Bundesliga,Augsburg,Netherlands,CB,,7.5,11.0,20.4,0.5,2.1,0.8,0.5,49.0,11.9,0.0
Jeffrey Schlupp,-0.009,0.007,-0.016,1.89,1992,27.0,Premier League,Crystal Palace,Ghana,CM,"RM, LM",12.7,10.3,29.0,-2.4,1.5,1.1,0.5,43.3,15.2,0.0
Jeffry Fortes,-0.097,-0.057,-0.04,0.67,1989,31.0,Eredivisie,Sparta Rotterdam,Cape Verde,RB,"RW, RM",8.4,8.9,25.4,-3.6,1.8,0.9,1.1,44.5,14.1,0.0
Jeison Murillo,0.039,0.014,0.025,4.53,1992,28.0,La Liga,Celta Vigo,Colombia,CB,,5.3,5.7,14.4,3.0,1.4,0.9,0.4,58.4,9.4,0.0
Jelle Bataille,0.011,-0.009,0.02,3.76,1999,21.0,Belgian Pro League,Oostende,Belgium,RB,WB,14.5,11.8,29.2,-2.9,1.5,1.3,1.5,43.1,18.2,0.0
Jelle Vossen,-0.047,-0.022,-0.024,2.0,1989,31.0,Belgian Pro League,Zulte Waregem,Belgium,ST,"LW, CM",10.7,6.7,26.3,-0.0,0.8,0.8,0.4,43.5,13.0,0.0
Jens Cajuste,-0.017,-0.009,-0.008,0.0,1999,20.0,"Euros, UCL","Sweden, Midtjylland",Sweden,DM,,9.2,9.9,23.8,-3.1,1.5,1.1,0.9,46.6,13.3,0.0
Jens Cools,-0.027,-0.018,-0.009,1.9,1990,29.0,Belgian Pro League,Eupen,Belgium,CM,"DM, RM",6.5,8.4,18.0,-7.9,1.5,1.3,0.5,58.1,11.1,0.0
Jens Jønsson,-0.014,-0.037,0.023,3.35,1993,27.0,La Liga,Cádiz,Denmark,CM,DM,10.4,7.9,22.0,-7.4,1.9,1.2,0.5,52.7,10.4,0.0
Jens Petter Hauge,0.041,0.03,0.011,0.9,1999,20.0,"Serie A, UEL",AC Milan,Norway,LW,"AM, RW",12.1,9.6,25.1,13.3,0.9,1.0,0.7,43.7,14.1,0.0
Jens Stryger Larsen,-0.002,0.0,-0.002,3.6,1991,29.0,"Euros, Serie A","Denmark, Udinese",Denmark,WB,"CB, RB",7.7,9.1,23.3,-7.2,1.1,0.6,0.9,43.5,13.5,0.0
Jens Toornstra,0.019,0.013,0.006,4.08,1989,31.0,"UEL, Eredivisie",Feyenoord,Netherlands,CM,RM,13.1,13.8,21.9,13.1,1.4,1.0,0.3,55.1,15.4,0.0
Jenthe Mertens,-0.047,-0.036,-0.011,0.62,1999,20.0,Belgian Pro League,Waasland-Beveren,Belgium,RB,RM,9.3,10.6,24.9,-4.1,1.6,1.0,1.0,42.7,14.7,0.0
Jeong Woo-yeong,-0.003,-0.004,0.001,1.12,1999,20.0,Bundesliga,Freiburg,South Korea,ST,"AM, RW, LW, RM, CM",13.3,12.0,25.4,10.2,1.3,0.8,0.7,50.8,15.5,0.0
Jerdy Schouten,-0.005,0.009,-0.014,3.38,1997,23.0,Serie A,Bologna,Netherlands,DM,CM,9.8,9.7,17.9,1.0,2.6,1.0,0.3,52.0,11.5,0.0
Jere Uronen,-0.009,-0.016,0.007,2.44,1994,26.0,"Euros, Belgian Pro League","Finland, Genk",Finland,LB,"LM, RM, WB",10.0,8.4,20.6,-6.0,1.5,1.5,1.5,44.1,12.8,0.0
Jeremie Boga,0.018,0.013,0.005,2.71,1997,23.0,Serie A,Sassuolo,Côte d'Ivoire,LW,"AM, DM, ST, LM",10.1,9.2,23.4,-0.9,0.8,0.7,0.7,43.6,15.0,0.0
Jeremie Frimpong,0.012,0.022,-0.01,0.64,2000,19.0,"Bundesliga, UEL","Bayer Leverkusen, Celtic",Netherlands,WB,"RW, RB, RM",13.4,13.0,24.4,-5.5,1.0,0.9,0.6,40.4,15.9,0.0
Jeremy Cijntje,-0.054,-0.04,-0.015,0.26,1998,22.0,Eredivisie,"Heracles Almelo, Waasland-Beveren",Curaçao,RW,"RM, LW, ST",9.6,8.8,25.0,-9.2,1.0,1.0,0.9,50.0,13.6,0.0
Jeremy Doku,0.018,-0.0,0.019,4.44,2002,18.0,"Euros, UCL, Ligue 1","Anderlecht, Belgium, Rennes",Belgium,RW,"LW, LM, RM",18.2,13.3,28.6,-5.0,0.7,1.0,0.3,43.2,17.7,0.0
Jeremy Toljan,0.017,0.009,0.008,2.26,1994,25.0,Serie A,Sassuolo,Germany,RB,"LB, RM, WB",8.2,9.0,17.6,-4.1,1.1,0.9,0.5,45.0,11.8,0.0
Jeremías Ledesma,0.022,0.008,0.013,4.48,1993,27.0,La Liga,Cádiz,Argentina,GK,,4.7,3.7,37.9,-3.1,0.4,0.3,0.8,58.5,14.9,1.0
Jeroen Zoet,0.029,0.016,0.014,0.97,1991,29.0,Serie A,Spezia,Netherlands,GK,,6.9,6.1,23.2,-3.1,0.8,0.7,0.7,52.6,12.5,5.9
Jerome Sinclair,-0.021,-0.013,-0.008,0.0,1996,23.0,UEL,CSKA Sofia,England,RW,,10.5,9.5,24.2,-4.1,1.1,1.3,0.9,42.4,14.0,0.0
Jerry St. Juste,-0.006,-0.002,-0.004,3.87,1996,23.0,Bundesliga,Mainz 05,Netherlands,CB,RB,6.9,9.5,21.2,-11.8,1.9,1.2,1.0,51.8,11.2,0.0
Jesper Drost,-0.042,-0.04,-0.002,1.32,1993,27.0,Eredivisie,Zwolle,Netherlands,RW,"LM, RM",10.6,8.2,28.1,-8.4,1.2,1.4,0.6,41.7,13.6,0.0
Jesper Hansen,-0.007,0.002,-0.009,0.0,1985,35.0,UCL,Midtjylland,Denmark,GK,,8.0,7.3,26.3,-3.1,0.9,0.7,0.9,50.0,14.2,2.4
Jesper Karlsson,0.039,0.03,0.009,4.11,1998,22.0,"UEL, Eredivisie",AZ Alkmaar,Sweden,LW,"RW, LM",14.7,12.0,30.1,11.2,0.9,0.6,2.2,39.0,16.5,0.0
Jesse Bosch,-0.054,-0.025,-0.028,2.19,2000,20.0,Eredivisie,Twente,Netherlands,CM,"AM, RM, LM",10.3,8.1,28.6,-16.5,1.2,1.2,0.4,32.7,13.4,0.0
Jesse Lingard,0.056,0.054,0.003,2.58,1992,27.0,Premier League,West Ham,England,AM,"LW, ST, LM",16.1,13.0,24.4,20.7,0.7,0.7,1.8,44.0,16.4,0.0
Jessic Ngankam,-0.023,-0.022,-0.001,0.36,2000,20.0,Bundesliga,Hertha Berlin,Germany,ST,LW,9.0,7.8,24.9,5.1,1.0,0.9,0.9,45.0,13.6,0.0
Jessy Moulin,-0.012,-0.007,-0.005,3.39,1986,34.0,Ligue 1,Saint-Étienne,France,GK,,3.1,3.1,25.1,-3.1,0.4,0.3,0.6,59.8,8.9,14.3
Jesús Corona,0.016,0.01,0.006,3.36,1993,27.0,"UCL, Primeira Liga",Porto,Mexico,RW,"RM, RB, LM",18.3,11.8,30.4,-9.6,1.5,0.7,1.5,42.4,19.0,0.0
Jesús Navas,0.105,0.074,0.032,6.19,1985,34.0,"La Liga, UCL",Sevilla,Spain,RB,,14.7,13.2,21.6,-8.8,1.5,0.9,0.6,54.6,16.5,0.0
Jesús Vallejo,-0.013,-0.002,-0.011,1.74,1997,23.0,"La Liga, UEL",Granada,Spain,CB,"DM, RB",6.3,8.2,22.2,-3.6,1.3,0.8,0.4,48.9,11.4,0.0
Jhegson Méndez,0.004,0.005,-0.001,0.0,1997,23.0,Copa America,Ecuador,Ecuador,CM,,7.9,8.7,19.0,-3.6,1.3,1.1,0.8,50.0,11.8,0.0
Jhon Córdoba,0.03,0.025,0.006,2.48,1993,27.0,Bundesliga,Hertha Berlin,Colombia,ST,,15.1,6.5,28.1,-1.9,0.8,0.6,0.5,42.4,14.5,0.0
Jhon Lucumí,0.031,0.008,0.022,4.6,1998,22.0,Belgian Pro League,Genk,Colombia,CB,,4.7,7.2,13.6,-6.0,1.4,1.4,0.4,56.5,8.7,0.0
Jhon Mosquera,-0.029,-0.03,0.001,0.0,1990,30.0,UEL,Slovan Liberec,Colombia,LW,LM,10.0,10.3,27.4,-5.1,1.3,1.1,2.1,50.0,15.4,0.0
Jhon Murillo,-0.027,-0.019,-0.008,2.29,1995,24.0,Primeira Liga,Tondela,Venezuela,RW,"RB, LW, LM, RM, WB",12.9,10.2,26.2,1.3,0.9,0.7,0.4,39.3,13.4,0.0
Jhonata Robert,-0.034,-0.036,0.003,0.71,1999,20.0,Primeira Liga,Famalicão,Brazil,LW,"AM, ST, LM, RM, CM",14.0,10.9,26.4,4.0,1.1,1.4,4.5,57.8,17.4,0.0
Jimmy Briand,-0.028,-0.022,-0.006,0.67,1985,34.0,Ligue 1,Bordeaux,France,ST,"RW, LW",8.3,7.3,25.6,-7.9,0.9,0.8,0.8,49.5,13.8,0.0
Jimmy Cabot,-0.019,-0.025,0.006,1.18,1994,26.0,Ligue 1,Angers,France,RW,"LW, RM",10.5,10.9,27.4,-2.0,1.3,1.2,0.6,43.3,15.2,0.0
Jimmy Dunne,0.031,0.029,0.002,0.44,1997,22.0,Premier League,Burnley,Ireland,CB,,9.3,8.4,23.5,-0.5,1.4,1.0,0.9,62.9,14.5,0.0
Jiří Pavlenka,-0.052,0.001,-0.053,3.03,1992,28.0,Bundesliga,Werder Bremen,Czechia,GK,,2.8,3.0,23.4,-3.1,0.4,0.3,0.4,59.8,8.9,6.9
Joachim Andersen,0.077,0.025,0.052,5.73,1996,24.0,"Premier League, Euros","Fulham, Lyon, Denmark",Denmark,CB,RB,5.6,7.2,18.3,-7.1,1.5,0.8,0.6,64.8,12.5,0.0
Joachim Van Damme,-0.022,-0.02,-0.002,2.49,1991,29.0,Belgian Pro League,Mechelen,Belgium,DM,"LM, CM",9.9,11.2,23.3,-7.5,2.1,1.7,0.4,69.6,14.9,0.0
Joakim Mæhle,0.057,0.032,0.025,4.84,1997,23.0,"Euros, Belgian Pro League, UCL","Atalanta, Denmark, Genk",Denmark,WB,"LB, RB, RM",11.0,12.4,23.3,-10.7,1.5,1.1,0.9,43.7,15.5,0.0
Joakim Nilsson,-0.02,-0.004,-0.016,2.66,1994,26.0,Bundesliga,Arminia Bielefeld,Sweden,CB,,4.8,7.4,17.9,-7.4,1.7,1.1,0.6,61.0,10.0,0.0
Joan Jordán,0.064,0.045,0.019,4.49,1994,26.0,"La Liga, UCL",Sevilla,Spain,CM,"LM, RM",12.2,12.2,15.9,-9.6,1.3,1.3,3.1,49.4,14.7,0.0
Joaquín,0.007,0.0,0.007,1.86,1981,39.0,La Liga,Real Betis,Spain,RW,"AM, ST, LM, RM",13.2,12.3,23.3,4.0,1.3,0.6,2.5,45.0,15.3,0.0
Joaquín Correa,0.025,0.015,0.01,3.05,1994,25.0,"UCL, Serie A, Copa America","Lazio, Argentina",Argentina,ST,,16.6,9.9,26.4,1.8,0.6,0.7,1.0,44.2,16.7,0.0
Joaquín Fernández,-0.005,-0.003,-0.001,2.78,1996,24.0,La Liga,Valladolid,Spain,CB,DM,6.4,6.2,19.4,-4.8,1.9,0.9,0.4,47.4,10.0,0.0
Joaquín Pereyra,-0.053,-0.03,-0.023,0.73,1998,21.0,Primeira Liga,Famalicão,Argentina,CM,"DM, ST, RM",13.3,10.1,26.2,-5.1,1.7,1.1,2.1,43.6,16.3,0.0
Joe Allen,-0.019,-0.01,-0.01,0.0,1990,30.0,Euros,Wales,Wales,DM,,9.9,9.1,21.3,-3.6,1.3,1.0,0.9,44.6,13.0,0.0
Joe Aribo,0.005,0.006,-0.0,0.0,1996,24.0,UEL,Rangers,Nigeria,RW,"ST, LM",10.4,10.5,24.7,-3.4,1.0,0.9,0.8,41.5,14.0,0.0
Joe Bryan,0.019,0.014,0.005,1.02,1993,26.0,Premier League,Fulham,England,LB,"LW, LM, WB",11.3,9.7,25.5,-1.0,1.6,1.1,1.5,53.3,16.3,0.0
Joe Efford,-0.022,-0.021,-0.001,1.44,1996,23.0,Belgian Pro League,Waasland-Beveren,United States,ST,"AM, RW, LW, LM, CM",12.2,8.9,29.7,-2.4,0.8,0.9,0.6,41.5,14.5,0.0
Joe Gomez,0.065,0.025,0.039,1.12,1997,23.0,"Premier League, UCL",Liverpool,England,CB,RB,5.7,8.6,16.7,-3.1,1.2,0.8,0.7,58.8,11.7,0.0
Joe Hart,0.013,0.008,0.005,0.0,1987,33.0,UEL,Tottenham Hotspur,England,GK,,5.8,6.0,23.9,-3.1,0.8,0.7,0.8,50.0,10.9,4.1
Joe Morrell,-0.01,-0.005,-0.005,0.0,1997,24.0,Euros,Wales,Wales,CM,,10.4,9.3,21.6,-3.1,1.3,1.0,0.9,50.0,13.2,0.0
Joe Rodon,-0.026,0.018,-0.044,0.87,1997,22.0,"Premier League, Euros","Tottenham Hotspur, Wales",Wales,CB,LW,5.4,6.5,16.9,-3.1,1.9,1.0,0.6,58.0,9.9,0.0
Joe Willock,0.114,0.114,0.0,2.74,1999,20.0,"Premier League, UEL","Newcastle United, Arsenal",England,CM,"AM, ST, RM",13.4,9.4,24.8,24.7,1.5,1.2,0.5,46.5,15.2,0.0
Joel Abu Hanna,-0.017,-0.006,-0.01,0.0,1998,22.0,UEL,Zorya Luhansk,Israel,CB,,8.3,8.6,21.3,-3.1,1.4,0.9,0.9,47.1,12.5,0.0
Joel Andersson,-0.02,-0.012,-0.008,0.0,1996,23.0,UCL,Midtjylland,Sweden,RB,,8.9,9.4,25.9,-3.1,1.5,1.1,0.8,48.8,14.2,0.0
Joel Drommel,-0.041,-0.015,-0.026,3.3,1996,23.0,Eredivisie,Twente,Netherlands,GK,,2.9,2.6,29.3,-3.6,0.4,0.3,0.4,57.0,12.6,-0.5
Joel Pereira,-0.007,-0.018,0.01,3.37,1996,23.0,Primeira Liga,Gil Vicente FC,Portugal,RB,RM,11.9,13.5,25.0,-4.1,1.8,1.0,0.9,50.0,16.2,0.0
Joel Pohjanpalo,0.063,0.074,-0.01,1.61,1994,25.0,"Bundesliga, Euros","Bayer Leverkusen, Finland, Union Berlin",Finland,ST,,9.7,7.2,27.2,-3.7,0.7,0.5,0.6,46.5,13.4,0.0
Joel Robles,0.023,0.016,0.008,2.52,1990,30.0,La Liga,Real Betis,Spain,GK,,4.3,3.9,27.7,-3.1,0.5,0.4,0.4,52.6,11.4,2.5
Joel Ward,-0.036,-0.016,-0.02,2.51,1989,30.0,Premier League,Crystal Palace,England,RB,,6.7,9.3,24.3,-3.6,1.7,1.1,0.6,52.4,13.2,0.0
