Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Lukáš Masopust,-0.019,-0.022,0.003,0.0,1993,25.0,UEL,"Jablonec, Slavia Prague",Czechia,ST,RM,10.0,9.0,28.3,-4.3,1.0,1.6,0.9,41.8,14.4,0.0
Luquinhas,-0.027,-0.015,-0.012,1.64,1996,21.0,Primeira Liga,Aves,Brazil,LW,"AM, ST, LM, RM",16.1,10.0,26.5,-15.8,1.6,1.0,0.9,40.1,14.8,0.0
Luther Singh,-0.048,-0.039,-0.009,1.4,1997,20.0,Primeira Liga,Chaves,South Africa,RW,"LW, ST, LM, RM",16.3,10.7,29.4,-7.4,1.3,1.5,2.7,44.1,16.6,0.0
Luuk de Jong,0.194,0.193,0.001,8.74,1990,27.0,"UCL, Eredivisie",PSV,Netherlands,ST,AM,12.6,5.0,30.3,0.8,0.7,0.9,0.7,61.2,17.4,0.0
Luís Machado,-0.091,-0.075,-0.016,1.27,1992,25.0,Primeira Liga,Feirense,Portugal,LW,"RW, DM, RB, LM, RM",11.6,8.5,33.1,-6.9,1.1,1.3,0.6,29.9,14.7,0.0
Luís Martins,-0.053,-0.024,-0.029,1.07,1992,26.0,Primeira Liga,Chaves,Portugal,LB,,8.2,9.2,27.4,-1.2,1.8,1.7,2.6,56.1,15.5,0.0
Luís Neto,-0.02,0.002,-0.023,0.0,1988,30.0,UEL,Zenit,Portugal,CB,,9.4,8.4,18.6,-4.8,1.3,1.3,0.9,56.6,12.1,0.0
Lyanco,0.023,0.003,0.019,1.88,1997,21.0,Serie A,"Torino, Bologna",Brazil,CB,,7.5,8.2,20.8,-1.2,1.7,1.4,0.8,50.0,11.7,0.0
Lys Mousset,0.024,0.035,-0.01,0.58,1996,22.0,Premier League,Bournemouth,France,ST,RM,10.8,8.7,26.4,-6.0,1.0,0.9,1.0,46.9,15.0,0.0
László Kleinheisler,-0.019,-0.013,-0.006,0.0,1994,24.0,UEL,Astana FK,Hungary,DM,CM,9.4,9.0,22.5,-4.8,1.6,1.2,1.3,45.2,13.2,0.0
Léo Baptistão,0.009,0.012,-0.003,1.79,1992,25.0,La Liga,Espanyol,Brazil,RW,"ST, LM, RM",13.3,8.8,26.6,-17.6,0.9,1.2,0.6,46.1,15.1,0.0
Léo Jabá,0.038,0.033,0.005,0.0,1998,19.0,UEL,PAOK,Brazil,RW,LW,12.1,9.6,25.0,1.9,1.2,1.1,0.9,43.5,15.2,0.0
Léo Jardim,-0.009,-0.002,-0.007,3.93,1995,23.0,Primeira Liga,Rio Ave,Brazil,GK,,3.2,2.9,27.7,-4.3,0.4,0.4,0.3,59.5,10.1,-2.7
Léo Matos,0.007,0.007,-0.001,0.0,1986,32.0,UEL,PAOK,Brazil,RB,,11.5,11.3,20.6,-5.8,1.3,1.1,0.9,50.0,14.5,0.0
M'Baye Niang,-0.003,-0.005,0.002,2.45,1994,23.0,"World Cup, UEL, Ligue 1","Senegal, Rennes",Senegal,ST,"LW, LM",11.3,8.5,31.7,3.8,0.7,0.8,0.9,49.2,15.6,0.0
M'barek Boussoufa,-0.024,-0.019,-0.005,0.0,1984,33.0,World Cup,Morocco,Morocco,DM,CM,10.1,8.7,23.5,-4.3,1.2,1.3,1.7,48.0,14.1,0.0
Maciej Rybus,-0.018,-0.001,-0.018,0.0,1989,28.0,"World Cup, UCL","Poland, Lokomotiv Moscow",Poland,LB,LM,8.7,8.4,22.7,-4.8,1.5,1.4,1.0,52.8,12.8,0.0
Magomed Ozdoyev,0.024,0.022,0.002,0.0,1992,25.0,UEL,Zenit,Russia,CM,,10.1,9.2,23.8,-1.2,1.4,1.1,1.0,51.8,13.7,0.0
Mahmoud Dahoud,0.042,0.043,-0.001,1.18,1996,22.0,"Bundesliga, UCL",Borussia Dortmund,Germany,DM,"AM, RM, CM",10.5,10.7,20.1,-5.5,1.8,1.2,0.7,45.8,13.8,0.0
Maicon,-0.006,-0.002,-0.005,0.0,1988,29.0,UCL,Galatasaray,Brazil,CB,,8.0,8.7,21.7,-6.3,1.4,1.3,1.8,51.6,13.2,0.0
Maikel van der Werff,-0.023,-0.004,-0.019,2.25,1989,29.0,Eredivisie,Vitesse,Netherlands,CB,,6.2,8.6,20.6,-0.6,1.3,1.1,0.6,54.1,12.0,0.0
Majid Hosseini,-0.045,-0.009,-0.036,0.0,1996,21.0,World Cup,Iran,Iran,CB,,8.9,8.9,23.4,-4.3,1.1,1.0,1.1,50.0,12.7,0.0
Makoto Hasebe,0.01,0.003,0.007,3.7,1984,34.0,"Bundesliga, World Cup, UEL","Japan, Eintracht Frankfurt",Japan,CB,"DM, CM",5.4,9.8,15.8,-4.8,1.4,1.1,0.7,46.7,9.4,0.0
Maksim Skavysh,-0.022,-0.009,-0.012,0.0,1989,28.0,UEL,BATE Borisov,Belarus,RW,ST,11.3,9.6,28.1,-5.5,0.8,1.1,1.0,46.4,15.4,0.0
Malang Sarr,0.011,-0.004,0.015,4.4,1999,19.0,Ligue 1,Nice,France,CB,LB,4.9,8.4,13.9,-4.1,2.0,1.2,0.7,57.8,9.7,0.0
Malcom,0.056,0.048,0.008,1.11,1997,21.0,"La Liga, UCL",Barcelona,Brazil,LW,"RW, LM, RM",10.1,9.0,22.5,-6.6,0.9,0.9,1.0,42.5,13.7,0.0
Malik Tchokounté,-0.037,-0.047,0.01,1.62,1988,29.0,Ligue 1,Caen,France,ST,"AM, RW",9.1,7.9,29.8,-12.6,0.8,1.0,0.6,51.6,14.9,0.0
Mama Samba Baldé,0.019,0.021,-0.002,3.48,1995,22.0,Primeira Liga,Aves,Guinea-Bissau,RW,"AM, RB, ST, LM, RM, CM",16.8,9.6,32.4,-1.6,1.5,1.4,0.9,48.4,16.8,0.0
Mamadou Fall,-0.022,-0.029,0.007,2.61,1991,26.0,Belgian Pro League,"Charleroi, Eupen",Senegal,RW,"LW, ST, LM, RM",11.8,10.1,35.4,-10.9,0.9,0.9,0.4,38.4,15.6,0.0
Mamadou Loum,-0.028,-0.026,-0.001,1.76,1996,21.0,Primeira Liga,"Moreirense, Porto",Senegal,CM,DM,8.5,9.9,26.2,7.4,1.9,1.6,0.5,59.6,14.3,0.0
Mamadou Sakho,0.061,0.012,0.049,4.45,1990,28.0,Premier League,Crystal Palace,France,CB,,5.1,7.2,14.9,-6.3,1.5,0.8,0.7,54.7,8.6,0.0
Mamadou Sylla,-0.018,-0.009,-0.008,0.99,1994,24.0,Belgian Pro League,"Sint-Truiden, Zulte Waregem",Senegal,ST,"AM, RW",13.1,9.9,31.2,-9.1,1.1,0.9,0.7,51.7,16.9,0.0
Mamadu Candé,-0.037,-0.027,-0.01,1.79,1990,27.0,Primeira Liga,Santa Clara,Guinea-Bissau,LB,LW,8.2,9.1,29.2,-6.0,1.8,1.1,2.2,51.3,15.7,0.0
Mano,-0.029,-0.029,0.0,2.97,1987,31.0,Primeira Liga,Vitória Setúbal,Portugal,RB,LB,7.4,8.5,25.3,-6.3,1.6,1.3,1.2,59.5,12.6,0.0
Manolo Gabbiadini,-0.014,-0.007,-0.007,1.64,1991,26.0,Serie A,"Southampton, Sampdoria",Italy,ST,"AM, RW",12.2,7.7,27.5,4.4,0.9,0.7,1.9,37.7,15.5,0.0
Manu García,-0.017,-0.034,0.017,2.93,1986,32.0,La Liga,Deportivo Alavés,Spain,CM,"DM, LM, RM",10.2,9.9,24.5,-12.4,1.1,1.8,0.4,57.6,13.9,0.0
Manu García,-0.033,-0.025,-0.008,2.09,1998,20.0,Ligue 1,Toulouse,Spain,AM,CM,13.7,12.6,25.1,-8.2,1.0,1.3,0.5,40.8,15.2,0.0
Manu Morlanes,-0.009,0.018,-0.027,0.81,1999,19.0,"La Liga, UEL",Villarreal,Spain,CM,"DM, LM, RM, WB",11.3,12.5,19.7,-1.2,1.0,1.4,0.7,48.6,13.2,0.0
Manu Trigueros,0.01,-0.002,0.012,2.27,1991,26.0,"La Liga, UEL",Villarreal,Spain,CM,"DM, RM",11.5,11.9,18.9,-10.4,1.1,1.8,1.9,47.2,13.9,0.0
Manuel Akanji,0.046,0.021,0.025,3.82,1995,23.0,"Bundesliga, UCL, World Cup","Borussia Dortmund, Switzerland",Switzerland,CB,RB,5.4,9.0,10.7,-2.2,1.4,1.2,0.4,54.9,8.8,0.0
Manuel Fernandes,-0.015,-0.009,-0.006,0.0,1986,32.0,"World Cup, UCL","Portugal, Lokomotiv Moscow",Portugal,LW,CM,10.8,10.0,25.7,-5.8,1.1,1.3,2.2,50.0,15.5,0.0
Manuel Gulde,-0.038,-0.002,-0.036,1.88,1991,27.0,Bundesliga,Freiburg,Germany,CB,,6.8,8.9,18.9,-3.6,1.4,1.0,0.5,53.0,11.1,0.0
Manuel Lanzini,0.013,0.022,-0.009,1.02,1993,25.0,Premier League,West Ham,Argentina,CM,"AM, LM",11.1,10.8,21.2,-4.6,1.2,1.1,1.5,43.0,13.7,0.0
Manuel Lazzari,0.017,-0.002,0.019,4.28,1993,24.0,Serie A,SPAL,Italy,WB,RB,15.6,14.6,27.5,-10.8,0.9,0.8,0.6,41.8,17.9,0.0
Manuel Locatelli,0.035,0.027,0.008,3.05,1998,20.0,Serie A,Sassuolo,Italy,CM,"ST, LM, RM",15.1,11.9,19.5,-6.1,1.4,1.4,1.7,44.4,15.3,0.0
Manuel Neuer,0.14,0.013,0.127,5.63,1986,32.0,"Bundesliga, UCL, World Cup","Bayern Munich, Germany",Germany,GK,,2.4,1.8,19.1,-4.3,0.4,0.3,0.4,55.2,7.6,1.5
Manuel Pasqual,0.008,0.004,0.004,1.94,1982,36.0,Serie A,Empoli,Italy,LB,WB,9.5,11.0,29.3,-5.8,1.0,1.3,2.9,43.2,19.2,0.0
Manuel Pucciarelli,-0.034,-0.021,-0.012,0.35,1991,27.0,Serie A,Chievo Verona,Italy,ST,,8.9,8.2,24.8,-4.3,1.2,1.0,1.0,41.6,13.4,0.0
Manuel da Costa,-0.014,-0.005,-0.009,0.0,1986,32.0,World Cup,Morocco,Morocco,CB,,8.8,8.8,23.7,-4.8,1.4,1.2,1.1,53.0,13.5,0.0
Marc Albrighton,-0.016,-0.021,0.005,2.06,1989,28.0,Premier League,Leicester City,England,RW,"LW, LM, RM",10.8,10.1,34.2,-0.1,1.3,1.3,1.2,48.0,18.4,0.0
Marc Bartra,0.073,0.018,0.056,5.69,1991,27.0,"La Liga, UEL",Real Betis,Spain,CB,,5.5,7.5,14.6,-3.1,2.1,1.8,0.4,58.5,11.6,0.0
Marc Cardona,0.046,0.044,0.002,1.05,1995,23.0,La Liga,Eibar,Spain,ST,"LM, RM",10.3,8.0,27.7,-5.4,0.8,1.0,0.8,45.7,14.7,0.0
Marc Cucurella,0.026,0.009,0.017,3.75,1998,20.0,La Liga,Eibar,Spain,LW,"LB, LM",11.5,8.3,26.3,-8.6,0.9,1.4,0.4,41.3,13.2,0.0
Marc Muniesa,0.018,0.022,-0.004,2.14,1992,26.0,La Liga,Girona,Spain,LB,"CB, WB",9.2,9.1,20.8,-6.8,2.0,1.9,0.8,50.0,13.3,0.0
Marc Roca,0.017,0.002,0.015,4.71,1996,21.0,La Liga,Espanyol,Spain,CM,DM,10.2,13.1,16.4,-7.3,1.2,1.4,0.4,51.2,11.3,0.0
Marc Stendera,0.03,0.024,0.007,0.17,1995,22.0,"Bundesliga, UEL",Eintracht Frankfurt,Germany,CM,"AM, DM, LM",10.5,11.1,23.0,-6.8,1.3,1.2,1.1,47.8,14.0,0.0
Marc-André Kruska,-0.046,-0.019,-0.027,0.0,1987,31.0,UEL,F91 Dudelange,Germany,CM,,10.0,11.4,21.9,-4.3,1.0,1.0,1.3,50.0,13.8,0.0
Marc-André ter Stegen,0.085,0.024,0.061,6.4,1992,26.0,"La Liga, UCL",Barcelona,Germany,GK,,2.0,1.7,17.5,-4.3,0.3,0.3,0.4,56.1,6.1,-6.9
Marc-Aurèle Caillard,-0.083,-0.011,-0.072,1.43,1994,24.0,Ligue 1,Guingamp,France,GK,,4.3,3.8,31.2,-4.3,0.5,0.4,0.8,54.3,11.2,4.3
Marc-Oliver Kempf,-0.026,-0.0,-0.026,2.41,1995,23.0,Bundesliga,Stuttgart,Germany,CB,LB,6.5,10.2,18.9,-2.5,1.9,1.0,0.5,60.0,11.7,0.0
Marcel Halstenberg,0.072,0.043,0.03,4.66,1991,26.0,"Bundesliga, UEL",RB Leipzig,Germany,LB,"LW, WB",10.3,9.8,26.7,-9.5,1.4,1.5,5.3,63.0,16.6,0.0
Marcel Sabitzer,0.066,0.057,0.009,4.44,1994,24.0,"Bundesliga, UEL",RB Leipzig,Austria,CM,"AM, RW, LM, RM",12.6,10.7,29.7,-9.1,1.2,1.2,1.7,46.2,16.9,0.0
Marcel Schmelzer,0.002,-0.006,0.008,0.79,1988,30.0,"Bundesliga, UCL",Borussia Dortmund,Germany,LB,LW,9.2,10.7,20.1,-6.3,1.3,1.1,1.0,53.9,14.3,0.0
Marcel Sobottka,-0.055,-0.021,-0.034,0.91,1994,24.0,Bundesliga,Fortuna Düsseldorf,Germany,DM,CM,7.5,8.0,22.6,-6.3,1.8,1.6,0.7,46.8,12.0,0.0
Marcel Tisserand,-0.003,0.001,-0.004,1.21,1993,25.0,Bundesliga,Wolfsburg,DR Congo,CB,RB,7.3,9.2,22.6,-4.6,1.7,1.1,0.7,52.6,14.1,0.0
Marcelinho,0.006,0.004,0.001,0.0,1984,33.0,UEL,Ludogorets,Bulgaria,AM,"ST, LM",13.7,11.2,25.2,-3.5,1.0,1.2,0.8,46.4,15.3,0.0
Marcello Gazzola,-0.001,-0.006,0.005,1.26,1985,33.0,Serie A,Parma,Italy,RB,"RW, LM, RM, WB",8.2,9.7,27.1,-4.1,0.9,0.8,1.5,56.3,13.9,0.0
Marcello Trotta,-0.003,-0.0,-0.003,0.55,1992,25.0,Serie A,"Frosinone, Sassuolo",Italy,ST,AM,11.4,8.2,25.6,-7.7,1.1,1.2,1.2,44.7,14.1,0.0
Marcelo,0.036,0.02,0.016,4.77,1987,31.0,"UCL, Ligue 1",Lyon,Brazil,CB,,4.2,7.8,13.8,-15.4,2.0,1.1,0.6,75.8,10.1,0.0
Marcelo Brozović,0.088,0.035,0.053,5.44,1992,25.0,"World Cup, UCL, Serie A","Croatia, Inter Milan",Croatia,DM,CM,13.5,13.3,16.0,-0.6,1.6,2.2,2.6,44.7,15.6,0.0
Marcelo Goiano,0.024,-0.002,0.026,3.84,1987,30.0,Primeira Liga,Braga,Brazil,RB,CB,6.9,11.2,20.3,-1.2,2.4,2.0,0.4,53.0,12.9,0.0
Marcelo Saracchi,0.033,0.012,0.021,1.07,1998,20.0,"Bundesliga, UEL",RB Leipzig,Uruguay,LB,"LW, RM, WB",9.3,10.4,27.4,-4.8,1.3,1.3,1.3,54.9,16.1,0.0
Marcelo,0.085,0.057,0.028,3.77,1988,30.0,"La Liga, UCL, World Cup","Brazil, Real Madrid",Brazil,LB,,13.4,13.9,20.6,-2.4,1.1,1.1,0.6,39.4,17.0,0.0
Marcin Kamiński,-0.21,-0.005,-0.205,-0.51,1992,26.0,Bundesliga,Fortuna Düsseldorf,Poland,CB,,6.3,8.0,17.5,-7.7,1.5,0.7,0.8,53.5,9.5,0.0
Marco Andreolli,-0.008,-0.006,-0.002,1.0,1986,32.0,Serie A,"Cagliari, Chievo Verona",Italy,CB,,6.8,7.3,21.1,-4.8,1.1,1.1,0.8,58.9,11.4,0.0
Marco André Rocha Pereira,0.027,-0.004,0.031,3.47,1987,31.0,Primeira Liga,Santa Clara,Portugal,GK,,4.1,3.9,32.8,-4.3,0.5,0.4,0.6,54.1,12.9,-3.4
Marco Asensio,0.045,0.039,0.006,3.09,1996,22.0,"La Liga, UCL, World Cup","Spain, Real Madrid",Spain,LW,"RW, ST, LM, RM",12.5,11.5,22.3,-17.2,1.0,0.7,1.5,41.0,15.6,0.0
Marco Benassi,0.06,0.047,0.013,4.22,1994,23.0,Serie A,Fiorentina,Italy,CM,"LM, RM",11.2,10.3,24.2,2.3,0.7,1.0,0.4,37.7,13.5,0.0
Marco Bizot,-0.046,-0.016,-0.03,3.16,1991,27.0,Eredivisie,AZ Alkmaar,Netherlands,GK,,2.4,2.1,26.5,-4.3,0.3,0.3,0.5,59.9,9.4,-4.6
Marco Bürki,-0.034,-0.014,-0.019,1.54,1993,25.0,Belgian Pro League,Zulte Waregem,Switzerland,LB,CB,8.6,8.3,22.8,-4.8,1.3,1.2,0.7,52.4,12.5,0.0
Marco Capuano,-0.013,-0.003,-0.01,2.97,1991,26.0,Serie A,Frosinone,Italy,CB,,5.4,9.3,18.1,-6.8,1.4,1.4,0.4,53.9,10.2,0.0
Marco D'Alessandro,0.003,-0.006,0.009,2.11,1991,27.0,Serie A,Udinese,Italy,WB,"LB, RW, ST",11.9,12.6,27.4,-9.1,0.9,1.8,0.9,41.4,16.2,0.0
Marco Friedl,0.001,0.001,0.0,0.66,1998,20.0,Bundesliga,Werder Bremen,Austria,CB,RB,6.9,8.6,20.8,-4.3,1.6,1.2,0.9,53.6,12.2,0.0
Marco Ilaimaharitra,-0.027,-0.04,0.012,2.58,1995,23.0,Belgian Pro League,Charleroi,Madagascar,DM,CM,12.3,13.0,25.8,-5.1,1.9,1.5,2.0,54.9,14.0,0.0
Marco Ospitalieri,-0.079,-0.046,-0.033,0.5,1992,26.0,Eredivisie,Fortuna Sittard,Belgium,LB,WB,8.6,9.6,25.2,-5.8,1.1,1.6,1.6,48.0,14.1,0.0
Marco Parolo,0.045,0.038,0.007,4.45,1985,33.0,"Serie A, UEL",Lazio,Italy,CM,"DM, RM",9.2,7.2,22.9,-2.9,1.2,1.6,0.5,52.9,13.3,0.0
Marco Reus,0.138,0.136,0.002,5.63,1989,29.0,"Bundesliga, UCL, World Cup","Germany, Borussia Dortmund",Germany,AM,"LW, ST, CM",15.0,10.2,24.4,-0.1,0.8,1.1,2.1,45.7,15.6,0.0
Marco Richter,-0.022,-0.016,-0.006,1.74,1997,20.0,Bundesliga,Augsburg,Germany,ST,"RW, LW, LM, RM, CM",16.6,11.1,32.1,-1.4,1.0,0.8,1.0,39.3,18.3,0.0
Marco Russ,-0.002,0.005,-0.007,0.52,1985,32.0,"Bundesliga, UEL",Eintracht Frankfurt,Germany,CB,,8.0,8.6,23.6,-7.2,1.5,1.0,0.8,54.5,11.9,0.0
Marco Sau,-0.005,-0.005,0.0,0.82,1987,30.0,Serie A,"Cagliari, Sampdoria",Italy,ST,"AM, CM",10.8,8.9,25.4,-4.6,0.9,0.9,1.1,41.9,13.6,0.0
Marco Soares,-0.047,-0.018,-0.029,0.73,1984,34.0,Primeira Liga,Feirense,Cape Verde,DM,"LB, CM",9.5,9.7,24.5,-5.3,1.2,1.3,1.0,50.0,12.8,0.0
Marco Sportiello,-0.023,0.003,-0.025,3.82,1992,26.0,Serie A,Frosinone,Italy,GK,,3.4,3.0,27.4,-4.3,0.3,0.3,0.7,53.9,10.7,8.3
Marco Terrazzino,-0.015,-0.022,0.007,0.66,1991,27.0,Bundesliga,Freiburg,Germany,CM,"AM, LW, ST",13.3,10.3,26.5,-3.1,1.0,1.0,2.2,44.5,15.8,0.0
Marco Verratti,0.137,0.096,0.041,4.56,1992,25.0,"UCL, Ligue 1",Paris Saint-Germain,Italy,CM,"DM, RM",13.8,14.5,13.7,-5.3,1.1,2.0,0.9,44.3,14.8,0.0
Marcos Acuña,0.016,0.002,0.014,3.89,1991,26.0,"World Cup, Primeira Liga, UEL","Sporting CP, Argentina",Argentina,LB,"DM, LW, LM, WB",9.7,11.9,27.5,-6.0,1.5,2.0,4.6,51.1,18.2,0.0
Marcos Alonso,0.068,0.026,0.041,5.25,1990,27.0,"Premier League, UEL",Chelsea,Spain,LB,,8.3,9.9,18.6,-6.4,1.4,1.5,1.5,53.5,14.8,0.0
Marcos Llorente,0.022,0.007,0.015,0.84,1995,23.0,"La Liga, UCL",Real Madrid,Spain,CM,"DM, LM",7.2,7.5,17.5,-5.3,1.2,1.6,0.8,50.0,11.5,0.0
Marcos Rojo,0.01,0.02,-0.01,0.32,1990,28.0,"World Cup, UCL, Premier League","Manchester United, Argentina",Argentina,CB,LB,8.6,8.7,21.0,-1.2,1.5,1.2,1.2,54.6,13.5,0.0
Marcus Antonsson,-0.009,0.003,-0.012,0.0,1991,27.0,UEL,Malmö,Sweden,ST,,9.9,8.5,27.0,3.3,1.0,1.1,0.9,42.0,13.5,0.0
Marcus Berg,0.028,0.023,0.004,0.0,1986,31.0,World Cup,Sweden,Sweden,ST,,10.9,8.4,24.2,-16.5,1.3,1.1,0.9,43.7,14.0,0.0
Marcus Bettinelli,-0.017,0.023,-0.04,0.79,1992,26.0,Premier League,Fulham,England,GK,,6.6,6.1,26.1,-4.3,0.8,0.7,1.4,52.2,12.7,4.2
Marcus Coco,-0.055,-0.052,-0.003,1.77,1996,22.0,Ligue 1,Guingamp,France,RW,"LW, ST, RM",13.5,9.4,33.0,-12.0,1.3,1.2,0.5,50.6,17.0,0.0
Marcus Edwards,-0.075,-0.055,-0.02,1.39,1998,19.0,Eredivisie,Excelsior,England,RW,"LM, RM",19.8,13.4,29.8,-7.8,0.7,1.0,1.6,41.6,17.6,0.0
Marcus Rashford,0.043,0.032,0.011,3.99,1997,20.0,"Premier League, UCL, World Cup","Manchester United, England",England,ST,"RW, LW",13.1,8.8,30.5,-10.5,0.5,0.8,2.9,44.3,17.2,0.0
Marcus Thuram,-0.032,-0.02,-0.012,2.95,1997,20.0,Ligue 1,Guingamp,France,LW,"ST, LM",17.0,12.1,33.3,-7.3,0.7,1.1,0.4,53.5,17.2,0.0
Marcão,-0.055,-0.018,-0.037,0.35,1995,22.0,Primeira Liga,Marítimo,Brazil,CB,,8.3,8.2,23.7,-4.8,1.6,0.9,1.0,57.5,13.2,0.0
Marcão,0.007,-0.01,0.017,2.21,1996,22.0,"Primeira Liga, UEL","Chaves, Galatasaray",Brazil,CB,,6.6,10.7,18.9,-5.8,2.0,1.5,0.5,63.3,11.5,0.0
Marek Bakoš,-0.022,-0.025,0.003,0.0,1983,35.0,UEL,"Spartak Trnava, Viktoria Plzeň",Slovakia,ST,,10.0,8.9,27.0,-8.6,0.9,0.9,1.0,42.6,14.0,0.0
Marek Hamšík,0.058,0.022,0.036,1.67,1987,31.0,"UCL, Serie A",Napoli,Slovakia,CM,DM,11.2,12.1,16.4,-5.5,1.2,1.1,0.6,53.3,13.4,0.0
Mariano,0.001,-0.01,0.01,0.0,1986,32.0,UCL,Galatasaray,Brazil,RB,WB,9.9,10.8,23.6,-4.3,1.2,1.2,1.5,47.8,14.6,0.0
Mariano,0.05,0.053,-0.003,1.05,1993,24.0,"La Liga, UCL","Lyon, Real Madrid",Dominican Republic,ST,,9.2,6.7,25.2,-0.6,0.8,0.8,1.0,50.7,13.3,0.0
Marin Aničić,0.008,0.005,0.004,0.0,1989,28.0,UEL,Astana FK,Bosnia and Herzegovina,CB,,8.4,9.4,20.6,-1.7,1.8,1.1,0.9,57.1,12.9,0.0
Marin Leovac,-0.016,-0.004,-0.012,0.0,1988,29.0,UEL,Dinamo Zagreb,Croatia,LB,,8.9,9.5,23.6,-4.8,1.4,1.3,1.3,49.0,13.6,0.0
Marin Pongračić,-0.004,-0.002,-0.002,0.0,1997,20.0,UEL,RB Salzburg,Croatia,CB,,6.9,9.1,20.7,-4.3,1.0,0.9,0.9,57.7,11.7,0.0
Marin Tomasov,0.001,0.003,-0.002,0.0,1987,30.0,UEL,Astana FK,Croatia,RW,RM,11.8,9.0,28.8,-6.9,1.4,1.7,2.9,42.5,15.4,0.0
Mario Balotelli,0.002,-0.001,0.003,2.37,1990,27.0,Ligue 1,"Marseille, Nice",Italy,ST,,13.0,7.4,27.7,-5.1,0.7,0.6,1.7,45.9,15.3,0.0
Mario Gaspar,0.02,0.007,0.013,3.99,1990,27.0,"La Liga, UEL",Villarreal,Spain,RB,"CB, WB",7.4,8.8,21.2,-9.1,1.7,1.6,0.8,50.5,13.0,0.0
Mario Gavranović,0.041,0.038,0.004,0.0,1989,28.0,"World Cup, UEL","Dinamo Zagreb, Switzerland",Switzerland,ST,,12.5,8.5,27.2,-10.8,0.8,1.0,1.1,35.2,14.4,0.0
Mario Gómez,0.023,0.039,-0.016,3.44,1985,33.0,"Bundesliga, World Cup","Germany, Stuttgart",Germany,ST,LB,10.4,5.8,29.2,-12.5,0.6,0.7,0.4,52.9,12.9,0.0
Mario Götze,0.052,0.043,0.009,2.98,1992,26.0,"Bundesliga, UCL",Borussia Dortmund,Germany,ST,"AM, CM",15.0,9.8,24.9,4.9,0.8,1.2,0.6,33.1,15.9,0.0
Mario Hermoso,0.052,0.017,0.034,4.99,1995,23.0,La Liga,Espanyol,Spain,CB,,5.5,7.0,17.1,-2.0,1.3,1.0,1.1,58.7,10.8,0.0
Mario Lemina,0.012,0.004,0.008,2.38,1993,24.0,Premier League,Southampton,Gabon,CM,"DM, LM",12.4,12.0,20.3,-4.6,2.0,1.6,0.6,58.1,13.6,0.0
Mario Mandžukić,0.101,0.077,0.024,4.35,1986,32.0,"World Cup, UCL, Serie A","Juventus, Croatia",Croatia,ST,"LW, LM",9.3,5.1,28.2,1.9,0.8,1.3,0.3,55.3,13.6,0.0
Mario Pašalić,0.036,0.017,0.019,2.68,1995,23.0,Serie A,Atalanta,Croatia,AM,"ST, CM",9.4,8.4,22.8,-0.1,0.9,1.1,0.5,51.2,14.3,0.0
Mario Sonnleitner,-0.05,-0.015,-0.035,0.0,1986,31.0,UEL,Rapid Wien,Austria,CB,,7.7,7.9,22.5,-4.3,1.5,0.9,0.9,50.0,11.9,0.0
Mario Suárez,-0.018,0.007,-0.025,1.28,1987,31.0,La Liga,Rayo Vallecano,Spain,DM,CM,10.3,9.6,22.8,0.4,1.3,1.6,0.7,56.9,14.6,0.0
Mario Tičinović,-0.029,-0.02,-0.009,0.27,1991,26.0,Belgian Pro League,Lokeren,Croatia,LB,RB,9.4,10.5,25.4,-4.3,1.4,1.5,1.7,48.9,15.1,0.0
Marios Oikonomou,-0.005,0.0,-0.005,0.0,1992,25.0,UCL,AEK Athens,Greece,CB,,10.0,8.4,21.1,-4.3,1.7,1.0,1.0,49.0,12.3,0.0
Marios Stylianou,-0.004,-0.002,-0.001,0.0,1993,24.0,UEL,Apollon,Cyprus,RM,,10.0,9.4,24.2,-1.2,1.1,1.1,1.1,50.0,13.6,0.0
Marious Vrousai,-0.043,-0.044,0.001,1.15,1998,20.0,"UEL, Eredivisie","Willem II, Olympiacos",Greece,LW,"RW, RM",14.0,10.0,30.9,-1.0,1.2,1.3,1.9,47.1,17.2,0.0
Marius Wolf,0.004,-0.011,0.015,1.17,1995,23.0,"Bundesliga, UCL",Borussia Dortmund,Germany,RB,"RW, LW",9.9,10.7,21.9,-3.1,1.4,1.5,1.1,44.2,15.0,0.0
Mariusz Stępiński,-0.036,-0.035,-0.002,2.75,1995,23.0,Serie A,Chievo Verona,Poland,ST,,13.6,6.6,31.4,-9.8,0.5,0.7,0.4,32.1,15.0,0.0
Mark Diemers,-0.143,-0.091,-0.052,0.88,1993,24.0,Eredivisie,Fortuna Sittard,Netherlands,AM,"DM, LW, LM, CM",15.2,11.7,27.7,-9.8,0.7,1.2,7.1,48.8,19.5,0.0
Mark Milligan,0.007,0.005,0.002,0.0,1985,32.0,World Cup,Australia,Australia,CB,,8.1,8.7,19.3,-4.3,1.2,1.3,1.4,51.0,12.4,0.0
Mark Noble,0.013,0.007,0.007,3.42,1987,31.0,Premier League,West Ham,England,CM,"DM, ST",12.2,12.8,19.8,-1.7,1.0,1.1,0.7,50.0,13.5,0.0
