Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Aaron Connolly,-0.003,0.002,-0.005,1.72,2000,19.0,Premier League,Brighton,Ireland,ST,RW,10.6,6.1,28.7,-9.2,0.5,0.8,0.7,38.6,13.7,0.0
Aaron Cresswell,0.009,0.006,0.004,3.97,1989,29.0,Premier League,West Ham,England,LB,CB,8.9,11.7,25.7,2.5,1.2,1.0,2.4,52.4,15.7,0.0
Aaron Lennon,0.004,-0.002,0.006,0.7,1987,32.0,Premier League,Burnley,England,RM,LM,9.3,9.1,25.2,-5.8,1.3,1.3,0.9,43.8,13.2,0.0
Aaron Leya Iseka,-0.025,-0.011,-0.014,0.93,1997,21.0,Ligue 1,Toulouse,Belgium,ST,"LW, LM, RM",12.0,7.5,26.9,-16.1,0.7,0.6,0.8,45.1,14.2,0.0
Aaron Meijers,-0.113,-0.055,-0.057,1.12,1987,31.0,Eredivisie,ADO Den Haag,Netherlands,LB,"LW, LM",9.9,11.8,29.1,1.1,1.3,1.7,2.7,53.0,18.2,0.0
Aaron Mooy,-0.004,-0.011,0.007,2.83,1990,28.0,Premier League,Brighton,Australia,AM,"RW, DM, LW, LM, RM, CM",13.5,13.7,26.2,-6.6,1.1,1.1,2.7,43.6,16.4,0.0
Aaron Ramsdale,0.031,0.005,0.026,5.4,1998,21.0,Premier League,Bournemouth,England,GK,,3.1,2.6,32.1,-5.8,0.3,0.3,0.5,55.7,11.4,1.7
Aaron Ramsey,0.067,0.049,0.018,2.53,1990,28.0,"UCL, Serie A",Juventus,Wales,AM,"LM, RM, CM",13.4,9.5,20.1,-3.1,1.1,1.3,0.6,53.4,15.8,0.0
Aaron Tshibola,-0.052,-0.05,-0.002,0.81,1995,24.0,Belgian Pro League,"Waasland-Beveren, Aves",DR Congo,CM,"DM, LM, RM",8.5,10.5,21.3,-7.3,1.0,1.0,0.7,51.6,12.5,0.0
Aaron Wan-Bissaka,0.076,0.02,0.055,6.04,1997,21.0,"Premier League, UEL",Manchester United,England,RB,WB,6.8,9.1,21.7,-9.2,2.0,2.3,0.4,43.9,14.1,0.0
Aarón Escandell,0.014,0.016,-0.003,0.4,1995,23.0,La Liga,Granada,Spain,GK,,9.1,7.8,26.0,-5.8,0.9,0.9,1.0,50.0,14.2,0.9
Aarón Martín,-0.022,-0.008,-0.014,2.19,1997,22.0,Bundesliga,Mainz 05,Spain,LB,"LM, WB",8.6,8.8,26.0,-7.3,1.5,0.9,4.1,45.3,14.3,0.0
Abass Issah,-0.008,-0.008,0.001,1.11,1998,20.0,Eredivisie,Utrecht,Ghana,ST,"LW, LM",9.5,6.7,28.8,-10.0,0.9,1.2,0.8,42.4,13.8,0.0
Abdallah N'dour,-0.017,-0.016,-0.001,0.46,1993,25.0,Ligue 1,Strasbourg,Senegal,WB,LB,10.1,8.8,25.0,-5.8,1.1,1.1,1.3,50.0,14.7,0.0
Abdelhamid Sabiri,-0.051,-0.028,-0.023,1.04,1996,22.0,Bundesliga,Paderborn 07,Morocco,CM,"AM, DM, ST, LM",13.5,9.4,25.0,-1.9,1.0,1.3,3.3,52.3,15.5,0.0
Abdou Diallo,0.077,0.031,0.046,2.35,1996,23.0,"UCL, Ligue 1",Paris Saint-Germain,Senegal,CB,LB,5.5,9.5,14.0,-11.4,1.0,1.0,0.7,55.3,10.4,0.0
Abdou Harroui,-0.041,-0.011,-0.03,2.31,1998,21.0,Eredivisie,Sparta Rotterdam,Netherlands,RM,,13.9,12.0,30.2,-3.1,1.0,1.9,0.7,47.5,17.2,0.0
Abdoul Kader Bamba,0.01,0.006,0.004,2.15,1994,25.0,Ligue 1,Nantes,France,RW,"DM, LW, LM, RM",16.7,12.5,27.2,-10.0,1.1,1.0,2.1,47.6,17.3,0.0
Abdoulay Diaby,-0.032,-0.023,-0.009,0.09,1991,28.0,"UEL, Primeira Liga","Beşiktaş, Sporting CP",Mali,RW,LW,9.8,10.6,24.9,-6.8,0.9,1.1,1.0,46.6,14.5,0.0
Abdoulaye Bamba,-0.009,-0.011,0.002,0.74,1990,29.0,Ligue 1,Angers,Côte d'Ivoire,RB,,8.0,8.3,23.9,-5.8,1.0,1.1,0.8,45.0,12.9,0.0
Abdoulaye Doucouré,-0.007,0.007,-0.014,4.21,1993,26.0,Premier League,Watford,Mali,AM,"DM, CM",14.9,12.6,24.1,-9.5,1.1,1.0,0.5,49.7,15.4,0.0
Abdoulaye Seck,0.006,0.004,0.002,1.35,1992,27.0,Belgian Pro League,Antwerp,Senegal,CB,,7.2,8.5,24.1,-8.2,1.6,1.2,0.7,69.2,13.9,0.0
Abdoulaye Sissako,-0.059,-0.031,-0.028,1.18,1998,21.0,Belgian Pro League,Zulte Waregem,France,CM,"DM, RM",11.1,12.1,21.4,-2.1,1.2,1.6,0.6,50.0,12.7,0.0
Abdoulaye Touré,-0.033,-0.029,-0.004,2.52,1994,25.0,Ligue 1,Nantes,Guinea,DM,"ST, CM",9.5,10.8,20.1,-7.8,1.2,1.0,0.4,49.1,13.4,0.0
Abdu Conté,-0.062,-0.027,-0.035,1.8,1998,21.0,Primeira Liga,Moreirense,Portugal,LB,,8.9,10.4,23.1,-6.3,1.1,1.2,1.5,53.2,12.5,0.0
Abdul Jeleel Ajagun,-0.047,-0.049,0.002,0.87,1993,26.0,Belgian Pro League,Kortrijk,Nigeria,AM,"RW, DM, RM",11.3,9.9,24.8,-2.1,0.8,0.7,3.0,41.5,13.4,0.0
Abdul Majeed Waris,0.01,0.008,0.002,0.54,1991,27.0,Ligue 1,Strasbourg,Ghana,RW,"ST, RM",10.0,9.2,26.3,-1.0,1.1,1.1,1.0,46.6,14.9,0.0
Abdulaziz Hatem,-0.007,-0.002,-0.005,0.0,1990,28.0,Copa America,Qatar,Qatar,DM,,10.6,9.2,23.1,-8.2,1.1,0.9,1.4,50.0,13.6,0.0
Abdurrahim Dursun,-0.008,-0.002,-0.006,0.0,1998,20.0,UEL,Trabzonspor,Turkey,LB,,8.8,8.7,21.7,-5.8,1.4,1.3,1.0,47.7,12.8,0.0
Abdón Prats,-0.014,-0.002,-0.012,0.36,1992,26.0,La Liga,Mallorca,Spain,ST,LW,9.5,8.1,25.8,-9.2,0.9,0.9,1.0,43.1,14.2,0.0
Abdülkadir Parmak,-0.03,-0.022,-0.008,0.0,1994,24.0,UEL,Trabzonspor,Turkey,CM,,10.2,9.4,22.2,-2.6,0.9,1.1,2.3,46.4,14.7,0.0
Abel Ruiz,0.003,0.015,-0.012,0.17,2000,19.0,"Primeira Liga, UEL",Braga,Spain,ST,"LB, CB, LW, RM",9.2,8.4,24.2,2.6,1.1,0.9,1.0,45.9,13.4,0.0
Abou Ouattara,-0.002,0.005,-0.007,0.39,1999,19.0,Primeira Liga,"Vitória, Lille",Burkina Faso,ST,"RW, LW, LM",10.4,8.7,24.2,-7.4,1.1,1.0,1.0,52.1,14.5,0.0
Aboubakary Koita,-0.084,-0.07,-0.014,1.21,1998,20.0,Belgian Pro League,Waasland-Beveren,Mauritania,LW,"AM, RW, ST, LM",14.2,10.0,29.9,-7.5,0.8,0.9,0.5,36.2,15.6,0.0
Abraham Frimpong,-0.04,-0.004,-0.037,0.0,1993,26.0,UEL,Ferencváros,Ghana,CB,,8.7,8.6,20.5,-6.3,1.2,1.0,1.0,50.0,12.4,0.0
Abzal Beisebekov,-0.037,-0.026,-0.011,0.0,1992,26.0,UEL,Astana FK,Kazakhstan,LM,,11.5,9.3,25.3,-6.3,1.1,1.1,1.0,48.9,14.6,0.0
Achraf Hakimi,0.122,0.094,0.028,6.28,1998,20.0,"Bundesliga, UCL",Borussia Dortmund,Morocco,RW,"LB, RM, RB, LW, WB",14.0,13.1,20.5,3.5,1.1,1.3,0.8,45.2,17.6,0.0
Adalberto Peñaranda,-0.039,-0.038,-0.001,0.39,1997,22.0,Belgian Pro League,Eupen,Venezuela,AM,,14.2,10.3,23.9,-7.8,1.0,1.1,2.5,51.1,15.2,0.0
Adam Bodzek,-0.084,-0.037,-0.047,1.5,1985,33.0,Bundesliga,Fortuna Düsseldorf,Germany,CM,DM,7.1,7.7,20.7,-9.6,1.2,1.2,0.6,54.7,10.6,0.0
Adam Dźwigała,-0.025,-0.017,-0.007,1.58,1995,23.0,Primeira Liga,Aves,Poland,CB,,7.9,8.3,22.5,-7.3,1.1,1.4,0.5,50.0,11.1,0.0
Adam Idah,0.008,0.02,-0.012,0.32,2001,18.0,Premier League,Norwich City,Ireland,ST,"AM, LM",9.1,8.6,24.9,-10.5,1.0,1.0,1.1,42.4,13.8,0.0
Adam Jakubech,-0.035,-0.006,-0.029,1.41,1997,22.0,Belgian Pro League,Kortrijk,Slovakia,GK,,4.6,4.3,25.0,-5.8,0.5,0.5,0.8,54.7,9.8,-4.9
Adam Lallana,0.037,0.034,0.003,0.63,1988,31.0,Premier League,Liverpool,England,RW,"RM, ST, LM",9.1,9.4,21.8,-4.5,1.2,1.4,0.9,41.2,14.3,0.0
Adam Maher,-0.051,-0.031,-0.02,1.93,1993,26.0,Eredivisie,Utrecht,Netherlands,CM,"CB, DM, RM",10.6,14.5,21.1,-3.4,1.8,1.5,6.2,52.9,18.0,0.0
Adam Marušić,0.037,0.027,0.01,1.58,1992,26.0,Serie A,Lazio,Montenegro,WB,,8.1,6.0,20.4,-4.8,1.4,0.9,1.2,44.1,12.2,0.0
Adam Masina,-0.019,-0.012,-0.008,2.26,1994,25.0,Premier League,Watford,Morocco,LB,CB,7.9,9.5,30.9,-5.0,1.4,1.2,1.1,62.3,17.2,0.0
Adam Ounas,-0.002,-0.004,0.002,1.54,1996,22.0,Ligue 1,Nice,Algeria,RW,"AM, ST, LM, RM",15.8,10.5,27.4,-5.2,1.1,0.8,1.4,39.0,17.1,0.0
Adam Smith,-0.018,-0.018,-0.0,2.55,1991,28.0,Premier League,Bournemouth,England,RB,"LB, WB",9.1,12.7,22.2,-9.6,1.2,1.4,0.5,53.0,13.4,0.0
Adam Webster,0.031,0.023,0.008,4.32,1995,24.0,Premier League,Brighton,England,CB,RB,6.3,8.4,18.0,3.0,1.6,0.8,0.9,60.3,12.5,0.0
Adama Niane,-0.019,-0.003,-0.017,0.69,1993,26.0,Belgian Pro League,"Charleroi, Oostende",Mali,ST,,10.0,8.2,27.1,-15.2,0.9,1.0,1.1,36.2,13.8,0.0
Adama Soumaoro,0.049,0.019,0.029,1.85,1992,27.0,"UCL, Serie A","Genoa, Lille",France,CB,,5.9,6.3,13.9,-1.5,1.4,0.7,0.6,62.4,8.7,0.0
Adama Traoré,-0.011,-0.023,0.012,1.35,1995,24.0,Ligue 1,"Monaco, Metz",Mali,RW,"AM, LM",15.5,10.6,22.9,-6.9,0.8,0.6,5.1,44.0,15.4,0.0
Adama Traoré,0.06,0.054,0.006,4.8,1996,23.0,"Premier League, UEL",Wolves,Spain,RW,"AM, ST, RM, WB",18.2,17.5,36.0,-1.6,0.6,0.9,0.5,50.6,20.4,0.0
Adel Taarabt,-0.022,-0.014,-0.008,2.05,1989,30.0,"UCL, Primeira Liga",Benfica,Morocco,CM,"AM, ST, RM",11.8,14.3,20.0,-8.3,1.1,1.3,0.8,49.2,14.4,0.0
Adem Ljajić,-0.012,-0.002,-0.01,0.0,1991,27.0,UEL,Beşiktaş,Serbia,AM,,14.7,10.0,22.7,-6.8,1.0,1.0,3.8,45.3,15.3,0.0
Ademola Lookman,-0.002,0.002,-0.004,0.42,1997,21.0,"Bundesliga, UCL",RB Leipzig,Nigeria,ST,"AM, RW, DM, LW, LM, RM, WB",11.1,10.8,26.0,-11.9,0.9,1.0,1.2,46.4,15.3,0.0
Aderlan Santos,0.024,0.016,0.007,4.17,1989,30.0,Primeira Liga,Rio Ave,Brazil,CB,,5.5,5.0,12.6,-15.2,1.9,1.3,0.4,57.1,8.6,0.0
Adi Mehremić,-0.02,-0.01,-0.01,0.87,1992,27.0,Primeira Liga,Aves,Bosnia and Herzegovina,CB,,7.9,8.4,23.4,-2.1,2.1,1.3,0.7,57.7,12.5,0.0
Adil Auassar,-0.046,-0.026,-0.02,1.86,1986,32.0,Eredivisie,Sparta Rotterdam,Netherlands,CM,"DM, LM",9.8,12.0,25.2,-0.5,1.5,1.2,1.0,54.1,14.2,0.0
Admir Mehmedi,0.017,0.003,0.014,1.81,1991,28.0,"Bundesliga, UEL",Wolfsburg,Switzerland,AM,"RW, LW, ST, LM, RM",12.9,9.5,26.7,-3.2,0.8,0.8,1.9,48.9,15.7,0.0
Adnan Januzaj,0.005,0.002,0.003,1.66,1995,24.0,La Liga,Real Sociedad,Belgium,RW,"AM, LW, RM",16.6,12.1,33.2,0.0,0.9,0.9,3.1,41.2,20.0,0.0
Adnan Ugur,-0.065,-0.05,-0.015,0.26,2001,18.0,Eredivisie,Fortuna Sittard,Belgium,LM,,9.1,9.0,23.8,-6.3,1.0,1.0,1.0,51.2,13.0,0.0
Adri Embarba,-0.019,-0.025,0.006,1.7,1992,27.0,La Liga,Espanyol,Spain,LW,"AM, RW, LM, ST, RM",13.2,10.8,33.6,-11.7,1.2,1.4,3.9,34.7,18.8,0.0
Adrian Jusino,-0.044,-0.011,-0.033,0.0,1992,26.0,Copa America,Bolivia,Bolivia,CB,,8.7,8.2,21.2,-6.3,1.3,1.1,1.0,53.3,12.4,0.0
Adrian Mariappa,-0.097,-0.018,-0.079,0.97,1986,32.0,Premier League,Watford,Jamaica,RB,CB,6.3,7.1,24.6,-6.8,0.9,1.0,1.0,55.4,12.2,0.0
Adriano Castanheira,-0.039,-0.031,-0.008,1.11,1993,26.0,Primeira Liga,Paços de Ferreira,Portugal,RW,"DM, LW, LM",12.8,11.4,27.6,-11.9,1.2,0.9,0.8,45.5,14.4,0.0
Adrien Hunou,0.051,0.052,-0.0,2.14,1994,25.0,"UEL, Ligue 1",Rennes,France,ST,"LM, RM",12.1,7.8,26.1,-3.0,0.8,1.2,0.5,39.6,13.9,0.0
Adrien Rabiot,0.045,0.008,0.036,3.31,1995,24.0,"UCL, Serie A",Juventus,France,CM,"RM, LM",9.3,9.7,18.0,-8.3,1.5,1.7,0.4,58.6,13.2,0.0
Adrien Silva,0.016,0.006,0.01,1.85,1989,30.0,Ligue 1,Monaco,Portugal,CM,"DM, RM",10.0,10.3,19.0,-8.7,1.1,1.5,2.9,45.4,13.8,0.0
Adrien Tameze,0.006,0.019,-0.014,1.04,1994,25.0,"UCL, Ligue 1","Atalanta, Nice",Cameroon,CM,"AM, RM",9.8,8.8,20.0,-4.5,1.2,0.9,0.7,46.2,12.7,0.0
Adrien Thomasson,0.028,0.028,0.0,3.31,1993,25.0,Ligue 1,Strasbourg,France,AM,"RW, ST, CM",16.3,10.7,26.7,5.3,0.7,1.1,1.2,38.4,17.1,0.0
Adrien Trebel,-0.041,-0.022,-0.019,0.29,1991,28.0,Belgian Pro League,Anderlecht,France,CM,,9.3,9.3,24.0,-5.8,1.1,1.4,1.3,57.7,14.5,0.0
Adrià Pedrosa,0.009,0.009,0.0,1.59,1998,21.0,"La Liga, UEL",Espanyol,Spain,LB,"LW, LM, WB",12.2,10.0,25.8,-3.4,1.1,1.3,1.1,47.1,16.3,0.0
Adrián,0.046,0.026,0.02,1.51,1987,32.0,"Premier League, UCL",Liverpool,Spain,GK,,4.4,3.8,22.4,-5.8,0.6,0.6,0.6,55.7,9.6,7.4
Adrián Dalmau,-0.028,-0.017,-0.01,0.49,1994,25.0,Eredivisie,Utrecht,Spain,ST,,10.0,7.2,25.9,-1.3,0.9,0.9,0.9,47.1,13.6,0.0
Adrián López,0.012,0.015,-0.004,2.13,1988,31.0,La Liga,Osasuna,Spain,ST,LW,14.6,11.3,29.3,-11.3,0.7,0.7,0.6,40.8,14.6,0.0
Adrián Marín,0.005,-0.0,0.005,1.22,1997,22.0,La Liga,Deportivo Alavés,Spain,LB,,9.8,10.1,25.9,-9.2,1.4,1.4,1.2,51.8,14.1,0.0
Adrián Ramos,0.023,0.023,-0.0,0.35,1986,33.0,La Liga,Granada,Colombia,ST,AM,10.7,9.6,24.9,-7.8,1.0,1.0,1.0,44.8,14.7,0.0
Afimico Pululu,-0.004,-0.003,-0.001,0.0,1999,20.0,UEL,Basel,France,RW,LW,11.9,9.2,26.5,-9.6,1.0,1.0,1.0,47.8,15.4,0.0
Afonso Figueiredo,-0.056,-0.04,-0.015,1.53,1993,26.0,Primeira Liga,Aves,Portugal,LB,LW,10.1,12.0,27.7,-6.8,1.7,1.2,1.8,50.7,15.7,0.0
Agustín Marchesín,0.019,-0.005,0.024,4.28,1988,31.0,"Primeira Liga, UEL",Porto,Argentina,GK,,2.6,2.1,25.4,-5.8,0.3,0.3,0.5,54.7,9.0,5.7
Agustín Rogel,-0.006,0.001,-0.007,1.15,1997,21.0,Ligue 1,Toulouse,Uruguay,CB,,7.2,7.2,19.3,-8.2,1.2,1.0,0.8,54.4,10.5,0.0
Ahmed El Messaoudi,-0.076,-0.063,-0.013,1.12,1995,23.0,Eredivisie,Groningen,Morocco,CM,"AM, DM, RM",10.0,10.9,25.6,-8.3,1.2,1.4,0.6,50.0,15.4,0.0
Ahmed Elmohamady,0.01,0.027,-0.018,1.52,1987,31.0,Premier League,Aston Villa,Egypt,RB,"RW, RM",12.2,11.7,23.3,-1.5,1.2,1.0,1.2,54.5,14.9,0.0
Ahmed Kutucu,-0.018,-0.013,-0.005,0.84,2000,19.0,Bundesliga,Schalke 04,Turkey,ST,"RW, DM, LW",12.3,8.6,27.5,0.0,0.8,1.0,0.8,40.1,14.3,0.0
Aihen Muñoz,0.012,0.007,0.005,1.45,1997,21.0,La Liga,Real Sociedad,Spain,LB,,7.2,7.8,23.8,-5.8,0.7,1.5,0.6,52.0,14.4,0.0
Ainsley Maitland-Niles,0.064,0.031,0.032,2.59,1997,21.0,"Premier League, UEL",Arsenal,England,RB,"RW, RM, CM",8.1,9.5,21.5,-8.2,1.8,1.4,0.7,53.2,14.7,0.0
Aitor Cantalapiedra,-0.054,-0.045,-0.01,1.78,1996,23.0,Eredivisie,Twente,Spain,RW,"ST, RM",14.2,10.5,31.2,-15.5,0.7,0.8,3.8,40.8,19.6,0.0
Aitor Fernández,-0.02,0.011,-0.031,4.0,1991,28.0,La Liga,Levante,Spain,GK,,3.1,2.5,27.1,-5.8,0.4,0.3,0.5,59.1,10.2,-3.0
Aitor Ruibal,-0.006,-0.011,0.005,1.65,1996,23.0,La Liga,Leganés,Spain,CM,"RW, RB, RM, WB",12.6,10.7,27.0,-9.2,0.9,1.3,0.8,38.6,14.5,0.0
Ajdin Hrustic,-0.069,-0.069,-0.0,1.64,1996,23.0,Eredivisie,Groningen,Australia,CM,"RW, LW, ST, LM, RM",15.0,10.6,30.0,-8.8,0.9,1.0,4.9,43.0,19.4,0.0
Akram Afif,-0.023,-0.012,-0.012,0.0,1996,22.0,Copa America,Qatar,Qatar,ST,,11.5,10.9,23.3,-6.3,1.0,0.8,1.7,52.4,14.4,0.0
Alaixys Romao,-0.049,-0.041,-0.007,1.8,1984,35.0,Ligue 1,Reims,Togo,DM,"RM, CM",10.8,9.7,19.9,-8.7,1.4,1.5,0.5,41.4,13.5,0.0
Alan Empereur,-0.008,0.003,-0.012,1.13,1994,25.0,Serie A,Hellas Verona,Brazil,CB,,6.8,8.0,19.2,-6.3,1.8,1.0,0.7,53.2,11.7,0.0
Alan Patrick,0.025,0.028,-0.004,0.0,1991,28.0,UCL,Shakhtar Donetsk,Brazil,CM,"AM, DM, ST",13.9,10.9,20.1,4.0,1.3,1.0,2.1,39.7,15.0,0.0
Alassane Pléa,0.093,0.092,0.001,4.47,1993,26.0,"Bundesliga, UEL",Borussia Mönchengladbach,France,ST,"RW, LW",16.2,9.0,29.9,-13.7,0.6,0.6,1.0,36.6,16.1,0.0
Alban Lafont,0.016,-0.006,0.022,3.67,1999,20.0,Ligue 1,Nantes,France,GK,,3.2,2.9,30.3,-5.8,0.3,0.3,0.5,61.1,10.9,2.5
Albert Sambi Lokonga,0.016,-0.002,0.018,3.02,1999,19.0,Belgian Pro League,Anderlecht,Belgium,DM,CM,13.3,12.4,19.6,-14.0,1.3,1.2,0.8,47.0,14.8,0.0
Alberto Bueno,-0.069,-0.057,-0.012,1.05,1988,31.0,Primeira Liga,Boavista,Spain,AM,"LW, ST, RM, CM",10.4,11.5,29.1,-6.5,0.9,0.9,3.3,44.5,17.2,0.0
Alberto Cerri,0.002,-0.004,0.005,0.93,1996,23.0,Serie A,"Cagliari, SPAL",Italy,ST,AM,11.4,9.5,27.8,-4.8,0.9,0.8,0.8,57.1,15.7,0.0
Alberto Grassi,0.0,0.005,-0.005,0.89,1995,24.0,Serie A,Parma,Italy,CM,"LM, RM",9.2,9.1,21.1,-2.1,1.9,0.9,0.8,53.0,12.3,0.0
Alberto Moreno,0.043,0.016,0.027,2.51,1992,27.0,La Liga,Villarreal,Spain,LB,,7.4,10.8,19.7,-10.1,1.6,1.1,0.9,48.5,13.1,0.0
Alberto Paloschi,-0.007,-0.009,0.001,0.86,1990,29.0,Serie A,"Cagliari, SPAL",Italy,ST,,9.1,6.6,26.4,-14.0,0.8,0.7,0.8,42.5,13.2,0.0
Albin Ekdal,-0.002,-0.016,0.015,3.26,1989,30.0,Serie A,Sampdoria,Sweden,CM,DM,10.3,11.8,18.9,-12.7,1.4,1.1,0.4,54.0,12.7,0.0
Alef,-0.016,-0.017,0.001,0.0,1995,24.0,UEL,APOEL,Brazil,CM,,9.7,9.8,22.9,-5.8,1.3,1.2,1.0,54.3,13.4,0.0
Aleix Febas,-0.034,-0.031,-0.003,1.92,1996,23.0,La Liga,Mallorca,Spain,CM,"AM, DM, ST, LM, RM",12.7,9.9,23.7,-7.8,1.1,1.4,0.6,40.5,13.7,0.0
Aleix García,-0.027,-0.018,-0.009,2.09,1997,22.0,Belgian Pro League,Excel Mouscron,Spain,AM,"RW, LM, RM, CM",15.4,14.0,22.5,-0.8,0.9,0.8,2.5,45.5,16.4,0.0
Aleix Vidal,-0.037,-0.03,-0.006,2.39,1989,29.0,La Liga,Deportivo Alavés,Spain,ST,"RM, LM",15.7,13.2,28.3,-8.7,1.2,0.9,4.4,39.8,16.3,0.0
Alejandro Pozo Pozo,0.029,0.003,0.026,2.46,1999,20.0,"La Liga, UEL","Mallorca, Sevilla",Spain,RB,"CM, WB",10.7,9.2,22.7,-2.1,1.3,1.4,0.8,40.7,14.8,0.0
Aleksandar Boljević,-0.023,-0.026,0.004,0.76,1995,23.0,"Belgian Pro League, UEL",Standard Liège,Montenegro,RW,"RB, LW, RM",12.0,9.7,30.1,0.0,1.1,1.0,1.2,40.4,17.6,0.0
Aleksandar Dragović,0.012,0.009,0.003,1.52,1991,28.0,"Bundesliga, UEL",Bayer Leverkusen,Austria,CB,RB,7.0,9.4,15.0,-9.2,1.4,1.1,0.6,55.1,10.7,0.0
Aleksandar Kolarov,0.086,0.055,0.03,5.59,1985,33.0,"Serie A, UEL",Roma,Serbia,LB,"CB, WB",11.2,9.3,21.1,0.5,1.2,1.1,5.4,56.9,16.5,0.0
Aleksandar Sedlar,-0.003,0.003,-0.006,1.11,1991,27.0,La Liga,Mallorca,Serbia,CB,RB,7.4,8.2,20.2,-6.3,1.6,1.0,0.7,50.0,11.4,0.0
Aleksandar Trajkovski,0.006,0.012,-0.006,0.48,1992,26.0,La Liga,Mallorca,North Macedonia,CM,"AM, LW, ST, LM",14.2,10.7,25.3,-8.2,1.1,0.8,2.8,48.8,16.2,0.0
Aleksandar Vukotić,-0.088,-0.035,-0.053,1.72,1995,24.0,Belgian Pro League,Waasland-Beveren,Serbia,CB,,6.0,8.0,22.3,-1.0,1.9,1.1,0.5,67.6,12.5,0.0
Aleksandar Šćekić,0.004,0.003,0.0,0.0,1991,27.0,UEL,Partizan,Montenegro,DM,CM,8.4,8.5,21.6,-6.8,1.2,1.3,1.0,55.5,12.7,0.0
Aleksandr Golovin,0.032,0.034,-0.002,3.37,1996,23.0,Ligue 1,Monaco,Russia,CM,"AM, DM, LM, RM",12.1,13.0,24.7,-6.7,1.4,1.2,4.9,44.7,16.7,0.0
Aleksei Miranchuk,-0.014,0.001,-0.015,0.0,1995,23.0,UCL,Lokomotiv Moscow,Russia,ST,RM,13.3,10.6,25.9,-4.8,1.2,1.1,1.9,49.0,15.4,0.0
Alen Halilović,-0.063,-0.043,-0.02,0.46,1996,23.0,Eredivisie,Heerenveen,Croatia,CM,"RW, LW, ST, RM",13.6,11.6,26.0,-5.5,0.9,0.9,2.3,47.7,16.2,0.0
Alessandro Bastoni,0.089,0.034,0.055,3.96,1999,20.0,"Serie A, UEL",Inter Milan,Italy,CB,,7.1,9.6,15.9,-2.0,1.4,1.0,0.6,59.4,12.1,0.0
Alessandro Ciranni,0.012,-0.001,0.013,2.07,1996,23.0,Belgian Pro League,Excel Mouscron,Belgium,RB,"LB, WB",10.5,9.6,24.8,1.6,1.2,2.0,3.0,49.1,15.8,0.0
Alessandro Deiola,-0.077,-0.005,-0.071,0.58,1995,23.0,Serie A,Lecce,Italy,CM,"LM, RM",9.3,8.6,23.5,-2.6,1.2,1.2,0.8,46.9,13.7,0.0
Alessandro Florenzi,0.041,0.038,0.003,2.98,1991,28.0,"Serie A, UEL","Roma, Valencia",Italy,RB,"RW, LW, RM",9.7,11.8,21.9,-12.7,1.6,1.2,0.9,47.5,15.1,0.0
Alessandro Murgia,-0.023,-0.025,0.002,2.11,1996,22.0,Serie A,SPAL,Italy,CM,"RW, LM",10.5,8.1,20.7,-16.4,1.1,1.1,4.5,50.7,13.5,0.0
Alessandro Schöpf,-0.06,-0.047,-0.013,1.34,1994,25.0,Bundesliga,Schalke 04,Austria,CM,"AM, LW, ST, LM, RM",11.2,9.6,25.3,-11.0,1.5,1.1,1.0,37.1,14.4,0.0
Alessandro Semprini,0.005,0.019,-0.014,0.9,1998,21.0,Serie A,Brescia,Italy,LB,RB,9.6,10.6,23.3,-5.0,1.3,0.9,1.3,50.0,13.9,0.0
Alessio Castro-Montes,0.017,0.01,0.007,2.11,1997,22.0,"Belgian Pro League, UEL",Gent,Belgium,RB,RM,11.3,13.2,23.9,0.5,1.4,1.5,1.9,50.6,16.1,0.0
Alessio Cragno,0.012,0.004,0.008,2.13,1994,25.0,Serie A,Cagliari,Italy,GK,,4.5,4.3,26.9,-5.8,0.5,0.5,0.6,57.7,11.4,-1.4
Alessio Romagnoli,0.077,0.016,0.061,6.07,1995,24.0,Serie A,AC Milan,Italy,CB,,5.0,7.1,11.8,-8.3,1.7,0.9,0.5,61.0,8.5,0.0
Alex Ferrari,0.034,0.002,0.032,1.66,1994,25.0,Serie A,Sampdoria,Italy,CB,,5.7,7.0,22.8,-10.1,1.2,1.2,0.6,50.8,12.6,0.0
Alex Iwobi,0.06,0.05,0.01,2.94,1996,23.0,Premier League,Everton,Nigeria,CM,"AM, RW, LW, LM, RM",13.9,13.8,26.0,-12.2,1.0,1.1,0.5,46.6,14.1,0.0
Alex McCarthy,0.051,0.008,0.043,4.48,1989,29.0,Premier League,Southampton,England,GK,,3.4,3.1,33.4,-5.8,0.3,0.3,0.7,62.4,11.5,-3.0
Alex Meret,0.067,0.01,0.057,3.71,1997,22.0,"UCL, Serie A",Napoli,Italy,GK,,2.2,2.4,18.5,-5.8,0.4,0.3,0.4,51.2,6.9,3.5
Alex Oxlade-Chamberlain,0.06,0.049,0.011,2.74,1993,25.0,"Premier League, UCL",Liverpool,England,RW,"RM, LW, LM",12.2,11.0,24.7,11.3,1.3,0.9,0.7,41.7,16.2,0.0
