Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Marcel Lotka,0.006,-0.008,0.014,1.26,2001,20.0,Bundesliga,Hertha Berlin,Poland,GK,,5.9,5.9,28.0,-3.1,0.7,0.6,0.9,55.7,12.7,11.9
Marcel Sabitzer,0.061,0.052,0.01,1.76,1994,27.0,"Bundesliga, UCL","RB Leipzig, Bayern Munich",Austria,DM,"LB, AM, RW, LW, CM",10.5,10.6,21.2,-10.9,1.1,0.9,1.0,50.0,15.3,0.0
Marcel Tisserand,-0.014,0.0,-0.014,0.0,1993,28.0,UEL,Fenerbahçe,DR Congo,CB,,9.2,9.0,22.5,-4.6,1.2,0.8,1.0,54.3,12.8,0.0
Marcelo,0.005,0.006,-0.001,1.54,1987,34.0,Ligue 1,"Bordeaux, Lyon",Brazil,CB,,6.4,7.8,18.4,-4.1,1.3,0.9,0.9,71.0,12.1,0.0
Marcelo Alves,-0.052,-0.009,-0.043,0.72,1998,23.0,Primeira Liga,Tondela,Brazil,CB,,7.2,6.8,19.2,-4.1,1.0,0.9,0.7,52.6,10.3,0.0
Marcelo Brozović,0.159,0.082,0.077,7.6,1992,28.0,"UCL, Serie A",Inter Milan,Croatia,CM,DM,10.5,13.5,12.2,3.3,1.5,1.5,0.9,44.0,12.8,0.0
Marcelo Saracchi,0.028,0.025,0.002,0.3,1998,23.0,La Liga,Levante,Uruguay,LB,,10.2,9.4,22.5,-3.1,1.2,1.2,1.4,50.0,13.5,0.0
Marcelo,0.042,0.039,0.004,0.89,1988,33.0,"La Liga, UCL",Real Madrid,Brazil,LB,LW,9.7,11.1,20.9,-4.6,0.9,1.0,0.8,46.8,15.1,0.0
Marco André Rocha Pereira,0.0,-0.005,0.005,3.5,1987,34.0,Primeira Liga,Santa Clara,Portugal,GK,,4.2,3.7,30.5,-3.1,0.4,0.3,0.7,52.5,12.5,9.7
Marco Asensio,0.103,0.095,0.008,3.74,1996,25.0,"La Liga, UCL",Real Madrid,Spain,RW,"LW, LM, RM",11.0,8.9,22.1,7.9,0.9,0.8,2.8,40.5,15.7,0.0
Marco Baixinho,-0.05,-0.014,-0.036,2.21,1989,32.0,Primeira Liga,Paços de Ferreira,Portugal,CB,,5.8,8.0,16.9,-6.1,1.8,0.7,0.4,47.8,9.6,0.0
Marco Benassi,-0.006,0.0,-0.006,0.73,1994,26.0,Serie A,"Fiorentina, Empoli",Italy,RM,"RB, LM",8.8,10.7,24.0,-7.9,1.1,0.9,0.8,43.1,14.4,0.0
Marco Bizot,-0.011,0.002,-0.013,4.45,1991,30.0,Ligue 1,Stade Brestois,Netherlands,GK,,3.5,2.5,25.7,-3.1,0.3,0.3,0.3,53.6,9.3,5.5
Marco Grüll,-0.027,-0.026,-0.002,0.0,1998,23.0,UEL,Rapid Wien,Austria,LW,"AM, LM",12.1,11.0,27.5,-0.6,1.1,0.8,2.5,44.0,15.6,0.0
Marco Ilaimaharitra,-0.049,-0.017,-0.033,2.48,1995,26.0,Belgian Pro League,Charleroi,Madagascar,CM,,8.9,10.3,20.6,-4.9,1.3,1.0,0.9,55.0,13.3,0.0
Marco Meyerhöfer,-0.068,-0.027,-0.041,1.97,1995,25.0,Bundesliga,Greuther Fürth,Germany,RB,"LB, WB",10.9,10.6,24.5,-3.9,1.7,1.3,0.8,49.4,14.1,0.0
Marco Modolo,0.006,0.005,0.001,0.57,1989,32.0,Serie A,Venezia,Italy,CB,,8.0,7.8,21.7,-4.1,1.1,1.0,0.9,51.9,12.2,0.0
Marco Rente,-0.029,-0.027,-0.002,2.7,1997,24.0,Eredivisie,Heracles Almelo,Germany,CB,,6.5,9.2,18.4,-7.1,2.7,1.2,0.5,51.5,11.6,0.0
Marco Reus,0.135,0.11,0.025,6.03,1989,32.0,"Bundesliga, UCL",Borussia Dortmund,Germany,AM,"RW, LW, ST",14.6,9.8,23.7,-14.1,0.7,1.2,2.3,36.1,14.9,0.0
Marco Richter,-0.032,-0.044,0.012,1.95,1997,23.0,Bundesliga,Hertha Berlin,Germany,RW,"AM, LW, ST, RM, CM",12.1,9.5,30.9,5.3,1.0,1.0,2.2,34.7,16.7,0.0
Marco Silvestri,0.012,-0.003,0.016,4.66,1991,30.0,Serie A,Udinese,Italy,GK,,2.5,2.7,26.8,-3.1,0.3,0.3,0.5,58.0,9.2,5.3
Marco Sportiello,0.025,0.012,0.013,0.71,1992,29.0,Serie A,Atalanta,Italy,GK,,6.7,6.2,23.0,-3.1,0.8,0.7,0.9,51.3,11.2,1.7
Marco Tol,-0.141,-0.026,-0.116,0.38,1998,23.0,Eredivisie,Cambuur,Netherlands,CB,,5.5,6.9,19.5,2.4,1.5,1.0,0.6,48.8,11.2,0.0
Marco Verratti,0.12,0.07,0.05,4.45,1992,28.0,"UCL, Ligue 1",Paris Saint-Germain,Italy,CM,"DM, LM",13.4,13.1,13.7,4.0,1.2,1.9,0.7,43.7,15.0,0.0
Marco van Ginkel,-0.058,-0.039,-0.019,0.94,1992,28.0,"UEL, Eredivisie",PSV,Netherlands,DM,"AM, RW, ST, RM",9.4,9.5,21.1,-10.9,1.1,1.1,0.6,63.8,13.5,0.0
Marcos Acuña,0.095,0.014,0.081,4.77,1991,29.0,"La Liga, UCL",Sevilla,Argentina,LB,LM,11.5,12.7,23.3,-4.4,1.0,1.4,3.8,42.6,19.5,0.0
Marcos Alonso,0.067,0.024,0.043,4.12,1990,30.0,"Premier League, UCL",Chelsea,Spain,WB,LB,11.0,7.7,23.3,-1.8,1.8,1.3,4.8,54.9,18.2,0.0
Marcos André,0.008,0.003,0.005,1.4,1996,24.0,La Liga,Valencia,Brazil,ST,"AM, LM, RM, CM",12.6,8.6,27.9,-11.7,0.9,1.1,0.6,46.1,14.6,0.0
Marcos Antônio,0.0,0.009,-0.009,0.0,2000,21.0,UCL,Shakhtar Donetsk,Brazil,DM,,9.7,8.9,19.3,-3.1,1.1,1.1,1.0,45.1,13.1,0.0
Marcos Llorente,0.054,0.009,0.045,4.41,1995,26.0,"La Liga, UCL",Atlético Madrid,Spain,CM,"RW, RB, RM, WB",10.8,9.6,22.0,-7.0,1.2,1.1,0.7,46.8,13.1,0.0
Marcos Paulo,-0.037,-0.037,0.001,1.86,1988,33.0,Primeira Liga,Vizela,Brazil,CM,"AM, DM, LM",9.0,9.6,23.5,-1.5,1.0,1.0,0.8,53.1,12.3,0.0
Marcos Paulo,-0.027,-0.021,-0.005,0.81,2001,20.0,Primeira Liga,Famalicão,Brazil,AM,"LW, ST, LM",11.1,9.8,26.6,-7.9,1.0,0.9,0.7,44.7,14.0,0.0
Marcos Senesi,0.014,0.0,0.014,3.79,1997,24.0,Eredivisie,Feyenoord,Argentina,CB,,5.8,9.5,16.8,-5.1,1.7,1.3,0.5,63.8,12.3,0.0
Marcus Coco,-0.022,-0.028,0.006,1.13,1996,25.0,Ligue 1,Nantes,France,LW,"LB, RW, LM, ST, RM, WB",10.0,9.3,27.3,-1.5,1.1,1.2,0.7,49.5,15.5,0.0
Marcus Edwards,0.044,0.055,-0.011,3.12,1998,22.0,"UCL, Primeira Liga","Sporting CP, Vitória",England,AM,"RW, LW",19.8,13.6,27.9,8.4,0.6,0.7,1.1,44.7,16.6,0.0
Marcus Forss,0.003,0.013,-0.01,0.29,1999,22.0,Premier League,Brentford,Finland,ST,CM,8.9,9.0,24.9,-4.6,1.0,1.1,1.1,44.5,13.6,0.0
Marcus Ingvartsen,-0.001,-0.008,0.006,1.12,1996,25.0,Bundesliga,"Mainz 05, Union Berlin",Denmark,ST,"AM, CM",9.8,8.3,28.0,8.1,1.0,0.7,2.0,42.7,15.2,0.0
Marcus Pedersen,-0.011,-0.011,0.0,2.57,2000,21.0,Eredivisie,Feyenoord,Norway,RB,,8.2,9.1,25.7,-8.4,1.0,0.8,0.5,39.4,14.2,0.0
Marcus Rashford,0.048,0.045,0.004,2.16,1997,23.0,"Premier League, UCL",Manchester United,England,RW,"AM, LW, ST",10.5,9.1,29.5,3.0,0.7,0.9,0.8,41.5,16.0,0.0
Marcus Thuram,0.003,0.018,-0.015,1.38,1997,23.0,Bundesliga,Borussia Mönchengladbach,France,ST,"AM, LW",12.5,8.8,28.3,-9.2,0.8,0.8,0.8,55.5,14.9,0.0
Marcão,-0.041,-0.012,-0.029,0.0,1996,25.0,UEL,Galatasaray,Brazil,CB,,8.4,8.1,18.5,1.0,1.8,1.1,1.0,57.9,11.9,0.0
Mariano,0.042,0.049,-0.007,0.58,1993,27.0,"La Liga, UCL",Real Madrid,Dominican Republic,ST,"RW, RB",9.3,7.9,24.5,-6.7,0.9,0.8,0.9,55.9,13.4,0.0
Marin Jakoliš,0.016,0.016,0.0,0.34,1996,24.0,Ligue 1,Angers,Croatia,ST,LM,11.4,8.8,23.8,-8.4,1.0,0.9,1.0,52.5,13.7,0.0
Marin Pongračić,0.013,-0.001,0.015,1.23,1997,23.0,"Bundesliga, UCL",Borussia Dortmund,Croatia,CB,,5.8,7.8,18.0,-3.1,1.5,1.0,0.7,50.0,11.0,0.0
Marin Šverko,-0.079,-0.042,-0.036,0.79,1998,23.0,Eredivisie,Groningen,Croatia,CB,LB,10.1,10.1,21.6,-6.1,1.2,1.3,0.9,54.1,14.2,0.0
Mario Engels,-0.065,-0.064,-0.001,0.98,1993,27.0,Eredivisie,Sparta Rotterdam,Germany,ST,"LW, CM",12.9,8.6,31.0,-9.2,0.7,0.7,1.2,41.5,15.0,0.0
Mario Gaspar,0.022,0.028,-0.006,0.97,1990,30.0,"La Liga, UCL",Villarreal,Spain,RB,RM,9.0,8.0,21.7,-4.6,1.0,1.0,1.2,48.2,13.0,0.0
Mario González,0.019,0.015,0.005,0.86,1996,25.0,"Primeira Liga, UEL",Braga,Spain,ST,,11.7,8.0,26.6,-6.1,0.7,0.6,0.8,50.0,14.3,0.0
Mario Götze,0.082,0.072,0.01,4.45,1992,29.0,"UEL, Eredivisie",PSV,Germany,AM,"DM, CM",14.9,9.9,21.0,-4.5,0.5,0.9,0.5,44.9,14.9,0.0
Mario Hermoso,0.103,0.045,0.058,4.04,1995,26.0,"La Liga, UCL",Atlético Madrid,Spain,CB,LB,7.3,11.5,17.4,-4.2,1.6,1.0,0.7,62.1,11.6,0.0
Mario Hernández,0.012,0.012,-0.0,0.59,1999,22.0,La Liga,Rayo Vallecano,Spain,RB,RW,8.4,8.9,26.0,1.0,1.1,1.0,0.9,46.6,14.5,0.0
Mario Lemina,-0.007,0.012,-0.019,2.63,1993,27.0,Ligue 1,Nice,Gabon,CM,,8.8,9.7,16.9,-2.9,2.0,1.5,0.5,59.3,11.6,0.0
Mario Pašalić,0.124,0.104,0.02,4.64,1995,26.0,"UCL, Serie A",Atalanta,Croatia,AM,"LW, ST, CM",12.0,9.1,23.7,9.3,1.1,0.7,0.4,52.9,14.2,0.0
Mario Suárez,-0.018,0.01,-0.028,0.88,1987,34.0,La Liga,Rayo Vallecano,Spain,CB,DM,7.8,8.3,22.2,-7.9,1.1,0.9,0.7,60.2,12.3,0.0
Marius Funk,-0.083,-0.003,-0.081,0.54,1996,25.0,Bundesliga,Greuther Fürth,Germany,GK,,7.2,6.3,27.2,-3.1,0.7,0.6,1.0,53.8,13.8,7.1
Marius Mouandilmadji,-0.054,-0.046,-0.008,1.36,1997,24.0,Belgian Pro League,R.F.C. Seraing,Chad,ST,"RW, CM",11.3,6.0,31.0,-12.7,0.5,0.6,0.6,38.0,13.3,0.0
Marius Noubissi,-0.009,-0.002,-0.006,0.93,1996,24.0,Belgian Pro League,Beerschot Wilrijk,Cameroon,ST,"RW, LM",12.8,9.6,26.9,-5.4,0.8,1.0,0.8,36.0,14.8,0.0
Marius Wolf,0.04,0.025,0.014,2.23,1995,26.0,"Bundesliga, UCL",Borussia Dortmund,Germany,RB,"LB, RW, LW, RM, WB",10.9,9.2,24.6,1.4,1.0,1.0,0.5,41.3,14.7,0.0
Mark Flekken,0.031,0.016,0.015,4.67,1993,28.0,Bundesliga,Freiburg,Netherlands,GK,,3.8,3.1,27.6,-3.1,0.4,0.3,0.5,54.9,12.0,-0.1
Mark McKenzie,0.043,0.008,0.035,2.23,1999,22.0,"Belgian Pro League, UEL",Genk,United States,CB,,4.9,6.8,15.1,-6.1,1.8,1.3,0.7,58.9,10.8,0.0
Mark Noble,0.045,0.036,0.008,0.58,1987,34.0,"Premier League, UEL",West Ham,England,DM,"AM, LM, CM",9.7,10.2,18.3,-3.6,1.1,1.0,1.7,50.0,13.7,0.0
Mark Pabai,-0.056,-0.05,-0.006,0.65,2000,20.0,Eredivisie,Zwolle,Liberia,RB,,9.5,9.6,24.5,-5.1,1.2,0.8,1.3,44.1,13.9,0.0
Mark Uth,0.029,0.042,-0.013,3.26,1991,29.0,Bundesliga,Köln,Germany,AM,"LW, ST, RM, CM",15.1,9.4,30.1,-3.3,0.8,0.9,4.2,45.0,17.3,0.0
Mark van der Maarel,-0.001,-0.018,0.017,2.81,1989,31.0,Eredivisie,Utrecht,Netherlands,CB,RB,7.9,9.8,20.1,-3.0,1.3,1.6,0.9,44.8,12.1,0.0
Marko Arnautović,0.041,0.028,0.013,4.57,1989,32.0,Serie A,Bologna,Austria,ST,,15.7,7.8,28.8,-3.5,0.5,0.6,0.7,42.2,15.6,0.0
Marko Dmitrović,0.014,0.022,-0.008,0.8,1992,29.0,La Liga,Sevilla,Serbia,GK,,6.7,6.2,21.7,-3.1,0.8,0.7,0.8,51.3,11.3,4.5
Marko Gobeljić,-0.024,-0.02,-0.004,0.0,1992,28.0,UEL,Red Star,Serbia,RB,WB,8.1,8.4,26.2,-3.1,1.4,0.8,1.5,53.3,14.0,0.0
Marko Grujić,0.006,0.005,0.001,1.28,1996,25.0,"UCL, Primeira Liga",Porto,Serbia,CM,"DM, ST, RM",8.4,10.0,20.0,-9.6,1.3,1.5,0.5,61.7,13.0,0.0
Marko Ilić,-0.042,-0.02,-0.022,3.07,1998,23.0,Belgian Pro League,Kortrijk,Serbia,GK,,2.9,3.0,27.8,-3.1,0.3,0.3,0.5,59.0,9.8,3.5
Marko Kvasina,-0.021,-0.012,-0.009,0.92,1996,24.0,Belgian Pro League,Oostende,Austria,ST,,12.8,8.5,28.8,-12.4,0.9,0.8,0.7,46.7,14.9,0.0
Marko Pjaca,0.003,-0.008,0.011,1.63,1995,26.0,Serie A,Torino,Croatia,AM,ST,13.8,10.9,27.1,1.8,0.7,0.7,0.8,45.3,15.5,0.0
Marko Rog,-0.009,-0.009,-0.0,0.42,1995,26.0,Serie A,Cagliari,Croatia,CM,,13.8,10.0,23.7,-4.6,0.9,1.0,1.0,48.9,15.1,0.0
Markus Schubert,0.005,-0.025,0.03,2.5,1998,23.0,Eredivisie,Vitesse,Germany,GK,,3.9,4.0,29.0,-3.1,0.4,0.5,0.7,59.9,12.3,5.2
Marlon,0.04,0.013,0.027,0.0,1995,25.0,UCL,Shakhtar Donetsk,Brazil,CB,,7.6,9.6,16.2,-4.1,0.9,0.8,0.9,48.2,11.7,0.0
Marlos,0.013,0.018,-0.005,0.0,1988,33.0,UCL,Shakhtar Donetsk,Ukraine,RW,"ST, RM",10.4,9.9,23.2,-6.1,0.9,0.9,1.0,50.0,14.4,0.0
Marlos Moreno,-0.063,-0.057,-0.006,1.86,1996,24.0,Belgian Pro League,Kortrijk,Colombia,RW,"AM, LW, LM, RM, WB",13.3,10.0,29.1,-9.6,1.2,1.5,0.5,37.3,14.8,0.0
Marquinhos,0.141,0.056,0.085,7.03,1994,27.0,"UCL, Ligue 1",Paris Saint-Germain,Brazil,CB,,4.1,6.1,10.1,2.5,0.8,0.8,0.3,49.2,8.2,0.0
Marshall Munetsi,0.018,0.016,0.001,2.86,1996,25.0,Ligue 1,Reims,Zimbabwe,CM,"CB, RM",9.2,6.7,22.0,1.7,1.8,1.0,0.5,60.1,12.5,0.0
Marsoni Sambu,-0.042,-0.033,-0.009,1.61,1996,25.0,Belgian Pro League,R.F.C. Seraing,Angola,RW,"RM, CB, RB, WB",10.0,10.6,26.2,-2.5,1.4,1.4,0.7,39.4,13.8,0.0
Marten de Roon,0.064,0.018,0.046,4.75,1991,30.0,"Serie A, UEL",Atalanta,Netherlands,CM,"CB, DM",6.5,9.6,17.4,1.4,1.8,1.4,0.5,58.6,10.9,0.0
Martijn Berden,-0.08,-0.05,-0.029,0.48,1997,24.0,Eredivisie,Go Ahead Eagles,Netherlands,RW,"AM, ST, RM",12.8,8.5,27.6,-8.8,0.8,0.8,0.9,41.1,14.1,0.0
Martin Adeline,0.005,-0.004,0.01,0.5,2003,17.0,Ligue 1,Reims,France,CM,"AM, ST",10.9,9.5,24.6,-5.1,1.6,1.5,0.9,47.8,14.1,0.0
Martin Agirregabiria,-0.039,-0.025,-0.013,1.76,1996,25.0,La Liga,Deportivo Alavés,Spain,RB,RW,10.6,9.9,26.5,-4.1,1.4,1.3,1.0,52.1,15.0,0.0
Martin Angha,-0.12,-0.048,-0.072,1.24,1994,27.0,Eredivisie,Fortuna Sittard,Switzerland,CB,,5.2,7.3,20.8,-7.0,1.5,1.1,0.4,55.0,11.4,0.0
Martin Braithwaite,0.035,0.035,-0.0,0.39,1991,30.0,La Liga,Barcelona,Denmark,LW,,8.6,8.1,24.1,2.4,1.0,0.9,1.0,46.7,13.4,0.0
Martin Dúbravka,0.01,0.012,-0.002,3.43,1989,32.0,Premier League,Newcastle United,Slovakia,GK,,3.6,3.9,29.6,-3.1,0.4,0.4,0.8,53.6,12.0,1.9
Martin Erlic,-0.009,0.006,-0.015,3.4,1998,23.0,Serie A,Spezia,Croatia,CB,,5.1,5.6,19.3,-7.2,1.1,0.8,0.4,55.7,10.2,0.0
Martin Hinteregger,-0.01,-0.01,0.0,2.91,1992,28.0,"Bundesliga, UEL",Eintracht Frankfurt,Austria,CB,,5.3,6.7,21.7,-4.4,1.5,1.2,0.5,52.0,12.4,0.0
Martin Hongla,0.001,0.012,-0.012,0.9,1998,23.0,Serie A,Hellas Verona,Cameroon,CM,AM,8.7,8.2,24.1,-5.3,0.9,1.1,0.8,48.5,13.5,0.0
Martin Minchev,-0.017,-0.015,-0.002,0.0,2001,20.0,UEL,Sparta Prague,Bulgaria,ST,,9.3,8.9,25.5,-5.6,0.9,0.9,1.0,40.5,13.5,0.0
Martin Moormann,-0.018,-0.008,-0.01,0.0,2001,20.0,UEL,Rapid Wien,Austria,CB,,9.5,8.7,22.4,-3.1,1.3,1.1,1.1,46.4,13.0,0.0
Martin Olsson,-0.02,-0.016,-0.005,0.0,1988,33.0,UCL,Malmö,Sweden,LB,WB,9.3,9.8,24.3,-3.1,1.1,0.9,1.0,53.6,14.2,0.0
Martin Satriano,-0.005,0.005,-0.01,1.31,2001,20.0,Ligue 1,"Stade Brestois, Inter Milan",Uruguay,ST,,6.7,5.9,27.1,-0.0,0.7,0.7,0.7,34.1,12.9,0.0
Martin Terrier,0.148,0.128,0.02,6.98,1997,24.0,Ligue 1,Rennes,France,LW,"ST, LM",15.3,10.2,23.9,19.2,0.9,1.3,0.4,46.5,15.1,0.0
Martin Valjent,0.001,-0.008,0.009,4.41,1995,25.0,La Liga,Mallorca,Slovakia,CB,,5.5,7.0,18.6,-4.6,1.1,0.8,0.5,59.6,9.4,0.0
Martin Wasinski,-0.014,-0.008,-0.006,0.54,2004,17.0,Belgian Pro League,Charleroi,Belgium,CB,CM,9.9,9.7,20.6,-3.6,1.2,1.4,0.9,48.9,12.3,0.0
Martin Ødegaard,0.113,0.071,0.042,6.24,1998,22.0,Premier League,Arsenal,Norway,AM,"DM, ST, RM, CM",17.4,13.0,20.9,6.6,0.7,0.9,3.5,43.9,16.3,0.0
Martín Cáceres,-0.026,-0.004,-0.021,1.78,1987,34.0,Serie A,"Cagliari, Levante",Uruguay,CB,RB,8.4,10.0,23.5,1.0,1.4,0.8,0.5,46.2,13.6,0.0
Martín Montoya,0.024,0.009,0.015,0.82,1991,30.0,"La Liga, UEL",Real Betis,Spain,RB,,7.1,9.9,22.1,-4.6,1.7,1.4,0.7,54.1,13.5,0.0
Martín Zubimendi,0.057,0.012,0.046,4.72,1999,22.0,"La Liga, UEL",Real Sociedad,Spain,DM,CM,8.5,10.0,17.3,-2.3,1.7,1.1,0.3,66.6,11.1,0.0
Marvelous Nakamba,-0.026,0.001,-0.027,1.07,1994,27.0,Premier League,Aston Villa,Zimbabwe,CM,"DM, LM",7.6,7.7,20.8,-3.1,1.3,1.6,0.7,48.3,11.7,0.0
Marvin Friedrich,0.012,0.023,-0.011,2.62,1995,25.0,Bundesliga,"Borussia Mönchengladbach, Union Berlin",Germany,CB,,5.5,7.7,20.0,-9.7,1.4,0.8,0.5,56.7,12.2,0.0
Marvin Plattenhardt,-0.026,-0.025,-0.002,1.95,1992,29.0,Bundesliga,Hertha Berlin,Germany,LB,"CB, WB",8.7,10.2,26.5,-5.6,1.1,0.8,8.0,51.5,16.0,0.0
Marvin Schwäbe,0.025,0.013,0.012,2.98,1995,26.0,Bundesliga,Köln,Germany,GK,,3.7,3.5,19.2,-3.1,0.4,0.4,0.6,53.6,9.0,-3.4
Marvin Zeegelaar,0.014,0.004,0.011,0.95,1990,30.0,Serie A,Udinese,Netherlands,CB,WB,6.5,8.6,22.4,-3.6,1.4,1.3,0.8,55.3,12.7,0.0
Marwin Hitz,0.002,0.006,-0.004,0.57,1987,33.0,Bundesliga,Borussia Dortmund,Switzerland,GK,,7.0,6.6,20.9,-3.1,0.8,0.7,0.9,48.7,11.1,8.3
Maryan Shved,-0.032,-0.03,-0.002,1.26,1997,24.0,Belgian Pro League,Mechelen,Ukraine,RW,"AM, LW, ST",14.7,10.5,31.1,-8.4,0.9,1.7,0.9,43.8,17.2,0.0
Masaya Okugawa,-0.03,-0.042,0.012,2.92,1996,25.0,Bundesliga,Arminia Bielefeld,Japan,LW,"AM, RW, ST, LM, RM",10.2,8.5,32.0,15.0,0.9,1.0,0.4,35.2,12.4,0.0
Mason Greenwood,0.061,0.054,0.006,2.34,2001,19.0,"Premier League, UCL",Manchester United,England,RW,"AM, ST, RM",14.9,9.5,24.4,3.7,0.6,0.9,0.6,45.0,15.2,0.0
Mason Holgate,-0.005,-0.006,0.002,2.87,1996,24.0,Premier League,Everton,England,CB,CM,4.3,6.4,26.0,0.4,1.2,0.9,0.7,61.7,12.7,0.0
Mason Mount,0.127,0.107,0.02,5.58,1999,22.0,"Premier League, UCL",Chelsea,England,AM,"LW, ST, RM, CM",14.2,11.9,25.3,6.4,0.7,0.9,4.3,35.9,17.9,0.0
Massadio Haïdara,-0.027,-0.018,-0.009,1.27,1992,28.0,Ligue 1,Lens,Mali,CB,"LB, ST, WB",6.7,8.5,20.0,-1.5,1.6,1.5,1.1,52.4,12.4,0.0
Matchoi Djaló,-0.052,-0.044,-0.007,0.7,2003,18.0,Primeira Liga,Paços de Ferreira,Portugal,AM,"RW, DM, LW, ST, LM, RM, CM",12.6,10.1,26.2,-3.5,0.8,1.0,1.6,39.0,15.5,0.0
Matej Mitrović,-0.018,-0.007,-0.012,0.34,1993,27.0,Belgian Pro League,Club Brugge,Croatia,CB,,9.0,9.1,21.8,-3.6,1.2,1.0,1.0,53.9,13.5,0.0
Mateo Klimowicz,-0.015,-0.014,-0.001,0.77,2000,21.0,Bundesliga,Stuttgart,Germany,AM,"RW, ST",11.3,10.1,25.9,-7.0,0.9,1.0,0.8,47.6,14.0,0.0
Mateo Kovačić,0.116,0.071,0.045,3.53,1994,27.0,"Premier League, UCL",Chelsea,Croatia,CM,"DM, LM",13.4,13.3,15.8,-1.5,0.7,1.7,0.6,51.0,14.1,0.0
Mateus Pasinato,-0.024,-0.01,-0.014,2.05,1992,29.0,Primeira Liga,Moreirense,Brazil,GK,,5.1,4.4,29.0,-3.1,0.5,0.5,1.1,56.7,11.4,3.3
Mateus Uribe,0.068,0.029,0.039,3.78,1991,30.0,"Primeira Liga, UEL",Porto,Colombia,CM,DM,7.6,9.6,17.7,-6.8,1.7,1.8,1.4,53.0,12.3,0.0
Mateusz Klich,0.016,0.013,0.003,3.13,1990,31.0,Premier League,Leeds United,Poland,CM,"AM, DM",14.7,10.6,23.8,-10.9,0.7,1.1,1.0,44.7,14.7,0.0
Mateusz Wieteska,-0.044,-0.013,-0.031,0.0,1997,24.0,UEL,Legia Warsaw,Poland,CB,,7.3,8.8,21.2,-3.6,1.7,0.9,0.8,55.7,12.1,0.0
Matheus,0.084,0.007,0.078,5.82,1992,29.0,"Primeira Liga, UEL",Braga,Brazil,GK,,2.1,2.2,24.4,-3.1,0.3,0.3,0.4,64.0,9.7,-3.3
Matheus Bueno,-0.021,-0.009,-0.012,0.8,1998,23.0,Primeira Liga,Gil Vicente FC,Brazil,CM,"AM, RW, DM, ST, LM, RM",13.4,10.9,24.9,-2.5,0.9,1.1,1.5,45.7,15.2,0.0
Matheus Costa,0.023,0.017,0.006,2.95,1995,26.0,Primeira Liga,Marítimo,Brazil,CB,,6.4,8.0,16.2,8.6,1.2,1.3,0.4,59.6,10.3,0.0
Matheus Cunha,0.12,0.112,0.007,2.59,1999,22.0,"La Liga, UCL","Atlético Madrid, Hertha Berlin",Brazil,ST,"AM, RW, LW",13.7,7.9,26.1,-7.9,0.9,1.0,0.6,27.9,14.1,0.0
Matheus Henrique,0.008,0.003,0.005,1.56,1997,23.0,Serie A,Sassuolo,Brazil,CM,"DM, LW, LM",11.4,9.5,19.0,-4.6,0.9,0.7,0.8,46.8,12.6,0.0
Matheus Nunes,0.011,-0.01,0.02,3.75,1998,22.0,"UCL, Primeira Liga",Sporting CP,Portugal,CM,AM,10.6,12.8,22.3,0.9,1.2,1.1,0.4,44.1,14.6,0.0
Matheus Reis,0.061,0.002,0.059,3.82,1995,26.0,"UCL, Primeira Liga",Sporting CP,Brazil,CB,"LB, LM, WB",7.2,11.7,16.0,0.9,1.3,1.0,0.5,48.9,11.8,0.0
Matheus Silva,-0.032,-0.015,-0.016,0.55,1997,23.0,Primeira Liga,Moreirense,Brazil,RB,"CB, CM",9.8,9.9,25.5,-4.1,1.1,0.9,1.1,58.4,15.0,0.0
Mathew Ryan,0.005,0.017,-0.012,0.38,1992,29.0,"La Liga, UEL",Real Sociedad,Australia,GK,,7.0,6.3,23.9,-3.1,0.8,0.7,0.8,51.3,11.9,2.3
Mathias Fixelles,-0.047,-0.035,-0.012,0.77,1996,24.0,Belgian Pro League,Kortrijk,Belgium,CM,"AM, RW, DM, ST",10.4,11.1,25.4,-5.1,1.0,1.2,1.5,45.5,14.8,0.0
Mathias Greve,-0.018,-0.009,-0.009,0.0,1995,26.0,UEL,Brøndby,Denmark,CM,RM,9.5,9.5,24.6,-4.6,0.9,0.9,1.1,46.4,13.7,0.0
Mathias Jensen,0.019,0.025,-0.006,2.46,1996,25.0,Premier League,Brentford,Denmark,CM,RM,13.3,12.2,26.0,-15.8,1.3,1.1,4.1,42.4,15.5,0.0
Mathias Jørgensen,0.014,0.02,-0.006,0.78,1990,31.0,Premier League,Brentford,Denmark,CB,,8.1,9.1,22.7,1.5,1.3,0.9,1.8,50.9,13.6,0.0
Mathias Normann,-0.066,-0.009,-0.057,1.46,1996,25.0,Premier League,Norwich City,Norway,CM,DM,11.2,10.5,27.6,-2.5,1.2,1.2,2.5,57.6,16.4,0.0
Mathias Pereira Lage,-0.031,0.003,-0.034,1.21,1996,24.0,Ligue 1,Angers,Portugal,WB,"AM, RB, ST, CM",10.7,9.3,26.1,3.6,1.5,0.9,1.5,40.6,15.4,0.0
Mathieu Cachbach,-0.044,-0.034,-0.009,0.75,2001,20.0,Belgian Pro League,R.F.C. Seraing,Belgium,CM,LM,10.4,9.5,24.0,-5.6,1.2,1.5,1.2,40.4,13.9,0.0
