Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Ahmetcan Kaplan,-0.039,-0.041,0.003,1.03,2003,20.0,Eredivisie,Ajax,Turkey,CB,,6.6,8.3,16.2,-3.2,1.0,1.4,0.6,60.2,12.9,0.0
Aiden O'Neill,-0.062,-0.055,-0.006,1.37,1998,25.0,Belgian Pro League,Standard Liège,Australia,CM,CB,8.0,10.1,20.8,1.3,1.1,1.6,0.5,50.0,12.9,0.0
Aiham Ousou,0.002,0.008,-0.006,0.6,2000,23.0,"La Liga, UEL","Häcken, Cádiz",Syria,CB,,8.4,8.9,20.4,-2.7,1.0,1.3,0.7,48.3,13.2,0.0
Aihen Muñoz,0.023,0.013,0.01,1.75,1997,25.0,"La Liga, UCL",Real Sociedad,Spain,LB,LM,8.4,10.1,24.4,-3.2,0.9,1.7,1.0,54.7,16.3,0.0
Aimar Oroz,-0.031,-0.035,0.004,2.7,2001,21.0,La Liga,Osasuna,Spain,CM,"AM, ST, RM, LM",12.9,10.9,25.0,-9.0,0.9,1.4,0.7,38.7,15.4,0.0
Ainsley Maitland-Niles,0.033,0.045,-0.012,2.34,1997,25.0,Ligue 1,Lyon,England,LB,"DM, RB, RM, CM, WB",9.0,9.2,21.9,-10.7,1.2,1.2,0.5,47.8,13.9,0.0
Aitor Cantalapiedra,0.004,0.004,0.0,0.0,1996,27.0,UEL,Panathinaikos,Spain,LW,RW,10.6,9.4,24.1,-5.5,1.1,1.0,2.6,47.1,15.8,0.0
Aitor Fernández,0.011,0.014,-0.004,0.81,1991,32.0,La Liga,Osasuna,Spain,GK,,6.7,6.5,27.9,-1.2,0.7,0.8,0.8,48.5,13.6,2.9
Aitor Paredes,0.059,-0.006,0.065,4.95,2000,23.0,La Liga,Athletic Bilbao,Spain,CB,,4.3,6.9,17.6,-2.1,1.1,0.7,0.3,58.7,9.9,0.0
Aitor Ruibal,0.005,0.009,-0.004,1.45,1996,27.0,"La Liga, UEL",Real Betis,Spain,RB,RW,11.5,10.5,23.8,8.5,1.3,1.8,0.7,37.1,16.5,0.0
Ajdin Hrustic,-0.08,-0.052,-0.029,0.9,1996,27.0,Eredivisie,Heracles Almelo,Australia,RW,"AM, DM, CM",10.7,10.8,23.3,-1.6,0.7,1.0,2.6,46.2,15.5,0.0
Akor Adams,0.028,0.034,-0.006,3.6,2000,23.0,Ligue 1,Montpellier,Nigeria,ST,RW,9.3,6.0,32.0,-13.6,0.5,0.5,0.4,47.5,13.3,0.0
Alaa Bellaarouch,0.004,-0.01,0.014,1.9,2002,21.0,Ligue 1,Strasbourg,Morocco,GK,,4.5,4.5,28.8,-1.2,0.5,0.6,0.5,53.0,12.5,7.4
Alan,-0.038,-0.04,0.002,2.7,2000,23.0,Primeira Liga,Moreirense,Brazil,AM,ST,16.0,14.6,25.5,-1.5,0.5,1.4,3.9,30.8,17.3,0.0
Alan Minda,0.027,0.037,-0.01,2.4,2003,20.0,Belgian Pro League,Cercle Brugge,Ecuador,RW,"AM, LW, ST, RM",12.0,8.5,31.5,9.8,0.4,0.7,0.6,40.6,13.7,0.0
Alan Varela,0.046,0.005,0.041,3.85,2001,22.0,"UCL, Primeira Liga",Porto,Argentina,DM,CM,8.9,10.0,15.0,-1.5,1.2,1.1,1.4,50.6,12.5,0.0
Alan Virginius,0.021,0.027,-0.006,1.56,2003,20.0,Ligue 1,"Clermont Foot, Lille",France,RW,"LW, ST",8.1,7.3,29.9,-6.4,0.6,0.8,0.8,40.9,13.1,0.0
Alassane Pléa,0.063,0.052,0.011,3.58,1993,30.0,Bundesliga,Borussia Mönchengladbach,France,ST,"AM, LM",12.7,12.0,31.3,0.2,0.4,0.7,1.4,45.0,18.2,0.0
Alban Lafont,-0.064,-0.014,-0.05,2.24,1999,24.0,Ligue 1,Nantes,France,GK,,3.6,3.1,27.0,-1.2,0.3,0.4,0.5,59.5,11.4,-0.0
Albert Guðmundsson,0.018,0.002,0.016,4.59,1997,26.0,Serie A,Genoa,Iceland,ST,"AM, CM",13.8,12.3,30.7,17.1,0.7,0.7,8.0,34.6,19.9,0.0
Albert Sambi Lokonga,0.003,0.022,-0.019,1.84,1999,23.0,Premier League,Luton Town,Belgium,CM,,8.4,11.2,20.9,-3.2,0.8,1.3,0.5,53.0,12.9,0.0
Alberto Brignoli,-0.011,-0.003,-0.008,0.0,1991,31.0,UEL,Panathinaikos,Italy,GK,,6.5,6.1,24.1,-1.2,0.7,0.8,0.8,51.5,12.8,-1.7
Alberto Cerri,-0.003,-0.009,0.006,0.75,1996,27.0,Serie A,Empoli,Italy,ST,,8.8,7.8,29.8,-2.1,0.9,1.1,0.8,55.0,16.4,0.0
Alberto Dossena,0.016,-0.001,0.017,4.5,1998,24.0,Serie A,Cagliari,Italy,CB,,5.7,7.4,19.8,-2.0,1.6,1.5,0.3,59.7,12.7,0.0
Alberto Grassi,-0.017,-0.017,0.0,2.27,1995,28.0,Serie A,Empoli,Italy,CM,,7.9,9.6,21.2,-5.5,2.2,1.1,0.6,46.2,13.8,0.0
Alberto Marí,0.002,0.027,-0.025,0.39,2001,22.0,La Liga,Valencia,Spain,ST,DM,8.5,8.3,26.2,-1.7,0.8,1.0,0.9,40.5,14.1,0.0
Alberto Moleiro,0.005,0.01,-0.005,2.56,2003,19.0,La Liga,Las Palmas,Spain,LW,"ST, LM, CM",11.0,11.3,29.3,4.7,0.7,0.7,0.4,42.6,15.0,0.0
Alberto Moreno,0.034,0.024,0.01,2.44,1992,31.0,"La Liga, UEL",Villarreal,Spain,LB,"LW, LM",9.4,9.0,22.2,-3.0,1.5,1.6,0.9,48.2,13.8,0.0
Alberto Soro,0.021,0.031,-0.01,1.4,1999,24.0,Primeira Liga,"Vizela, Granada",Spain,RW,"AM, LW, ST, LM, RM",11.2,10.5,25.4,3.8,0.6,1.4,0.6,39.2,15.5,0.0
Alec Van Hoorenbeeck,-0.08,-0.04,-0.04,0.44,1998,24.0,Eredivisie,"Twente, Mechelen",Belgium,CB,LB,6.9,7.9,20.6,-3.6,0.9,1.0,0.8,51.5,13.5,0.0
Aleix García,0.106,0.077,0.029,6.99,1997,26.0,La Liga,Girona,Spain,DM,CM,9.8,13.0,16.7,5.4,1.3,1.1,5.1,46.3,15.9,0.0
Alejandro Artunduaga,-0.054,-0.029,-0.025,0.0,1997,25.0,UEL,Sheriff Tiraspol,Colombia,LB,WB,7.5,8.7,23.6,-1.2,1.2,1.4,0.8,47.7,14.2,0.0
Alejandro Balde,0.035,0.013,0.021,2.28,2003,19.0,"La Liga, UCL",Barcelona,Spain,LB,"CB, WB",7.7,10.5,20.8,-2.2,0.7,1.2,0.4,50.0,15.3,0.0
Alejandro Garnacho,0.046,0.031,0.015,4.45,2004,19.0,"Premier League, UCL",Manchester United,Argentina,LW,RW,14.0,11.1,30.3,-1.9,1.0,0.9,0.4,34.4,18.8,0.0
Alejandro Marqués,0.004,0.015,-0.011,1.92,2000,22.0,Primeira Liga,Estoril,Venezuela,ST,LW,8.7,6.0,25.5,5.6,0.6,0.9,0.5,33.7,12.3,0.0
Alejandro Pozo Pozo,-0.016,-0.016,0.0,1.23,1999,24.0,La Liga,Almería,Spain,RB,"RW, WB",9.5,10.6,26.2,-3.2,0.9,1.3,1.3,47.7,16.7,0.0
Aleksandar Busnić,-0.032,-0.017,-0.014,0.88,1997,25.0,Primeira Liga,Vizela,Serbia,CM,"RW, DM",9.0,8.6,21.9,-3.2,0.9,1.4,0.9,50.7,13.1,0.0
Aleksandar Dragović,-0.039,-0.002,-0.037,0.0,1991,32.0,UCL,Red Star,Austria,CB,,7.2,8.3,18.8,-4.1,1.0,0.9,1.1,51.0,11.9,0.0
Aleksandar Pavlovic,0.046,0.029,0.017,2.12,2004,19.0,"Bundesliga, UCL",Bayern Munich,Germany,DM,CM,7.6,9.9,16.6,2.7,1.1,1.3,1.7,48.2,12.8,0.0
Aleksandar Radovanović,-0.073,-0.035,-0.038,1.29,1993,29.0,Belgian Pro League,"Kortrijk, Almería",Serbia,CB,,5.0,5.7,18.9,-3.2,1.7,1.4,0.5,60.8,10.5,0.0
Aleksandar Sedlar,0.005,-0.0,0.005,1.34,1991,31.0,La Liga,Deportivo Alavés,Serbia,CB,,7.1,7.8,19.3,2.3,1.4,1.3,0.6,49.3,11.9,0.0
Aleksandar Ćirković,-0.022,-0.007,-0.015,0.0,2001,21.0,UEL,TSC Bačka Top,Serbia,ST,CM,9.7,9.5,24.9,0.8,0.9,1.1,1.3,50.0,14.8,0.0
Aleksandr Golovin,0.053,0.049,0.004,3.85,1996,27.0,Ligue 1,Monaco,Russia,AM,"LW, LM, CM",12.3,12.2,25.2,10.2,1.0,1.4,5.5,45.2,19.0,0.0
Aleksandr Kokorin,-0.007,-0.001,-0.005,0.0,1991,32.0,UEL,Aris Limassol FC,Russia,ST,,10.9,9.2,24.5,1.3,0.8,0.9,0.9,54.8,14.7,0.0
Aleksei Miranchuk,0.122,0.112,0.01,2.72,1995,27.0,"Serie A, UEL",Atalanta,Russia,AM,"RW, ST, WB",14.2,10.5,30.9,-6.4,0.6,0.8,3.4,47.1,19.1,0.0
Alemão,-0.07,-0.025,-0.045,2.03,2002,20.0,Primeira Liga,Portimonense,Brazil,CB,,6.2,6.2,18.5,5.2,1.2,1.4,0.4,56.8,10.9,0.0
Alen Halilović,-0.093,-0.063,-0.031,1.42,1996,27.0,Eredivisie,Fortuna Sittard,Croatia,AM,"RW, DM, ST, RM, CM",14.2,11.3,25.2,-6.0,0.6,0.8,6.1,37.6,17.8,0.0
Alessandro Bastoni,0.083,0.072,0.012,4.56,1999,24.0,"UCL, Serie A",Inter Milan,Italy,CB,,9.3,11.1,17.0,-3.5,1.3,1.5,0.5,58.5,16.4,0.0
Alessandro Buongiorno,0.042,-0.008,0.05,4.3,1999,24.0,Serie A,Torino,Italy,CB,,5.6,6.1,18.0,5.4,2.6,1.7,0.4,57.1,11.9,0.0
Alessandro Deiola,-0.024,-0.014,-0.011,1.93,1995,27.0,Serie A,Cagliari,Italy,CM,"CB, DM, LM",7.2,8.9,28.5,-7.3,0.8,1.3,0.8,52.4,13.8,0.0
Alessandro Di Pardo,-0.008,-0.009,0.0,0.48,1999,24.0,Serie A,Cagliari,Italy,RB,"RW, CB, RM, WB",8.4,9.0,26.3,-1.7,1.2,1.0,0.9,51.4,15.8,0.0
Alessandro Florenzi,0.068,0.054,0.014,3.28,1991,32.0,"Serie A, UEL",AC Milan,Italy,RB,LB,10.0,10.1,22.1,-6.0,1.2,1.6,4.3,43.1,18.0,0.0
Alessandro Sorrentino,-0.033,0.006,-0.039,0.62,2002,21.0,Serie A,Monza,Italy,GK,,6.4,6.3,25.0,-1.2,0.7,0.9,0.8,50.0,13.1,2.6
Alessandro Vogliacco,-0.026,-0.003,-0.023,1.39,1998,24.0,Serie A,Genoa,Italy,CB,WB,7.6,9.5,25.4,-3.2,1.8,1.2,1.0,54.6,14.0,0.0
Alessandro Zanoli,0.002,-0.002,0.004,1.36,2000,22.0,Serie A,"Salernitana, Napoli",Italy,WB,"LB, RW, RB, LM, RM",7.9,8.9,27.0,-1.2,0.7,1.2,0.8,45.9,14.6,0.0
Alessio Castro-Montes,-0.02,-0.024,0.004,2.39,1997,26.0,"Belgian Pro League, UEL","Union Saint-Gilloise, Gent",Belgium,WB,"RB, RM",10.0,11.1,27.8,9.5,1.4,1.8,2.2,57.1,15.5,0.0
Alessio Cragno,0.013,0.011,0.002,0.4,1994,29.0,Serie A,Sassuolo,Italy,GK,,7.1,7.3,25.2,-1.2,0.8,1.0,0.9,50.0,13.9,3.2
Alessio Romagnoli,0.045,-0.001,0.047,4.18,1995,28.0,"UCL, Serie A",Lazio,Italy,CB,,4.3,6.5,12.8,-6.9,1.0,0.9,0.3,55.4,9.6,0.0
Alessio Zerbin,0.028,0.032,-0.004,1.34,1999,24.0,Serie A,"Napoli, Monza",Italy,WB,"LB, AM, RW, LW",9.9,8.4,27.3,-2.7,0.8,1.3,0.9,42.9,16.0,0.0
Alex Baena,0.105,0.091,0.013,5.65,2001,22.0,"La Liga, UEL",Villarreal,Spain,CM,"LW, ST, LM",16.1,12.3,32.2,-11.8,0.9,1.0,5.4,45.6,20.4,0.0
Alex Iwobi,0.099,0.079,0.02,4.99,1996,27.0,Premier League,"Fulham, Everton",Nigeria,LW,"AM, RW, DM, LM, RM",15.7,15.3,27.6,-2.5,0.8,0.9,0.6,41.2,17.6,0.0
