Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Felipe Augusto,-0.035,-0.027,-0.008,0.49,2004,19.0,Belgian Pro League,Cercle Brugge,Brazil,LW,"AM, ST, LM",10.1,7.7,27.3,-1.1,0.7,1.0,0.8,37.5,14.6,0.0
Felipe Avenatti,-0.069,-0.054,-0.015,1.36,1993,30.0,Belgian Pro League,Kortrijk,Uruguay,ST,"AM, RW, CM",12.7,8.6,31.5,-10.5,0.6,0.9,0.7,57.0,17.0,0.0
Felipe Silva Lipe,-0.001,0.001,-0.003,0.37,2002,21.0,Primeira Liga,Gil Vicente FC,Brazil,LB,CB,7.8,8.5,21.2,-2.2,0.9,1.1,0.9,55.3,13.3,0.0
Felippe Cardoso,-0.045,-0.038,-0.007,1.64,1998,24.0,Primeira Liga,Casa Pia,Brazil,ST,AM,10.4,6.9,30.6,3.5,0.5,0.8,0.5,47.9,14.8,0.0
Felix Agu,-0.005,-0.014,0.009,2.17,1999,23.0,Bundesliga,Werder Bremen,Germany,WB,LM,6.7,7.9,28.5,-4.1,0.9,1.6,0.7,48.4,15.0,0.0
Felix Nmecha,0.034,0.04,-0.006,1.67,2000,22.0,"Bundesliga, UCL",Borussia Dortmund,Germany,CM,"AM, DM, LW, LM, RM",10.2,8.5,23.2,-5.2,1.1,1.2,0.5,58.7,14.1,0.0
Felix Passlack,-0.02,-0.013,-0.007,1.19,1998,25.0,Bundesliga,VFL Bochum,Germany,RB,WB,9.3,8.2,28.7,4.2,0.9,1.2,2.0,46.7,15.5,0.0
Ferdy Druijf,-0.053,-0.052,-0.001,0.93,1998,25.0,Eredivisie,Zwolle,Netherlands,ST,"AM, CM",11.1,7.9,28.2,-1.0,0.5,0.8,0.7,55.0,15.8,0.0
Ferland Mendy,0.027,0.004,0.024,2.73,1995,28.0,"La Liga, UCL",Real Madrid,France,LB,,5.7,7.2,14.2,-1.7,0.9,0.9,0.6,49.0,9.9,0.0
Fermin López,0.069,0.065,0.004,2.77,2003,20.0,"La Liga, UCL",Barcelona,Spain,CM,"AM, LW, LM",9.6,9.0,25.3,-6.7,0.6,1.6,0.4,40.0,15.7,0.0
Fernando,-0.033,-0.009,-0.024,0.52,1987,36.0,"La Liga, UCL",Sevilla,Brazil,DM,CM,8.2,8.7,19.5,-1.2,1.3,1.7,0.7,50.9,12.4,0.0
Fernando Muslera,0.02,0.01,0.01,0.0,1986,37.0,UCL,Galatasaray,Uruguay,GK,,5.2,5.5,22.9,-1.2,0.6,0.7,0.7,54.3,12.0,1.5
Fernando Varela,-0.058,-0.03,-0.028,1.96,1987,35.0,Primeira Liga,Casa Pia,Cape Verde,CB,,5.9,6.0,19.1,-1.7,1.0,1.1,0.4,53.8,10.3,0.0
Fernando,0.009,0.016,-0.008,0.52,1990,33.0,La Liga,Almería,Spain,GK,,7.2,7.2,27.2,-1.2,0.8,0.9,0.9,50.0,14.1,4.0
Fernando,-0.031,-0.026,-0.005,0.01,1993,30.0,Primeira Liga,Casa Pia,Brazil,ST,"AM, RW, LW, RM",9.5,8.3,25.9,0.8,0.7,1.2,0.8,46.8,14.3,0.0
Ferrán Torres,0.083,0.078,0.005,2.44,2000,23.0,"La Liga, UCL",Barcelona,Spain,LW,"RW, ST",12.0,8.0,26.8,10.7,0.7,0.9,1.4,42.4,16.8,0.0
Festy Ebosele,-0.029,-0.032,0.003,1.98,2002,20.0,Serie A,Udinese,Ireland,WB,,12.2,10.5,31.2,-5.0,0.8,1.4,0.7,49.2,18.3,0.0
Fikayo Tomori,0.102,0.048,0.054,4.58,1997,25.0,"UCL, Serie A",AC Milan,England,CB,,4.3,6.4,13.1,-1.8,1.6,1.5,0.6,52.1,10.9,0.0
Filip Jørgensen,0.004,0.013,-0.01,4.57,2002,21.0,"La Liga, UEL",Villarreal,Denmark,GK,,2.6,2.4,21.7,-1.2,0.4,0.4,0.4,62.8,8.8,0.0
Filip Kostić,0.073,0.06,0.013,3.53,1992,30.0,Serie A,Juventus,Serbia,WB,LW,10.1,11.1,27.5,-4.1,0.9,1.6,4.2,45.6,19.7,0.0
Filip Krastev,-0.065,-0.034,-0.03,0.8,2001,21.0,Eredivisie,Zwolle,Bulgaria,DM,"AM, CM",11.2,12.5,23.9,1.2,1.2,1.7,0.7,52.1,15.9,0.0
Filip Mladenović,0.006,0.011,-0.004,0.0,1991,31.0,UEL,Panathinaikos,Serbia,LB,,9.8,9.1,23.4,-1.7,1.0,1.1,2.1,51.5,16.0,0.0
Filip Panák,-0.018,-0.011,-0.007,0.0,1995,27.0,UEL,Sparta Prague,Czechia,CB,,7.2,8.0,22.1,-1.7,1.4,1.0,0.9,58.2,13.3,0.0
Filip Stevanovic,-0.073,-0.069,-0.004,0.52,2002,20.0,Eredivisie,RKC Waalwijk,Serbia,LW,"AM, RW, LM",9.2,10.6,29.6,1.2,0.8,1.3,4.3,44.2,18.1,0.0
Filip Stojković,-0.011,0.001,-0.013,0.0,1993,30.0,UEL,LASK,Montenegro,RM,WB,9.6,8.8,25.2,-2.7,0.9,1.2,1.6,48.6,14.9,0.0
Filip Ugrinic,-0.015,-0.003,-0.012,0.0,1999,24.0,UCL,Young Boys,Switzerland,CM,"RM, LM",10.5,9.5,21.3,5.7,1.0,1.3,2.6,48.7,13.8,0.0
Filip Đuričić,-0.007,0.002,-0.008,0.0,1992,31.0,UEL,Panathinaikos,Serbia,AM,RM,9.5,10.1,23.4,-2.7,0.8,1.0,1.0,48.6,14.8,0.0
Filipe Ferreira,-0.061,-0.03,-0.031,1.59,1990,32.0,Primeira Liga,Boavista,Portugal,LB,CB,7.8,9.6,22.3,-2.2,1.1,1.3,1.1,47.2,14.2,0.0
Filipe Relvas,-0.053,-0.022,-0.031,2.77,1999,23.0,Primeira Liga,Portimonense,Portugal,CB,LB,6.5,7.6,19.3,2.7,1.8,1.2,0.5,56.3,12.0,0.0
Filippo Missori,-0.005,0.003,-0.008,0.36,2004,19.0,Serie A,Sassuolo,Italy,WB,"LB, RB",7.8,8.6,24.6,-1.7,1.0,1.2,0.9,51.5,13.8,0.0
Filippo Ranocchia,0.018,0.011,0.006,0.73,2001,22.0,Serie A,Empoli,Italy,CM,,8.4,9.4,25.4,-2.2,1.0,1.7,1.9,52.4,16.2,0.0
Filippo Terracciano,-0.004,-0.011,0.007,1.85,2003,20.0,"Serie A, UEL","AC Milan, Hellas Verona",Italy,LB,"RW, CB, RB, WB",8.5,8.9,26.6,-2.7,1.5,1.7,2.3,51.4,18.8,0.0
Finn Dahmen,0.043,0.004,0.039,4.77,1998,25.0,Bundesliga,Augsburg,Germany,GK,,3.5,3.2,23.2,-1.2,0.3,0.4,0.9,52.5,12.2,0.8
Finn Ole Becker,-0.008,-0.001,-0.007,0.8,2000,23.0,Bundesliga,Hoffenheim,Germany,CM,ST,9.7,10.5,24.9,-2.2,0.7,1.2,0.8,45.7,15.5,0.0
Finn Stokkers,-0.049,-0.043,-0.006,0.38,1996,27.0,Eredivisie,Go Ahead Eagles,Netherlands,ST,CB,11.0,8.4,26.4,-7.7,0.9,1.1,1.8,43.6,16.0,0.0
Flavius Daniliuc,-0.015,-0.009,-0.006,0.95,2001,22.0,Serie A,Salernitana,Austria,CB,RB,8.3,10.0,20.2,-2.2,1.1,1.4,0.7,53.7,12.9,0.0
Florent Mollet,-0.023,-0.015,-0.008,2.52,1991,31.0,Ligue 1,Nantes,France,AM,"RW, DM, LW, ST, RM, CM",11.4,9.3,23.9,-8.3,0.8,0.8,4.3,43.2,16.8,0.0
Florent Ogier,-0.002,0.003,-0.005,1.29,1989,34.0,Ligue 1,Clermont Foot,France,CB,,7.3,6.8,19.7,0.8,1.0,1.2,0.6,53.4,12.6,0.0
Florent da Silva,-0.046,-0.03,-0.016,0.52,2003,20.0,Belgian Pro League,RWD Molenbeek,France,CM,"AM, LM",9.3,9.8,25.3,5.7,1.0,1.1,2.0,55.0,15.9,0.0
Florentino Luís,-0.009,-0.023,0.014,2.23,1999,23.0,"Primeira Liga, UEL",Benfica,Portugal,DM,CM,6.7,9.3,15.1,-8.2,2.3,2.2,0.5,45.6,11.4,0.0
Florian Danho Seke,-0.017,-0.014,-0.003,0.31,2000,23.0,Primeira Liga,Famalicão,France,ST,RW,9.1,8.6,26.1,-0.2,0.8,1.2,0.9,47.6,15.4,0.0
Florian Flecker,-0.019,-0.001,-0.018,0.0,1995,27.0,UEL,LASK,Austria,RM,,9.3,9.1,26.1,1.8,1.3,1.2,0.9,51.5,15.4,0.0
Florian Grillitsch,-0.006,0.021,-0.027,3.09,1995,27.0,Bundesliga,Hoffenheim,Austria,CB,"DM, CM",9.5,11.6,18.5,-2.1,1.7,1.1,0.4,52.1,13.6,0.0
Florian Kainz,-0.033,-0.03,-0.003,2.49,1992,30.0,Bundesliga,Köln,Austria,AM,"DM, LW, ST, LM, CM",11.3,11.9,30.1,-5.5,0.9,1.2,5.3,40.0,19.2,0.0
Florian Le Joncour,-0.065,-0.023,-0.043,0.78,1995,28.0,Belgian Pro League,RWD Molenbeek,France,CB,,7.1,8.9,22.1,-2.2,1.2,0.9,0.7,66.6,13.6,0.0
Florian Lejeune,0.049,-0.009,0.059,5.85,1991,32.0,La Liga,Rayo Vallecano,France,CB,,6.3,7.6,21.1,-2.0,0.8,0.8,2.8,56.5,12.8,0.0
Florian Miguel,-0.04,-0.048,0.008,1.79,1996,26.0,Belgian Pro League,OH Leuven,France,CB,"LB, WB",6.4,8.0,24.5,-2.5,1.5,1.1,0.9,44.6,13.9,0.0
Florian Neuhaus,0.048,0.052,-0.003,2.15,1997,26.0,Bundesliga,Borussia Mönchengladbach,Germany,CM,"AM, DM, ST, LM",13.5,11.3,21.7,-3.2,1.2,1.2,0.8,48.9,15.5,0.0
Florian Pick,-0.007,-0.011,0.004,0.43,1995,27.0,Bundesliga,Heidenheim,Germany,RW,"AM, DM, LW, LM, RM",10.2,9.6,27.8,-2.7,0.9,1.2,2.2,51.3,17.6,0.0
Florian Sotoca,0.049,0.036,0.013,4.57,1990,32.0,"UCL, Ligue 1",Lens,France,AM,"ST, WB",13.4,10.4,29.0,-10.1,0.8,1.3,0.6,67.8,19.1,0.0
Florian Thauvin,0.046,0.038,0.007,2.96,1993,30.0,Serie A,Udinese,France,ST,DM,15.2,13.1,31.6,-0.6,0.6,0.7,2.3,38.3,20.5,0.0
Florian Wirtz,0.243,0.217,0.026,7.68,2003,20.0,"Bundesliga, UEL",Bayer Leverkusen,Germany,AM,ST,18.1,14.9,25.1,8.9,0.7,1.0,1.7,43.6,24.5,0.0
Flávio Nazinho,-0.048,-0.039,-0.009,1.16,2003,20.0,Belgian Pro League,Cercle Brugge,Portugal,LB,"CB, LW, WB",8.6,9.7,34.6,2.8,1.0,1.1,2.5,46.0,18.5,0.0
Folarin Balogun,0.025,0.033,-0.008,2.67,2001,22.0,Ligue 1,Monaco,United States,ST,LW,12.0,6.5,32.1,-0.9,0.5,0.6,0.5,36.0,16.9,0.0
Formose Mendy,0.011,-0.014,0.025,1.85,2001,22.0,Ligue 1,Lorient,Senegal,CB,"RB, WB",6.0,9.2,22.3,-2.7,1.5,1.4,0.6,64.6,14.1,0.0
Fotis Ioannidis,0.029,0.035,-0.007,0.0,2000,23.0,UEL,Panathinaikos,Greece,ST,,10.9,7.8,26.5,0.7,0.7,0.9,0.8,44.7,16.0,0.0
Fran Beltrán,0.001,-0.004,0.005,3.38,1999,24.0,La Liga,Celta Vigo,Spain,CM,RM,7.1,10.4,19.9,-3.6,0.9,1.4,0.8,38.6,11.7,0.0
Fran Delgado,-0.018,-0.008,-0.01,0.62,2001,22.0,Primeira Liga,Farense,Spain,RB,,8.2,8.9,23.3,-1.2,0.8,0.9,0.8,54.1,14.2,0.0
Fran Garcia,0.037,0.023,0.014,2.32,1999,23.0,"La Liga, UCL",Real Madrid,Spain,LB,,8.1,9.5,21.0,-2.7,1.2,1.2,0.5,43.4,14.6,0.0
Fran Tudor,-0.005,-0.006,0.001,0.0,1995,27.0,UEL,RKS Raków,Croatia,CB,RM,9.1,10.8,21.6,-3.6,0.9,1.2,1.5,47.9,14.3,0.0
Fran Vieites,0.009,0.011,-0.002,0.46,1999,24.0,La Liga,Real Betis,Spain,GK,,6.9,7.1,29.6,-1.2,0.8,0.9,0.9,50.0,13.9,0.0
Francesco Acerbi,0.108,0.035,0.073,5.27,1988,35.0,"UCL, Serie A",Inter Milan,Italy,CB,,4.5,7.5,13.2,4.5,1.6,0.8,0.3,63.3,11.5,0.0
Francesco Caputo,-0.022,-0.016,-0.006,1.55,1987,35.0,Serie A,Empoli,Italy,ST,,9.2,6.7,26.2,-2.0,0.6,0.6,0.5,42.9,12.5,0.0
Francesco Gelli,-0.036,-0.038,0.002,1.73,1996,26.0,Serie A,Frosinone,Italy,CM,"LB, AM, RW, RB, LW, ST, LM, RM",9.9,10.3,23.6,-4.1,0.9,1.0,2.9,50.0,14.6,0.0
Francesco Ruberto,-0.019,-0.005,-0.014,0.71,1993,30.0,Primeira Liga,Vizela,Switzerland,GK,,6.1,6.4,26.9,-1.2,0.7,0.8,0.7,51.5,14.0,-4.8
Francis Abu,-0.047,-0.029,-0.018,0.42,2001,22.0,Belgian Pro League,Cercle Brugge,Ghana,DM,CM,8.6,10.0,24.4,-1.7,1.2,1.3,1.4,57.8,14.8,0.0
Francis Amuzu,-0.012,-0.017,0.004,0.74,1999,23.0,Belgian Pro League,Anderlecht,Belgium,LW,"RW, RM",11.0,10.2,24.2,8.5,0.7,0.9,1.3,53.9,15.5,0.0
Francis Coquelin,0.016,0.006,0.01,1.37,1991,32.0,"La Liga, UEL",Villarreal,France,CM,"LM, RM",7.7,8.5,20.5,-2.7,1.6,1.2,0.6,56.1,11.9,0.0
Francisco Conceição,0.089,0.084,0.005,3.91,2002,20.0,"UCL, Primeira Liga",Porto,Portugal,RW,RM,15.9,12.0,28.3,-3.2,0.5,1.6,2.4,37.3,20.6,0.0
Francisco Jesús Crespo García,0.005,0.004,0.001,0.72,1996,27.0,La Liga,Las Palmas,Spain,RW,"LW, ST, RM",11.5,9.6,27.1,2.7,0.8,1.4,1.3,52.6,17.5,0.0
Francisco Montero,-0.003,-0.023,0.02,3.53,1999,24.0,Primeira Liga,Arouca,Spain,CB,,4.7,8.6,16.5,-0.2,1.2,1.0,0.5,51.4,11.9,0.0
Francisco Ortega,0.002,0.001,0.001,0.0,1999,24.0,UEL,Olympiacos,Argentina,LB,,9.3,9.2,21.8,-1.2,1.2,1.3,0.8,48.7,14.2,0.0
Francisco Perez,-0.012,-0.04,0.027,2.67,2002,20.0,La Liga,Valencia,Spain,RW,"RM, LM",10.7,9.5,30.4,-1.6,0.9,1.1,0.4,38.7,15.6,0.0
Francisco Trincão,0.094,0.09,0.004,3.57,1999,23.0,"Primeira Liga, UEL",Sporting CP,Portugal,RW,"AM, LW",13.7,10.7,24.0,7.0,0.5,1.3,1.3,41.2,16.1,0.0
Franck Honorat,0.116,0.089,0.027,5.32,1996,26.0,Bundesliga,Borussia Mönchengladbach,France,RW,"RB, ST, RM, WB",13.1,11.6,31.3,5.4,0.7,0.9,6.6,48.5,20.3,0.0
Franco Cervi,0.042,0.044,-0.002,0.93,1994,29.0,La Liga,Celta Vigo,Argentina,LM,"LB, WB",10.1,9.8,23.2,-2.7,1.2,2.0,0.8,47.9,15.5,0.0
Franco Israel,-0.027,-0.023,-0.004,1.06,2000,23.0,"Primeira Liga, UEL",Sporting CP,Uruguay,GK,,4.0,4.0,20.8,-1.2,0.5,0.6,0.5,53.0,9.0,1.7
Frank Magri,-0.019,-0.019,0.0,1.79,1999,23.0,"UEL, Ligue 1",Toulouse,Cameroon,ST,"AM, RW, LW, LM",10.9,8.0,29.5,8.7,0.6,1.2,0.5,40.3,15.7,0.0
Frank Onyeka,0.046,0.045,0.001,2.01,1998,25.0,Premier League,Brentford,Nigeria,CM,RM,11.1,8.6,25.2,-6.5,1.7,1.8,0.6,40.0,16.7,0.0
Frantzdy Pierrot,-0.028,-0.025,-0.003,0.0,1995,28.0,UEL,Maccabi Haifa,Haiti,ST,,8.5,8.0,25.9,-5.0,0.7,1.1,0.9,45.0,14.7,0.0
Franz Brorsson,-0.018,-0.012,-0.006,0.0,1996,27.0,UEL,Aris Limassol FC,Sweden,CB,,8.5,8.4,22.0,-1.2,1.0,1.0,1.0,51.2,14.1,0.0
François Mughe,-0.006,-0.006,0.0,0.24,2004,19.0,"UEL, Ligue 1",Marseille,Cameroon,ST,"RM, LM, WB",11.4,9.2,25.7,-1.7,0.9,1.0,1.3,52.8,16.3,0.0
Fraser Hornby,0.007,0.005,0.003,0.31,1999,23.0,Bundesliga,Darmstadt 98,Scotland,ST,,10.3,8.8,25.7,-4.6,0.9,1.0,1.0,48.2,16.0,0.0
Fred Onyedinma,0.003,0.006,-0.004,0.57,1996,26.0,Premier League,Luton Town,England,WB,,7.7,8.3,27.1,-1.7,0.8,1.3,0.8,53.7,14.6,0.0
Frederic Ananou,-0.038,-0.032,-0.006,0.59,1997,25.0,Belgian Pro League,Sint-Truiden,Togo,WB,"RB, RM",8.6,8.6,20.5,-2.2,1.0,1.2,1.1,53.3,13.1,0.0
Frederic Guilbert,0.023,-0.006,0.03,3.88,1994,28.0,Ligue 1,Strasbourg,France,LB,"CB, RB, RM, WB",7.1,10.0,25.7,-0.2,2.6,1.9,1.7,38.9,16.2,0.0
Frederik Rønnow,0.017,-0.008,0.026,4.49,1992,30.0,"Bundesliga, UCL",Union Berlin,Denmark,GK,,2.8,2.8,27.4,-1.2,0.3,0.3,0.4,59.5,11.9,-0.3
Fredrik Aursnes,0.079,0.03,0.049,5.55,1995,27.0,"UCL, Primeira Liga",Benfica,Norway,RB,"LB, DM, LW, LM",10.0,9.9,20.0,-5.4,0.7,1.6,0.5,40.7,13.9,0.0
Fredrik Gulbrandsen,0.011,0.013,-0.003,0.0,1992,30.0,UEL,Molde,Norway,ST,,10.0,8.1,24.4,-0.2,1.1,1.1,0.9,52.3,14.3,0.0
Fredrik Jensen,0.095,0.073,0.023,2.83,1997,25.0,Bundesliga,Augsburg,Finland,CM,"AM, RW, RM",10.4,9.3,29.9,4.2,1.1,1.1,4.2,52.0,17.6,0.0
Fredrik Oppegard,-0.078,-0.05,-0.028,1.06,2002,20.0,Eredivisie,Heracles Almelo,Norway,LB,,8.7,10.2,24.6,-3.2,0.9,1.3,0.6,46.2,14.7,0.0
Frenkie de Jong,0.15,0.105,0.045,4.13,1997,26.0,"La Liga, UCL",Barcelona,Netherlands,CM,"CB, DM, RM, LM",10.8,13.8,12.9,5.2,1.1,1.6,0.7,54.7,13.8,0.0
Fábio Cardoso,0.014,-0.004,0.018,1.8,1994,29.0,"UCL, Primeira Liga",Porto,Portugal,CB,,5.7,10.0,13.5,-2.1,1.1,0.8,0.4,47.1,10.3,0.0
Fábio Conceição,-0.033,-0.041,0.008,2.88,2001,22.0,Primeira Liga,Rio Ave,Portugal,LW,"AM, RW, LM, WB",12.0,11.0,26.5,-7.4,0.8,1.1,0.5,51.4,15.8,0.0
Fábio Silva,-0.002,0.013,-0.015,0.36,2002,21.0,"Premier League, UEL","Rangers, Wolves",Portugal,ST,LW,10.6,9.1,26.1,-6.9,0.9,1.3,0.9,51.1,15.9,0.0
Félix Correia,0.014,0.005,0.01,3.23,2001,22.0,Primeira Liga,Gil Vicente FC,Portugal,LW,"RW, ST",13.7,11.3,29.0,-4.1,1.0,1.1,1.2,37.9,16.1,0.0
Félix Lemaréchal,-0.044,-0.022,-0.021,1.65,2003,19.0,Belgian Pro League,Cercle Brugge,France,AM,"RW, DM, LW, CM",15.0,11.4,30.4,-11.1,0.8,1.5,3.1,50.0,17.7,0.0
Gabriel Gudmundsson,0.002,-0.003,0.005,1.78,1999,24.0,Ligue 1,Lille,Sweden,LB,"RW, LW, LM",7.6,8.4,25.1,-1.6,1.2,1.3,0.5,47.2,14.8,0.0
Gabriel Jesus,0.157,0.138,0.018,3.8,1997,26.0,"Premier League, UCL",Arsenal,Brazil,ST,"RW, LW",12.3,7.2,27.8,-2.3,1.0,1.4,0.6,38.9,20.2,0.0
Gabriel Magalhães,0.224,0.022,0.202,9.4,1997,25.0,"Premier League, UCL",Arsenal,Brazil,CB,,3.5,5.7,13.3,-2.6,1.0,1.2,0.4,55.2,11.6,0.0
Gabriel Martinelli,0.139,0.121,0.018,4.93,2001,22.0,"Premier League, UCL",Arsenal,Brazil,LW,RW,12.4,10.1,28.9,-1.9,0.6,1.3,1.4,43.1,21.2,0.0
Gabriel Osho,-0.071,0.005,-0.076,1.56,1998,24.0,Premier League,Luton Town,Nigeria,CB,,4.6,6.3,21.2,3.7,1.7,1.3,0.4,48.9,10.9,0.0
Gabriel Paulista,0.033,0.006,0.026,2.94,1990,32.0,La Liga,"Atlético Madrid, Valencia",Brazil,CB,,5.4,6.0,16.4,-4.1,1.6,1.0,0.5,58.2,11.1,0.0
Gabriel Pereira,0.004,-0.003,0.007,3.92,2000,23.0,Primeira Liga,Gil Vicente FC,Brazil,CB,,6.1,6.8,16.2,3.8,1.0,1.0,0.3,59.2,11.1,0.0
Gabriel Strefezza,-0.016,-0.023,0.006,1.41,1997,26.0,Serie A,Lecce,Brazil,LW,"RW, ST, LM",12.0,11.6,26.9,-9.0,0.9,1.6,1.6,40.1,18.1,0.0
Gabriel Suazo,0.027,0.012,0.015,3.75,1997,25.0,"UEL, Ligue 1",Toulouse,Chile,LB,"LW, LM, WB",12.3,10.2,24.5,-2.0,1.1,1.5,1.8,47.0,17.0,0.0
Gabriele Zappa,0.018,0.024,-0.006,3.9,1999,23.0,Serie A,Cagliari,Italy,RB,"CB, RM, WB",9.6,9.9,27.3,-2.5,1.0,1.4,0.6,42.5,16.9,0.0
Gaby Kiki,-0.075,-0.014,-0.061,0.0,1995,28.0,UEL,Sheriff Tiraspol,Cameroon,CB,,8.8,8.7,20.7,-1.2,1.2,1.4,1.2,55.3,13.8,0.0
Gaetano Castrovilli,-0.005,-0.006,0.001,0.5,1997,26.0,Serie A,Fiorentina,Italy,LW,,6.9,8.3,28.7,-1.2,0.9,0.9,0.8,54.3,14.0,0.0
Gaetano Oristanio,-0.008,-0.002,-0.006,1.46,2002,20.0,Serie A,Cagliari,Italy,RW,"AM, ST, LM, RM, CM",12.1,9.0,31.1,1.2,1.1,1.2,1.0,46.4,17.7,0.0
Gaga Slonina,-0.08,-0.034,-0.046,1.96,2004,19.0,Belgian Pro League,Eupen,United States,GK,,3.5,3.4,24.3,-1.2,0.3,0.4,0.5,56.4,10.0,1.9
Gaius Makouta,-0.068,-0.031,-0.036,2.02,1997,26.0,Primeira Liga,Boavista,Republic of Congo,DM,"AM, LM, RM, CM",9.8,11.9,23.9,-1.5,1.0,1.1,0.8,54.9,14.8,0.0
Galeno,0.072,0.06,0.012,4.33,1997,25.0,"UCL, Primeira Liga",Porto,Brazil,LW,"LB, LM",13.8,9.0,28.3,7.5,1.0,1.1,1.4,46.3,18.5,0.0
Garang Kuol,-0.09,-0.066,-0.024,0.48,2004,18.0,Eredivisie,Volendam,Australia,LW,LM,9.0,8.5,28.5,-2.1,0.7,1.0,0.8,47.5,15.0,0.0
Gary Magnée,-0.084,-0.064,-0.02,1.46,1999,23.0,Belgian Pro League,Eupen,Belgium,WB,"RB, RM, CM",13.0,10.5,29.5,-3.5,1.1,1.4,4.1,42.5,18.0,0.0
Gaspar,-0.009,-0.003,-0.007,3.11,1997,25.0,Primeira Liga,Estrela,Angola,CB,,6.0,9.0,17.8,-3.0,1.6,1.5,0.4,68.3,12.0,0.0
Gastón Álvarez,-0.022,-0.029,0.007,3.1,2000,23.0,La Liga,Getafe,Uruguay,CB,LB,5.7,7.5,26.2,0.3,1.5,1.5,0.5,60.0,12.9,0.0
Gastón Ávila,-0.09,-0.059,-0.03,0.37,2001,21.0,"UEL, Eredivisie","Antwerp, Ajax",Argentina,LB,"RW, CB",7.5,9.9,21.3,-2.7,0.9,1.6,1.3,53.2,16.2,0.0
Gautier Lloris,-0.01,-0.013,0.003,3.65,1995,28.0,Ligue 1,Le Havre,France,CB,,4.7,7.9,16.8,-1.1,1.2,1.2,0.5,62.7,10.2,0.0
Gavi,0.057,0.035,0.022,1.72,2004,18.0,"La Liga, UCL",Barcelona,Spain,CM,"DM, LW, RM, LM",9.1,8.8,17.6,1.7,1.0,1.8,0.5,40.6,13.8,0.0
Gaël Ondoua,-0.028,-0.023,-0.006,0.0,1995,27.0,UEL,Servette FC,Cameroon,CM,,8.2,9.2,20.4,-1.2,1.0,1.4,0.8,47.7,12.8,0.0
Gaëtan Coucke,-0.038,-0.02,-0.019,2.97,1998,24.0,Belgian Pro League,Mechelen,Belgium,GK,,3.1,2.8,24.6,-1.2,0.3,0.3,0.5,54.3,10.6,-7.5
Gaëtan Laborde,0.016,0.007,0.009,2.88,1994,29.0,Ligue 1,Nice,France,RW,"AM, LW, ST, RM",10.6,7.3,30.4,-10.8,0.6,0.9,0.9,51.1,16.5,0.0
Gedeon Kalulu,-0.017,-0.005,-0.012,1.22,1997,25.0,Ligue 1,Lorient,DR Congo,WB,"CB, RB",8.2,8.6,21.6,-1.7,0.9,1.6,0.6,49.0,13.7,0.0
Gelabert,-0.022,-0.012,-0.01,0.92,2000,22.0,"UEL, Ligue 1",Toulouse,Spain,AM,"LW, ST, LM, CM",11.4,9.8,25.0,-2.1,0.8,1.2,1.3,48.2,16.8,0.0
Geny Catamo,0.024,0.013,0.011,2.64,2001,22.0,"Primeira Liga, UEL",Sporting CP,Mozambique,CM,"AM, LM, WB",10.0,11.0,25.4,11.2,0.9,1.0,1.4,43.4,17.1,0.0
Geoffrey Kondogbia,0.045,-0.002,0.047,2.54,1993,30.0,"UEL, Ligue 1",Marseille,Central African Republic,CM,"CB, DM, LM, RM",7.2,8.5,17.3,-3.0,2.2,2.0,0.5,55.4,12.6,0.0
Geoffry Hairemans,-0.012,-0.014,0.002,2.7,1991,31.0,Belgian Pro League,Mechelen,Belgium,RW,"AM, RM",15.0,14.5,25.0,-4.6,0.8,1.1,5.9,47.8,19.5,0.0
George Baldock,-0.008,-0.013,0.005,1.29,1993,30.0,Premier League,Sheffield United,Greece,CB,"RB, WB",8.9,9.8,24.2,-1.2,1.2,1.3,1.5,50.0,15.0,0.0
George Bello,-0.025,-0.017,-0.008,0.0,2002,21.0,UEL,LASK,United States,LM,WB,11.2,9.7,24.7,-1.2,1.2,1.5,0.9,44.8,14.9,0.0
George Cox,-0.149,-0.067,-0.082,0.49,1998,25.0,Eredivisie,Volendam,England,LB,"DM, WB",8.7,10.9,25.6,-3.2,1.6,1.5,1.8,51.5,16.0,0.0
George Ilenikhena,0.022,0.019,0.003,1.51,2006,16.0,"UCL, Belgian Pro League",Antwerp,France,ST,AM,9.5,6.1,28.1,9.5,0.5,0.6,0.6,40.6,13.5,0.0
George Pușcaș,0.047,0.042,0.005,0.33,1996,27.0,Serie A,Genoa,Romania,ST,"LW, CM",9.8,8.9,26.4,-10.7,0.9,1.0,1.0,53.9,16.5,0.0
Georges Mikautadze,-0.041,-0.019,-0.022,2.13,2000,22.0,"UEL, Ligue 1","Ajax, Metz",Georgia,ST,"AM, RW, CB, LW, LM, RM",9.8,8.7,32.9,4.8,0.7,0.5,1.6,33.8,15.9,0.0
Georgios Vagiannidis,0.003,0.011,-0.008,0.0,2001,21.0,UEL,Panathinaikos,Greece,RB,,9.8,11.1,21.5,-1.2,0.9,1.0,0.9,47.5,14.6,0.0
Gerard Gumbau,-0.046,-0.033,-0.013,2.76,1994,28.0,La Liga,Granada,Spain,CM,"DM, RM",8.8,11.2,28.9,-6.9,1.1,1.3,4.6,47.8,17.3,0.0
