Player,MBAPPE,O-MBAPPE,D-MBAPPE,eLPA,Born,Age,Competition,Team,Nation,Primary Position,Secondary Positions,SCA%,PRG%,TO%,FIN%,INT%,TKL%,SP%,AER%,USG%,DENY%
Jakov Puljić,-0.007,-0.003,-0.005,0.0,1993,23.0,UEL,Rijeka,Croatia,ST,,9.8,8.0,24.7,0.8,1.1,1.3,1.3,40.6,13.4,0.0
Jakub Brabec,-0.051,-0.009,-0.042,0.91,1992,24.0,Belgian Pro League,Genk,Czechia,CB,,5.9,8.3,20.6,2.3,1.3,1.0,0.6,49.3,11.7,0.0
Jakub Błaszczykowski,-0.01,-0.014,0.005,0.68,1985,31.0,Bundesliga,Wolfsburg,Poland,RW,RM,12.2,9.6,26.5,4.8,1.2,1.3,0.8,51.8,14.1,0.0
Jakub Hromada,-0.006,0.001,-0.007,0.0,1996,21.0,UEL,Slavia Prague,Slovakia,DM,,7.7,8.2,24.4,-2.1,1.2,1.2,1.0,48.8,12.5,0.0
Jakub Jankto,0.019,0.005,0.014,4.07,1996,21.0,Serie A,Udinese,Czechia,CM,"DM, ST, LM, WB",15.5,12.4,26.8,-0.9,0.9,0.9,2.1,41.6,15.4,0.0
Jakub Jugas,-0.009,-0.002,-0.006,0.0,1992,25.0,UEL,Slavia Prague,Czechia,CB,,7.2,7.3,22.6,-0.6,1.4,1.3,1.1,56.3,11.5,0.0
Jamaal Lascelles,0.014,0.016,-0.002,4.36,1993,23.0,Premier League,Newcastle United,England,CB,,4.7,7.2,20.2,9.3,1.0,0.8,0.5,66.2,9.8,0.0
James Adeniyi,-0.022,-0.012,-0.01,0.0,1992,24.0,UEL,Skënderbeu Korçë,Nigeria,LW,LM,12.0,9.7,25.3,0.8,1.0,1.1,0.8,43.5,13.1,0.0
James Collins,-0.013,0.018,-0.031,1.36,1983,33.0,Premier League,West Ham,Wales,CB,,7.2,7.6,21.7,3.8,1.3,1.0,0.7,56.4,10.9,0.0
James Forrest,-0.001,0.0,-0.001,0.0,1991,26.0,UCL,Celtic,Scotland,RW,"RB, WB",12.9,11.1,22.8,-2.1,1.0,1.0,0.9,50.0,14.0,0.0
James Lea Siliki,0.01,0.005,0.005,2.67,1996,21.0,Ligue 1,Rennes,Cameroon,CM,"DM, LM, RM",14.3,10.8,27.4,2.1,1.1,1.2,1.3,50.0,15.2,0.0
James McArthur,0.053,0.041,0.013,4.35,1987,29.0,Premier League,Crystal Palace,Scotland,CM,"DM, LM, RM",10.2,9.4,24.2,5.8,1.3,1.5,0.4,45.3,13.1,0.0
James McCarthy,0.002,0.016,-0.014,0.29,1990,26.0,Premier League,Everton,Ireland,DM,,9.1,9.3,23.8,-0.1,1.4,1.6,1.0,50.0,13.2,0.0
James McClean,0.0,-0.006,0.006,1.95,1989,28.0,Premier League,West Bromwich Albion,Ireland,CM,"RW, LW, RM, LM",11.3,9.1,30.3,-3.3,1.3,1.6,1.0,45.4,15.2,0.0
James Milner,0.098,0.054,0.044,3.78,1986,31.0,"Premier League, UCL",Liverpool,England,CM,"LB, DM, RM, LM",11.4,14.1,20.3,-7.0,1.2,1.9,3.5,53.4,16.1,0.0
James Morrison,0.029,0.029,0.0,0.33,1986,31.0,Premier League,West Bromwich Albion,Scotland,AM,CM,10.5,9.3,22.9,0.4,1.1,1.1,1.0,47.6,12.8,0.0
James Rodríguez,0.187,0.15,0.038,4.55,1991,26.0,"Bundesliga, UCL",Bayern Munich,Colombia,CM,"AM, RW, LW, RM, LM",15.1,13.4,19.8,3.2,1.0,1.5,5.7,40.5,19.3,0.0
James Tarkowski,0.024,0.008,0.015,4.37,1992,24.0,Premier League,Burnley,England,CB,,6.7,6.6,22.1,-6.2,1.7,1.1,0.4,67.8,11.4,0.0
James Tomkins,0.069,0.033,0.036,4.56,1989,28.0,Premier League,Crystal Palace,England,CB,,4.1,5.5,17.3,3.9,2.1,1.1,0.4,61.1,8.7,0.0
James Ward-Prowse,0.002,-0.006,0.008,2.41,1994,22.0,Premier League,Southampton,England,RW,"AM, LM, RM, CM",10.3,7.5,27.4,3.9,0.8,1.0,5.3,37.8,16.0,0.0
Jamie Hopcutt,-0.006,-0.008,0.003,0.0,1992,25.0,UEL,Östersund,England,ST,LM,9.5,9.4,24.9,-1.1,1.1,1.1,1.0,50.0,13.2,0.0
Jamie Vardy,0.082,0.082,-0.0,6.53,1987,30.0,Premier League,Leicester City,England,ST,,12.2,5.8,33.0,12.0,0.4,0.5,0.4,39.9,11.3,0.0
Jan Bednarek,0.018,0.015,0.003,0.64,1996,21.0,Premier League,Southampton,Poland,CB,,7.6,7.9,23.7,4.3,1.2,1.0,0.9,42.1,12.5,0.0
Jan Bořil,-0.009,-0.002,-0.007,0.0,1991,26.0,UEL,Slavia Prague,Czechia,RB,,10.3,10.1,23.7,-0.1,1.3,1.4,1.0,52.3,13.4,0.0
Jan Kopic,0.038,0.034,0.004,0.0,1990,27.0,UEL,Viktoria Plzeň,Czechia,LW,RW,14.3,9.5,24.8,-0.1,1.0,1.2,3.4,47.2,15.0,0.0
Jan Laštůvka,-0.002,0.005,-0.007,0.0,1982,35.0,UEL,Slavia Prague,Czechia,GK,,6.9,6.9,25.6,0.4,1.0,0.9,0.9,50.0,12.2,-1.0
Jan Morávek,0.003,-0.007,0.009,0.99,1989,27.0,Bundesliga,Augsburg,Czechia,DM,"RW, CM",10.4,9.8,23.7,-0.1,1.3,2.7,0.8,51.5,13.2,0.0
Jan Oblak,0.045,-0.004,0.049,5.77,1993,24.0,"La Liga, UCL",Atlético Madrid,Slovenia,GK,,2.3,2.0,35.2,0.4,0.3,0.2,0.4,55.5,9.3,-17.0
Jan Repas,-0.041,-0.042,0.001,0.97,1997,20.0,Ligue 1,Caen,Slovenia,ST,"LM, RM",10.7,8.6,29.2,-2.5,1.0,1.1,0.9,39.8,14.0,0.0
Jan Sýkora,-0.003,0.0,-0.003,0.0,1993,23.0,UEL,Slavia Prague,Czechia,RW,,11.3,9.3,27.4,-2.5,1.1,1.1,1.8,46.6,14.2,0.0
Jan Vertonghen,0.119,0.026,0.093,7.33,1987,30.0,"Premier League, UCL",Tottenham Hotspur,Belgium,CB,,5.6,10.1,15.6,-4.8,1.8,1.4,0.7,62.8,10.7,0.0
Jander Ribeiro Santana,-0.033,-0.006,-0.026,0.0,1988,29.0,UEL,Apollon Limassol,Brazil,LB,,9.3,10.8,22.9,-1.1,1.7,1.1,0.9,53.0,13.1,0.0
Janik Haberer,-0.033,-0.029,-0.004,3.11,1994,23.0,Bundesliga,Freiburg,Germany,ST,"AM, RW, LW, LM, RM, CM",14.1,9.6,28.9,-5.2,1.2,1.8,0.4,42.4,15.9,0.0
Jann-Fiete Arp,-0.027,-0.027,-0.0,1.0,2000,17.0,Bundesliga,Hamburger SV,Germany,ST,RM,10.5,6.5,30.2,1.3,0.8,0.9,0.7,36.4,13.7,0.0
Jannes Horn,-0.046,0.01,-0.057,0.86,1997,20.0,"Bundesliga, UEL",Köln,Germany,LB,"CB, LM, WB",8.7,8.6,22.1,-0.1,1.6,1.2,1.2,40.2,11.9,0.0
Jannik Vestergaard,0.042,0.021,0.021,4.9,1992,24.0,Bundesliga,Borussia Mönchengladbach,Denmark,CB,,4.5,7.4,15.8,5.4,1.4,1.4,0.6,61.0,10.5,0.0
Jardel,-0.056,-0.014,-0.042,0.0,1986,31.0,UCL,Benfica,Brazil,CB,,8.4,8.1,18.9,-1.1,1.5,1.0,0.9,50.0,11.3,0.0
Jaromír Zmrhal,-0.011,-0.008,-0.003,0.0,1993,23.0,UEL,Slavia Prague,Czechia,LW,RW,10.0,8.7,27.5,-2.5,1.1,1.1,0.9,44.1,14.3,0.0
Jaroslav Plašil,0.006,0.006,0.0,1.5,1982,35.0,Ligue 1,Bordeaux,Czechia,CM,"AM, DM, LM, RM",11.0,10.7,19.3,-0.6,1.5,1.2,0.8,47.3,12.1,0.0
Jasmin Handanović,-0.037,0.001,-0.037,0.0,1978,39.0,UCL,NK Maribor,Slovenia,GK,,6.9,6.9,26.4,0.4,0.8,0.8,0.9,50.0,12.7,-1.0
Jasmin Kurtić,-0.038,-0.026,-0.012,2.32,1989,28.0,"Serie A, UEL","Atalanta, SPAL",Slovenia,AM,"DM, LW, ST, LM, CM",8.4,8.8,26.9,2.1,1.1,1.1,1.1,53.4,14.2,0.0
Jason,-0.015,-0.021,0.006,2.28,1994,23.0,La Liga,Levante,Spain,RW,"ST, LM, RM",13.6,9.6,33.0,-6.7,1.2,1.3,1.5,42.3,15.9,0.0
Jason Puncheon,-0.016,0.012,-0.028,0.82,1986,31.0,Premier League,Crystal Palace,England,CM,"DM, LM",10.1,9.3,23.9,-5.3,1.0,1.0,1.8,46.1,12.6,0.0
Jaume Costa,0.006,0.003,0.004,3.64,1988,29.0,"La Liga, UEL",Villarreal,Spain,LB,,9.8,11.2,20.8,-2.1,1.6,1.6,0.9,48.8,13.4,0.0
Jaume Doménech,-0.001,0.015,-0.016,0.62,1990,26.0,La Liga,Valencia,Spain,GK,,6.8,6.5,23.6,0.4,0.9,0.9,1.4,51.3,11.2,-3.1
Javi Castellano,-0.007,0.007,-0.014,2.09,1987,29.0,La Liga,Las Palmas,Spain,DM,CM,6.7,8.0,15.8,-0.1,1.9,1.5,0.4,48.4,9.9,0.0
Javi Fuego,-0.06,-0.02,-0.04,1.76,1984,33.0,"La Liga, UEL","Villarreal, Espanyol",Spain,CM,"CB, DM, RM",5.8,7.6,22.6,-1.6,1.2,1.7,0.6,51.4,12.1,0.0
Javi García,0.026,0.013,0.013,3.83,1987,30.0,La Liga,Real Betis,Spain,CM,"CB, DM",6.0,7.5,13.5,-0.1,1.1,1.0,0.4,56.8,9.5,0.0
Javi López,0.009,0.01,-0.001,1.4,1986,31.0,La Liga,Espanyol,Spain,RB,,8.1,9.7,24.3,-0.1,1.5,2.2,1.0,50.0,14.5,0.0
Javi Martínez,0.103,0.041,0.062,3.49,1988,28.0,"Bundesliga, UCL",Bayern Munich,Spain,CM,"CB, DM, RM",5.9,7.2,15.9,-4.4,1.9,1.3,0.4,63.5,11.4,0.0
Javier Eraso,-0.023,-0.035,0.012,3.06,1990,27.0,La Liga,Leganés,Spain,AM,"ST, RM, CM",11.0,9.2,29.9,-0.9,1.0,0.7,1.9,32.5,13.1,0.0
Javier Hernández,0.016,0.025,-0.009,2.34,1988,29.0,Premier League,West Ham,Mexico,ST,"AM, RW, LW",13.8,7.2,29.6,12.3,0.7,0.8,0.7,39.9,14.2,0.0
Javier Manquillo,-0.011,-0.002,-0.009,2.28,1994,23.0,Premier League,Newcastle United,Spain,LB,"RB, WB",7.5,9.3,24.9,-0.1,1.1,1.2,1.4,51.9,12.5,0.0
Javier Mascherano,0.066,0.041,0.024,1.02,1984,33.0,"La Liga, UCL",Barcelona,Argentina,CB,CM,6.8,9.3,16.6,0.4,1.3,1.6,0.7,45.3,10.4,0.0
Javier Ontiveros,-0.002,0.003,-0.005,0.53,1997,19.0,La Liga,Málaga,Spain,RW,"RM, DM",12.1,10.0,28.2,-1.1,1.1,1.3,1.4,51.0,15.6,0.0
Javier Pastore,0.08,0.076,0.004,2.68,1989,28.0,"UCL, Ligue 1",Paris Saint-Germain,Argentina,LW,"AM, RW, LM, RM",13.3,12.2,22.6,8.4,1.0,1.4,1.0,46.1,16.1,0.0
Jawad El Yamiq,0.004,0.012,-0.008,0.51,1992,25.0,Serie A,Genoa,Morocco,CB,,8.0,7.7,21.8,0.4,1.3,1.2,0.9,50.9,12.0,0.0
Jay Rodriguez,0.009,0.009,-0.0,4.09,1989,28.0,Premier League,West Bromwich Albion,England,ST,"AM, RW, LW, LM",12.2,8.0,31.4,-5.5,0.8,0.9,0.4,47.7,14.4,0.0
Jaïro Riedewald,0.014,0.014,-0.001,0.66,1996,20.0,Premier League,Crystal Palace,Netherlands,CM,LM,7.8,8.4,22.7,0.4,1.6,1.3,0.9,51.1,11.6,0.0
Jean Butez,-0.022,-0.011,-0.011,1.09,1995,22.0,Belgian Pro League,Excel Mouscron,France,GK,,6.0,5.6,27.7,0.4,0.7,0.7,0.9,50.0,11.6,-3.1
Jean Seri,0.026,0.017,0.01,4.16,1991,26.0,"UEL, Ligue 1",Nice,Côte d'Ivoire,CM,"DM, LM",15.4,12.1,15.2,-0.1,1.0,0.8,4.0,47.8,16.2,0.0
Jean Thierry Lazare,-0.056,-0.026,-0.03,1.77,1998,19.0,Belgian Pro League,Eupen,Côte d'Ivoire,CM,"AM, RW, DM, RM",11.7,11.3,27.4,-3.5,1.1,1.2,0.4,37.8,13.0,0.0
Jean-Claude Billong,-0.016,0.001,-0.017,0.38,1993,23.0,"UCL, Serie A","Benevento, NK Maribor",Cameroon,CB,,6.4,6.8,19.5,-0.1,1.4,1.4,0.8,53.5,10.3,0.0
Jean-Eudes Aholou,-0.041,-0.001,-0.041,3.24,1994,23.0,Ligue 1,Strasbourg,Côte d'Ivoire,DM,"RM, CM",8.0,9.3,18.4,12.9,2.0,1.1,0.4,50.4,10.5,0.0
Jean-Kévin Augustin,0.021,0.025,-0.004,1.96,1997,20.0,"Bundesliga, UCL",RB Leipzig,France,ST,DM,10.8,5.9,33.2,12.2,0.6,0.9,0.4,30.1,14.9,0.0
Jean-Paul Boëtius,-0.057,-0.036,-0.02,0.0,1994,23.0,UCL,Feyenoord,Netherlands,LW,"RW, ST",11.0,9.3,26.3,-3.9,1.1,1.2,0.8,37.5,14.2,0.0
Jean-Philippe Gbamin,0.01,-0.004,0.014,3.8,1995,21.0,Bundesliga,Mainz 05,Côte d'Ivoire,CM,"CB, DM, RM",8.0,11.5,23.2,-0.6,1.8,2.1,1.4,59.5,12.9,0.0
Jean-Pierre Nsame,-0.009,-0.007,-0.002,0.0,1993,24.0,UEL,Young Boys,Cameroon,ST,,10.7,8.2,26.1,-5.7,1.1,0.9,0.9,46.4,13.9,0.0
Jean-Sylvain Babin,-0.013,-0.006,-0.007,0.0,1986,30.0,UEL,Maccabi Tel Aviv,Martinique,CB,,7.8,8.1,21.1,-0.6,1.4,1.0,0.8,55.0,12.1,0.0
Jean-Victor Makengo,-0.023,-0.017,-0.006,0.29,1998,19.0,"UEL, Ligue 1",Nice,France,LW,"DM, LM, CM",8.5,9.9,22.8,-0.6,1.1,1.1,0.9,46.1,13.2,0.0
Jeff Hendrick,-0.01,-0.011,0.001,3.06,1992,25.0,Premier League,Burnley,Ireland,ST,"LM, CM",12.1,10.2,24.8,0.3,0.7,0.7,0.4,30.8,12.0,0.0
Jeff Reine-Adélaïde,-0.016,-0.012,-0.004,0.56,1998,19.0,Ligue 1,Angers,France,RM,LM,10.8,11.4,25.4,-0.6,1.0,1.4,0.9,48.2,13.7,0.0
Jefferson Farfán,0.012,0.015,-0.003,0.0,1984,32.0,UEL,Lokomotiv Moscow,Peru,ST,LM,12.3,8.5,24.1,7.5,0.9,1.0,0.8,41.5,13.6,0.0
Jefferson Lerma,0.016,-0.005,0.021,3.22,1994,22.0,La Liga,Levante,Colombia,CM,DM,10.9,9.7,20.2,-5.3,1.9,1.5,0.4,62.4,12.5,0.0
Jefferson Nascimento,-0.01,-0.005,-0.005,0.0,1988,29.0,UEL,Braga,Brazil,LB,,11.6,9.6,25.9,-0.1,1.1,1.1,2.6,53.4,14.9,0.0
Jeffrey Bruma,-0.031,-0.003,-0.028,1.14,1991,25.0,Bundesliga,Wolfsburg,Netherlands,CB,,6.4,7.4,18.2,-0.6,1.4,1.2,0.8,55.2,10.8,0.0
Jeffrey Gouweleeuw,0.009,0.002,0.008,3.47,1991,26.0,Bundesliga,Augsburg,Netherlands,CB,DM,6.0,9.8,21.6,-4.4,1.9,1.6,0.8,50.7,11.8,0.0
Jeffrey Schlupp,-0.005,0.01,-0.016,2.35,1992,24.0,Premier League,Crystal Palace,Ghana,LB,"LW, LM",8.8,9.7,25.4,-5.3,1.3,1.6,1.1,45.6,13.6,0.0
Jeison Murillo,0.035,0.022,0.013,2.28,1992,25.0,La Liga,Valencia,Colombia,CB,,5.0,5.7,16.1,-0.1,1.7,1.5,0.5,60.9,9.2,0.0
Jelle Van Damme,-0.032,-0.032,-0.0,1.87,1983,33.0,Belgian Pro League,Antwerp,Belgium,LB,"CB, CM, WB",7.6,8.2,27.7,-2.5,1.2,1.3,1.1,54.6,13.2,0.0
Jelle Vossen,0.018,0.022,-0.004,1.79,1989,28.0,Belgian Pro League,Club Brugge,Belgium,ST,"RW, WB",11.4,8.2,26.4,-9.1,0.9,0.9,0.6,45.9,14.8,0.0
Jemerson,-0.03,0.011,-0.041,3.3,1992,24.0,"UCL, Ligue 1",Monaco,Brazil,CB,,3.6,4.9,14.8,0.3,1.8,1.1,0.4,54.5,7.6,0.0
Jens Cools,-0.01,-0.001,-0.009,0.97,1990,26.0,Belgian Pro League,Waasland-Beveren,Belgium,DM,"LM, CM",11.3,9.3,22.1,-1.0,1.3,1.4,0.7,57.4,12.6,0.0
Jens Jønsson,-0.024,-0.011,-0.013,0.0,1993,24.0,UEL,Konyaspor,Denmark,DM,,8.7,8.8,24.5,0.4,1.3,1.4,1.0,50.0,13.0,0.0
Jens Stryger Larsen,0.013,0.0,0.013,3.77,1991,26.0,Serie A,Udinese,Denmark,CB,"LB, RB, WB",5.9,8.7,20.1,-3.3,1.2,1.1,0.8,41.7,11.1,0.0
Jens Toornstra,-0.043,-0.033,-0.011,0.0,1989,28.0,UCL,Feyenoord,Netherlands,CM,RM,11.5,9.1,25.1,-1.1,1.4,1.2,1.2,44.6,13.6,0.0
Jere Uronen,-0.006,-0.025,0.019,2.37,1994,23.0,Belgian Pro League,Genk,Finland,LB,,8.2,8.4,20.2,-0.6,1.6,1.5,1.0,54.2,12.1,0.0
Jeremy Toljan,0.002,0.007,-0.005,1.95,1994,22.0,"Bundesliga, UCL","Hoffenheim, Borussia Dortmund",Germany,LB,RB,8.9,9.9,21.4,3.3,1.2,1.5,0.6,48.8,14.2,0.0
Jermain Defoe,0.035,0.038,-0.003,1.8,1982,34.0,Premier League,Bournemouth,England,ST,,11.3,6.0,27.1,2.4,0.8,1.0,0.6,37.1,11.2,0.0
Jerry St. Juste,-0.051,-0.019,-0.033,0.0,1996,20.0,UCL,Feyenoord,Netherlands,CB,RB,7.9,8.2,20.0,4.8,1.4,1.1,1.2,48.9,11.7,0.0
Jesse Lingard,0.092,0.076,0.015,3.8,1992,24.0,"Premier League, UCL",Manchester United,England,AM,"RW, LW, LM, RM",13.0,10.7,21.3,0.6,0.7,1.2,1.3,36.3,14.5,0.0
Jessy Deminguet,-0.019,-0.012,-0.007,0.66,1998,19.0,Ligue 1,Caen,France,CM,"LW, LM",10.4,9.7,28.5,3.8,1.4,1.3,2.4,53.0,15.1,0.0
Jessy Moulin,-0.01,0.002,-0.012,0.4,1986,31.0,Ligue 1,Saint-Étienne,France,GK,,7.7,7.1,26.1,0.4,1.0,0.9,0.9,52.5,13.2,-1.5
Jesé,-0.022,0.0,-0.022,0.75,1993,24.0,Premier League,Stoke City,Spain,ST,"AM, LW, LM",12.0,9.6,26.6,0.8,0.8,1.2,1.9,41.5,13.7,0.0
Jesús Corona,-0.026,-0.016,-0.009,0.0,1993,24.0,UCL,Porto,Mexico,RM,,11.8,10.0,25.2,-1.1,1.4,1.5,0.9,45.3,14.2,0.0
Jesús Navas,0.026,0.015,0.011,2.8,1985,31.0,"La Liga, UCL",Sevilla,Spain,RB,"RW, RM",13.2,13.8,27.0,-2.4,1.2,1.2,0.4,39.2,15.4,0.0
Jesús Rueda,-0.049,-0.011,-0.038,0.0,1987,30.0,UCL,APOEL,Spain,CB,,7.8,8.6,21.0,-0.1,1.4,1.3,1.1,49.0,11.0,0.0
Jesús Vallejo,0.001,0.018,-0.017,0.88,1997,20.0,"La Liga, UCL",Real Madrid,Spain,CB,,5.0,6.3,18.8,0.4,1.6,1.1,0.7,48.3,10.2,0.0
Jetro Willems,0.027,0.012,0.015,2.65,1994,23.0,Bundesliga,Eintracht Frankfurt,Netherlands,LW,"LB, LM, WB",12.2,10.8,27.4,-8.3,1.2,2.0,5.2,47.5,16.6,0.0
Jhon Córdoba,0.0,0.003,-0.002,1.32,1993,24.0,"Bundesliga, UEL",Köln,Colombia,ST,"RW, CB",14.2,8.2,29.7,-13.2,0.7,1.1,0.6,37.9,15.7,0.0
Jimmy Briand,-0.027,-0.022,-0.005,3.78,1985,31.0,Ligue 1,Guingamp,France,ST,LW,12.9,7.5,30.0,2.8,0.6,0.8,0.4,39.3,14.7,0.0
Jimmy Durmaz,-0.025,-0.027,0.001,1.23,1989,28.0,Ligue 1,Toulouse,Sweden,CM,"AM, RW, LW, RM, LM",13.9,11.6,28.9,-2.1,1.3,1.0,3.3,51.8,16.2,0.0
Jimmy Giraudon,-0.013,-0.007,-0.006,2.69,1992,25.0,Ligue 1,Troyes,France,CB,,5.2,8.2,20.1,-2.1,1.4,0.9,0.4,56.7,9.9,0.0
Jiří Pavlenka,0.021,0.005,0.016,4.73,1992,25.0,Bundesliga,Werder Bremen,Czechia,GK,,2.6,2.6,27.7,0.4,0.4,0.4,0.4,58.2,10.5,-4.2
Joachim Andersen,0.008,0.015,-0.007,0.79,1996,21.0,Serie A,Sampdoria,Denmark,CB,,7.3,9.1,18.7,-0.1,1.3,1.0,0.8,63.0,11.6,0.0
Joachim Van Damme,-0.031,-0.018,-0.013,0.43,1991,26.0,Belgian Pro League,Waasland-Beveren,Belgium,DM,,7.5,6.9,23.5,0.4,0.9,0.9,0.9,50.0,10.0,0.0
Joakim Mæhle,-0.007,0.005,-0.012,2.0,1997,20.0,Belgian Pro League,Genk,Denmark,RB,RW,9.8,10.4,25.5,-0.6,1.6,1.1,0.6,50.0,14.1,0.0
Joan Jordán,0.015,-0.003,0.018,3.65,1994,23.0,La Liga,Eibar,Spain,CM,"AM, DM, ST, LM",11.9,10.6,24.9,10.9,1.2,1.0,2.9,50.5,14.0,0.0
Joaquín,0.027,0.019,0.008,3.93,1981,36.0,La Liga,Real Betis,Spain,CM,"AM, RW, LW, RM, LM",15.3,12.3,22.4,1.2,0.8,0.9,3.6,42.9,14.8,0.0
Joaquín Ardaiz,-0.023,-0.013,-0.01,1.58,1999,18.0,Belgian Pro League,Antwerp,Uruguay,ST,RW,8.0,5.9,27.9,6.8,0.7,0.7,0.6,48.4,10.0,0.0
Joaquín Correa,0.032,0.021,0.011,1.96,1994,22.0,"La Liga, UCL",Sevilla,Argentina,LW,"RW, ST, LM",14.9,9.6,25.0,-6.4,0.8,1.0,0.6,52.6,15.2,0.0
Jody Lukoki,-0.024,-0.024,0.0,0.0,1992,24.0,UEL,Ludogorets,DR Congo,RW,ST,9.5,8.6,27.0,2.8,1.0,1.0,2.0,48.0,13.2,0.0
Joe Allen,-0.017,-0.012,-0.005,3.94,1990,27.0,Premier League,Stoke City,Wales,CM,"AM, DM, RM",12.2,11.9,23.7,1.3,1.7,1.8,0.7,41.4,13.5,0.0
Joe Gomez,0.052,0.032,0.019,3.38,1997,20.0,"Premier League, UCL",Liverpool,England,RB,CB,5.9,10.7,19.8,-1.1,1.7,1.9,1.0,53.1,13.5,0.0
Joe Hart,0.014,0.014,0.0,2.55,1987,30.0,Premier League,West Ham,England,GK,,4.9,4.3,34.9,0.4,0.5,0.5,0.7,54.7,13.1,7.6
Joe Lolley,0.006,0.007,-0.0,0.32,1992,24.0,Premier League,Huddersfield Town,England,AM,"RW, LW",10.4,10.2,25.6,4.8,1.2,1.0,1.0,48.9,13.6,0.0
Joe Willock,0.025,0.026,-0.002,0.13,1999,17.0,"Premier League, UEL",Arsenal,England,CM,"AM, DM, LM",8.5,8.4,22.0,-0.6,1.3,1.7,0.9,45.3,12.8,0.0
Joel Campbell,0.017,0.025,-0.008,0.33,1992,25.0,La Liga,Real Betis,Costa Rica,RW,"RM, CM",11.4,10.8,24.3,4.6,1.0,1.1,1.0,46.4,14.5,0.0
Joel Obi,0.044,0.034,0.009,2.15,1991,26.0,Serie A,Torino,Nigeria,CM,"DM, LW, RM, LM",8.4,9.1,23.0,6.7,1.6,1.6,0.9,44.3,12.7,0.0
Joel Ward,-0.001,-0.0,-0.001,2.22,1989,27.0,Premier League,Crystal Palace,England,RB,"LB, WB",7.3,9.4,24.8,-0.6,1.5,1.5,0.7,54.1,14.2,0.0
Joeri Dequevy,0.0,0.004,-0.004,1.31,1988,29.0,Belgian Pro League,Antwerp,Belgium,RW,"LW, ST",8.9,7.9,26.7,-0.1,0.9,0.9,0.9,44.1,12.4,0.0
Johan Lædre Bjørdal,-0.044,-0.019,-0.026,0.44,1986,31.0,"Belgian Pro League, UEL","Zulte Waregem, Rosenborg",Norway,CB,,7.0,6.5,19.6,-0.1,1.6,0.8,1.0,47.2,10.2,0.0
Johan Mojica,0.013,0.009,0.003,3.18,1992,24.0,La Liga,Girona,Colombia,WB,LB,12.5,12.0,28.3,-3.9,1.4,1.2,1.1,46.0,17.6,0.0
Johann Obiang,-0.028,-0.013,-0.015,0.55,1993,24.0,Ligue 1,Troyes,Gabon,LB,,9.1,10.1,25.7,-0.1,1.3,1.4,0.9,44.5,14.0,0.0
Johannes Geis,0.01,0.008,0.002,0.99,1993,23.0,"La Liga, UCL",Sevilla,Germany,CB,"AM, DM, RB, LW, LM, CM",8.6,7.5,20.2,-0.6,1.2,1.5,1.8,50.0,11.7,0.0
Joher Rassoul,-0.056,-0.025,-0.031,2.09,1995,21.0,Belgian Pro League,Lokeren,Senegal,CB,"DM, CM",5.6,6.3,19.8,-2.1,1.3,1.2,0.5,56.8,9.1,0.0
John Brooks,0.002,-0.0,0.003,1.02,1993,24.0,Bundesliga,Wolfsburg,United States,CB,,7.2,6.6,19.5,-0.1,1.3,1.5,0.7,58.3,11.2,0.0
John Guidetti,0.023,0.022,0.001,2.09,1992,25.0,La Liga,"Deportivo Alavés, Celta Vigo",Sweden,ST,LM,13.2,8.0,30.6,-2.2,0.6,0.8,1.1,43.2,14.4,0.0
John Ogu,-0.009,-0.003,-0.006,0.0,1988,29.0,UEL,Be'er Sheva,Nigeria,CM,,9.8,9.5,22.2,-0.1,1.4,1.2,1.0,50.0,13.3,0.0
John Stones,0.184,0.083,0.1,3.64,1994,23.0,"Premier League, UCL",Manchester City,England,CB,LM,4.1,6.4,9.8,7.8,1.4,1.0,0.5,68.0,8.2,0.0
Jon Bautista,0.03,0.027,0.003,0.29,1995,22.0,"La Liga, UEL",Real Sociedad,Spain,ST,"LW, LM, RM",10.0,7.8,25.7,1.3,0.9,0.9,0.8,50.0,12.9,0.0
Jonas,-0.024,-0.014,-0.01,0.0,1984,33.0,UCL,Benfica,Brazil,ST,,9.4,8.3,23.1,-6.2,1.0,1.1,1.8,44.6,13.4,0.0
Jonas Hector,-0.005,0.011,-0.017,2.36,1990,27.0,"Bundesliga, UEL",Köln,Germany,LB,"AM, CM, WB",10.6,10.2,23.5,4.6,1.4,1.7,1.3,53.2,15.5,0.0
Jonas Hofmann,-0.003,0.001,-0.004,1.41,1992,25.0,Bundesliga,Borussia Mönchengladbach,Germany,CM,"RW, ST, RM",13.3,10.5,27.2,-9.1,1.2,1.5,2.5,41.5,15.8,0.0
Jonas Lössl,0.02,0.018,0.002,5.24,1989,28.0,Premier League,Huddersfield Town,Denmark,GK,,3.6,2.8,33.6,0.4,0.4,0.3,0.7,58.8,12.4,5.3
Jonas Martin,-0.056,-0.034,-0.023,2.89,1990,27.0,Ligue 1,Strasbourg,France,AM,"DM, LM, RM, CM",11.4,10.9,20.4,-1.5,1.1,1.5,1.9,44.0,12.8,0.0
Jonathan Bamba,0.001,-0.003,0.004,3.58,1996,21.0,Ligue 1,Saint-Étienne,Côte d'Ivoire,RW,"LW, ST, RM",16.4,11.8,29.9,-10.5,0.9,0.9,2.9,40.7,17.2,0.0
