,player_id,player_name,team_name,vaep_value,offensive_value,defensive_value,count,minutes_played,vaep_rating,offensive_rating,defensive_rating
0,217.0,Claudio Pizarro,Werder Bremen,0.5986307,0.4552792,0.14335148,248,306,0.17606786341449016,0.1339056476268893,0.04216220020468718
1,2794.0,Souleymane Camara,Montpellier,0.3539441,0.33580023,0.018143862,144,214,0.14885499544232805,0.14122439767712744,0.007630596651095096
2,2987.0,Pepe Reina,AC Milan,0.45947164,0.02376345,0.43570817,84,1282,0.032256199305589414,0.0016682609195084355,0.030587935782445945
3,2987.0,Pepe Reina,Aston Villa,6.1082153,0.27348,5.8347354,861,1282,0.42881386886334827,0.01919906336506146,0.4096147891325809
4,3281.0,Zlatan Ibrahimovic,AC Milan,12.568467,11.8209,0.74756783,1561,1368,0.8268727977373447,0.7776907759103161,0.049182094328584725
5,3283.0,Joaquín,Real Betis,10.806886,9.680987,1.1258981,3104,2197,0.44270354571752674,0.3965811922596865,0.04612236387576631
6,3328.0,Gianluigi Buffon,Juventus,2.267378,0.11116202,2.1562161,446,874,0.23348286713833666,0.011446890623673149,0.22203598197046626
7,4092.0,Rafael,Lyon,1.6077623,0.52352965,1.0842327,1115,765,0.1891485077103758,0.06159172307432088,0.12755678463605494
8,4511.0,James Milner,Liverpool,2.758134,2.0638108,0.6943231,1959,1040,0.23868466890775242,0.17859902015099158,0.0600856560927171
9,4522.0,Santi Cazorla,Villarreal,12.408542,11.260185,1.1483563,4452,2623,0.42576012155094356,0.38635786771319813,0.03940223638583266
10,5423.0,Rune Jarstein,Hertha Berlin,17.219511,0.576219,16.643293,2222,2704,0.5731346085226747,0.019178887090739415,0.553955755290195
11,5583.0,Cristiano Ronaldo,Juventus,33.546864,32.87126,0.67560124,3900,3151,0.9581776494565217,0.9388808550360996,0.0192967665759165
12,5625.0,Aaron Lennon,Burnley,1.1518426,0.48376876,0.6680739,374,568,0.1825102685203015,0.0766535006778341,0.10585678127450003
13,5763.0,Daniel Baier,Augsburg,5.5758805,3.4908724,2.085008,2396,2045,0.24539327831314944,0.15363253194720355,0.09176073890443535
14,6093.0,Goran Pandev,Genoa,13.983488,13.7151575,0.26833066,1765,1742,0.7224534535106917,0.7085902042148033,0.013863237251781022
15,6105.0,Phil Jagielka,Sheff Utd,0.91377544,0.11565205,0.79812336,224,275,0.29905378861860793,0.03784975918856534,0.26120400168678976
