player,team,rating,season
Alexander Sørloth,Real Sociedad,6.67,21-22
Mouctar Diakhaby,Valencia,6.67,21-22
Clément Lenglet,Barcelona,6.67,21-22
Antonio Puertas,Granada,6.67,21-22
Iñigo Pérez,Osasuna,6.67,21-22
Jason,Deportivo Alavés,6.67,21-22
Pablo Piatti,Elche,6.67,21-22
Fran Mérida,Espanyol,6.67,21-22
Salvi Sánchez,Cádiz,6.67,21-22
Portu,Real Sociedad,6.66,21-22
Alberto Soro,Granada,6.66,21-22
Javi Puado,Espanyol,6.66,21-22
Unai López,Rayo Vallecano,6.66,21-22
Rubén Sobrino,Cádiz,6.66,21-22
Cristian Tello,Real Betis,6.66,21-22
Raúl Guti,Elche,6.66,21-22
Iván Alejo,Cádiz,6.66,21-22
Aridane Hernández,Osasuna,6.65,21-22
Ángel Rodríguez,Mallorca,6.65,21-22
Antonio Sánchez,Mallorca,6.65,21-22
Clément Grenier,Mallorca,6.65,21-22
Rober Ibáñez,Osasuna,6.65,21-22
José Juan Macías,Getafe,6.65,21-22
Beñat Turrientes,Real Sociedad,6.65,21-22
Fede San Emeterio,Cádiz,6.65,21-22
Iván Marcone,Elche,6.65,21-22
Nolito,Celta Vigo,6.65,21-22
Uroš Račić,Valencia,6.65,21-22
Javier Pastore,Elche,6.65,21-22
Dimitri Foulquier,Valencia,6.65,21-22
Roberto Soldado,Levante UD,6.64,21-22
Asier Villalibre,Athletic Club,6.64,21-22
Randy Nteka,Rayo Vallecano,6.64,21-22
Nemanja Radoja,Levante UD,6.64,21-22
Mario Gaspar,Villarreal,6.64,21-22
Kang-in Lee,Mallorca,6.64,21-22
Raúl Torrente,Granada,6.64,21-22
Toni Lato,Valencia,6.64,21-22
Fernando Calero,Espanyol,6.64,21-22
Jon Guridi,Real Sociedad,6.64,21-22
Denis Cheryshev,Valencia,6.64,21-22
Dani Raba,Granada,6.64,21-22
Mikel Vesga,Athletic Club,6.64,21-22
Javi Martínez,Osasuna,6.63,21-22
Germán Sánchez,Granada,6.63,21-22
Carles Aleñá,Getafe,6.63,21-22
Aleix Vidal,Espanyol,6.63,21-22
Santiago Arias,Granada,6.63,21-22
Rodrigo Battaglia,Mallorca,6.63,21-22
Edgar Méndez,Deportivo Alavés,6.63,21-22
Nico Serrano,Athletic Club,6.63,21-22
Riqui Puig,Barcelona,6.63,21-22
Aarón Escandell,Granada,6.63,21-22
Pablo Martínez,Levante UD,6.62,21-22
Dani García,Athletic Club,6.62,21-22
Darko Brašanac,Osasuna,6.62,21-22
Javi Llabrés,Mallorca,6.62,21-22
John Guidetti,Deportivo Alavés,6.62,21-22
Antonio Barragán,Elche,6.62,21-22
Nikola Vukčević,Levante UD,6.62,21-22
Víctor Camarasa,Real Betis,6.62,21-22
Róber Pier,Levante UD,6.61,21-22
Asier Illarramendi,Real Sociedad,6.61,21-22
Jose Fontán,Celta Vigo,6.61,21-22
Yunus Musah,Valencia,6.61,21-22
Son,Levante UD,6.61,21-22
Álvaro Jiménez,Cádiz,6.61,21-22
Martín Aguirregabiria,Deportivo Alavés,6.61,21-22
Darío Poveda,Getafe,6.61,21-22
Dani Gómez,Levante UD,6.61,21-22
Manu Vallejo,Deportivo Alavés,6.61,21-22
Hugo Guillamón,Valencia,6.6,21-22
Jaime Mata,Getafe,6.6,21-22
Juanmi Latasa,Real Madrid,6.6,21-22
Alexandru Tirlea,Deportivo Alavés,6.6,21-22
Carlo Adriano García,Villarreal,6.6,21-22
Alejandro Primo,Levante UD,6.6,21-22
Unai Dufur,Osasuna,6.6,21-22
Mario Gila Fuentes,Real Madrid,6.6,21-22
Alejandro Asensio,Rayo Vallecano,6.6,21-22
Peter González,Real Madrid,6.6,21-22
Martín Calderón,Cádiz,6.6,21-22
Iván Chapela,Cádiz,6.6,21-22
Carlos Clerc,Levante UD,6.6,21-22
Víctor Díaz,Granada,6.6,21-22
Juan Iglesias,Getafe,6.6,21-22
Franco Russo,Mallorca,6.59,21-22
Nicolás Melamed,Espanyol,6.59,21-22
Myrto Uzuni,Granada,6.59,21-22
Loren Morón,Espanyol,6.59,21-22
Mario Hernández,Rayo Vallecano,6.59,21-22
Unai Núñez,Athletic Club,6.59,21-22
Tomás Pina,Deportivo Alavés,6.59,21-22
Quini,Granada,6.58,21-22
Florin Andone,Cádiz,6.58,21-22
Ander Martín,Real Sociedad,6.58,21-22
Alberto Rodríguez,Deportivo Alavés,6.58,21-22
Mamadou Sylla,Rayo Vallecano,6.58,21-22
Aihen Muñoz,Real Sociedad,6.57,21-22
Wu Lei,Espanyol,6.57,21-22
Marc Tenas,Deportivo Alavés,6.57,21-22
Álvaro Bastida,Cádiz,6.57,21-22
Oier Zarraga,Athletic Club,6.56,21-22
Nico Williams,Athletic Club,6.56,21-22
Allan Nyom,Getafe,6.56,21-22
Jakub Jankto,Getafe,6.56,21-22
Naïs Djouahra,Real Sociedad,6.56,21-22
Jorge Miramón,Levante UD,6.56,21-22
Miguel de la Fuente,Deportivo Alavés,6.55,21-22
Jaume Doménech,Valencia,6.55,21-22
Aleix Febas,Mallorca,6.55,21-22
Amath Ndiaye,Mallorca,6.55,21-22
Gabri Veiga,Celta Vigo,6.54,21-22
Vitolo,Getafe,6.54,21-22
Rubén Peña,Villarreal,6.54,21-22
Monchu,Granada,6.54,21-22
Jeison Murillo,Celta Vigo,6.54,21-22
Álex Petxa,Athletic Club,6.54,21-22
Matías Arezo,Granada,6.54,21-22
Aleksandar Sedlar,Mallorca,6.54,21-22
Yusuf Demir,Barcelona,6.53,21-22
Pere Pons,Deportivo Alavés,6.53,21-22
Milutin Osmajić,Cádiz,6.53,21-22
Landry Dimata,Espanyol,6.53,21-22
Alejandro Balde,Barcelona,6.53,21-22
Isma Ruiz,Granada,6.53,21-22
Santiago Arzamendia,Cádiz,6.52,21-22
Aitor Ruibal,Real Betis,6.52,21-22
Augusto Solari,Celta Vigo,6.51,21-22
Anthony Martial,Sevilla,6.51,21-22
Koba Koindredi,Valencia,6.51,21-22
Mario Suárez,Rayo Vallecano,6.51,21-22
Estanis Pedrola,Barcelona,6.5,21-22
Omar Faraj,Levante UD,6.5,21-22
Ander Capa,Athletic Club,6.5,21-22
Miguel Baeza,Celta Vigo,6.5,21-22
Yacine Qasmi,Rayo Vallecano,6.5,21-22
Diego Conde,Getafe,6.5,21-22
Tomás Mendes,Deportivo Alavés,6.5,21-22
Unai Ropero,Deportivo Alavés,6.5,21-22
Daniel Villahermosa,Espanyol,6.5,21-22
Álvaro Aguirre,Rayo Vallecano,6.5,21-22
Emerson Royal,Barcelona,6.5,21-22
Jon Morcillo,Athletic Club,6.5,21-22
Kévin Rodrigues,Rayo Vallecano,6.5,21-22
Sergio Postigo,Levante UD,6.49,21-22
Ximo Navarro,Deportivo Alavés,6.49,21-22
Hélder Costa,Valencia,6.48,21-22
Facundo Pellistri,Deportivo Alavés,6.48,21-22
Ivan Barbero,Osasuna,6.48,21-22
Oier,Osasuna,6.47,21-22
Juan Cala,Cádiz,6.47,21-22
Germán Valera,Real Sociedad,6.47,21-22
Eray Cömert,Valencia,6.46,21-22
Dídac Vila,Espanyol,6.46,21-22
Erick Cabaco,Getafe,6.46,21-22
Miguelón,Espanyol,6.45,21-22
Marc Pubill,Levante UD,6.44,21-22
Martín Cáceres,Levante UD,6.44,21-22
Jordi Mboula,Mallorca,6.44,21-22
Amankwaa Akurugu Koffi,Getafe,6.43,21-22
Álejandro Cantero,Levante UD,6.43,21-22
Diego Lainez,Real Betis,6.43,21-22
Enric Franquesa,Levante UD,6.43,21-22
David Timor,Getafe,6.43,21-22
Matthew Hoppe,Mallorca,6.43,21-22
Iker Benito,Osasuna,6.43,21-22
Yan Eteki,Granada,6.42,21-22
Juanlu Sánchez,Sevilla,6.4,21-22
Javier Díaz,Sevilla,6.4,21-22
Cristo Romero,Real Sociedad,6.4,21-22
Álvaro Sanz Catalán,Barcelona,6.4,21-22
Mario Domínguez,Valencia,6.4,21-22
Marcos Mauro,Cádiz,6.4,21-22
Iván Romero,Sevilla,6.4,21-22
Ezequiel Ponce,Elche,6.39,21-22
Jonathan Silva,Getafe,6.39,21-22
Javi López,Deportivo Alavés,6.39,21-22
Lago Júnior,Mallorca,6.38,21-22
Sergio Rico,Mallorca,6.37,21-22
Josema,Elche,6.37,21-22
Raúl Parra,Cádiz,6.35,21-22
Yellu Santiago,Valencia,6.35,21-22
Javier Serrano,Atlético Madrid,6.35,21-22
Andrés Martín,Rayo Vallecano,6.34,21-22
Cristhian Mosquera,Valencia,6.33,21-22
Pedro Benito,Cádiz,6.3,21-22
Iván Martín,Deportivo Alavés,6.3,21-22
Joan Sastre,Mallorca,6.25,21-22
Chema,Getafe,6.2,21-22
Javier Ontiveros,Osasuna,6.2,21-22
Rubén Iranzo,Valencia,6.2,21-22
Jesús Areso,Osasuna,6.17,21-22
Luca Zidane,Rayo Vallecano,6.16,21-22
Dominik Greif,Mallorca,6.1,21-22
Sergio Barcia,Granada,6.1,21-22
Juan Pérez,Osasuna,6.0,21-22
Josep Gayá,Mallorca,5.5,21-22
Joan García,Espanyol,4.9,21-22
Benjamin Lecomte,Atlético Madrid,0.0,21-22
Giuliano Simeone,Atlético Madrid,0.0,21-22
Luca Koleosho,Espanyol,0.0,21-22
Mika Mármol,Barcelona,0.0,21-22
Raúl García de Haro,Real Betis,0.0,21-22
Nikita Iosifov,Villarreal,0.0,21-22
Victor Gómez,Espanyol,0.0,21-22
Hugo Sotelo,Celta Vigo,0.0,21-22
Peru Nolaskoain Esnal,Athletic Club,0.0,21-22
Valentino Fattore,Sevilla,0.0,21-22
Jaume Grau,Osasuna,0.0,21-22
Adrián Butzke,Granada,0.0,21-22
Antoine Griezmann,Atlético Madrid,7.74,22-23
Leo Román,Mallorca,7.7,22-23
Karim Benzema,Real Madrid,7.47,22-23
Toni Kroos,Real Madrid,7.42,22-23
Aleix García,Girona FC,7.4,22-23
David Gil,Cádiz,7.38,22-23
Robert Lewandowski,Barcelona,7.33,22-23
Gerónimo Rulli,Villarreal,7.31,22-23
Pedri,Barcelona,7.28,22-23
Raphinha,Barcelona,7.27,22-23
Federico Valverde,Real Madrid,7.25,22-23
Dani Parejo,Villarreal,7.24,22-23
Frenkie de Jong,Barcelona,7.24,22-23
Éder Militão,Real Madrid,7.24,22-23
Sergio Busquets,Barcelona,7.23,22-23
Marco Asensio,Real Madrid,7.21,22-23
Rodrigo de Paul,Atlético Madrid,7.2,22-23
Félix Garreta,Real Betis,7.2,22-23
Iago Aspas,Celta Vigo,7.19,22-23
Jordi Alba,Barcelona,7.18,22-23
Ousmane Dembélé,Barcelona,7.18,22-23
Sergi Darder,Espanyol,7.17,22-23
Jeremías Ledesma,Cádiz,7.17,22-23
José María Giménez,Atlético Madrid,7.17,22-23
José Luis Gayà,Valencia,7.16,22-23
Marc-André ter Stegen,Barcelona,7.15,22-23
Claudio Bravo,Real Betis,7.15,22-23
Enes Ünal,Getafe,7.13,22-23
Gerard Piqué,Barcelona,7.13,22-23
Thibaut Courtois,Real Madrid,7.13,22-23
Gerard Gumbau,Elche,7.13,22-23
Aurélien Tchouaméni,Real Madrid,7.13,22-23
Kang-in Lee,Mallorca,7.13,22-23
Lucas Robertone,Almería,7.12,22-23
Mikel Merino,Real Sociedad,7.11,22-23
Rodrygo,Real Madrid,7.1,22-23
David López,Girona FC,7.1,22-23
Jules Koundé,Barcelona,7.1,22-23
Jorge Pascual,Villarreal,7.1,22-23
Alvaro Aceves Catalina,Real Valladolid,7.1,22-23
Giovani Lo Celso,Villarreal,7.1,22-23
Joselu,Espanyol,7.08,22-23
Moi Gómez,Osasuna,7.08,22-23
Antonio Raíllo,Mallorca,7.07,22-23
Guido Rodríguez,Real Betis,7.07,22-23
Carlos Soler,Valencia,7.07,22-23
Aitor Fernández,Osasuna,7.07,22-23
Gonzalo Escalante,Cádiz,7.06,22-23
Jordi Masip,Real Valladolid,7.06,22-23
Loïc Badé,Sevilla,7.06,22-23
Vinícius Júnior,Real Madrid,7.05,22-23
Andreas Christensen,Barcelona,7.05,22-23
Brais Méndez,Real Sociedad,7.04,22-23
Pau Torres,Villarreal,7.04,22-23
Isi Palazón,Rayo Vallecano,7.04,22-23
Takefusa Kubo,Real Sociedad,7.03,22-23
Lucas Vázquez,Real Madrid,7.03,22-23
Ronald Araújo,Barcelona,7.03,22-23
Nicolas Jackson,Villarreal,7.02,22-23
Reinildo Mandava,Atlético Madrid,7.01,22-23
Marcos Acuña,Sevilla,7.01,22-23
Vedat Muriqi,Mallorca,7.01,22-23
Viktor Tsygankov,Girona FC,7.01,22-23
Juan Foyth,Villarreal,7.01,22-23
David Silva,Real Sociedad,7.0,22-23
Carlos García,Cádiz,7.0,22-23
Marko Dmitrović,Sevilla,7.0,22-23
Iñigo Martínez,Athletic Club,6.99,22-23
Iker Muniain,Athletic Club,6.99,22-23
Álex Remiro,Real Sociedad,6.99,22-23
Álvaro García,Rayo Vallecano,6.99,22-23
Sergio Canales,Real Betis,6.98,22-23
Édgar Badía,Elche,6.98,22-23
Marcos Llorente,Atlético Madrid,6.97,22-23
Geoffrey Kondogbia,Atlético Madrid,6.97,22-23
Juan Miranda,Real Betis,6.97,22-23
João Félix,Atlético Madrid,6.97,22-23
David Soria,Getafe,6.97,22-23
Yeray Álvarez,Athletic Club,6.97,22-23
Yuri Berchiche,Athletic Club,6.96,22-23
Gabri Veiga,Celta Vigo,6.96,22-23
Nemanja Gudelj,Sevilla,6.96,22-23
Gerard Moreno,Villarreal,6.95,22-23
Iza Carcelén,Cádiz,6.95,22-23
Luka Modrić,Real Madrid,6.95,22-23
José Copete,Mallorca,6.95,22-23
Luis Milla,Getafe,6.95,22-23
Raúl Albiol,Villarreal,6.95,22-23
André Almeida,Valencia,6.94,22-23
Mario Hermoso,Atlético Madrid,6.93,22-23
Anuar,Real Valladolid,6.93,22-23
Héctor Bellerín,Barcelona,6.93,22-23
David García,Osasuna,6.93,22-23
Rui Silva,Real Betis,6.93,22-23
Sergi Roberto,Barcelona,6.93,22-23
Dani Ceballos,Real Madrid,6.93,22-23
Suso,Sevilla,6.93,22-23
William Carvalho,Real Betis,6.93,22-23
Jan Oblak,Atlético Madrid,6.93,22-23
Robin Le Normand,Real Sociedad,6.92,22-23
Adrián Embarba,Almería,6.92,22-23
Fernando Martínez,Almería,6.92,22-23
Eric García,Barcelona,6.92,22-23
Ivo Grbić,Atlético Madrid,6.92,22-23
Alejandro Baena,Villarreal,6.92,22-23
Alex Collado,Elche,6.91,22-23
Omar Mascarell,Elche,6.91,22-23
Samuel Chukwueze,Villarreal,6.91,22-23
Unai Núñez,Celta Vigo,6.91,22-23
José Gragera,Espanyol,6.91,22-23
Eray Cömert,Valencia,6.91,22-23
Martín Zubimendi,Real Sociedad,6.9,22-23
Monchu,Real Valladolid,6.9,22-23
Álvaro Aguado,Real Valladolid,6.9,22-23
Alejandro Catena,Rayo Vallecano,6.9,22-23
Youssouf Sabaly,Real Betis,6.9,22-23
Luis Hernández,Cádiz,6.9,22-23
Fernando Medrano,Celta Vigo,6.9,22-23
Paulo Gazzaniga,Girona FC,6.9,22-23
Germán Pezzella,Real Betis,6.9,22-23
Marcos Alonso,Barcelona,6.9,22-23
Aridane Hernández,Osasuna,6.9,22-23
Álex Berenguer,Athletic Club,6.89,22-23
Álvaro Morata,Atlético Madrid,6.89,22-23
Iñaki Williams,Athletic Club,6.89,22-23
Thierry Correia,Valencia,6.89,22-23
Mauro Arambarri,Getafe,6.89,22-23
Samuel Lino,Valencia,6.89,22-23
Oriol Romeu,Girona FC,6.89,22-23
Cyle Larin,Real Valladolid,6.89,22-23
Edu Expósito,Espanyol,6.89,22-23
Alejandro Balde,Barcelona,6.89,22-23
Martin Valjent,Mallorca,6.89,22-23
Ante Budimir,Osasuna,6.88,22-23
Lázaro,Almería,6.88,22-23
Predrag Rajković,Mallorca,6.88,22-23
Koke,Atlético Madrid,6.88,22-23
Yéremy Pino,Villarreal,6.88,22-23
Gavi,Barcelona,6.88,22-23
Nahuel Molina,Atlético Madrid,6.88,22-23
Mouctar Diakhaby,Valencia,6.88,22-23
Borja Iglesias,Real Betis,6.87,22-23
Santiago Bueno,Girona FC,6.87,22-23
Eduardo Camavinga,Real Madrid,6.87,22-23
Igor Zubeldia,Real Sociedad,6.87,22-23
Aïssa Mandi,Villarreal,6.87,22-23
Diego Rico,Real Sociedad,6.87,22-23
Ivan Rakitić,Sevilla,6.86,22-23
Étienne Capoue,Villarreal,6.86,22-23
Stefan Savić,Atlético Madrid,6.86,22-23
Chimy Ávila,Osasuna,6.86,22-23
David Alaba,Real Madrid,6.86,22-23
Memphis Depay,Atlético Madrid,6.86,22-23
Pepe Reina,Villarreal,6.86,22-23
Sergio Herrera,Osasuna,6.86,22-23
Mikel Vesga,Athletic Club,6.86,22-23
Antonio Rüdiger,Real Madrid,6.85,22-23
Chris Ramos,Cádiz,6.85,22-23
Iñigo Ruiz de Galarreta,Mallorca,6.85,22-23
Joseph Aidoo,Celta Vigo,6.85,22-23
Javi Galán,Celta Vigo,6.85,22-23
Brian Oliván,Espanyol,6.85,22-23
Hugo Mallo,Celta Vigo,6.85,22-23
Jose Antonio de la Rosa,Cádiz,6.85,22-23
Rober González,Real Betis,6.85,22-23
Sergio Camello,Rayo Vallecano,6.85,22-23
Daniel Vivian,Athletic Club,6.85,22-23
Yannick Carrasco,Atlético Madrid,6.85,22-23
Fernando,Sevilla,6.85,22-23
Víctor Ruiz,Real Betis,6.84,22-23
Óscar Rodríguez,Celta Vigo,6.84,22-23
Thomas Lemar,Atlético Madrid,6.84,22-23
Marcão,Sevilla,6.84,22-23
Vinícius Souza,Espanyol,6.84,22-23
Nacho Fernández,Real Madrid,6.84,22-23
Rodri Sánchez,Real Betis,6.83,22-23
Nabil Fekir,Real Betis,6.83,22-23
Jon Ander Olasagasti,Real Sociedad,6.83,22-23
Diego Lopez,Valencia,6.83,22-23
Fernando Pacheco,Espanyol,6.83,22-23
Valentín Castellanos,Girona FC,6.83,22-23
Alfonso Espino,Cádiz,6.83,22-23
Ansu Fati,Barcelona,6.83,22-23
Jawad El Yamiq,Real Valladolid,6.82,22-23
Giorgi Mamardashvili,Valencia,6.82,22-23
Gorka Guruzeta,Athletic Club,6.82,22-23
Raúl de Tomás,Rayo Vallecano,6.82,22-23
Papu Gómez,Sevilla,6.82,22-23
Rubén García,Osasuna,6.82,22-23
Santi Comesaña,Rayo Vallecano,6.82,22-23
Andrés Guardado,Real Betis,6.82,22-23
Álex Moreno,Real Betis,6.82,22-23
Franco Cervi,Celta Vigo,6.82,22-23
Samu Castillejo,Valencia,6.82,22-23
Andriy Lunin,Real Madrid,6.81,22-23
Oihan Sancet,Athletic Club,6.81,22-23
Manu Morlanes,Mallorca,6.81,22-23
Sergio Escudero,Real Valladolid,6.81,22-23
Cenk Özkaçar,Valencia,6.81,22-23
Julen Agirrezabala,Athletic Club,6.81,22-23
El Bilal Touré,Almería,6.81,22-23
Justin Kluivert,Valencia,6.81,22-23
Kiko Femenía,Villarreal,6.81,22-23
Iván Sánchez,Real Valladolid,6.8,22-23
Saúl Ñíguez,Atlético Madrid,6.8,22-23
Pablo Maffeo,Mallorca,6.8,22-23
Nico Williams,Athletic Club,6.8,22-23
Kike Pérez,Real Valladolid,6.8,22-23
Jesús Corona,Sevilla,6.8,22-23
Alexander Isak,Real Sociedad,6.8,22-23
Isco,Sevilla,6.8,22-23
Jorge Cuenca,Villarreal,6.8,22-23
Álvaro Odriozola,Real Madrid,6.8,22-23
Federico Fernández,Elche,6.8,22-23
Dominik Greif,Mallorca,6.8,22-23
Kike Barja,Osasuna,6.8,22-23
Dani García,Athletic Club,6.8,22-23
Óscar de Marcos,Athletic Club,6.79,22-23
Jon Moncayola,Osasuna,6.79,22-23
Ferran Torres,Barcelona,6.79,22-23
Youssef En-Nesyri,Sevilla,6.79,22-23
Omar Alderete,Getafe,6.79,22-23
Rodrigo Ely,Almería,6.79,22-23
Luiz Felipe,Real Betis,6.79,22-23
Arnau Martínez,Girona FC,6.79,22-23
Samuel Costa,Almería,6.79,22-23
Gabriel Paulista,Valencia,6.79,22-23
Unai Simón,Athletic Club,6.79,22-23
Álvaro Negredo,Cádiz,6.79,22-23
Hugo Guillamón,Valencia,6.79,22-23
Pere Milla,Elche,6.79,22-23
Fran García,Rayo Vallecano,6.79,22-23
Kike Salas,Sevilla,6.78,22-23
Paul Akouokou,Real Betis,6.78,22-23
Javi Sánchez,Real Valladolid,6.78,22-23
Álvaro Rodríguez,Real Madrid,6.78,22-23
Alfonso Pedraza,Villarreal,6.78,22-23
Lucas Pérez,Cádiz,6.78,22-23
Luis Pérez,Real Valladolid,6.78,22-23
Domingos Duarte,Getafe,6.78,22-23
Jon Pacheco,Real Sociedad,6.78,22-23
Ander Guevara,Real Sociedad,6.78,22-23
Joaquín Fernández,Real Valladolid,6.77,22-23
Asier Illarramendi,Real Sociedad,6.77,22-23
Óscar Plano,Real Valladolid,6.77,22-23
Lucas Torró,Osasuna,6.77,22-23
Nemanja Maksimović,Getafe,6.77,22-23
Fran Beltrán,Celta Vigo,6.77,22-23
Edinson Cavani,Valencia,6.77,22-23
Carlos Clerc,Elche,6.77,22-23
Selim Amallah,Real Valladolid,6.77,22-23
Axel Witsel,Atlético Madrid,6.77,22-23
Jesús Navas,Sevilla,6.77,22-23
Daniel Carvajal,Real Madrid,6.77,22-23
Álex Sola,Real Sociedad,6.77,22-23
Agustín Marchesín,Celta Vigo,6.76,22-23
Zouhair Feddal,Real Valladolid,6.76,22-23
Abdessamad Ezzalzouli,Osasuna,6.76,22-23
Stole Dimitrievski,Rayo Vallecano,6.76,22-23
Dani Rodríguez,Mallorca,6.76,22-23
Juanmi Latasa,Getafe,6.76,22-23
Théo Bongonda,Cádiz,6.75,22-23
Damián Suárez,Getafe,6.75,22-23
Munir El Haddadi,Getafe,6.75,22-23
Alexander Sørloth,Real Sociedad,6.75,22-23
Léo Baptistão,Almería,6.75,22-23
Joaquín,Real Betis,6.75,22-23
Malcom Ares,Athletic Club,6.75,22-23
Curro,Almería,6.75,22-23
Manu Bueno,Sevilla,6.75,22-23
Jon Magunazelaia,Real Sociedad,6.75,22-23
Williot Swedberg,Celta Vigo,6.75,22-23
Lucas Rosa,Real Valladolid,6.75,22-23
Yan Couto,Girona FC,6.75,22-23
Ilaix Moriba,Valencia,6.75,22-23
Borja García,Girona FC,6.75,22-23
Martin Braithwaite,Espanyol,6.75,22-23
Íñigo Lekue,Athletic Club,6.75,22-23
Fali,Cádiz,6.74,22-23
Joan Jordán,Sevilla,6.74,22-23
Lucas Olaza,Real Valladolid,6.74,22-23
Lisandro Magallán,Elche,6.74,22-23
Óscar Valentín,Rayo Vallecano,6.74,22-23
Ángel Correa,Atlético Madrid,6.74,22-23
Lucas Boyé,Elche,6.74,22-23
Tete Morente,Elche,6.74,22-23
Florian Lejeune,Rayo Vallecano,6.74,22-23
Ramón Terrats,Villarreal,6.74,22-23
Ander Barrenetxea,Real Sociedad,6.73,22-23
Luis Javier Suárez,Almería,6.73,22-23
Andoni Gorosabel,Real Sociedad,6.73,22-23
Felipe,Atlético Madrid,6.73,22-23
Javier Hernández,Girona FC,6.73,22-23
Lucas Ocampos,Sevilla,6.73,22-23
Fernando Calero,Espanyol,6.73,22-23
Gonzalo Melero,Almería,6.73,22-23
Manu Vallejo,Girona FC,6.73,22-23
Nico González,Valencia,6.73,22-23
Álex Centelles,Almería,6.73,22-23
Cristhian Stuani,Girona FC,6.73,22-23
Jørgen Strand Larsen,Celta Vigo,6.73,22-23
Francis Coquelin,Villarreal,6.73,22-23
Juan Iglesias,Getafe,6.73,22-23
Aitor Ruibal,Real Betis,6.72,22-23
Leandro Cabrera,Espanyol,6.72,22-23
Mohamed-Ali Cho,Real Sociedad,6.72,22-23
Sergi Gómez,Espanyol,6.72,22-23
Srđan Babić,Almería,6.72,22-23
Umar Sadiq,Real Sociedad,6.72,22-23
Jorge Meré,Cádiz,6.72,22-23
Rubén Alcaraz,Cádiz,6.72,22-23
Óliver Torres,Sevilla,6.72,22-23
Alex Telles,Sevilla,6.72,22-23
Ayoze Pérez,Real Betis,6.72,22-23
Carles Pérez,Celta Vigo,6.71,22-23
Ronaël Pierre-Gabriel,Espanyol,6.71,22-23
Giovanni González,Mallorca,6.71,22-23
Aimar Oroz,Osasuna,6.71,22-23
Miguel Gutiérrez,Girona FC,6.71,22-23
José Luis Morales,Villarreal,6.71,22-23
Roque Mesa,Real Valladolid,6.71,22-23
José Ángel Carmona,Elche,6.71,22-23
Yangel Herrera,Girona FC,6.71,22-23
Unai García,Osasuna,6.71,22-23
Jaume Costa,Mallorca,6.71,22-23
Ander Herrera,Athletic Club,6.71,22-23
Stefan Mitrović,Getafe,6.7,22-23
Edgar González,Real Betis,6.7,22-23
Álex Fernández,Cádiz,6.7,22-23
Sergi Guardiola,Cádiz,6.7,22-23
Rodrigo Riquelme,Girona FC,6.7,22-23
Aitor Paredes,Athletic Club,6.7,22-23
Iván Balliu,Rayo Vallecano,6.7,22-23
Johan Mojica,Villarreal,6.7,22-23
Pierre-Emerick Aubameyang,Barcelona,6.7,22-23
Hugo Sotelo,Celta Vigo,6.7,22-23
Carlos Domínguez,Celta Vigo,6.7,22-23
Aleix Garrido,Barcelona,6.7,22-23
Moi Parra,Getafe,6.7,22-23
Adnan Januzaj,Sevilla,6.7,22-23
Franco Russo,Mallorca,6.7,22-23
Iker Benito,Osasuna,6.7,22-23
Kike García,Osasuna,6.7,22-23
Unai López,Rayo Vallecano,6.7,22-23
Óscar Mingueza,Celta Vigo,6.7,22-23
Javi Puado,Espanyol,6.69,22-23
Karim Rekik,Sevilla,6.69,22-23
Tino Kadewere,Mallorca,6.69,22-23
Sergio León,Real Valladolid,6.69,22-23
Juan Cruz,Osasuna,6.69,22-23
Darko Brašanac,Osasuna,6.69,22-23
Matheus Cunha,Atlético Madrid,6.69,22-23
Darwin Machís,Real Valladolid,6.69,22-23
Benjamin Lecomte,Espanyol,6.69,22-23
Renato Tapia,Celta Vigo,6.69,22-23
Haris Seferović,Celta Vigo,6.69,22-23
Ferland Mendy,Real Madrid,6.69,22-23
Miguel Rodríguez,Celta Vigo,6.69,22-23
Pedro Bigas,Elche,6.69,22-23
César Montes,Espanyol,6.69,22-23
Alejandro Pozo,Almería,6.68,22-23
Bernardo Espinosa,Girona FC,6.68,22-23
Bono,Sevilla,6.68,22-23
Raúl García,Athletic Club,6.68,22-23
Willian José,Real Betis,6.68,22-23
Íñigo Eguaras,Almería,6.68,22-23
Dyego Sousa,Almería,6.68,22-23
Iván Villar,Celta Vigo,6.68,22-23
Matija Nastasić,Mallorca,6.68,22-23
Erik Lamela,Sevilla,6.68,22-23
Rubén Peña,Osasuna,6.68,22-23
Kasper Dolberg,Sevilla,6.68,22-23
Toni Lato,Valencia,6.67,22-23
Borja Mayoral,Getafe,6.67,22-23
Gonzalo Plata,Real Valladolid,6.67,22-23
Iván Fresneda,Real Valladolid,6.67,22-23
Rubén Sánchez,Espanyol,6.67,22-23
Franck Kessié,Barcelona,6.67,22-23
César de la Hoz,Almería,6.67,22-23
Luiz Henrique,Real Betis,6.67,22-23
Juan Cala,Cádiz,6.67,22-23
Francisco Portillo,Almería,6.66,22-23
Alberto Moreno,Villarreal,6.66,22-23
Josan,Elche,6.66,22-23
Manuel Sánchez,Osasuna,6.66,22-23
Arnaut Danjuma,Villarreal,6.66,22-23
José Carlos Lazo,Espanyol,6.66,22-23
Martin Hongla,Real Valladolid,6.66,22-23
Ismaila Ciss,Rayo Vallecano,6.65,22-23
Enzo Roco,Elche,6.65,22-23
Álvaro Fernández,Espanyol,6.65,22-23
Iván Martín,Girona FC,6.65,22-23
