player,team,rating,season
Ramón Terrats,Villarreal,6.69,23-24
Rafa Mir,Sevilla,6.69,23-24
Peter González,Valencia,6.69,23-24
Abdessamad Ezzalzouli,Real Betis,6.69,23-24
Luka Romero,Almería,6.69,23-24
Samuel Omorodion,Deportivo Alavés,6.69,23-24
Jaume Costa,Mallorca,6.69,23-24
Eric Bailly,Villarreal,6.69,23-24
Adnan Januzaj,Sevilla,6.69,23-24
Luca De La Torre,Celta Vigo,6.69,23-24
Antonio Sánchez,Mallorca,6.69,23-24
Maximiliano Gómez,Cádiz,6.68,23-24
Theo Corbeanu,Granada,6.68,23-24
Saul Coco,Las Palmas,6.68,23-24
Pablo Ibáñez Lumbreras,Osasuna,6.68,23-24
Selim Amallah,Valencia,6.68,23-24
Lucas Pires,Cádiz,6.68,23-24
Pablo Torre,Girona FC,6.68,23-24
Mariano Díaz,Sevilla,6.68,23-24
José Luis Morales,Villarreal,6.68,23-24
Malcom Ares,Athletic Club,6.68,23-24
Fabrizio Angileri,Getafe,6.68,23-24
Sergi Guardiola,Cádiz,6.67,23-24
Jon Aramburu,Real Sociedad,6.67,23-24
Cristian Herrera,Las Palmas,6.67,23-24
Marvin Park,Las Palmas,6.67,23-24
Jon Ander Olasagasti,Real Sociedad,6.67,23-24
Manu Trigueros,Villarreal,6.67,23-24
Rubén Sobrino,Cádiz,6.67,23-24
Bebé,Rayo Vallecano,6.67,23-24
Valery Fernández,Girona FC,6.67,23-24
Darwin Machís,Cádiz,6.67,23-24
Jorge de Frutos,Rayo Vallecano,6.67,23-24
Alberto Mari,Valencia,6.67,23-24
Imanol García de Albéniz,Athletic Club,6.67,23-24
José Callejón,Granada,6.66,23-24
Carlos Neva,Granada,6.66,23-24
Ricard Sánchez,Granada,6.66,23-24
Kamil Jóźwiak,Granada,6.66,23-24
Omar Mascarell,Mallorca,6.66,23-24
Omenuke Mfulu,Las Palmas,6.66,23-24
Nacho Vidal,Mallorca,6.66,23-24
Javi Llabrés,Mallorca,6.65,23-24
César Montes,Almería,6.65,23-24
Faitout Maouassa,Granada,6.65,23-24
Unai Marrero,Real Sociedad,6.65,23-24
Xeber Alkain,Deportivo Alavés,6.65,23-24
Álvaro Negredo,Cádiz,6.65,23-24
Anthony Lozano,Almería,6.65,23-24
Alfonso Pedraza,Villarreal,6.65,23-24
Hugo Guillamón,Valencia,6.65,23-24
Carlos Dotor,Celta Vigo,6.64,23-24
José Campaña,Las Palmas,6.64,23-24
Sergio Akieme,Almería,6.64,23-24
Fran Pérez,Valencia,6.64,23-24
Iñaki Peña,Barcelona,6.64,23-24
Jorge Meré,Cádiz,6.64,23-24
Assane Diao,Real Betis,6.64,23-24
Joaquin Panichelli,Deportivo Alavés,6.64,23-24
Javier Manquillo,Celta Vigo,6.64,23-24
Siebe Van Der Heyden,Mallorca,6.63,23-24
Thomas Lemar,Atlético Madrid,6.63,23-24
Njegoš Petrović,Granada,6.63,23-24
Kike Pérez,Rayo Vallecano,6.63,23-24
Carles Aleñá,Getafe,6.63,23-24
Benito Ramírez,Las Palmas,6.63,23-24
Fede San Emeterio,Cádiz,6.63,23-24
Yellu Santiago,Getafe,6.62,23-24
André Silva,Real Sociedad,6.62,23-24
Dimitri Foulquier,Valencia,6.62,23-24
Gonzalo Escalante,Cádiz,6.62,23-24
Óscar Melendo,Granada,6.62,23-24
Juan Cruz,Osasuna,6.62,23-24
Gonzalo Melero,Almería,6.61,23-24
Álex Centelles,Almería,6.61,23-24
Hugo González,Valencia,6.61,23-24
Iván Villar,Celta Vigo,6.61,23-24
Brian Ocampo,Cádiz,6.61,23-24
Matías Arezo,Granada,6.61,23-24
Radamel Falcao,Rayo Vallecano,6.6,23-24
Stefan Mitrović,Getafe,6.6,23-24
Jon Martin,Real Sociedad,6.6,23-24
Yoel Lago,Celta Vigo,6.6,23-24
Asier Osambela,Osasuna,6.6,23-24
José Pozo,Rayo Vallecano,6.6,23-24
Amath Ndiaye,Mallorca,6.6,23-24
Ansu Fati,Barcelona,6.6,23-24
Juan Cruz,Real Betis,6.6,23-24
Gonzalo García,Real Madrid,6.6,23-24
Toni Villa,Girona FC,6.6,23-24
Alberto Soro,Granada,6.6,23-24
César Tárrega,Valencia,6.6,23-24
Silvi Clúa,Girona FC,6.6,23-24
Iñaki González,Las Palmas,6.6,23-24
Gorka Rivera,Getafe,6.6,23-24
Ibrahima Kébé,Girona FC,6.6,23-24
Alberto Perea,Granada,6.6,23-24
Victor Parada,Deportivo Alavés,6.6,23-24
José Mari,Cádiz,6.6,23-24
Chumi,Almería,6.6,23-24
Marko Milovanović,Almería,6.59,23-24
Raúl Torrente,Granada,6.59,23-24
Óscar Trejo,Rayo Vallecano,6.58,23-24
Kevin Vázquez,Celta Vigo,6.58,23-24
José Ángel Carmona,Getafe,6.58,23-24
Jesús Vázquez,Valencia,6.58,23-24
Kike Barja,Osasuna,6.58,23-24
Roman Yaremchuk,Valencia,6.58,23-24
Álvaro Odriozola,Real Sociedad,6.58,23-24
Álvaro Lemos,Las Palmas,6.58,23-24
Joseba Zaldúa,Cádiz,6.58,23-24
Iván Alejo,Cádiz,6.57,23-24
Mauro Arambarri,Getafe,6.57,23-24
Raúl García,Athletic Club,6.57,23-24
Marc Bartra,Real Betis,6.57,23-24
Lázaro,Almería,6.56,23-24
Jordi Martín,Getafe,6.56,23-24
Aitor Fernández,Osasuna,6.56,23-24
Unai García,Osasuna,6.56,23-24
Ibrahima Kone,Almería,6.56,23-24
Héctor Bellerín,Real Betis,6.55,23-24
Kaiky,Almería,6.55,23-24
Cédric Bakambu,Real Betis,6.55,23-24
Mamadou Sylla,Deportivo Alavés,6.55,23-24
Andrei Rațiu,Rayo Vallecano,6.54,23-24
Miguel de la Fuente,Deportivo Alavés,6.53,23-24
Tadeo Allende,Celta Vigo,6.53,23-24
Jhon Solís,Girona FC,6.53,23-24
Antonio Puertas,Granada,6.53,23-24
Ben Brereton Díaz,Villarreal,6.52,23-24
Arthur Vermeeren,Atlético Madrid,6.52,23-24
Urko González,Real Sociedad,6.52,23-24
Shon Weissman,Granada,6.52,23-24
Sory Kaba,Las Palmas,6.52,23-24
Tanguy Nianzou,Sevilla,6.51,23-24
Vitor Roque,Barcelona,6.5,23-24
Salim El Jebari,Atlético Madrid,6.5,23-24
Javier Rueda,Celta Vigo,6.5,23-24
Eneko Ortiz,Deportivo Alavés,6.5,23-24
Jeremy Jorge,Getafe,6.5,23-24
Paco Sanz,Almería,6.5,23-24
Aingeru Olabarrieta,Athletic Club,6.5,23-24
Stefan Leković,Villarreal,6.5,23-24
Salvi Sánchez,Rayo Vallecano,6.5,23-24
Etta Eyong,Cádiz,6.5,23-24
Iñigo Arguibide,Osasuna,6.5,23-24
Jon Karrikaburu,Deportivo Alavés,6.5,23-24
Darko Brašanac,Osasuna,6.5,23-24
Randy Nteka,Rayo Vallecano,6.49,23-24
Miguel Rodríguez,Celta Vigo,6.49,23-24
Alejandro Pozo,Almería,6.49,23-24
Houboulang Mendes,Almería,6.49,23-24
Carlos Romero,Villarreal,6.48,23-24
Marciano Sanca Tchami,Almería,6.48,23-24
Alejo Véliz,Sevilla,6.48,23-24
Mohamed-Ali Cho,Real Sociedad,6.47,23-24
Domingos Duarte,Getafe,6.47,23-24
Daley Sinkgraven,Las Palmas,6.46,23-24
Nico Paz,Real Madrid,6.45,23-24
Martin Hongla,Granada,6.45,23-24
Adrià Altimira,Villarreal,6.45,23-24
Mikel Jauregizar,Athletic Club,6.44,23-24
Arnau Puigmal,Almería,6.44,23-24
Jesús Vallejo,Granada,6.43,23-24
Abde Raihani,Atlético Madrid,6.4,23-24
Yassin Tallal,Getafe,6.4,23-24
Xabi Huarte,Osasuna,6.4,23-24
Wilson Manafá,Granada,6.4,23-24
Bono,Sevilla,6.4,23-24
Tomás Mendes,Deportivo Alavés,6.4,23-24
Alberto Dadie,Real Sociedad,6.4,23-24
Federico Gattoni,Sevilla,6.4,23-24
Kamil Piątkowski,Granada,6.36,23-24
Raúl Fernández,Granada,6.35,23-24
Pablo Gozálbez,Valencia,6.32,23-24
Dani Cárdenas,Rayo Vallecano,6.3,23-24
Jorge Moreno,Osasuna,6.3,23-24
Unai Ropero,Deportivo Alavés,6.3,23-24
Santi García,Getafe,6.3,23-24
Nabil Aberdin,Getafe,6.25,23-24
Víctor Díaz,Granada,6.25,23-24
Daniel Fuzato,Getafe,6.2,23-24
Miguel Ángel Brau,Granada,6.2,23-24
Aarón Escandell,Las Palmas,6.2,23-24
Gabri Veiga,Celta Vigo,6.1,23-24
Adria Miquel Bosch Sanchis,Granada,6.1,23-24
Çağlar Söyüncü,Atlético Madrid,6.1,23-24
Max Svensson,Osasuna,0.0,23-24
Borja Vázquez,Cádiz,0.0,23-24
Álvaro Rodríguez,Real Madrid,0.0,23-24
Moussa Diakité,Cádiz,0.0,23-24
