player,team,rating,season
Marcelo,Olympique Lyonnais,7.05,19-20
Andy Delort,Montpellier,7.05,19-20
Ciprian Tătărușanu,Olympique Lyonnais,7.05,19-20
Andrei Girotto,Nantes,7.05,19-20
Ryad Boudebouz,Saint-Étienne,7.05,19-20
Gabriel Magalhães,Lille,7.05,19-20
Mauro Icardi,Paris Saint-Germain,7.05,19-20
Victor Osimhen,Lille,7.04,19-20
Nicolas de Préville,Bordeaux,7.04,19-20
Saman Ghoddos,Amiens SC,7.04,19-20
Edouard Mendy,Stade Rennais,7.04,19-20
Ludovic Baal,Stade Brestois,7.04,19-20
Souleyman Doumbia,Angers,7.03,19-20
Eduardo Camavinga,Stade Rennais,7.03,19-20
Otávio,Bordeaux,7.03,19-20
Walter Benítez,Nice,7.03,19-20
Thomas Meunier,Paris Saint-Germain,7.03,19-20
Benjamin Bourigeaud,Stade Rennais,7.02,19-20
Ludovic Ajorque,RC Strasbourg,7.02,19-20
Moussa Dembélé,Olympique Lyonnais,7.02,19-20
Denys Bain,Stade Brestois,7.01,19-20
Imrân Louza,Nantes,7.01,19-20
Wesley Lautoa,Dijon,7.01,19-20
Jérémy Gélin,Stade Rennais,7.01,19-20
Karl Toko Ekambi,Olympique Lyonnais,7.0,19-20
Mathieu Cafaro,Stade de Reims,7.0,19-20
Boubacar Kamara,Olympique de Marseille,7.0,19-20
Adama Soumaoro,Lille,7.0,19-20
Joris Gnagnon,Stade Rennais,7.0,19-20
Adil Aouchiche,Paris Saint-Germain,7.0,19-20
Roli Pereira de Sa,Nantes,7.0,19-20
Steven​ N'Zonzi,Stade Rennais,7.0,19-20
Habib Maïga,Metz,7.0,19-20
Alexander Djiku,RC Strasbourg,7.0,19-20
Abdou Diallo,Paris Saint-Germain,6.99,19-20
Thomas Mangani,Angers,6.99,19-20
Serhou Guirassy,Amiens SC,6.99,19-20
Nicolas Pallois,Nantes,6.99,19-20
Angelo Fulgini,Angers,6.99,19-20
Mohamed Simakan,RC Strasbourg,6.99,19-20
Keylor Navas,Paris Saint-Germain,6.99,19-20
Hamari Traoré,Stade Rennais,6.99,19-20
Stevan Jovetić,AS Monaco,6.98,19-20
Steve Mandanda,Olympique de Marseille,6.98,19-20
Raphinha,Stade Rennais,6.98,19-20
Bertrand Traoré,Olympique Lyonnais,6.97,19-20
Julian Draxler,Paris Saint-Germain,6.97,19-20
Pablo,Bordeaux,6.97,19-20
El Bilal Touré,Stade de Reims,6.97,19-20
Damien Da Silva,Stade Rennais,6.97,19-20
Axel Disasi,Stade de Reims,6.96,19-20
Frédéric Sammaritano,Dijon,6.96,19-20
Thiago Mendes,Olympique Lyonnais,6.96,19-20
Kenny Tete,Olympique Lyonnais,6.96,19-20
Gaëtan Laborde,Montpellier,6.96,19-20
Nicolas Cozza,Montpellier,6.96,19-20
Gil Dias,AS Monaco,6.96,19-20
Loïc Perrin,Saint-Étienne,6.96,19-20
Jhonder Cádiz,Dijon,6.95,19-20
Pablo Sarabia,Paris Saint-Germain,6.95,19-20
Duje Ćaleta-Car,Olympique de Marseille,6.95,19-20
Maxence Caqueret,Olympique Lyonnais,6.95,19-20
Romain Thomas,Angers,6.95,19-20
Thomas Foket,Stade de Reims,6.95,19-20
Stanley N'Soki,Nice,6.95,19-20
Anthony Lopes,Olympique Lyonnais,6.95,19-20
Júlio Tavares,Dijon,6.94,19-20
Nolan Roux,Nîmes Olympique,6.94,19-20
Alban Lafont,Nantes,6.94,19-20
M'Baye Niang,Stade Rennais,6.93,19-20
Benoît Badiashile,AS Monaco,6.93,19-20
Guillermo Maripán,AS Monaco,6.93,19-20
Abdoulaye Touré,Nantes,6.93,19-20
Gaëtan Belaud,Stade Brestois,6.93,19-20
Tiemoué Bakayoko,AS Monaco,6.93,19-20
Lucas Perrin,Olympique de Marseille,6.93,19-20
Kenny Lala,RC Strasbourg,6.92,19-20
Benjamin André,Lille,6.92,19-20
Fabien Centonze,Metz,6.92,19-20
Bouna Sarr,Olympique de Marseille,6.92,19-20
Cristian Battocchio,Stade Brestois,6.92,19-20
Rachid Alioui,Angers,6.92,19-20
Benjamin Lecomte,AS Monaco,6.92,19-20
Leandro Paredes,Paris Saint-Germain,6.92,19-20
Gaëtan Charbonnier,Stade Brestois,6.92,19-20
Kasper Dolberg,Nice,6.91,19-20
Domagoj Bradarić,Lille,6.91,19-20
Harold Moukoudi,Saint-Étienne,6.91,19-20
Romain Hamouma,Saint-Étienne,6.91,19-20
Yohan Cabaye,Saint-Étienne,6.91,19-20
Alexis Claude-Maurice,Nice,6.9,19-20
Didier N'Dong,Dijon,6.9,19-20
Matthieu Dossevi,Toulouse,6.9,19-20
Melvin Bard,Olympique Lyonnais,6.9,19-20
Arthur Zagre,AS Monaco,6.9,19-20
Gen Shoji,Toulouse,6.9,19-20
Rémi Walter,Nice,6.9,19-20
Yohann Pelé,Olympique de Marseille,6.9,19-20
Donovan Léon,Stade Brestois,6.9,19-20
Lovre Kalinić,Toulouse,6.9,19-20
Léo Dubois,Olympique Lyonnais,6.9,19-20
Bruno Ecuele Manga,Dijon,6.9,19-20
Jimmy Briand,Bordeaux,6.9,19-20
Fouad Chafik,Dijon,6.89,19-20
Bafodé Diakité,Toulouse,6.89,19-20
Danilo Barbosa,Nice,6.89,19-20
Matz Sels,RC Strasbourg,6.89,19-20
John Boye,Metz,6.89,19-20
Zaydou Youssouf,Saint-Étienne,6.89,19-20
Ruben Aguilar,AS Monaco,6.88,19-20
Romain Del Castillo,Stade Rennais,6.88,19-20
Josh Maja,Bordeaux,6.88,19-20
Lucas Tousart,Olympique Lyonnais,6.88,19-20
Lamine Koné,RC Strasbourg,6.88,19-20
Pablo Martinez,Nîmes Olympique,6.87,19-20
William Saliba,Saint-Étienne,6.87,19-20
José Fonte,Lille,6.87,19-20
Hugo Magnetti,Stade Brestois,6.87,19-20
Joachim Andersen,Olympique Lyonnais,6.87,19-20
Charles Traoré,Nantes,6.87,19-20
Abdoul Kader Bamba,Nantes,6.87,19-20
Boulaye Dia,Stade de Reims,6.87,19-20
Yacine Adli,Bordeaux,6.87,19-20
Yassine Benrahou,Nîmes Olympique,6.87,19-20
Molla Wagué,Nantes,6.87,19-20
Juan Bernat,Paris Saint-Germain,6.86,19-20
Jean-Kevin Duverne,Stade Brestois,6.86,19-20
Yoann Court,Stade Brestois,6.86,19-20
Moussa Koné,Nîmes Olympique,6.86,19-20
Ibrahim Sangaré,Toulouse,6.86,19-20
Opa Nguette,Metz,6.86,19-20
Abdoulaye Bamba,Angers,6.86,19-20
Vukašin Jovanović,Bordeaux,6.86,19-20
Lebo Mothiba,RC Strasbourg,6.86,19-20
Brendan Chardonnet,Stade Brestois,6.85,19-20
Rémi Oudin,Bordeaux,6.85,19-20
Jeff Reine-Adélaïde,Olympique Lyonnais,6.85,19-20
Adrien Silva,AS Monaco,6.85,19-20
Houssem Aouar,Olympique Lyonnais,6.85,19-20
Laurent Koscielny,Bordeaux,6.85,19-20
Paul Bernardoni,Nîmes Olympique,6.85,19-20
Thiago Maia,Lille,6.85,19-20
Faitout Maouassa,Stade Rennais,6.85,19-20
Kevin Strootman,Olympique de Marseille,6.85,19-20
Ismaël Traoré,Angers,6.85,19-20
Hiroki Sakai,Olympique de Marseille,6.85,19-20
Dylan Bronn,Metz,6.84,19-20
Mike Maignan,Lille,6.84,19-20
Adrien Hunou,Stade Rennais,6.84,19-20
Kamil Glik,AS Monaco,6.84,19-20
Julien Faussurier,Stade Brestois,6.84,19-20
Loïck Landre,Nîmes Olympique,6.84,19-20
Arnaud Lusamba,Nice,6.83,19-20
Prince Gouano,Amiens SC,6.83,19-20
Jonas Martin,Stade Rennais,6.83,19-20
Mehdi Abeid,Nantes,6.83,19-20
Wahbi Khazri,Saint-Étienne,6.83,19-20
Ghislain Konan,Stade de Reims,6.83,19-20
Senou Coulibaly,Dijon,6.83,19-20
Irvin Cardona,Stade Brestois,6.83,19-20
Yaya Sanogo,Toulouse,6.83,19-20
Anthony Limbombe,Nantes,6.83,19-20
Álvaro González,Olympique de Marseille,6.83,19-20
Matthieu Udol,Metz,6.82,19-20
Benoît Costil,Bordeaux,6.82,19-20
Lionel Carole,RC Strasbourg,6.82,19-20
Sergi Palencia,Saint-Étienne,6.82,19-20
Jonathan Bamba,Lille,6.82,19-20
Jordan Amavi,Olympique de Marseille,6.82,19-20
William Vainqueur,Toulouse,6.81,19-20
Martin Terrier,Olympique Lyonnais,6.81,19-20
Morgan Sanson,Olympique de Marseille,6.81,19-20
Nemanja Radonjić,Olympique de Marseille,6.81,19-20
Kévin N'Doram,Metz,6.81,19-20
Luiz Araújo,Lille,6.81,19-20
Jérémy Morel,Stade Rennais,6.81,19-20
Christophe Jallet,Amiens SC,6.81,19-20
Jean-Ricner Bellegarde,RC Strasbourg,6.81,19-20
Pedro Mendes,Montpellier,6.81,19-20
Anthony Briançon,Nîmes Olympique,6.8,19-20
Mathias Autret,Stade Brestois,6.8,19-20
Ludovic Blas,Nantes,6.8,19-20
Majeed Waris,RC Strasbourg,6.8,19-20
Arnaud Souquet,Montpellier,6.8,19-20
Nuno Da Costa,RC Strasbourg,6.8,19-20
Loïc Mbe Soh,Paris Saint-Germain,6.8,19-20
Ibrahim Cissé,Angers,6.8,19-20
Bastian Badu,Montpellier,6.8,19-20
Luca Valls,Nîmes Olympique,6.8,19-20
Jérémy Pied,Lille,6.8,19-20
Ibrahima Diallo,Stade Brestois,6.79,19-20
Yusuf Yazıcı,Lille,6.79,19-20
Wesley Fofana,Saint-Étienne,6.79,19-20
Jean-Charles Castelletto,Stade Brestois,6.79,19-20
Jonathan Ikoné,Lille,6.79,19-20
Denis Bouanga,Saint-Étienne,6.79,19-20
Mickaël Alphonse,Dijon,6.79,19-20
Renaud Ripart,Nîmes Olympique,6.79,19-20
Stefan Mitrović,RC Strasbourg,6.79,19-20
Thilo Kehrer,Paris Saint-Germain,6.79,19-20
Mamadou Fofana,Metz,6.79,19-20
Daniel Congré,Montpellier,6.78,19-20
Haris Belkebla,Stade Brestois,6.78,19-20
Kévin Denkey,Nîmes Olympique,6.78,19-20
Christophe Herelle,Nice,6.78,19-20
Malang Sarr,Nice,6.78,19-20
Aurélien Tchouaméni,AS Monaco,6.78,19-20
Antonin Bobichon,Angers,6.78,19-20
Mathieu Debuchy,Saint-Étienne,6.78,19-20
Enock Kwateng,Bordeaux,6.77,19-20
Youssouf Fofana,AS Monaco,6.77,19-20
Cesc Fàbregas,AS Monaco,6.77,19-20
Luiz Gustavo,Olympique de Marseille,6.77,19-20
Ngonda Muzinga,Dijon,6.77,19-20
Yann M'Vila,Saint-Étienne,6.76,19-20
Damien Le Tallec,Montpellier,6.76,19-20
Mathias Pereira Lage,Angers,6.76,19-20
Mahdi Camara,Saint-Étienne,6.76,19-20
Issiaga Sylla,Toulouse,6.76,19-20
Clément Grenier,Stade Rennais,6.75,19-20
Marçal,Olympique Lyonnais,6.75,19-20
Layvin Kurzawa,Paris Saint-Germain,6.75,19-20
Farid Boulaya,Metz,6.75,19-20
Efthymios Koulouris,Toulouse,6.75,19-20
Romain Amalfitano,Dijon,6.75,19-20
Nicolas Isimat-Mirin,Toulouse,6.75,19-20
Sidy Sarr,Nîmes Olympique,6.75,19-20
Yannis Clementia,Nice,6.75,19-20
Flavien Tait,Stade Rennais,6.75,19-20
Rafael,Olympique Lyonnais,6.75,19-20
Wesley Saïd,Toulouse,6.74,19-20
Max Gradel,Toulouse,6.74,19-20
Paul Lasne,Stade Brestois,6.74,19-20
Hyun-Jun Suk,Stade de Reims,6.74,19-20
Ignatius Ganago,Nice,6.74,19-20
Ibrahima Niane,Metz,6.74,19-20
James Léa Siliki,Stade Rennais,6.74,19-20
Bryan Soumaré,Dijon,6.74,19-20
Valère Germain,Olympique de Marseille,6.74,19-20
Regis Gurtner,Amiens SC,6.74,19-20
Franck Honorat,Saint-Étienne,6.73,19-20
Cheick Timité,Amiens SC,6.73,19-20
Khéphren Thuram,Nice,6.73,19-20
Haris Duljević,Nîmes Olympique,6.73,19-20
Patrick Burner,Nice,6.73,19-20
Casimir Ninga,Angers,6.73,19-20
Alexandre Mendy,Stade Brestois,6.72,19-20
Quentin Boisgard,Toulouse,6.72,19-20
Sacha Boey,Stade Rennais,6.72,19-20
Reinildo Mandava,Lille,6.72,19-20
Youssouf Sabaly,Bordeaux,6.72,19-20
Marvin Gakpa,Metz,6.72,19-20
Loïc Rémy,Lille,6.72,19-20
Dennis Appiah,Nantes,6.72,19-20
Loris Benito,Bordeaux,6.71,19-20
Tiago Djaló,Lille,6.71,19-20
Youssouf Koné,Olympique Lyonnais,6.71,19-20
Aurélien Chedjou,Amiens SC,6.71,19-20
Renaud Cohade,Metz,6.71,19-20
Kalifa Coulibaly,Nantes,6.7,19-20
Sada Thioub,Angers,6.7,19-20
Loïs Diony,Saint-Étienne,6.7,19-20
Mickaël Le Bihan,Nice,6.7,19-20
Marcus Coco,Nantes,6.7,19-20
Maxence Rivera,Saint-Étienne,6.7,19-20
Denis Petrić,Nantes,6.7,19-20
Florian Thauvin,Olympique de Marseille,6.7,19-20
Adil Taoui,Toulouse,6.7,19-20
Sami Ben Amar,Nîmes Olympique,6.7,19-20
Yassine Benzia,Dijon,6.7,19-20
Matheus Pereira,Dijon,6.7,19-20
Mama Baldé,Dijon,6.7,19-20
Zeki Çelik,Lille,6.7,19-20
Keita Baldé,AS Monaco,6.7,19-20
Youcef Atal,Nice,6.69,19-20
Joris Chotard,Montpellier,6.69,19-20
Colin Dagba,Paris Saint-Germain,6.69,19-20
Romain Perraud,Stade Brestois,6.69,19-20
Jean Lucas,Olympique Lyonnais,6.69,19-20
Romain Philippoteaux,Nîmes Olympique,6.69,19-20
Farid El Melali,Angers,6.69,19-20
Kévin Zohi,RC Strasbourg,6.69,19-20
Stoppila Sunzu,Metz,6.68,19-20
Andy Pelmard,Nice,6.68,19-20
Edson Mexer,Bordeaux,6.68,19-20
Mateo Pavlović,Angers,6.67,19-20
Vincent Manceau,Angers,6.67,19-20
Ambroise Oyongo,Montpellier,6.67,19-20
Xeka,Lille,6.67,19-20
Gelson Martins,AS Monaco,6.67,19-20
Samuel Grandsir,Stade Brestois,6.67,19-20
Alphonse Aréola,Paris Saint-Germain,6.67,19-20
Gautier Lloris,Nice,6.67,19-20
Moussa Doumbia,Stade de Reims,6.67,19-20
Fodé Ballo-Touré,AS Monaco,6.67,19-20
Thierry Ambrose,Metz,6.66,19-20
Ludovic Butelle,Angers,6.66,19-20
Arnaud Nordin,Saint-Étienne,6.66,19-20
Gaël Kakuta,Amiens SC,6.66,19-20
Jordan Ferri,Montpellier,6.66,19-20
Florent Balmont,Dijon,6.66,19-20
Samuel Kalu,Bordeaux,6.66,19-20
Maxime López,Olympique de Marseille,6.66,19-20
Jean-Eudes Aholou,Saint-Étienne,6.65,19-20
Jacques-Alaixys Romao,Stade de Reims,6.65,19-20
Pierrick Capelle,Angers,6.65,19-20
Ui-Jo Hwang,Bordeaux,6.65,19-20
Moussa Konaté,Amiens SC,6.65,19-20
Bakaye Dibassy,Amiens SC,6.65,19-20
Yann Gboho,Stade Rennais,6.65,19-20
Lucas Da Cunha,Stade Rennais,6.65,19-20
Ibrahim Cissé,Nice,6.65,19-20
Rayan Aït Nouri,Angers,6.65,19-20
Quentin Cornette,Amiens SC,6.65,19-20
Rúnar Alex Rúnarsson,Dijon,6.65,19-20
Victorien Angban,Metz,6.64,19-20
Petar Škuletić,Montpellier,6.64,19-20
Charles Abi,Saint-Étienne,6.64,19-20
Mathieu Bodmer,Amiens SC,6.64,19-20
Marshall Munetsi,Stade de Reims,6.64,19-20
Baptiste Reynet,Toulouse,6.63,19-20
Chadrac Akolo,Amiens SC,6.63,19-20
Ferris N'Goma,Stade Brestois,6.63,19-20
Sanjin Prcić,RC Strasbourg,6.63,19-20
Antoine Valerio,Nîmes Olympique,6.63,19-20
Rayan Cherki,Olympique Lyonnais,6.63,19-20
Jordan Siebatcheu,Stade Rennais,6.62,19-20
Keagan Dolly,Montpellier,6.62,19-20
Rene Krhin,Nantes,6.62,19-20
Nathanaël Mbuku,Stade de Reims,6.62,19-20
Ibrahima Sissoko,RC Strasbourg,6.62,19-20
Souleymane Camara,Montpellier,6.62,19-20
Alexis Blin,Amiens SC,6.62,19-20
Vincent Pajot,Metz,6.62,19-20
Saîf-Eddine Khaoui,Olympique de Marseille,6.61,19-20
Timothee Nkada,Stade de Reims,6.61,19-20
Agustín Rogel,Toulouse,6.61,19-20
Benjamin Henrichs,AS Monaco,6.61,19-20
Myziane Maolida,Nice,6.61,19-20
Sofiane Alakouch,Nîmes Olympique,6.61,19-20
Theo Valls,Nîmes Olympique,6.6,19-20
Stephy Mavididi,Dijon,6.6,19-20
Steven Mendoza,Amiens SC,6.6,19-20
Robert Berić,Saint-Étienne,6.6,19-20
Moussa Diarra,Toulouse,6.6,19-20
Moussa Sylla,AS Monaco,6.6,19-20
Arbër Zeneli,Stade de Reims,6.6,19-20
Abou Ouattara,Lille,6.6,19-20
Bilal Boutobba,Montpellier,6.6,19-20
Moataz Zemzemi,RC Strasbourg,6.6,19-20
Corentin Jean,Toulouse,6.6,19-20
Zinédine Ould Khaled,Angers,6.6,19-20
Mathías Suárez,Montpellier,6.6,19-20
Jonathan Panzo,AS Monaco,6.6,19-20
Jonathan Cafú,Bordeaux,6.6,19-20
Vlatko Stojanovski,Nîmes Olympique,6.6,19-20
Nicholas Opoku,Amiens SC,6.6,19-20
Thomas Monconduit,Amiens SC,6.6,19-20
Boubakary Soumaré,Lille,6.6,19-20
Hicham Boudaoui,Nice,6.59,19-20
Moses Simon,Nantes,6.59,19-20
Jordan Marié,Dijon,6.59,19-20
Lamine Fomba,Nîmes Olympique,6.59,19-20
Edinson Cavani,Paris Saint-Germain,6.58,19-20
Jemerson,AS Monaco,6.58,19-20
Abdallah Ndour,RC Strasbourg,6.58,19-20
Manu Koné,Toulouse,6.58,19-20
Stéphane Ruffier,Saint-Étienne,6.58,19-20
Bongani Zungu,Amiens SC,6.58,19-20
Florian Miguel,Nîmes Olympique,6.58,19-20
Hamza Mendyl,Dijon,6.58,19-20
Wilfried Kanga,Angers,6.58,19-20
Tristan Dingomé,Stade de Reims,6.57,19-20
Thomas Basila,Nantes,6.57,19-20
Manuel Cabit,Metz,6.57,19-20
Jules Keita,Dijon,6.57,19-20
Amine Adli,Toulouse,6.57,19-20
Mihailo Ristić,Montpellier,6.56,19-20
Steven Moreira,Toulouse,6.56,19-20
François Kamano,Bordeaux,6.56,19-20
Enzo Loiodice,Dijon,6.56,19-20
Jean-Kévin Augustin,AS Monaco,6.56,19-20
Stéphane Bahoken,Angers,6.56,19-20
Anastasios Donis,Stade de Reims,6.55,19-20
Lyle Foster,AS Monaco,6.55,19-20
Edmilson Indjai Correia,Saint-Étienne,6.55,19-20
Théo Pellenard,Angers,6.55,19-20
Marley Aké,Olympique de Marseille,6.54,19-20
Benjamin Corgnet,RC Strasbourg,6.54,19-20
Adrien Tameze,Nice,6.54,19-20
Bassem Srarfi,Nice,6.53,19-20
Billal Benkhedim,Saint-Étienne,6.53,19-20
Isaac Mbenza,Amiens SC,6.53,19-20
Ihsan Sacko,Nice,6.53,19-20
Gabriel Boschilia,AS Monaco,6.53,19-20
Haitam Aleesami,Amiens SC,6.53,19-20
Gerzino Nyamsi,Stade Rennais,6.53,19-20
Aaron Leya Iseka,Toulouse,6.52,19-20
Timothée Kolodziejczak,Saint-Étienne,6.52,19-20
Arturo Calabresi,Amiens SC,6.52,19-20
Racine Coly,Nice,6.51,19-20
Dereck Kutesa,Stade de Reims,6.51,19-20
Rubén Pardo,Bordeaux,6.5,19-20
Kaj Sierhuis,Stade de Reims,6.5,19-20
Nathan N'Goumou,Toulouse,6.5,19-20
Cheikh Niasse,Lille,6.5,19-20
Janis Antiste,Toulouse,6.5,19-20
Adrien Lebeau,RC Strasbourg,6.5,19-20
Kevin Mayi,Stade Brestois,6.5,19-20
Benjamin Jeannot,Dijon,6.5,19-20
Maxime Poundjé,Bordeaux,6.5,19-20
Timothy Weah,Lille,6.5,19-20
Nicolás Gaitán,Lille,6.5,19-20
Thomas Delaine,Metz,6.5,19-20
Miguel Trauco,Saint-Étienne,6.49,19-20
Renaud Emond,Nantes,6.48,19-20
Gaëtan Paquiez,Nîmes Olympique,6.48,19-20
Junior Sambia,Montpellier,6.48,19-20
Kalidou Sidibé,Toulouse,6.48,19-20
Lucas Buades,Nîmes Olympique,6.48,19-20
Youssef Aït Bennasser,Bordeaux,6.47,19-20
Juan Otero,Amiens SC,6.47,19-20
Jordan Lefort,Amiens SC,6.47,19-20
Jean-Victor Makengo,Toulouse,6.47,19-20
Sambou Sissoko,Stade de Reims,6.47,19-20
Riza Durmisi,Nice,6.47,19-20
Il-Lok Yun,Montpellier,6.47,19-20
Cristian Benavente,Nantes,6.45,19-20
Pierrick Valdivia,Nîmes Olympique,6.45,19-20
Samuel Moutoussamy,Nantes,6.45,19-20
Fousseni Diabaté,Amiens SC,6.45,19-20
Kelvin Amian,Toulouse,6.44,19-20
Thody Elie Youan,Nantes,6.44,19-20
Assane Dioussé,Saint-Étienne,6.43,19-20
Gabriel Silva,Saint-Étienne,6.43,19-20
Ruben Gabrielsen,Toulouse,6.41,19-20
Georges Mikautadze,Metz,6.4,19-20
Jean Onana,Lille,6.4,19-20
Oumar Solet,Olympique Lyonnais,6.4,19-20
Rayan Philippe,Dijon,6.4,19-20
Stefan Bajić,Saint-Étienne,6.4,19-20
Eddy Sylvestre,Nice,6.4,19-20
Clement Vidal,Montpellier,6.4,19-20
Florian Chabrolle,Olympique de Marseille,6.4,19-20
Isaac Lihadji,Olympique de Marseille,6.4,19-20
Yvann Maçon,Saint-Étienne,6.4,19-20
Eddy Gnahoré,Amiens SC,6.38,19-20
Henry Onyekuru,AS Monaco,6.3,19-20
Mitchel Bakker,Paris Saint-Germain,6.3,19-20
Rony Lopes,AS Monaco,6.3,19-20
Ahmad Toure Ngouyamsa,Dijon,6.3,19-20
Rafik Guitane,Stade Rennais,6.3,19-20
Sergio Rico,Paris Saint-Germain,6.3,19-20
Papa Ndiaga Yade,Metz,6.3,19-20
Thibault Vargas,Montpellier,6.3,19-20
Theo Sainte Luce,Nîmes Olympique,6.3,19-20
Percy Prado Ruiz,Nantes,6.23,19-20
Albert Lottin,Bordeaux,6.2,19-20
Mauro Goicoechea,Toulouse,6.2,19-20
Matis Carvalho,Montpellier,6.1,19-20
Wesley Moustache,Nantes,6.1,19-20
Paul Delecroix,Metz,6.1,19-20
Madih Talal,Amiens SC,6.0,19-20
Mathieu Goncalves,Toulouse,6.0,19-20
Raoul Bellanova,Bordeaux,5.8,19-20
Dimitry Bertaud,Montpellier,5.43,19-20
Nicolas Lemaitre,Stade de Reims,5.4,19-20
Danijel Subašić,AS Monaco,0.0,19-20
Gaetan Poussin,Bordeaux,0.0,19-20
Diego Benaglio,AS Monaco,0.0,19-20
Amine Gouiri,Olympique Lyonnais,0.0,19-20
Jesé Rodríguez,Paris Saint-Germain,0.0,19-20
Jeremy Grimm,RC Strasbourg,0.0,19-20
Memphis Depay,Olympique Lyonnais,7.59,20-21
Ángel Di María,Paris Saint-Germain,7.54,20-21
Neymar,Paris Saint-Germain,7.53,20-21
Farid Boulaya,Metz,7.47,20-21
Kylian Mbappé,Paris Saint-Germain,7.43,20-21
Andy Delort,Montpellier,7.42,20-21
Aleksandr Golovin,AS Monaco,7.31,20-21
José Fonte,Lille,7.24,20-21
Benjamin Bourigeaud,Stade Rennais,7.24,20-21
Romain Faivre,Stade Brestois,7.23,20-21
Karl Toko Ekambi,Olympique Lyonnais,7.22,20-21
Marquinhos,Paris Saint-Germain,7.2,20-21
Teji Savanier,Montpellier,7.2,20-21
Marçal,Olympique Lyonnais,7.2,20-21
Burak Yılmaz,Lille,7.2,20-21
Keylor Navas,Paris Saint-Germain,7.19,20-21
Ludovic Ajorque,RC Strasbourg,7.19,20-21
Laurent Koscielny,Bordeaux,7.19,20-21
Lucas Paquetá,Olympique Lyonnais,7.17,20-21
Arkadiusz Milik,Olympique de Marseille,7.17,20-21
Raphinha,Stade Rennais,7.17,20-21
Baptiste Santamaria,Angers,7.17,20-21
Frédéric Guilbert,RC Strasbourg,7.16,20-21
Dimitri Payet,Olympique de Marseille,7.16,20-21
Florian Thauvin,Olympique de Marseille,7.15,20-21
Brendan Chardonnet,Stade Brestois,7.15,20-21
Aurélien Tchouaméni,AS Monaco,7.15,20-21
Wissam Ben Yedder,AS Monaco,7.15,20-21
Marco Verratti,Paris Saint-Germain,7.15,20-21
Amine Gouiri,Nice,7.15,20-21
Marcelo,Olympique Lyonnais,7.14,20-21
Dimitry Bertaud,Montpellier,7.12,20-21
Gaëtan Laborde,Montpellier,7.12,20-21
Léo Dubois,Olympique Lyonnais,7.12,20-21
Boubakar Kouyaté,Metz,7.12,20-21
Vincent Pajot,Metz,7.12,20-21
Kevin Volland,AS Monaco,7.11,20-21
Rafinha Alcântara,Paris Saint-Germain,7.11,20-21
Ibrahima Niane,Metz,7.11,20-21
Yohann Pelé,Olympique de Marseille,7.1,20-21
Wesley Fofana,Saint-Étienne,7.1,20-21
Mahdi Camara,Saint-Étienne,7.09,20-21
Fabien Centonze,Metz,7.09,20-21
Bruno Guimarães,Olympique Lyonnais,7.08,20-21
Sven Botman,Lille,7.08,20-21
Mike Maignan,Lille,7.08,20-21
Nayef Aguerd,Stade Rennais,7.07,20-21
Zinedine Ferhat,Nîmes Olympique,7.07,20-21
Damien Da Silva,Stade Rennais,7.07,20-21
Dante,Nice,7.07,20-21
Martin Terrier,Stade Rennais,7.06,20-21
Serhou Guirassy,Stade Rennais,7.06,20-21
Jonathan Clauss,RC Lens,7.06,20-21
Guillermo Maripán,AS Monaco,7.05,20-21
Benjamin André,Lille,7.05,20-21
Giulian Biancone,AS Monaco,7.05,20-21
Lilian Brassier,Stade Brestois,7.05,20-21
Reinildo Mandava,Lille,7.04,20-21
Djibril Sidibé,AS Monaco,7.04,20-21
Cesc Fàbregas,AS Monaco,7.04,20-21
Angelo Fulgini,Angers,7.03,20-21
Boubacar Kamara,Olympique de Marseille,7.03,20-21
Ruben Aguilar,AS Monaco,7.03,20-21
Pape Matar Sarr,Metz,7.03,20-21
Valentin Rongier,Olympique de Marseille,7.03,20-21
Pape Abou Cissé,Saint-Étienne,7.02,20-21
Cheick Doucouré,RC Lens,7.02,20-21
Armand Laurienté,Lorient,7.02,20-21
Gaël Kakuta,RC Lens,7.02,20-21
Steve Mounié,Stade Brestois,7.02,20-21
Pol Lirola,Olympique de Marseille,7.02,20-21
Leandro Paredes,Paris Saint-Germain,7.01,20-21
Yusuf Yazıcı,Lille,7.01,20-21
Eduardo Camavinga,Stade Rennais,7.01,20-21
Franck Honorat,Stade Brestois,7.01,20-21
William Saliba,Nice,7.01,20-21
Paul Baysse,Bordeaux,7.01,20-21
Jordan Amavi,Olympique de Marseille,7.01,20-21
Hamari Traoré,Stade Rennais,7.01,20-21
Massadio Haïdara,RC Lens,7.0,20-21
Kenny Tete,Olympique Lyonnais,7.0,20-21
Lesley Ugochukwu,Stade Rennais,7.0,20-21
Ander Herrera,Paris Saint-Germain,7.0,20-21
Jérémy Doku,Stade Rennais,6.99,20-21
Idrissa Gueye,Paris Saint-Germain,6.99,20-21
Pablo,Bordeaux,6.99,20-21
Thomas Mangani,Angers,6.99,20-21
Alexander Djiku,RC Strasbourg,6.99,20-21
Clément Grenier,Stade Rennais,6.99,20-21
Tino Kadewere,Olympique Lyonnais,6.98,20-21
Mathieu Debuchy,Saint-Étienne,6.98,20-21
Dimitri Liénard,RC Strasbourg,6.98,20-21
Zeki Çelik,Lille,6.98,20-21
Danilo Pereira,Paris Saint-Germain,6.97,20-21
