player,team,rating,season
Seydou Fini,Genoa,6.53,23-24
Rúben Vinagre,Hellas Verona,6.53,23-24
Alessio Cragno,Sassuolo,6.53,23-24
Moise Kean,Juventus,6.53,23-24
Kaio Jorge,Frosinone,6.51,23-24
Renato Sanches,Roma,6.5,23-24
Niccolò Pisilli,Roma,6.5,23-24
Yayah Kallon,Hellas Verona,6.5,23-24
Tommaso Martinelli,Fiorentina,6.5,23-24
Alphadjo Cissè,Hellas Verona,6.5,23-24
Christos Papadopoulos,Genoa,6.5,23-24
Daniele Sommariva,Genoa,6.5,23-24
Gerardo Fusco,Salernitana,6.5,23-24
Charlys,Hellas Verona,6.5,23-24
João Costa,Roma,6.5,23-24
Mattia Caldara,Milan,6.5,23-24
Leonardo Cerri,Juventus,6.5,23-24
Mamadou Coulibaly,Salernitana,6.5,23-24
Vivaldo,Udinese,6.5,23-24
Liam Henderson,Empoli,6.5,23-24
Luigi Canotto,Frosinone,6.5,23-24
Andrea Sodero,Empoli,6.5,23-24
Nicolás Domínguez,Bologna,6.5,23-24
Filip Jagiełło,Genoa,6.5,23-24
Pasquale Mazzocchi,Napoli,6.49,23-24
Yann Karamoh,Torino,6.49,23-24
David Ankeye,Genoa,6.48,23-24
Triantafyllos Pasalidis,Salernitana,6.48,23-24
Mateusz Łęgowski,Salernitana,6.47,23-24
Marash Kumbulla,Sassuolo,6.47,23-24
Michel Ndary Adopo,Atalanta,6.46,23-24
Kevin Zeroli,Milan,6.45,23-24
Marco Pellegrino,Salernitana,6.45,23-24
Giorgi Kvernadze,Frosinone,6.45,23-24
Kevin Bonifazi,Frosinone,6.45,23-24
Luka Romero,Milan,6.43,23-24
Lorenzo Venuti,Lecce,6.42,23-24
Marco Mancosu,Cagliari,6.4,23-24
Mehdi Bourabia,Frosinone,6.4,23-24
Simone Pafundi,Udinese,6.4,23-24
Marley Aké,Udinese,6.4,23-24
Davide Bettella,Monza,6.4,23-24
Emmanuel Ekong,Empoli,6.4,23-24
Jeppe Corfitzen,Lecce,6.4,23-24
Gennaro Borrelli,Frosinone,6.4,23-24
Samuele Perisan,Empoli,6.4,23-24
George Pușcaș,Genoa,6.38,23-24
Dylan Bronn,Salernitana,6.38,23-24
Alessandro Di Pardo,Cagliari,6.35,23-24
Luca Gemello,Torino,6.35,23-24
Giulio Donati,Monza,6.35,23-24
Francesco Camarda,Milan,6.35,23-24
Mateus Lusuardi,Frosinone,6.33,23-24
Nikola Sekulov,Juventus,6.3,23-24
Silvan Hefti,Genoa,6.28,23-24
Kevin Miranda,Sassuolo,6.2,23-24
Joseph Nonge Boende,Juventus,6.05,23-24
Rareș Cătălin Burnete,Lecce,0.0,23-24
Lapo Nava,Milan,0.0,23-24
Antonio Tikvić,Udinese,0.0,23-24
Leonardo Mendicino,Atalanta,0.0,23-24
Lucien Agoumé,Inter,0.0,23-24
Enzo Ebosse,Udinese,0.0,23-24
Justin Kumi,Sassuolo,0.0,23-24
