player,team,rating,season
Nicola Murru,Sampdoria,6.54,22-23
Michel Aebischer,Bologna,6.54,22-23
Szymon Żurkowski,Spezia,6.54,22-23
Florian Thauvin,Udinese,6.54,22-23
Grégoire Defrel,Sassuolo,6.54,22-23
Andrea Belotti,Roma,6.53,22-23
Mato Jajalo,Udinese,6.53,22-23
Emmanuel Gyasi,Spezia,6.53,22-23
Mario Gila Fuentes,Lazio,6.53,22-23
Leandro Sanca,Spezia,6.53,22-23
Valentin Antov,Monza,6.52,22-23
Gerard Yepes,Sampdoria,6.52,22-23
Jacopo Fazzini,Empoli,6.52,22-23
Flavio Paoletti,Sampdoria,6.52,22-23
Luka Romero,Lazio,6.52,22-23
Sergiño Dest,Milan,6.51,22-23
Hamed Junior Traorè,Sassuolo,6.51,22-23
Samuel Di Carmine,Cremonese,6.5,22-23
Jordan Majchrzak,Roma,6.5,22-23
Niccolò Cocetta,Udinese,6.5,22-23
Jack Hendry,Cremonese,6.5,22-23
Youssef Maleh,Lecce,6.5,22-23
Christian Gytkjær,Monza,6.49,22-23
Aster Vranckx,Milan,6.49,22-23
Marash Kumbulla,Roma,6.48,22-23
Petko Hristov,Spezia,6.48,22-23
Marco D'Alessandro,Monza,6.48,22-23
Raimonds Krollis,Spezia,6.48,22-23
Felix Afena-Gyan,Cremonese,6.47,22-23
Hans Nicolussi Caviglia,Salernitana,6.47,22-23
Franco Carboni,Monza,6.47,22-23
Tiemoué Bakayoko,Milan,6.47,22-23
Lorenzo Malagrida,Sampdoria,6.46,22-23
Nicolò Zaniolo,Roma,6.45,22-23
Giacomo Quagliata,Cremonese,6.45,22-23
Niklas Pyyhtiä,Bologna,6.45,22-23
Daniele Montevago,Sampdoria,6.45,22-23
Ajdin Hrustić,Hellas Verona,6.45,22-23
Leonardo Buta,Udinese,6.45,22-23
Joaquín Sosa,Bologna,6.42,22-23
Matteo Lovato,Salernitana,6.41,22-23
David Strelec,Spezia,6.4,22-23
Mikael Ellertsson,Spezia,6.4,22-23
Marko Lazetić,Milan,6.4,22-23
Emmanuel Ekong,Empoli,6.4,22-23
Gvidas Gineitis,Torino,6.4,22-23
Julius Beck,Spezia,6.4,22-23
Jacopo Segre,Torino,6.4,22-23
Julian Kristoffersen,Salernitana,6.4,22-23
Mert Müldür,Sassuolo,6.4,22-23
Antonio Raimondo,Bologna,6.4,22-23
Manuel De Luca,Sampdoria,6.4,22-23
Tommaso Barbieri,Juventus,6.4,22-23
Jacopo Sala,Spezia,6.4,22-23
Valentín Carboni,Inter,6.37,22-23
Riccardo Marchizza,Sassuolo,6.35,22-23
Gianluca Pegolo,Sassuolo,6.35,22-23
Luca Marrone,Monza,6.3,22-23
Kastriot Dermaku,Lecce,6.3,22-23
Petar Zovko,Spezia,6.3,22-23
Vincenzo Fiorillo,Salernitana,6.3,22-23
Christian Acella,Cremonese,6.3,22-23
Mattia Zanotti,Inter,6.3,22-23
Filippo Romagna,Sassuolo,6.3,22-23
Salvador Ferrer,Spezia,6.3,22-23
Andrea Carboni,Monza,6.25,22-23
Filippo Missori,Roma,6.25,22-23
Franck Ribéry,Salernitana,6.2,22-23
Andrea Conti,Sampdoria,6.2,22-23
Deyovaisio Zeefuik,Hellas Verona,6.2,22-23
Federico Marchetti,Spezia,6.0,22-23
Samir Ujkani,Empoli,6.0,22-23
Alessandro Russo,Sassuolo,6.0,22-23
Lorenzo Tonelli,Empoli,5.9,22-23
Alessio Cragno,Monza,5.8,22-23
Luís Maximiano,Lazio,3.0,22-23
Samuel Ntanda,Sampdoria,0.0,22-23
Telasco Segovia,Sampdoria,0.0,22-23
Antonio Mirante,Milan,0.0,22-23
Niccolò Pisilli,Roma,0.0,22-23
Ştefan Radu,Lazio,0.0,22-23
Mihailo Ivanović,Sampdoria,0.0,22-23
Herculano Nabian,Empoli,0.0,22-23
Duccio Degli Innocenti,Empoli,0.0,22-23
Marco Bertini,Lazio,0.0,22-23
Simone Perilli,Hellas Verona,8.1,23-24
Hakan Çalhanoğlu,Inter,7.68,23-24
Davide Biraschi,Genoa,7.6,23-24
Raffaele Di Gennaro,Inter,7.6,23-24
Nicolas Haas,Empoli,7.6,23-24
Mile Svilar,Roma,7.51,23-24
Lautaro Martínez,Inter,7.5,23-24
Khvicha Kvaratskhelia,Napoli,7.48,23-24
Michele Di Gregorio,Monza,7.45,23-24
Domenico Berardi,Sassuolo,7.42,23-24
Paulo Dybala,Roma,7.42,23-24
Rafael Leão,Milan,7.42,23-24
Federico Dimarco,Inter,7.35,23-24
Alessandro Bastoni,Inter,7.35,23-24
Luis Alberto,Lazio,7.31,23-24
Marcus Thuram,Inter,7.3,23-24
Charles De Ketelaere,Atalanta,7.28,23-24
Danilo,Juventus,7.27,23-24
Matías Soulé,Frosinone,7.26,23-24
Ademola Lookman,Atalanta,7.25,23-24
Christian Pulišić,Milan,7.25,23-24
Nicola Leali,Genoa,7.25,23-24
Victor Osimhen,Napoli,7.25,23-24
Benjamin Pavard,Inter,7.25,23-24
Matteo Politano,Napoli,7.25,23-24
Giovanni Di Lorenzo,Napoli,7.24,23-24
Albert Guðmundsson,Genoa,7.24,23-24
Elia Caprile,Empoli,7.23,23-24
Adrien Rabiot,Juventus,7.23,23-24
Henrikh Mkhitaryan,Inter,7.22,23-24
Nicolás González,Fiorentina,7.21,23-24
Gianluca Scamacca,Atalanta,7.2,23-24
Antonio Candreva,Salernitana,7.19,23-24
Giacomo Bonaventura,Fiorentina,7.19,23-24
Riccardo Calafiori,Bologna,7.19,23-24
Teun Koopmeiners,Atalanta,7.19,23-24
Lewis Ferguson,Bologna,7.19,23-24
Mike Maignan,Milan,7.19,23-24
Duván Zapata,Torino,7.19,23-24
Tijjani Noslin,Hellas Verona,7.18,23-24
Mattia Zaccagni,Lazio,7.18,23-24
Theo Hernández,Milan,7.18,23-24
Lorenzo Pellegrini,Roma,7.17,23-24
Vanja Milinković-Savić,Torino,7.16,23-24
Olivier Giroud,Milan,7.16,23-24
Francesco Acerbi,Inter,7.16,23-24
Yann Sommer,Inter,7.15,23-24
Pietro Terracciano,Fiorentina,7.15,23-24
Marco Carnesecchi,Atalanta,7.14,23-24
Bremer,Juventus,7.14,23-24
Manuel Locatelli,Juventus,7.14,23-24
Federico Ravaglia,Bologna,7.13,23-24
Marco Sportiello,Milan,7.13,23-24
Alessandro Buongiorno,Torino,7.13,23-24
Federico Chiesa,Juventus,7.12,23-24
Joshua Zirkzee,Bologna,7.12,23-24
Ivan Provedel,Lazio,7.12,23-24
Arthur,Fiorentina,7.12,23-24
Yann Bisseck,Inter,7.11,23-24
Aleksei Miranchuk,Atalanta,7.11,23-24
Leandro Paredes,Roma,7.11,23-24
Jhon Lucumí,Bologna,7.11,23-24
Lucas Martínez Quarta,Fiorentina,7.1,23-24
Piotr Zieliński,Napoli,7.1,23-24
Carlo Pinsoglio,Juventus,7.1,23-24
Bryan Cristante,Roma,7.09,23-24
Mathías Olivera,Napoli,7.09,23-24
Cristiano Biraghi,Fiorentina,7.09,23-24
Éderson,Atalanta,7.09,23-24
Tijjani Reijnders,Milan,7.09,23-24
Lautaro Giannetti,Udinese,7.09,23-24
Etrit Berisha,Empoli,7.09,23-24
Amir Rrahmani,Napoli,7.08,23-24
Andrea Colpani,Monza,7.08,23-24
Wladimiro Falcone,Lecce,7.08,23-24
Felipe Anderson,Lazio,7.08,23-24
Nicolò Barella,Inter,7.08,23-24
Christos Mandas,Lazio,7.08,23-24
Yacine Adli,Milan,7.07,23-24
Josep Martínez,Genoa,7.07,23-24
Maduka Okoye,Udinese,7.07,23-24
Riccardo Orsolini,Bologna,7.06,23-24
Ondrej Duda,Hellas Verona,7.06,23-24
Mario Gila Fuentes,Lazio,7.06,23-24
Wojciech Szczęsny,Juventus,7.06,23-24
Lorenzo Montipò,Hellas Verona,7.06,23-24
Ismaël Bennacer,Milan,7.05,23-24
Morten Frendrup,Genoa,7.05,23-24
Marten de Roon,Atalanta,7.04,23-24
Dušan Vlahović,Juventus,7.04,23-24
Johan Vásquez,Genoa,7.04,23-24
Lazar Samardžić,Udinese,7.04,23-24
Armand Laurienté,Sassuolo,7.04,23-24
Alberto Dossena,Cagliari,7.03,23-24
Nikola Vlašić,Torino,7.03,23-24
Mario Pašalić,Atalanta,7.03,23-24
Michael Kayode,Fiorentina,7.03,23-24
Alexis Saelemaekers,Bologna,7.03,23-24
Romelu Lukaku,Roma,7.03,23-24
Nicolò Fagioli,Juventus,7.03,23-24
Milan Đurić,Monza,7.02,23-24
Ruben Loftus-Cheek,Milan,7.02,23-24
Daichi Kamada,Lazio,7.02,23-24
Alessandro Florenzi,Milan,7.02,23-24
Alexis Sánchez,Inter,7.02,23-24
Raoul Bellanova,Torino,7.02,23-24
Stefan de Vrij,Inter,7.02,23-24
Nicolas Viola,Cagliari,7.02,23-24
Fikayo Tomori,Milan,7.02,23-24
Federico Gatti,Juventus,7.01,23-24
Remo Freuler,Bologna,7.01,23-24
Rémi Oudin,Lecce,7.01,23-24
Alex Sandro,Juventus,7.01,23-24
Giorgio Scalvini,Atalanta,7.01,23-24
Matteo Pessina,Monza,7.0,23-24
Riccardo Sottil,Fiorentina,7.0,23-24
Federico Di Francesco,Lecce,7.0,23-24
Chaka Traorè,Milan,7.0,23-24
Weston McKennie,Juventus,7.0,23-24
Nicola Bagnolini,Bologna,7.0,23-24
Emil Audero,Inter,7.0,23-24
Nicolò Cambiaghi,Empoli,6.99,23-24
Berat Djimsiti,Atalanta,6.99,23-24
Luca Mazzitelli,Frosinone,6.99,23-24
Leonardo Pavoletti,Cagliari,6.99,23-24
Jaka Bijol,Udinese,6.99,23-24
Frank Anguissa,Napoli,6.99,23-24
Jovane Cabral,Salernitana,6.98,23-24
Nehuén Pérez,Udinese,6.98,23-24
Patrick Ciurria,Monza,6.98,23-24
Cyril Ngonge,Napoli,6.98,23-24
Giacomo Raspadori,Napoli,6.98,23-24
Gianluca Mancini,Roma,6.98,23-24
Vincenzo Fiorillo,Salernitana,6.98,23-24
Radu Drăguşin,Genoa,6.97,23-24
Grīgorīs Kastanos,Salernitana,6.97,23-24
Andrea Carboni,Monza,6.97,23-24
Fabiano Parisi,Fiorentina,6.97,23-24
Ivan Ilić,Torino,6.97,23-24
Roberto Gagliardini,Monza,6.97,23-24
Gabriel Strefezza,Lecce,6.97,23-24
Alfred Duncan,Fiorentina,6.97,23-24
Stanislav Lobotka,Napoli,6.97,23-24
Giangiacomo Magnani,Hellas Verona,6.97,23-24
Łukasz Skorupski,Bologna,6.97,23-24
Patric,Lazio,6.97,23-24
Alessio Romagnoli,Lazio,6.96,23-24
Carlos Augusto,Inter,6.96,23-24
Matteo Gabbia,Milan,6.96,23-24
Samuele Ricci,Torino,6.95,23-24
Nikola Krstović,Lecce,6.95,23-24
Stefan Posch,Bologna,6.95,23-24
Andrea Belotti,Fiorentina,6.94,23-24
Juan Cuadrado,Inter,6.94,23-24
Evan Ndicka,Roma,6.94,23-24
Diego Llorente,Roma,6.94,23-24
Filip Kostić,Juventus,6.93,23-24
Kristjan Asllani,Inter,6.93,23-24
Andrea Pinamonti,Sassuolo,6.93,23-24
Juan Musso,Atalanta,6.93,23-24
Jan-Carlo Simić,Milan,6.93,23-24
Ricardo Rodríguez,Torino,6.92,23-24
Rick Karsdorp,Roma,6.92,23-24
Tomáš Suslov,Hellas Verona,6.92,23-24
Stephan El Shaarawy,Roma,6.92,23-24
Leo Østigård,Napoli,6.92,23-24
Andrea Cambiaso,Juventus,6.92,23-24
Milan Badelj,Genoa,6.92,23-24
Alessandro Vogliacco,Genoa,6.92,23-24
Pablo Marí,Monza,6.92,23-24
Răzvan Marin,Empoli,6.92,23-24
Denzel Dumfries,Inter,6.92,23-24
Victor Kristiansen,Bologna,6.92,23-24
Sebastiano Luperto,Empoli,6.91,23-24
Junior Messias,Genoa,6.91,23-24
Perr Schuurs,Torino,6.91,23-24
Marin Pongračić,Lecce,6.91,23-24
Nadir Zortea,Frosinone,6.91,23-24
Valentin Gendrey,Lecce,6.91,23-24
M'Baye Niang,Empoli,6.91,23-24
Sandi Lovrić,Udinese,6.91,23-24
Lameck Banda,Lecce,6.9,23-24
Dany Mota,Monza,6.9,23-24
Luis Muriel,Atalanta,6.9,23-24
Daniele Rugani,Juventus,6.9,23-24
Alessandro Dellavalle,Torino,6.9,23-24
Armando Izzo,Monza,6.9,23-24
Beto,Udinese,6.9,23-24
Diego Demme,Napoli,6.9,23-24
Kristian Thorstvedt,Sassuolo,6.9,23-24
Florian Thauvin,Udinese,6.9,23-24
Alberto Grassi,Empoli,6.9,23-24
Mário Rui,Napoli,6.9,23-24
Abdou Harroui,Frosinone,6.89,23-24
Juan Jesus,Napoli,6.89,23-24
Matías Vecino,Lazio,6.89,23-24
Pierluigi Gollini,Napoli,6.89,23-24
Sebastian Walukiewicz,Empoli,6.89,23-24
Mattéo Guendouzi,Lazio,6.88,23-24
Antonín Barák,Fiorentina,6.88,23-24
Davide Calabria,Milan,6.88,23-24
Nicolò Rovella,Lazio,6.88,23-24
Emil Holm,Atalanta,6.88,23-24
Toma Bašić,Salernitana,6.88,23-24
Mateo Retegui,Genoa,6.88,23-24
Simon Kjær,Milan,6.87,23-24
Jonathan Ikoné,Fiorentina,6.87,23-24
Matteo Ruggeri,Atalanta,6.87,23-24
Nikola Milenković,Fiorentina,6.87,23-24
Juan Cabal,Hellas Verona,6.87,23-24
Mattia Perin,Juventus,6.87,23-24
Lucas Beltrán,Fiorentina,6.87,23-24
Rui Patrício,Roma,6.87,23-24
Reinier,Frosinone,6.86,23-24
Diego Coppola,Hellas Verona,6.86,23-24
Guillermo Ochoa,Salernitana,6.86,23-24
Daniel Maldini,Monza,6.86,23-24
Kenan Yıldız,Juventus,6.86,23-24
Mattia Bani,Genoa,6.86,23-24
Simone Romagnoli,Frosinone,6.86,23-24
Gianluca Gaetano,Cagliari,6.86,23-24
Ardian Ismajli,Empoli,6.85,23-24
Valentín Castellanos,Lazio,6.85,23-24
Zanos Savva,Torino,6.85,23-24
Danilo D'Ambrosio,Monza,6.85,23-24
Rade Krunić,Milan,6.85,23-24
José Luis Palomino,Atalanta,6.85,23-24
Adrien Tameze,Torino,6.85,23-24
Giovanni Fabbian,Bologna,6.85,23-24
Leonardo Spinazzola,Roma,6.85,23-24
Christian Kabasele,Udinese,6.85,23-24
Marko Arnautović,Inter,6.84,23-24
Mërgim Vojvoda,Torino,6.84,23-24
Valentín Carboni,Monza,6.84,23-24
Alex Meret,Napoli,6.84,23-24
Lorenzo De Silvestri,Bologna,6.84,23-24
Thomas Kristensen,Udinese,6.84,23-24
Yerry Mina,Cagliari,6.84,23-24
Valentino Lazaro,Torino,6.84,23-24
Zito Luvumbo,Cagliari,6.84,23-24
Eljif Elmas,Napoli,6.84,23-24
Caleb Ekuban,Genoa,6.83,23-24
Roberto Pereyra,Udinese,6.83,23-24
Davide Faraoni,Fiorentina,6.83,23-24
Martin Hongla,Hellas Verona,6.83,23-24
Youssef Maleh,Empoli,6.83,23-24
Ruslan Malinovskyi,Genoa,6.83,23-24
Angeliño,Roma,6.83,23-24
Sead Kolašinac,Atalanta,6.83,23-24
Walace,Udinese,6.83,23-24
Manuel Lazzari,Lazio,6.83,23-24
Boris Radunović,Cagliari,6.83,23-24
Patrick Dorgu,Lecce,6.83,23-24
Andrea Petagna,Cagliari,6.83,23-24
Luca Ranieri,Fiorentina,6.83,23-24
Pontus Almqvist,Lecce,6.83,23-24
Samuel Iling Junior,Juventus,6.83,23-24
Santiago Castro,Bologna,6.83,23-24
Enzo Barrenechea,Frosinone,6.83,23-24
Davide Zappacosta,Atalanta,6.82,23-24
Lorenzo Lucca,Udinese,6.82,23-24
Paweł Dawidowicz,Hellas Verona,6.82,23-24
Jaime Báez,Frosinone,6.82,23-24
Antonino Gallo,Lecce,6.82,23-24
Suat Serdar,Hellas Verona,6.82,23-24
Matteo Darmian,Inter,6.82,23-24
Federico Fazio,Salernitana,6.82,23-24
Christian Kouamé,Fiorentina,6.82,23-24
Samuele Birindelli,Monza,6.82,23-24
Michel Aebischer,Bologna,6.82,23-24
Federico Bonazzoli,Hellas Verona,6.82,23-24
Ciro Immobile,Lazio,6.82,23-24
Szymon Żurkowski,Empoli,6.82,23-24
Houssem Aouar,Roma,6.81,23-24
Carlos Alcaraz,Juventus,6.81,23-24
Antonio Sanabria,Torino,6.81,23-24
Davide Frattesi,Inter,6.81,23-24
Sam Beukema,Bologna,6.81,23-24
Daniel Boloca,Sassuolo,6.81,23-24
Gianluca Lapadula,Cagliari,6.81,23-24
Hassane Kamara,Udinese,6.81,23-24
Giulio Maggiore,Salernitana,6.81,23-24
Matheus Henrique,Sassuolo,6.81,23-24
Walid Cheddira,Frosinone,6.81,23-24
Maxime López,Fiorentina,6.81,23-24
Vitinha,Genoa,6.8,23-24
Gaetano Castrovilli,Fiorentina,6.8,23-24
Dan Ndoye,Bologna,6.8,23-24
Tommaso Augello,Cagliari,6.8,23-24
Edoardo Bove,Roma,6.8,23-24
Koni De Winter,Genoa,6.8,23-24
Stefano Sensi,Inter,6.8,23-24
Tiago Djaló,Juventus,6.8,23-24
Mattia De Sciglio,Juventus,6.8,23-24
Francesco Rossi,Atalanta,6.8,23-24
Axel Guessand,Udinese,6.8,23-24
Andrea Consigli,Sassuolo,6.8,23-24
Kacper Urbański,Bologna,6.8,23-24
Stefano Turati,Frosinone,6.79,23-24
Jacopo Fazzini,Empoli,6.79,23-24
Loum Tchaouna,Salernitana,6.79,23-24
Kevin Strootman,Genoa,6.79,23-24
Hans Nicolussi Caviglia,Juventus,6.79,23-24
Konstantinos Manolas,Salernitana,6.79,23-24
Simone Scuffet,Cagliari,6.79,23-24
Nicola Zalewski,Roma,6.79,23-24
Jesper Karlsson,Bologna,6.79,23-24
Caleb Okoli,Frosinone,6.79,23-24
Gustav Isaksen,Lazio,6.79,23-24
Ilario Monterisi,Frosinone,6.79,23-24
Nicolò Casale,Lazio,6.79,23-24
Nahitan Nández,Cagliari,6.78,23-24
Samuel Chukwueze,Milan,6.78,23-24
Karol Linetty,Torino,6.78,23-24
Malick Thiaw,Milan,6.78,23-24
Jens Odgaard,Bologna,6.78,23-24
Matías Viña,Sassuolo,6.78,23-24
Giorgio Cittadini,Genoa,6.78,23-24
Danilo Cataldi,Lazio,6.78,23-24
Rasmus Kristensen,Roma,6.77,23-24
Ylber Ramadani,Lecce,6.77,23-24
Karol Świderski,Hellas Verona,6.77,23-24
Charalampos Lykogiannīs,Bologna,6.77,23-24
Josip Brekalo,Fiorentina,6.77,23-24
Tommaso Pobega,Milan,6.77,23-24
Rolando Mandragora,Fiorentina,6.77,23-24
Natan,Napoli,6.77,23-24
Adam Marušić,Lazio,6.77,23-24
Gian Marco Ferrari,Sassuolo,6.77,23-24
Michael Folorunsho,Hellas Verona,6.77,23-24
Oussama El Azzouzi,Bologna,6.77,23-24
Luka Jović,Milan,6.77,23-24
Nedim Bajrami,Sassuolo,6.76,23-24
Nicola Sansone,Lecce,6.76,23-24
Emanuele Valeri,Frosinone,6.76,23-24
Zeki Çelik,Roma,6.76,23-24
Hans Hateboer,Atalanta,6.76,23-24
Noah Okafor,Milan,6.76,23-24
Joan González,Lecce,6.76,23-24
Nemanja Radonjić,Torino,6.76,23-24
Isak Hien,Atalanta,6.76,23-24
Eldor Shomurodov,Cagliari,6.76,23-24
Tammy Abraham,Roma,6.76,23-24
Georgios Kyriakopoulos,Monza,6.76,23-24
Nikola Moro,Bologna,6.76,23-24
Filippo Ranocchia,Empoli,6.76,23-24
Sardar Azmoun,Roma,6.75,23-24
El Bilal Touré,Atalanta,6.75,23-24
Francesco Gelli,Frosinone,6.75,23-24
Martín Payero,Udinese,6.75,23-24
Luca Caldirola,Monza,6.75,23-24
Matteo Prati,Cagliari,6.75,23-24
Luca Lipani,Sassuolo,6.75,23-24
Dodô,Fiorentina,6.75,23-24
Juan Manuel Cruz,Hellas Verona,6.75,23-24
Paul Pogba,Juventus,6.75,23-24
Arkadiusz Milik,Juventus,6.75,23-24
M'Bala Nzola,Fiorentina,6.75,23-24
Darko Lazović,Hellas Verona,6.75,23-24
Fabio Miretti,Juventus,6.75,23-24
Lorenzo Pirola,Salernitana,6.75,23-24
Martin Erlić,Sassuolo,6.74,23-24
Lorenzo Colombo,Monza,6.74,23-24
Junior Sambia,Salernitana,6.74,23-24
Berkan Kutlu,Genoa,6.73,23-24
Koffi Djidji,Torino,6.73,23-24
Alessio Zerbin,Monza,6.73,23-24
Pedro,Lazio,6.73,23-24
Simone Bastoni,Empoli,6.73,23-24
Anthony Oyono,Frosinone,6.73,23-24
Matteo Cancellieri,Empoli,6.73,23-24
Mohamed Kaba,Lecce,6.73,23-24
Tommaso Baldanzi,Roma,6.73,23-24
Giovanni Simeone,Napoli,6.73,23-24
Jens Cajuste,Napoli,6.73,23-24
Domagoj Bradarić,Salernitana,6.73,23-24
Francesco Caputo,Empoli,6.73,23-24
Keinan Davis,Udinese,6.73,23-24
Djed Spence,Genoa,6.73,23-24
Filippo Terracciano,Milan,6.72,23-24
Yunus Musah,Milan,6.72,23-24
João Ferreira,Udinese,6.72,23-24
Arijon Ibrahimović,Frosinone,6.72,23-24
Hamza Rafia,Lecce,6.72,23-24
Gianluca Caprari,Monza,6.72,23-24
Simy,Salernitana,6.71,23-24
Brenner,Udinese,6.71,23-24
Kingsley Ehizibue,Udinese,6.71,23-24
Santiago Pierotti,Lecce,6.71,23-24
Hamed Junior Traorè,Napoli,6.71,23-24
Mirko Marić,Monza,6.71,23-24
Cristian Volpato,Sassuolo,6.71,23-24
Niccolò Pierozzi,Salernitana,6.71,23-24
Timothy Weah,Juventus,6.71,23-24
Adam Masina,Torino,6.71,23-24
Warren Bondo,Monza,6.7,23-24
Ibrahim Sulemana,Cagliari,6.7,23-24
Tajon Buchanan,Inter,6.7,23-24
Pedro Pereira,Monza,6.7,23-24
Federico Baschirotto,Lecce,6.7,23-24
Tyronne Ebuehi,Empoli,6.7,23-24
Andrea Ferraris,Monza,6.7,23-24
Benoît Costil,Salernitana,6.7,23-24
Edoardo Goldaniga,Cagliari,6.7,23-24
Samu Castillejo,Sassuolo,6.7,23-24
José Machín,Monza,6.7,23-24
Giovanni Bonfanti,Atalanta,6.7,23-24
Chris Smalling,Roma,6.7,23-24
Ebenezer Akinsanmiro,Inter,6.7,23-24
Przemysław Szymiński,Frosinone,6.7,23-24
Papu Gómez,Monza,6.7,23-24
Domingos Quina,Udinese,6.7,23-24
Pietro Comuzzo,Fiorentina,6.7,23-24
Pol Lirola,Frosinone,6.7,23-24
Bartosz Bereszyński,Empoli,6.7,23-24
Morten Thorsby,Genoa,6.7,23-24
Uroš Račić,Sassuolo,6.7,23-24
Isaac Success,Udinese,6.69,23-24
Marco Silvestri,Udinese,6.69,23-24
Grégoire Defrel,Sassuolo,6.68,23-24
Boulaye Dia,Salernitana,6.68,23-24
Gabriele Zappa,Cagliari,6.68,23-24
Liberato Cacace,Empoli,6.68,23-24
Samuele Vignato,Monza,6.68,23-24
Jeremy Toljan,Sassuolo,6.68,23-24
Paulo Azzi,Cagliari,6.68,23-24
Jesper Lindstrøm,Napoli,6.68,23-24
Antoine Makoumbou,Cagliari,6.68,23-24
Festy Ebosele,Udinese,6.68,23-24
Jakub Jankto,Cagliari,6.68,23-24
Alberto Cerri,Empoli,6.68,23-24
Gvidas Gineitis,Torino,6.68,23-24
Luca Pellegrini,Lazio,6.67,23-24
Marco Brescianini,Frosinone,6.67,23-24
Jackson Tchatchoua,Hellas Verona,6.67,23-24
Stefano Sabelli,Genoa,6.67,23-24
Viktor Kovalenko,Empoli,6.67,23-24
Roberto Piccoli,Lecce,6.67,23-24
Aarón Martín,Genoa,6.67,23-24
Mateusz Wieteska,Cagliari,6.67,23-24
Emanuel Vignato,Salernitana,6.67,23-24
Ahmed Touba,Lecce,6.67,23-24
Dean Huijsen,Roma,6.66,23-24
Davy Klaassen,Inter,6.66,23-24
David Okereke,Torino,6.66,23-24
Alexis Blin,Lecce,6.66,23-24
Elseid Hysaj,Lazio,6.66,23-24
Giuseppe Pezzella,Empoli,6.66,23-24
Giuseppe Caso,Frosinone,6.66,23-24
Emil Bohinen,Genoa,6.66,23-24
Tommaso Corazza,Bologna,6.66,23-24
Riccardo Marchizza,Frosinone,6.65,23-24
Gaetano Oristanio,Cagliari,6.65,23-24
Mattia Viti,Sassuolo,6.65,23-24
Fabien Centonze,Hellas Verona,6.65,23-24
Antonio Mirante,Milan,6.65,23-24
Lorenzo Amatucci,Fiorentina,6.65,23-24
Rafael Tolói,Atalanta,6.65,23-24
Norbert Gyömbér,Salernitana,6.65,23-24
Bruno Amione,Hellas Verona,6.64,23-24
Kingstone Mutandwa,Cagliari,6.64,23-24
Lassana Coulibaly,Salernitana,6.64,23-24
Mitchel Bakker,Atalanta,6.64,23-24
Pedro Obiang,Sassuolo,6.64,23-24
Shon Weissman,Salernitana,6.64,23-24
Agustín Martegani,Salernitana,6.63,23-24
Medon Berisha,Lecce,6.63,23-24
Emil Konradsen Ceide,Sassuolo,6.63,23-24
Alessandro Sorrentino,Monza,6.63,23-24
Stiven Shpendi,Empoli,6.63,23-24
Ridgeciano Haps,Genoa,6.63,23-24
Saba Sazonov,Torino,6.63,23-24
Trivante Stewart,Salernitana,6.63,23-24
David Zima,Torino,6.63,23-24
Demba Seck,Frosinone,6.62,23-24
Brandon Soppy,Torino,6.62,23-24
Jordan Zemura,Udinese,6.62,23-24
Josh Doig,Sassuolo,6.62,23-24
Marcus Pedersen,Sassuolo,6.62,23-24
Oier Zarraga,Udinese,6.61,23-24
Thomas Henry,Hellas Verona,6.61,23-24
Matteo Lovato,Torino,6.6,23-24
Emmanuel Gyasi,Empoli,6.6,23-24
Pietro Pellegri,Torino,6.6,23-24
Alessandro Deiola,Cagliari,6.6,23-24
Nikita Contini,Napoli,6.6,23-24
Simone Aresti,Cagliari,6.6,23-24
Andres Șfaiț,Salernitana,6.6,23-24
Stefan Mitrović,Hellas Verona,6.6,23-24
Elayis Tavsan,Hellas Verona,6.6,23-24
Riccardo Pagano,Roma,6.6,23-24
Marcin Listkowski,Lecce,6.6,23-24
Leander Dendoncker,Napoli,6.6,23-24
Pablo Galdames,Genoa,6.6,23-24
Reda Belahyane,Hellas Verona,6.6,23-24
Ola Solbakken,Roma,6.6,23-24
Simone Verdi,Torino,6.6,23-24
Karlo Lulić,Frosinone,6.6,23-24
Giacomo Corona,Empoli,6.6,23-24
Oliver Christensen,Fiorentina,6.6,23-24
Alessandro Zanoli,Salernitana,6.6,23-24
Marvin Çuni,Frosinone,6.59,23-24
Jordi Mboula,Hellas Verona,6.59,23-24
Farès Ghedjemis,Frosinone,6.58,23-24
Davide Bartesaghi,Milan,6.58,23-24
Samuele Mulattieri,Sassuolo,6.58,23-24
Daniel Silva,Hellas Verona,6.58,23-24
Sydney van Hooijdonk,Bologna,6.58,23-24
Pantelis Hatzidiakos,Cagliari,6.58,23-24
Mattia Destro,Empoli,6.57,23-24
Chukwubuikem Ikwuemesi,Salernitana,6.57,23-24
Jérôme Boateng,Salernitana,6.57,23-24
Adam Obert,Cagliari,6.56,23-24
Alan Matturro,Genoa,6.56,23-24
Gino Infantino,Fiorentina,6.56,23-24
Filippo Missori,Sassuolo,6.56,23-24
Erik Botheim,Salernitana,6.56,23-24
Ruan,Sassuolo,6.56,23-24
Pierre Kalulu,Milan,6.56,23-24
Flavius Daniliuc,Salernitana,6.55,23-24
Álex Jiménez,Milan,6.55,23-24
Michele Cerofolini,Frosinone,6.55,23-24
Luca Garritano,Frosinone,6.55,23-24
Riccardo Saponara,Hellas Verona,6.54,23-24
Iron Gomis,Salernitana,6.54,23-24
Jean-Daniel Akpa Akpro,Monza,6.54,23-24
