player,team,rating,season
Matteo Perez Vinlöf,FC Bayern München,6.7,23-24
Kilian Fischer,VfL Wolfsburg,6.7,23-24
Justin Diehl,1. FC Köln,6.7,23-24
Bouna Sarr,FC Bayern München,6.7,23-24
Nathanaël Mbuku,FC Augsburg,6.7,23-24
Jacob Christensen,1. FC Köln,6.7,23-24
David Mamutovic,1. FSV Mainz 05,6.7,23-24
Sebastian Rode,Eintracht Frankfurt,6.7,23-24
Linton Maina,1. FC Köln,6.7,23-24
Sven Michel,FC Augsburg,6.7,23-24
Nicolas Seiwald,RB Leipzig,6.7,23-24
Mikkel Kaufmann,1. FC Union Berlin,6.69,23-24
Patrick Wimmer,VfL Wolfsburg,6.69,23-24
Dominique Heintz,1. FC Köln,6.69,23-24
Christoph Klarer,Darmstadt 98,6.69,23-24
Jonas Föhrenbach,1. FC Heidenheim,6.69,23-24
Karim Adeyemi,Borussia Dortmund,6.69,23-24
Leart Paqarada,1. FC Köln,6.68,23-24
Denis Huseinbašić,1. FC Köln,6.68,23-24
Umut Tohumcu,TSG Hoffenheim,6.68,23-24
Christoph Zimmermann,Darmstadt 98,6.68,23-24
Robert Gumny,FC Augsburg,6.68,23-24
Donny van de Beek,Eintracht Frankfurt,6.68,23-24
Tony Jantschke,Borussia M'gladbach,6.68,23-24
Jordy Makengo,SC Freiburg,6.67,23-24
Stefan Lainer,Borussia M'gladbach,6.67,23-24
Lennard Maloney,1. FC Heidenheim,6.67,23-24
Timo Werner,RB Leipzig,6.67,23-24
Chris Bedia,1. FC Union Berlin,6.67,23-24
Sébastien Haller,Borussia Dortmund,6.67,23-24
Marvin Friedrich,Borussia M'gladbach,6.67,23-24
Mark Uth,1. FC Köln,6.67,23-24
Nacho Ferri,Eintracht Frankfurt,6.67,23-24
Ludovic Ajorque,1. FSV Mainz 05,6.66,23-24
Marnon Busch,1. FC Heidenheim,6.66,23-24
Tim Siersleben,1. FC Heidenheim,6.66,23-24
Joseph Scally,Borussia M'gladbach,6.66,23-24
Nikola Dovedan,1. FC Heidenheim,6.66,23-24
Pavao Pervan,VfL Wolfsburg,6.66,23-24
Fabio Carvalho,RB Leipzig,6.66,23-24
Rogério,VfL Wolfsburg,6.65,23-24
Tiago Tomás,VfL Wolfsburg,6.65,23-24
Mert Kömür,FC Augsburg,6.65,23-24
Rasmus Carstensen,1. FC Köln,6.65,23-24
Haktab Omar Traore,1. FC Heidenheim,6.65,23-24
Jérôme Roussillon,1. FC Union Berlin,6.65,23-24
Adrian Beck,1. FC Heidenheim,6.65,23-24
Marius Wolf,Borussia Dortmund,6.65,23-24
Brenden Aaronson,1. FC Union Berlin,6.65,23-24
Maximilian Bauer,FC Augsburg,6.65,23-24
Florian Pick,1. FC Heidenheim,6.64,23-24
Maximilian Philipp,SC Freiburg,6.64,23-24
Dawid Kownacki,SV Werder Bremen,6.64,23-24
Benedict Hollerbach,1. FC Union Berlin,6.64,23-24
Eljif Elmas,RB Leipzig,6.64,23-24
Alex Král,1. FC Union Berlin,6.63,23-24
Aymen Barkok,1. FSV Mainz 05,6.63,23-24
Paul Jaeckel,1. FC Union Berlin,6.63,23-24
Andreas Müller,Darmstadt 98,6.63,23-24
Denis Thomalla,1. FC Heidenheim,6.63,23-24
Fraser Hornby,Darmstadt 98,6.63,23-24
David Jurásek,TSG Hoffenheim,6.63,23-24
Pep Biel,FC Augsburg,6.63,23-24
Christian Groß,SV Werder Bremen,6.63,23-24
Tim Drexler,TSG Hoffenheim,6.63,23-24
Dženan Pejčinović,VfL Wolfsburg,6.63,23-24
Damion Downs,1. FC Köln,6.62,23-24
Fabian Schnellhardt,Darmstadt 98,6.62,23-24
Felix Passlack,VfL Bochum 1848,6.62,23-24
Christopher Lenz,RB Leipzig,6.62,23-24
Faride Alidou,1. FC Köln,6.62,23-24
Leonardo Bonucci,1. FC Union Berlin,6.61,23-24
Borja Iglesias,Bayer 04 Leverkusen,6.61,23-24
Merlin Röhl,SC Freiburg,6.61,23-24
Tim Oermann,VfL Bochum 1848,6.61,23-24
Matúš Bero,VfL Bochum 1848,6.61,23-24
Rani Khedira,1. FC Union Berlin,6.61,23-24
Erhan Mašović,VfL Bochum 1848,6.6,23-24
Moritz Broschinski,VfL Bochum 1848,6.6,23-24
Lovro Zvonarek,FC Bayern München,6.6,23-24
Marko Mladenovic,Eintracht Frankfurt,6.6,23-24
Gerrit Holtmann,Darmstadt 98,6.6,23-24
Florian Dietz,1. FC Köln,6.6,23-24
Irvin Cardona,FC Augsburg,6.6,23-24
Frank Ronstadt,Darmstadt 98,6.6,23-24
Marcus Müller,1. FSV Mainz 05,6.6,23-24
Ole Pohlmann,Borussia Dortmund,6.6,23-24
Masaya Okugawa,FC Augsburg,6.6,23-24
Nicolai Rapp,SV Werder Bremen,6.6,23-24
Elias Baum,Eintracht Frankfurt,6.6,23-24
Klaus Gjasula,Darmstadt 98,6.6,23-24
Lukas Daschner,VfL Bochum 1848,6.6,23-24
Tim Breithaupt,FC Augsburg,6.59,23-24
Cristian Gamboa,VfL Bochum 1848,6.59,23-24
Mergim Berisha,TSG Hoffenheim,6.59,23-24
Fabio Chiarodia,Borussia M'gladbach,6.59,23-24
David Datro Fofana,1. FC Union Berlin,6.58,23-24
Filip Stojilković,Darmstadt 98,6.58,23-24
Bambasé Conté,TSG Hoffenheim,6.58,23-24
Jens Petter Hauge,Eintracht Frankfurt,6.58,23-24
Makoto Hasebe,Eintracht Frankfurt,6.58,23-24
Naby Keïta,SV Werder Bremen,6.58,23-24
Christoph Kramer,Borussia M'gladbach,6.57,23-24
Chukwubuike Adamu,SC Freiburg,6.57,23-24
Jovan Milošević,VfB Stuttgart,6.57,23-24
Stefan Schimmer,1. FC Heidenheim,6.56,23-24
El Chadaille Bitshiabu,RB Leipzig,6.56,23-24
Amin Sarr,VfL Wolfsburg,6.56,23-24
Jannik Müller,Darmstadt 98,6.56,23-24
Randal Kolo Muani,Eintracht Frankfurt,6.55,23-24
Nnamdi Collins,Eintracht Frankfurt,6.55,23-24
Jean-Mattéo Bahoya,Eintracht Frankfurt,6.55,23-24
Shio Fukuda ,Borussia M'gladbach,6.55,23-24
Paxten Aaronson,Eintracht Frankfurt,6.54,23-24
Jakub Kamiński,VfL Wolfsburg,6.54,23-24
Luca Kilian,1. FC Köln,6.54,23-24
Stanley N'Soki,TSG Hoffenheim,6.53,23-24
Stefan Bell,1. FSV Mainz 05,6.52,23-24
Lilian Egloff,VfB Stuttgart,6.52,23-24
Noah Loosli,VfL Bochum 1848,6.51,23-24
Mathias Honsak,Darmstadt 98,6.5,23-24
Max Moerstedt,TSG Hoffenheim,6.5,23-24
Dennis Geiger,TSG Hoffenheim,6.5,23-24
Jesper Lindstrøm,Eintracht Frankfurt,6.5,23-24
Aljoscha Kemlein,1. FC Union Berlin,6.5,23-24
Thorgan Hazard,Borussia Dortmund,6.5,23-24
Simon Zoller,VfL Bochum 1848,6.5,23-24
Fabian Rudlin,SC Freiburg,6.5,23-24
Leon Opitz,SV Werder Bremen,6.5,23-24
Matej Maglica,Darmstadt 98,6.49,23-24
Finn Ole Becker,TSG Hoffenheim,6.49,23-24
Matondo-Merveille Papela,1. FSV Mainz 05,6.49,23-24
Nicolas Cozza,VfL Wolfsburg,6.48,23-24
Braydon Manu,Darmstadt 98,6.48,23-24
Jessic Ngankam,1. FSV Mainz 05,6.46,23-24
Roberto Massimo,VfB Stuttgart,6.46,23-24
Bartol Franjić,Darmstadt 98,6.45,23-24
Borna Sosa,VfB Stuttgart,6.45,23-24
Maximilian Breunig,SC Freiburg,6.45,23-24
Moritz-Broni Kwarteng,VfL Bochum 1848,6.44,23-24
Grant-Leon Ranos,Borussia M'gladbach,6.43,23-24
Thomas Isherwood,Darmstadt 98,6.41,23-24
Daniel Peretz,FC Bayern München,6.4,23-24
Asaf Arania,Darmstadt 98,6.4,23-24
Julien Duranville,Borussia Dortmund,6.4,23-24
Luca Raimund,VfB Stuttgart,6.4,23-24
Ilia Gruev,SV Werder Bremen,6.4,23-24
Kasim Adams,TSG Hoffenheim,6.4,23-24
Oliver Burke,SV Werder Bremen,6.4,23-24
Genki Haraguchi,VfB Stuttgart,6.4,23-24
Fabio Torsiello,Darmstadt 98,6.38,23-24
Nelson Weiper,1. FSV Mainz 05,6.38,23-24
Kenneth Schmidt,SC Freiburg,6.38,23-24
Mathias Olesen,1. FC Köln,6.37,23-24
Sacha Boey,FC Bayern München,6.35,23-24
Attila Szalai,SC Freiburg,6.34,23-24
Alexander Brunst,Darmstadt 98,6.33,23-24
Bennit Bröger,VfL Wolfsburg,6.1,23-24
Isak Hansen Aarøen,SV Werder Bremen,6.05,23-24
Lukas Ullrich,Borussia M'gladbach,5.8,23-24
Andreas Luthe,VfL Bochum 1848,5.3,23-24
Jonathan Asp Jensen,FC Bayern München,0.0,23-24
Jonathan Norbye,RB Leipzig,0.0,23-24
Nuha Jatta,RB Leipzig,0.0,23-24
Joel Imasuen,SV Werder Bremen,0.0,23-24
Mahmut Kücüksahin,FC Augsburg,0.0,23-24
Kofi Jeremy Amoako,VfL Wolfsburg,0.0,23-24
Diadié Samassékou,TSG Hoffenheim,0.0,23-24
Thomas Keller,1. FC Heidenheim,0.0,23-24
