player,team,rating,season
Kieffer Moore,Bournemouth,6.68,22-23
Tyrick Mitchell,Crystal Palace,6.68,22-23
Diego Llorente,Leeds United,6.68,22-23
Remo Freuler,Nottingham Forest,6.68,22-23
Hee-Chan Hwang,Wolverhampton,6.67,22-23
Carlos Vinícius,Fulham,6.67,22-23
Weston McKennie,Leeds United,6.67,22-23
Harvey Barnes,Leicester City,6.67,22-23
Orel Mangala,Nottingham Forest,6.67,22-23
Leon Bailey,Aston Villa,6.67,22-23
Tetê,Leicester City,6.67,22-23
Michail Antonio,West Ham United,6.67,22-23
Mads Roerslev,Brentford,6.67,22-23
Ainsley Maitland-Niles,Southampton,6.67,22-23
Lucas Digne,Aston Villa,6.67,22-23
Enock Mwepu,Brighton &amp; Hove Albion,6.67,22-23
Ludwig Augustinsson,Aston Villa,6.67,22-23
Yasin Ayari,Brighton &amp; Hove Albion,6.67,22-23
Javier Manquillo,Newcastle United,6.67,22-23
Daniel Iversen,Leicester City,6.67,22-23
Will Hughes,Crystal Palace,6.66,22-23
Crysencio Summerville,Leeds United,6.66,22-23
Philippe Coutinho,Aston Villa,6.66,22-23
Juan Larios,Southampton,6.66,22-23
Scott McKenna,Nottingham Forest,6.66,22-23
James Garner,Everton,6.66,22-23
Matt Targett,Newcastle United,6.66,22-23
Nathan Patterson,Everton,6.66,22-23
Anthony Gordon,Newcastle United,6.65,22-23
Victor Kristiansen,Leicester City,6.65,22-23
Illan Meslier,Leeds United,6.65,22-23
Emmanuel Dennis,Nottingham Forest,6.65,22-23
Shandon Baptiste,Brentford,6.65,22-23
Bobby Decordova-Reid,Fulham,6.65,22-23
Sékou Mara,Southampton,6.65,22-23
Rúben Vinagre,Everton,6.65,22-23
Kieran Tierney,Arsenal,6.65,22-23
Samuel Edozie,Southampton,6.65,22-23
Ben Johnson,West Ham United,6.65,22-23
Clément Lenglet,Tottenham Hotspur,6.65,22-23
Elliot Anderson,Newcastle United,6.65,22-23
Jonny Otto,Wolverhampton,6.64,22-23
Ryan Christie,Bournemouth,6.64,22-23
Rayan Aït Nouri,Wolverhampton,6.64,22-23
Ryan Sessegnon,Tottenham Hotspur,6.64,22-23
Flynn Downes,West Ham United,6.64,22-23
Odsonne Édouard,Crystal Palace,6.64,22-23
Gustavo Scarpa,Nottingham Forest,6.64,22-23
Carlos Alcaraz,Southampton,6.64,22-23
Chris Wood,Nottingham Forest,6.64,22-23
Mohamed Elyounoussi,Southampton,6.64,22-23
Manuel Lanzini,West Ham United,6.63,22-23
Matt Ritchie,Newcastle United,6.63,22-23
Aaron Hickey,Brentford,6.63,22-23
Álex Moreno,Aston Villa,6.63,22-23
Jaidon Anthony,Bournemouth,6.63,22-23
Theo Walcott,Southampton,6.63,22-23
Edward Nketiah,Arsenal,6.63,22-23
Wilfried Gnonto,Leeds United,6.63,22-23
Bryan Gil,Tottenham Hotspur,6.63,22-23
Robin Koch,Leeds United,6.63,22-23
Luka Milivojević,Crystal Palace,6.62,22-23
Joe Gelhardt,Leeds United,6.62,22-23
Mikkel Damsgaard,Brentford,6.62,22-23
Zanka,Brentford,6.62,22-23
Ellis Simms,Everton,6.62,22-23
Stefan Bajčetić,Liverpool,6.62,22-23
Kevin Schade,Brentford,6.62,22-23
Wout Weghorst,Manchester United,6.62,22-23
Tariq Lamptey,Brighton &amp; Hove Albion,6.61,22-23
Ricardo Pereira,Leicester City,6.61,22-23
Stuart Armstrong,Southampton,6.61,22-23
Adam Forshaw,Leeds United,6.61,22-23
Jamie Vardy,Leicester City,6.61,22-23
Renan Lodi,Nottingham Forest,6.6,22-23
Luke Ayling,Leeds United,6.6,22-23
Fabio Carvalho,Liverpool,6.6,22-23
Armando Broja,Chelsea,6.6,22-23
Antoine Semenyo,Bournemouth,6.6,22-23
Frank Onyeka,Brentford,6.6,22-23
Anthony Elanga,Manchester United,6.6,22-23
Keane Lewis-Potter,Brentford,6.6,22-23
Diego Carlos,Aston Villa,6.6,22-23
Saša Lukić,Fulham,6.6,22-23
Jaïro Riedewald,Crystal Palace,6.6,22-23
Jack Hinshelwood,Brighton &amp; Hove Albion,6.6,22-23
Marek Rodák,Fulham,6.6,22-23
Divin Mubama,West Ham United,6.6,22-23
Mads Bech Sørensen,Brentford,6.6,22-23
Mohamed Elneny,Arsenal,6.6,22-23
Patrick Bamford,Leeds United,6.6,22-23
Nathaniel Clyne,Crystal Palace,6.6,22-23
Moussa Djenepo,Southampton,6.59,22-23
Kyle Walker-Peters,Southampton,6.59,22-23
Saman Ghoddos,Brentford,6.59,22-23
Nélson Semedo,Wolverhampton,6.59,22-23
Boubacar Traoré,Wolverhampton,6.59,22-23
Dennis Praet,Leicester City,6.59,22-23
Hugo Bueno,Wolverhampton,6.59,22-23
Harry Toffolo,Nottingham Forest,6.58,22-23
Calum Chambers,Aston Villa,6.58,22-23
Emile Smith Rowe,Arsenal,6.58,22-23
Gavin Bazunu,Southampton,6.58,22-23
Ibrahima Diallo,Southampton,6.58,22-23
Arnaut Danjuma,Tottenham Hotspur,6.58,22-23
Mason Holgate,Everton,6.58,22-23
Jean-Philippe Mateta,Crystal Palace,6.57,22-23
Jordan Zemura,Bournemouth,6.57,22-23
Adam Armstrong,Southampton,6.57,22-23
Edouard Mendy,Chelsea,6.57,22-23
Pablo Sarabia,Wolverhampton,6.57,22-23
Pierre-Emerick Aubameyang,Chelsea,6.57,22-23
Jesse Lingard,Nottingham Forest,6.56,22-23
Sergi Canós,Brentford,6.56,22-23
Illia Zabarnyi,Bournemouth,6.56,22-23
Luke Thomas,Leicester City,6.56,22-23
Neal Maupay,Everton,6.56,22-23
Christian Pulišić,Chelsea,6.55,22-23
Romain Perraud,Southampton,6.55,22-23
Alex Oxlade-Chamberlain,Liverpool,6.55,22-23
Salomón Rondón,Everton,6.55,22-23
Jonjo Shelvey,Nottingham Forest,6.55,22-23
Diego Costa,Wolverhampton,6.55,22-23
Junior Firpo,Leeds United,6.55,22-23
Alejandro Garnacho,Manchester United,6.55,22-23
Matías Viña,Bournemouth,6.55,22-23
Denis Zakaria,Chelsea,6.54,22-23
Maxwel Cornet,West Ham United,6.54,22-23
Mateusz Klich,Leeds United,6.54,22-23
Jamaal Lascelles,Newcastle United,6.53,22-23
Mark Travers,Bournemouth,6.53,22-23
Sam Surridge,Nottingham Forest,6.53,22-23
Jhon Durán,Aston Villa,6.53,22-23
Naouirou Ahamada,Crystal Palace,6.53,22-23
Georginio Rutter,Leeds United,6.53,22-23
André Ayew,Nottingham Forest,6.53,22-23
Adam Smith,Bournemouth,6.53,22-23
Mykhaylo Mudryk,Chelsea,6.53,22-23
Facundo Pellistri,Manchester United,6.53,22-23
Robin Olsen,Aston Villa,6.53,22-23
Joel Robles,Leeds United,6.53,22-23
Tom Davies,Everton,6.52,22-23
Ben Pearson,Bournemouth,6.52,22-23
James Bree,Southampton,6.52,22-23
Alphonse Aréola,West Ham United,6.52,22-23
Joe Hodge,Wolverhampton,6.52,22-23
Brenden Aaronson,Leeds United,6.51,22-23
Pape Matar Sarr,Tottenham Hotspur,6.51,22-23
James Tomkins,Crystal Palace,6.5,22-23
Mateo Joseph,Leeds United,6.5,22-23
Junior Stanislas,Bournemouth,6.5,22-23
Kobbie Mainoo,Manchester United,6.5,22-23
Mislav Oršić,Southampton,6.5,22-23
Máximo Perrone,Manchester City,6.5,22-23
Emiliano Marcondes,Bournemouth,6.5,22-23
Cafú,Nottingham Forest,6.5,22-23
Tyrese Francois,Fulham,6.5,22-23
Jamal Lowe,Bournemouth,6.5,22-23
James McArthur,Crystal Palace,6.5,22-23
Facundo Buonanotte,Brighton &amp; Hove Albion,6.49,22-23
Donny van de Beek,Manchester United,6.49,22-23
Lucas Moura,Tottenham Hotspur,6.48,22-23
Naby Keïta,Liverpool,6.47,22-23
Kevin Mbabu,Fulham,6.46,22-23
Djed Spence,Tottenham Hotspur,6.45,22-23
Kristoffer Ajer,Brentford,6.44,22-23
Cameron Archer,Aston Villa,6.44,22-23
Jay Stansfield,Fulham,6.43,22-23
Chem Campbell,Wolverhampton,6.42,22-23
Ben Godfrey,Everton,6.42,22-23
Halil Dervişoğlu,Brentford,6.4,22-23
Omari Hutchinson,Chelsea,6.4,22-23
Bobby Clark,Liverpool,6.4,22-23
Andrew Moran,Brighton &amp; Hove Albion,6.4,22-23
Cody Drameh,Leeds United,6.4,22-23
Lewis Brunt,Leicester City,6.4,22-23
Ben Doak,Liverpool,6.4,22-23
Luke Harris,Fulham,6.4,22-23
Ryan Fredericks,Bournemouth,6.38,22-23
Malcolm Ebiowei,Crystal Palace,6.37,22-23
Japhet Tanganga,Tottenham Hotspur,6.37,22-23
Dele Alli,Everton,6.35,22-23
Dominic Ballard,Southampton,6.35,22-23
Layvin Kurzawa,Fulham,6.35,22-23
Jack Stacey,Bournemouth,6.33,22-23
Saša Kalajdžić,Wolverhampton,6.3,22-23
David Brooks,Bournemouth,6.3,22-23
Cameron Peupion,Brighton &amp; Hove Albion,6.3,22-23
Dexter Lembikisa,Wolverhampton,6.3,22-23
Owen Bevan,Bournemouth,6.3,22-23
Jamal Lewis,Newcastle United,6.3,22-23
Joshua Onomah,Fulham,6.3,22-23
Joe Whitworth,Crystal Palace,6.3,22-23
Alex Mighten,Nottingham Forest,6.2,22-23
Kami Doyle,Southampton,6.2,22-23
Alex McCarthy,Southampton,6.17,22-23
Odeluga Offiah,Brighton &amp; Hove Albion,6.15,22-23
Yan Valery,Southampton,6.0,22-23
Nathaniel Chalobah,Fulham,4.75,22-23
Shane Duffy,Fulham,4.2,22-23
Marquinhos,Arsenal,0.0,22-23
Ethan Nwaneri,Arsenal,0.0,22-23
Nathan Redmond,Southampton,0.0,22-23
Emil Krafth,Newcastle United,0.0,22-23
Harvey White,Tottenham Hotspur,0.0,22-23
Conor Coventry,West Ham United,0.0,22-23
David Ozoh,Crystal Palace,0.0,22-23
Connor Ronan,Wolverhampton,0.0,22-23
George Abbott,Tottenham Hotspur,0.0,22-23
Rodri,Manchester City,8.01,23-24
Arijanet Murić,Burnley,8.0,23-24
Kevin De Bruyne,Manchester City,7.93,23-24
Phil Foden,Manchester City,7.79,23-24
Bruno Fernandes,Manchester United,7.75,23-24
Michael Olise,Crystal Palace,7.74,23-24
Bukayo Saka,Arsenal,7.72,23-24
Cole Palmer,Chelsea,7.7,23-24
Martin Ødegaard,Arsenal,7.67,23-24
James Maddison,Tottenham Hotspur,7.59,23-24
Mohamed Salah,Liverpool,7.58,23-24
Eberechi Eze,Crystal Palace,7.58,23-24
Pascal Groß,Brighton &amp; Hove Albion,7.55,23-24
Heung-min Son,Tottenham Hotspur,7.55,23-24
Bernardo Silva,Manchester City,7.53,23-24
Bruno Guimarães,Newcastle United,7.49,23-24
Andrew Robertson,Liverpool,7.43,23-24
Declan Rice,Arsenal,7.43,23-24
Jérémy Doku,Manchester City,7.42,23-24
Anthony Gordon,Newcastle United,7.41,23-24
Joško Gvardiol,Manchester City,7.4,23-24
Thomas Strakosha,Brentford,7.4,23-24
Virgil van Dijk,Liverpool,7.38,23-24
Solly March,Brighton &amp; Hove Albion,7.37,23-24
Erling Haaland,Manchester City,7.36,23-24
Alphonse Aréola,West Ham United,7.36,23-24
Julián Álvarez,Manchester City,7.36,23-24
Pedro Porro,Tottenham Hotspur,7.34,23-24
Ollie Watkins,Aston Villa,7.32,23-24
Conor Bradley,Liverpool,7.32,23-24
James Tarkowski,Everton,7.32,23-24
Conor Gallagher,Chelsea,7.31,23-24
Kieran Trippier,Newcastle United,7.31,23-24
Trent Alexander-Arnold,Liverpool,7.31,23-24
James Ward-Prowse,West Ham United,7.29,23-24
Bryan Mbeumo,Brentford,7.27,23-24
Douglas Luiz,Aston Villa,7.27,23-24
Diogo Jota,Liverpool,7.26,23-24
Manor Solomon,Tottenham Hotspur,7.26,23-24
Morgan Gibbs-White,Nottingham Forest,7.26,23-24
Matheus Cunha,Wolverhampton,7.26,23-24
Benjamin White,Arsenal,7.26,23-24
Cristian Romero,Tottenham Hotspur,7.25,23-24
Dwight McNeil,Everton,7.24,23-24
Alexis Mac Allister,Liverpool,7.24,23-24
Manuel Akanji,Manchester City,7.24,23-24
Jack Grealish,Manchester City,7.24,23-24
Gabriel Magalhães,Arsenal,7.23,23-24
Kai Havertz,Arsenal,7.23,23-24
André Onana,Manchester United,7.21,23-24
João Pedro,Brighton &amp; Hove Albion,7.21,23-24
Jordan Pickford,Everton,7.21,23-24
Rúben Dias,Manchester City,7.21,23-24
Lucas Paquetá,West Ham United,7.21,23-24
Jacob Murphy,Newcastle United,7.21,23-24
Enzo Fernández,Chelsea,7.2,23-24
Martin Dúbravka,Newcastle United,7.2,23-24
Pedro Neto,Wolverhampton,7.2,23-24
Luis Díaz,Liverpool,7.19,23-24
Oleksandr Zinchenko,Arsenal,7.18,23-24
Mark Travers,Bournemouth,7.18,23-24
Kaoru Mitoma,Brighton &amp; Hove Albion,7.17,23-24
Casemiro,Manchester United,7.17,23-24
Alexander Isak,Newcastle United,7.17,23-24
Ross Barkley,Luton Town,7.17,23-24
Gabriel Jesus,Arsenal,7.17,23-24
Lewis Dunk,Brighton &amp; Hove Albion,7.16,23-24
Daniel Muñoz,Crystal Palace,7.16,23-24
Dominik Szoboszlai,Liverpool,7.15,23-24
Kyle Walker,Manchester City,7.15,23-24
João Palhinha,Fulham,7.14,23-24
Jarrod Bowen,West Ham United,7.14,23-24
Leon Bailey,Aston Villa,7.13,23-24
Craig Dawson,Wolverhampton,7.13,23-24
Harry Maguire,Manchester United,7.13,23-24
Jan Paul van Hecke,Brighton &amp; Hove Albion,7.13,23-24
Harvey Elliott,Liverpool,7.13,23-24
Willian,Fulham,7.13,23-24
Rodrigo Muniz,Fulham,7.13,23-24
Moisés Caicedo,Chelsea,7.13,23-24
Oscar Bobb,Manchester City,7.12,23-24
Bart Verbruggen,Brighton &amp; Hove Albion,7.12,23-24
José Sá,Wolverhampton,7.12,23-24
Cody Gakpo,Liverpool,7.11,23-24
Diogo Dalot,Manchester United,7.11,23-24
Josh Cullen,Burnley,7.11,23-24
Robert Sánchez,Chelsea,7.11,23-24
Albert Sambi Lokonga,Luton Town,7.11,23-24
Gabriel Martinelli,Arsenal,7.11,23-24
John McGinn,Aston Villa,7.11,23-24
Neto,Bournemouth,7.1,23-24
Emiliano Martínez,Aston Villa,7.1,23-24
Dejan Kulusevski,Tottenham Hotspur,7.1,23-24
Mohammed Kudus,West Ham United,7.1,23-24
Nathan Aké,Manchester City,7.1,23-24
Aleksandar Mitrović,Fulham,7.1,23-24
Robin Olsen,Aston Villa,7.1,23-24
Bernd Leno,Fulham,7.1,23-24
James Garner,Everton,7.09,23-24
Mark Flekken,Brentford,7.09,23-24
Yoane Wissa,Brentford,7.09,23-24
Adam Wharton,Crystal Palace,7.09,23-24
Pablo Sarabia,Wolverhampton,7.09,23-24
Noni Madueke,Chelsea,7.08,23-24
Ryan Christie,Bournemouth,7.08,23-24
Callum Hudson-Odoi,Nottingham Forest,7.08,23-24
Richarlison,Tottenham Hotspur,7.08,23-24
Ibrahima Konaté,Liverpool,7.07,23-24
Thiago Silva,Chelsea,7.07,23-24
Jarrad Branthwaite,Everton,7.07,23-24
Amadou Onana,Everton,7.06,23-24
Leandro Trossard,Arsenal,7.06,23-24
Andreas Pereira,Fulham,7.06,23-24
Alex Iwobi,Fulham,7.06,23-24
Jefferson Lerma,Crystal Palace,7.05,23-24
Alejandro Garnacho,Manchester United,7.05,23-24
Timo Werner,Tottenham Hotspur,7.05,23-24
Cheick Doucouré,Crystal Palace,7.05,23-24
Ethan Pinnock,Brentford,7.04,23-24
Idrissa Gueye,Everton,7.04,23-24
Ben Brereton Díaz,Sheffield United,7.04,23-24
Malo Gusto,Chelsea,7.04,23-24
Dominic Solanke,Bournemouth,7.04,23-24
William Saliba,Arsenal,7.04,23-24
Christian Nørgaard,Brentford,7.04,23-24
Luis Sinisterra,Bournemouth,7.04,23-24
Mario Lemina,Wolverhampton,7.04,23-24
Pervis Estupiñán,Brighton &amp; Hove Albion,7.04,23-24
Guglielmo Vicario,Tottenham Hotspur,7.04,23-24
Carlton Morris,Luton Town,7.03,23-24
Łukasz Fabiański,West Ham United,7.03,23-24
Marcus Tavernier,Bournemouth,7.03,23-24
Simon Adingra,Brighton &amp; Hove Albion,7.03,23-24
Giovani Lo Celso,Tottenham Hotspur,7.03,23-24
Yves Bissouma,Tottenham Hotspur,7.03,23-24
Alfie Doughty,Luton Town,7.03,23-24
Chiedozie Ogbene,Luton Town,7.03,23-24
Jean-Philippe Mateta,Crystal Palace,7.03,23-24
Darwin Núñez,Liverpool,7.03,23-24
Tosin Adarabioyo,Fulham,7.02,23-24
Willy Boly,Nottingham Forest,7.02,23-24
Ivan Perišić,Tottenham Hotspur,7.02,23-24
Joachim Andersen,Crystal Palace,7.02,23-24
Alisson,Liverpool,7.02,23-24
Ben Davies,Tottenham Hotspur,7.02,23-24
Mateo Kovačić,Manchester City,7.02,23-24
Thomas Partey,Arsenal,7.02,23-24
Fabian Schär,Newcastle United,7.01,23-24
Joël Matip,Liverpool,7.01,23-24
Nicolas Jackson,Chelsea,7.01,23-24
Jarell Quansah,Liverpool,7.01,23-24
Jordan Ayew,Crystal Palace,7.0,23-24
Levi Colwill,Chelsea,7.0,23-24
Konstantinos Tsimikas,Liverpool,7.0,23-24
Rico Henry,Brentford,7.0,23-24
Josh Acheampong,Chelsea,7.0,23-24
James Shea,Luton Town,7.0,23-24
Davinson Sánchez,Tottenham Hotspur,7.0,23-24
Aymeric Laporte,Manchester City,7.0,23-24
Ederson,Manchester City,7.0,23-24
Micky van de Ven,Tottenham Hotspur,7.0,23-24
Harvey Barnes,Newcastle United,7.0,23-24
Marc Cucurella,Chelsea,7.0,23-24
Joelinton,Newcastle United,6.99,23-24
Nick Pope,Newcastle United,6.99,23-24
James Trafford,Burnley,6.99,23-24
Julio Enciso,Brighton &amp; Hove Albion,6.99,23-24
Marcos Senesi,Bournemouth,6.99,23-24
Lewis Cook,Bournemouth,6.99,23-24
Rico Lewis,Manchester City,6.99,23-24
Wesley Foderingham,Sheffield United,6.98,23-24
Harry Wilson,Fulham,6.98,23-24
Matt Turner,Nottingham Forest,6.98,23-24
Antonee Robinson,Fulham,6.98,23-24
Pape Matar Sarr,Tottenham Hotspur,6.98,23-24
Max Kilman,Wolverhampton,6.98,23-24
Ivan Toney,Brentford,6.97,23-24
Tom Cairney,Fulham,6.97,23-24
Boubacar Kamara,Aston Villa,6.97,23-24
Mathias Jensen,Brentford,6.97,23-24
Vitaliy Mykolenko,Everton,6.96,23-24
Oliver McBurnie,Sheffield United,6.96,23-24
Caoimhin Kelleher,Liverpool,6.96,23-24
Moussa Diaby,Aston Villa,6.96,23-24
Hee-Chan Hwang,Wolverhampton,6.96,23-24
Raheem Sterling,Chelsea,6.96,23-24
Jorginho,Arsenal,6.96,23-24
Stefan Ortega,Manchester City,6.96,23-24
Dan Burn,Newcastle United,6.95,23-24
Aaron Wan-Bissaka,Manchester United,6.95,23-24
Jakub Kiwior,Arsenal,6.95,23-24
Billy Gilmour,Brighton &amp; Hove Albion,6.95,23-24
Luke Shaw,Manchester United,6.95,23-24
Tomáš Souček,West Ham United,6.95,23-24
Sander Berge,Burnley,6.95,23-24
Josh Brownhill,Burnley,6.95,23-24
Vitaly Janelt,Brentford,6.95,23-24
Miguel Almirón,Newcastle United,6.95,23-24
Amad Diallo,Manchester United,6.94,23-24
Ezri Konsa,Aston Villa,6.94,23-24
Kobbie Mainoo,Manchester United,6.94,23-24
Jack Hinshelwood,Brighton &amp; Hove Albion,6.94,23-24
Brennan Johnson,Tottenham Hotspur,6.94,23-24
Nicolás Domínguez,Nottingham Forest,6.94,23-24
John Stones,Manchester City,6.94,23-24
Scott McKenna,Nottingham Forest,6.94,23-24
Đorđe Petrović,Chelsea,6.94,23-24
Youri Tielemans,Aston Villa,6.94,23-24
Chris Wood,Nottingham Forest,6.94,23-24
Scott McTominay,Manchester United,6.93,23-24
Emerson Palmieri,West Ham United,6.93,23-24
Reece James,Chelsea,6.93,23-24
Tom Lockyer,Luton Town,6.93,23-24
Tyrick Mitchell,Crystal Palace,6.92,23-24
Fábio Vieira,Arsenal,6.92,23-24
Gustavo Hamer,Sheffield United,6.92,23-24
Issa Diop,Fulham,6.92,23-24
Mykhaylo Mudryk,Chelsea,6.92,23-24
Jordan Beyer,Burnley,6.91,23-24
Thomas Kaminski,Luton Town,6.91,23-24
Taiwo Awoniyi,Nottingham Forest,6.91,23-24
Raphaël Varane,Manchester United,6.91,23-24
Nathan Collins,Brentford,6.91,23-24
Abdoulaye Doucouré,Everton,6.91,23-24
Wilson Odobert,Burnley,6.9,23-24
Anthony Elanga,Nottingham Forest,6.9,23-24
Dominic Calvert-Lewin,Everton,6.9,23-24
Marcus Rashford,Manchester United,6.9,23-24
Edson Álvarez,West Ham United,6.9,23-24
Trevoh Chalobah,Chelsea,6.9,23-24
Tyler Adams,Bournemouth,6.9,23-24
Mohamed Elneny,Arsenal,6.9,23-24
Ethan Nwaneri,Arsenal,6.9,23-24
Rayan Aït Nouri,Wolverhampton,6.9,23-24
Elliot Anderson,Newcastle United,6.89,23-24
Antoine Semenyo,Bournemouth,6.89,23-24
Joe Gomez,Liverpool,6.89,23-24
Matty Cash,Aston Villa,6.89,23-24
Callum Wilson,Newcastle United,6.89,23-24
Destiny Udogie,Tottenham Hotspur,6.89,23-24
Antony,Manchester United,6.89,23-24
Edward Nketiah,Arsenal,6.89,23-24
Sergio Reguilón,Brentford,6.89,23-24
James Milner,Brighton &amp; Hove Albion,6.89,23-24
Kristoffer Ajer,Brentford,6.89,23-24
Zanka,Brentford,6.88,23-24
Chris Richards,Crystal Palace,6.88,23-24
Sean Longstaff,Newcastle United,6.88,23-24
Dango Ouattara,Bournemouth,6.88,23-24
Sven Botman,Newcastle United,6.88,23-24
João Gomes,Wolverhampton,6.88,23-24
Dara O'Shea,Burnley,6.88,23-24
Adam Webster,Brighton &amp; Hove Albion,6.88,23-24
Takehiro Tomiyasu,Arsenal,6.88,23-24
Lewis Miley,Newcastle United,6.88,23-24
Hannibal Mejbri,Manchester United,6.88,23-24
Christopher Nkunku,Chelsea,6.87,23-24
Timothy Castagne,Fulham,6.87,23-24
Lucas Digne,Aston Villa,6.87,23-24
Marc Guéhi,Crystal Palace,6.87,23-24
Ben Godfrey,Everton,6.87,23-24
Igor Júlio,Brighton &amp; Hove Albion,6.87,23-24
Ben Chilwell,Chelsea,6.87,23-24
Victor Lindelöf,Manchester United,6.87,23-24
Saša Kalajdžić,Wolverhampton,6.87,23-24
Christian Eriksen,Manchester United,6.86,23-24
Rasmus Højlund,Manchester United,6.86,23-24
Ryan Yates,Nottingham Forest,6.86,23-24
Jonny Evans,Manchester United,6.86,23-24
Odsonne Édouard,Crystal Palace,6.85,23-24
Jhon Durán,Aston Villa,6.85,23-24
Danilo,Nottingham Forest,6.85,23-24
Jóhann Guðmundsson,Burnley,6.85,23-24
Mads Juel Andersen,Luton Town,6.85,23-24
Murillo,Nottingham Forest,6.85,23-24
Oliver Arblaster,Sheffield United,6.85,23-24
David Raya,Arsenal,6.85,23-24
Axel Disasi,Chelsea,6.85,23-24
Philip Billing,Bournemouth,6.85,23-24
Raúl Jiménez,Fulham,6.85,23-24
Pau Torres,Aston Villa,6.84,23-24
Dean Henderson,Crystal Palace,6.84,23-24
Will Hughes,Crystal Palace,6.84,23-24
Ben Mee,Brentford,6.84,23-24
Emerson Royal,Tottenham Hotspur,6.84,23-24
Sandro Tonali,Newcastle United,6.84,23-24
Danny Welbeck,Brighton &amp; Hove Albion,6.83,23-24
James Hill,Bournemouth,6.83,23-24
Bobby Decordova-Reid,Fulham,6.83,23-24
Reece Burke,Luton Town,6.83,23-24
Morgan Rogers,Aston Villa,6.82,23-24
Sam Johnstone,Crystal Palace,6.82,23-24
Tommy Doyle,Wolverhampton,6.82,23-24
Serge Aurier,Nottingham Forest,6.82,23-24
Evan Ferguson,Brighton &amp; Hove Albion,6.81,23-24
Zeki Amdouni,Burnley,6.81,23-24
Jacob Bruun Larsen,Burnley,6.81,23-24
Jamaal Lascelles,Newcastle United,6.81,23-24
Joël Veltman,Brighton &amp; Hove Albion,6.81,23-24
Rodrigo Bentancur,Tottenham Hotspur,6.81,23-24
Valentino Livramento,Newcastle United,6.81,23-24
Jack Harrison,Everton,6.81,23-24
Tim Ream,Fulham,6.81,23-24
Lyle Foster,Burnley,6.8,23-24
Neco Williams,Nottingham Forest,6.8,23-24
Gabriel Osho,Luton Town,6.8,23-24
Alex Scott,Bournemouth,6.8,23-24
Ryan Gravenberch,Liverpool,6.8,23-24
Konstantinos Mavropanos,West Ham United,6.8,23-24
Kenny Tete,Fulham,6.8,23-24
Teden Mengi,Luton Town,6.8,23-24
Wataru Endo,Liverpool,6.8,23-24
Mikkel Damsgaard,Brentford,6.8,23-24
Matheus Nunes,Manchester City,6.8,23-24
Benoît Badiashile,Chelsea,6.8,23-24
Nathaniel Clyne,Crystal Palace,6.8,23-24
Philippe Coutinho,Aston Villa,6.8,23-24
Pierre-Emile Højbjerg,Tottenham Hotspur,6.8,23-24
Issa Kaboré,Luton Town,6.8,23-24
Neal Maupay,Brentford,6.79,23-24
Emile Smith Rowe,Arsenal,6.79,23-24
Nayef Aguerd,West Ham United,6.79,23-24
Matt Doherty,Wolverhampton,6.79,23-24
Vinícius Souza,Sheffield United,6.79,23-24
Frank Onyeka,Brentford,6.79,23-24
Jacob Ramsey,Aston Villa,6.79,23-24
Clément Lenglet,Aston Villa,6.79,23-24
Adama Traoré,Fulham,6.78,23-24
Toti Gomes,Wolverhampton,6.78,23-24
Harry Toffolo,Nottingham Forest,6.77,23-24
Gonzalo Montiel,Nottingham Forest,6.77,23-24
Lewis Hall,Newcastle United,6.77,23-24
George Earthy,West Ham United,6.77,23-24
David Datro Fofana,Burnley,6.76,23-24
Maxwel Cornet,West Ham United,6.76,23-24
Ibrahim Sangaré,Nottingham Forest,6.76,23-24
Illia Zabarnyi,Bournemouth,6.76,23-24
Giovanni Reyna,Nottingham Forest,6.76,23-24
Álex Moreno,Aston Villa,6.76,23-24
Tahith Chong,Luton Town,6.75,23-24
Mason Mount,Manchester United,6.75,23-24
Marvelous Nakamba,Luton Town,6.75,23-24
Cauley Woodrow,Luton Town,6.75,23-24
Jeffrey Schlupp,Crystal Palace,6.75,23-24
Ola Aina,Nottingham Forest,6.75,23-24
Calvin Bassey,Fulham,6.75,23-24
Jesurun Rak-Sakyi,Crystal Palace,6.75,23-24
Michael Obafemi,Burnley,6.75,23-24
Kurt Zouma,West Ham United,6.75,23-24
Vladimír Coufal,West Ham United,6.75,23-24
Facundo Buonanotte,Brighton &amp; Hove Albion,6.74,23-24
Joe Willock,Newcastle United,6.74,23-24
Facundo Pellistri,Manchester United,6.74,23-24
Jacob Brown,Luton Town,6.74,23-24
Andros Townsend,Luton Town,6.74,23-24
Harrison Reed,Fulham,6.74,23-24
Michail Antonio,West Ham United,6.74,23-24
Emil Krafth,Newcastle United,6.74,23-24
Shandon Baptiste,Brentford,6.73,23-24
Ivo Grbić,Sheffield United,6.73,23-24
Beto,Everton,6.73,23-24
Miloš Kerkez,Bournemouth,6.73,23-24
Anthony Martial,Manchester United,6.73,23-24
Saïd Benrahma,West Ham United,6.73,23-24
Lloyd Kelly,Bournemouth,6.73,23-24
Nuno Tavares,Nottingham Forest,6.73,23-24
Moussa Niakhaté,Nottingham Forest,6.72,23-24
Cameron Archer,Sheffield United,6.72,23-24
Curtis Jones,Liverpool,6.72,23-24
Charlie Taylor,Burnley,6.72,23-24
Sergio Gómez,Manchester City,6.72,23-24
Maxime Estève,Burnley,6.72,23-24
Carlos Baleba,Brighton &amp; Hove Albion,6.72,23-24
