Player,Rating,Season
Abdoulaye Doucouré,7.01,23-24
Leandro Trossard,7.01,23-24
Jordan Ayew,7.00,23-24
Gabriel Jesus,7.00,23-24
Joao Gomes,6.99,23-24
Enzo Fernández,6.99,23-24
Willian,6.99,23-24
Richarlison,6.99,23-24
Joelinton,6.99,23-24
Sean Longstaff,6.98,23-24
Youri Tielemans,6.98,23-24
Joseph Gomez,6.98,23-24
Marcus Rashford,6.98,23-24
Pablo Sarabia,6.98,23-24
Marc Cucurella,6.97,23-24
Raheem Sterling,6.97,23-24
Rayan Ait Nouri,6.97,23-24
Josh Brownhill,6.97,23-24
Wataru Endo,6.96,23-24
Mathias Jensen,6.95,23-24
Kobbie Mainoo,6.95,23-24
Jean-Philippe Mateta,6.95,23-24
Tomas Soucek,6.95,23-24
Emerson,6.94,23-24
Guglielmo Vicario,6.94,23-24
Mykhaylo Mudryk,6.94,23-24
Alphonse Areola,6.94,23-24
Jordan Pickford,6.94,23-24
Nicolás Dominguez,6.93,23-24
Ederson Moraes,6.93,23-24
Nélson Semedo,6.93,23-24
Ethan Pinnock,6.93,23-24
Pau Torres,6.93,23-24
Lewis Dunk,6.91,23-24
Chris Wood,6.91,23-24
Luis Sinisterra,6.91,23-24
Ola Aina,6.91,23-24
Daniel Burn,6.90,23-24
Emiliano Martinez,6.90,23-24
Max Kilman,6.90,23-24
Toti Gomes,6.90,23-24
Andreas Pereira,6.89,23-24
Igor,6.89,23-24
Moussa Diaby,6.89,23-24
Anthony Elanga,6.89,23-24
David Raya,6.88,23-24
Tom Cairney,6.88,23-24
Antoine Semenyo,6.88,23-24
Sander Berge,6.88,23-24
Scott McTominay,6.88,23-24
Craig Dawson,6.87,23-24
Timothy Castagne,6.86,23-24
Andre Onana,6.86,23-24
Wilson Odobert,6.86,23-24
Lucas Digne,6.86,23-24
Jonny Evans,6.85,23-24
Neco Williams,6.85,23-24
Fabian Schär,6.85,23-24
Jack Harrison,6.85,23-24
Ezri Konsa,6.85,23-24
Miguel Almiron,6.84,23-24
Chris Richards,6.84,23-24
Axel Disasi,6.84,23-24
Rodrigo Muniz,6.84,23-24
Antony,6.84,23-24
Rasmus Højlund,6.83,23-24
Takehiro Tomiyasu,6.83,23-24
Edson Álvarez,6.83,23-24
Danilo,6.82,23-24
Vinicius de Souza Costa,6.82,23-24
Ryan Gravenberch,6.81,23-24
Oliver Norwood,6.81,23-24
Harry Wilson,6.80,23-24
Dominic Calvert-Lewin,6.80,23-24
Marc Guehi,6.79,23-24
Dango Ouattara,6.79,23-24
Harvey Barnes,6.79,23-24
Oliver McBurnie,6.79,23-24
Calvin Bassey,6.79,23-24
Murillo,6.78,23-24
Will Hughes,6.78,23-24
Danny Welbeck,6.77,23-24
Carlton Morris,6.77,23-24
Matty Cash,6.77,23-24
Raphaël Varane,6.76,23-24
Billy Gilmour,6.75,23-24
Odsonne Edouard,6.75,23-24
Issa Kaboré,6.74,23-24
Djordje Petrovic,6.73,23-24
Vladimir Coufal,6.73,23-24
José Sá,6.73,23-24
Joel Veltman,6.72,23-24
Valentino Livramento,6.72,23-24
Adam Smith,6.71,23-24
Frank Onyeka,6.71,23-24
Alisson Becker,6.70,23-24
Jeffrey Schlupp,6.70,23-24
Justin Kluivert,6.70,23-24
Reece Burke,6.70,23-24
Kristoffer Vassbakk Ajer,6.69,23-24
Nathan Collins,6.69,23-24
Dara O'Shea,6.68,23-24
Jacob Bruun Larsen,6.68,23-24
Edward Nketiah,6.67,23-24
Raul Jiménez,6.67,23-24
Neto,6.67,23-24
Ashley Young,6.67,23-24
Lloyd Kelly,6.67,23-24
Thomas Doyle,6.67,23-24
Illia Zabarnyi,6.67,23-24
Johann Berg Gudmundsson,6.67,23-24
Mikkel Damsgaard,6.66,23-24
James Trafford,6.66,23-24
Christian Eriksen,6.65,23-24
Alex Scott,6.65,23-24
Philip Billing,6.65,23-24
Ryan Yates,6.64,23-24
Orel Mangala,6.64,23-24
Harry Toffolo,6.63,23-24
Keane Lewis-Potter,6.63,23-24
Lyle Foster,6.63,23-24
James McAtee,6.63,23-24
Sasa Lukic,6.62,23-24
Pierre-Emile Højbjerg,6.62,23-24
Bernd Leno,6.62,23-24
Rodrigo Bentancur,6.62,23-24
Charlie Taylor,6.62,23-24
Facundo Buonanotte,6.62,23-24
Michail Antonio,6.61,23-24
Martin Dubravka,6.61,23-24
Matt Doherty,6.61,23-24
Neal Maupay,6.61,23-24
Joel Ward,6.60,23-24
Harrison Reed,6.60,23-24
Curtis Jones,6.60,23-24
Bobby Reid,6.60,23-24
Zeki Amdouni,6.60,23-24
Elijah Adebayo,6.59,23-24
Jayden Bogle,6.59,23-24
Jordan Clark,6.58,23-24
Amari'i Bell,6.58,23-24
Mads Roerslev,6.58,23-24
Tahith Chong,6.57,23-24
Moussa Niakhaté,6.57,23-24
Mark Flekken,6.56,23-24
Nayef Aguerd,6.56,23-24
Sam Johnstone,6.56,23-24
Carlos Baleba,6.56,23-24
Andros Townsend,6.55,23-24
Milos Kerkez,6.54,23-24
Teden Mengi,6.54,23-24
Kurt Zouma,6.54,23-24
Bart Verbruggen,6.54,23-24
Evan Ferguson,6.52,23-24
Gabriel Osho,6.50,23-24
Cameron Archer,6.49,23-24
Jacob Brown,6.49,23-24
Jean-Ricner Bellegarde,6.48,23-24
Thomas Kaminski,6.47,23-24
Diego Carlos,6.45,23-24
Vitinho,6.44,23-24
Wesley Foderingham,6.44,23-24
Ben Osborn,6.43,23-24
Yegor Yarmolyuk,6.39,23-24
Jack Robinson,6.38,23-24
Beto,6.35,23-24
Andre Brooks,6.33,23-24
Adam Lallana,6.29,23-24
Nicolo Zaniolo,6.26,23-24
Auston Trusty,6.25,23-24
Pelly-Ruddock Mpanzu,6.21,23-24
Anel Ahmedhodzic,6.19,23-24
