Player,Rating,Season
Achraf Hakimi,7.33,22-23
Azor Matusiwa,7.33,22-23
Wissam Ben Yedder,7.33,22-23
Fabián Ruiz,7.33,22-23
Kevin Danso,7.31,22-23
Dante,7.30,22-23
Jean-Clair Todibo,7.30,22-23
Jonathan Bamba,7.30,22-23
Caio Henrique,7.29,22-23
Neto Borges,7.28,22-23
Youssouf Fofana,7.28,22-23
Malo Gusto,7.27,22-23
Yunis Abdelhamid,7.27,22-23
Terem Moffi,7.27,22-23
Hichem Boudaoui,7.27,22-23
Fabien Centonze,7.26,22-23
Alidu Seidu,7.26,22-23
Chancel Mbemba,7.25,22-23
Mikkel Desler,7.24,22-23
Nicolás Tagliafico,7.24,22-23
Franck Honorat,7.23,22-23
Amine Gouiri,7.23,22-23
Bradley Barcola,7.23,22-23
Emmanuel Agbadou,7.22,22-23
Danilo Pereira,7.22,22-23
Gaëtan Laborde,7.21,22-23
Corentin Tolisso,7.21,22-23
Baptiste Santamaria,7.20,22-23
Sergio Ramos,7.20,22-23
Jérémy Doku,7.20,22-23
Alexander Djiku,7.19,22-23
Vanderson,7.19,22-23
Nicolas Pépé,7.19,22-23
Rominigue Kouamé,7.19,22-23
Rayan Cherki,7.19,22-23
Himad Abdelli,7.18,22-23
Adrien Truffert,7.18,22-23
Andrei Girotto,7.17,22-23
Sead Kolasinac,7.17,22-23
Alexis Sánchez,7.16,22-23
Romain Faivre,7.16,22-23
Ikoma Lois Openda,7.16,22-23
Samuel Gigot,7.16,22-23
Salis Abdul Samed,7.15,22-23
Hamari Traoré,7.14,22-23
Marshall Munetsi,7.14,22-23
Mohamed Camara,7.13,22-23
Castello Lukeba,7.13,22-23
Gideon Mensah,7.13,22-23
Laurent Abergel,7.13,22-23
Habibou Mouhamadou Diallo,7.12,22-23
Saif-Eddine Khaoui,7.12,22-23
Sinaly Diomandé,7.12,22-23
Cengiz Ünder,7.12,22-23
Khéphren Thuram-Ulien,7.12,22-23
Alexsandro Ribeiro,7.11,22-23
Romain Del Castillo,7.11,22-23
Melvin Bard,7.10,22-23
Ludovic Blas,7.10,22-23
Vitinha,7.10,22-23
Jordan Lotomba,7.10,22-23
Sofiane Diop,7.09,22-23
Quentin Merlin,7.09,22-23
Folarin Balogun,7.08,22-23
Issiaga Sylla,7.08,22-23
Dimitri Payet,7.08,22-23
Benjamin Lecomte,7.08,22-23
Axel Disasi,7.07,22-23
Marquinhos,7.07,22-23
Ismaily,7.07,22-23
Leonardo Balerdi,7.07,22-23
Rafael Ratao,7.06,22-23
Adrien Thomasson,7.06,22-23
Junya Ito,7.06,22-23
Maximiliano Caufriez,7.05,22-23
Tiago Djalo,7.05,22-23
Matteo Guendouzi,7.04,22-23
Deiver Machado,7.04,22-23
Lovro Majer,7.04,22-23
Rony Lopes,7.03,22-23
Arthur Theate,7.03,22-23
Mohamed Youcef Belaili,7.02,22-23
Hamza Sakhi,7.02,22-23
Adam Ounas,7.01,22-23
Krepin Diatta,7.01,22-23
Nuno Tavares,7.01,22-23
Rasmus Nicolaisen,7.01,22-23
Angel Gomes,7.00,22-23
Brendan Chardonnet,7.00,22-23
Alexis Flips,7.00,22-23
André Gomes,7.00,22-23
Gédéon Kalulu,6.99,22-23
Bafodé Diakité,6.99,22-23
Yehvann Diouf,6.99,22-23
Thiago Mendes,6.98,22-23
Arnaud Nordin,6.98,22-23
Elye Wahi,6.97,22-23
Karl Toko Ekambi,6.97,22-23
Zakaria Aboukhlal,6.96,22-23
Sanjin Prcic,6.95,22-23
Joris Chotard,6.94,22-23
Thomas Foket,6.94,22-23
Pedro Chirivella,6.94,22-23
Thibault De Smet,6.94,22-23
Mory Diaw,6.93,22-23
Brice Samba,6.93,22-23
Ruslan Malinovsky,6.92,22-23
Maxime Le Marchand,6.92,22-23
Jean-Charles Castelletto,6.92,22-23
Nicolas Pallois,6.91,22-23
Vincent Le Goff,6.91,22-23
Flavien Tait,6.91,22-23
Jean-Kevin Duverne,6.91,22-23
Gianluigi Donnarumma,6.90,22-23
Ismaël Doukouré,6.90,22-23
Rayan Raveloson,6.90,22-23
Maxime Gonalons,6.90,22-23
Guillermo Maripan,6.90,22-23
Aaron Ramsey,6.90,22-23
Jordan Ferri,6.90,22-23
Pau Lopez,6.90,22-23
Lilian Brassier,6.89,22-23
Breel Embolo,6.89,22-23
Steve Mounie,6.89,22-23
José Fonte,6.88,22-23
Dimitri Liénard,6.88,22-23
Eliesse Ben Seghir,6.88,22-23
Mateusz Wieteska,6.88,22-23
Mahdi Camara,6.87,22-23
Lucas Perrin,6.87,22-23
Elbasan Rashani,6.87,22-23
Xavier Chavalerin,6.86,22-23
Juan Bernat,6.86,22-23
Alban Lafont,6.85,22-23
Fares Chaibi,6.85,22-23
Massadio Haidara,6.85,22-23
Montassar Talbi,6.85,22-23
Jérémy Le Douaron,6.85,22-23
Anthony Rouault,6.85,22-23
Maxime Dupé,6.84,22-23
Vincent Marchetti,6.84,22-23
Mathias Autret,6.84,22-23
Johann Lepenant,6.84,22-23
Haris Belkebla,6.84,22-23
Saël Kumbedi,6.83,22-23
Kasper Schmeichel,6.82,22-23
Faitout Maouassa,6.82,22-23
Jens-Lys Cajuste,6.82,22-23
Noah Fadiga,6.81,22-23
Timothy Weah,6.81,22-23
Birama Touré,6.81,22-23
Bradley Locko,6.81,22-23
Muhammed-Cham Saracevic,6.81,22-23
Souleymane Touré,6.81,22-23
Ross Barkley,6.81,22-23
Mama Baldé,6.80,22-23
Mouhamadou Diarra,6.80,22-23
Julien Ponceau,6.80,22-23
Steve Mandanda,6.80,22-23
Jubal,6.80,22-23
Thomas Mangani,6.79,22-23
Issa Kaboré,6.79,22-23
Kévin Gameiro,6.79,22-23
Falaye Sacko,6.79,22-23
Mathieu Coutadeur,6.78,22-23
David Costa,6.78,22-23
Hugo Magnetti,6.78,22-23
Christopher Jullien,6.78,22-23
Nuno Da Costa,6.77,22-23
Dion Lopy,6.77,22-23
Hugo Ekitike,6.77,22-23
Grejohn Kyei,6.77,22-23
Moussa Sissoko,6.77,22-23
Carlos Soler,6.77,22-23
Pablo Rosario,6.76,22-23
Mickaël Barreto,6.76,22-23
Arnaud Kalimuendo-Muinga,6.76,22-23
Yohann Magnin,6.76,22-23
Alexis Claude,6.75,22-23
Wahbi Khazri,6.75,22-23
Lesley Ugochukwu,6.74,22-23
Thijs Dallinga,6.74,22-23
Moses Simon,6.73,22-23
Ibrahima Koné,6.73,22-23
Désiré Doué,6.72,22-23
Stéphane Diarra,6.71,22-23
Theo Le Bris,6.71,22-23
Samuel Moutoussamy,6.71,22-23
Renaud Ripart,6.70,22-23
Thierno Baldé,6.70,22-23
Andy Delort,6.70,22-23
Brecht Dejaeghere,6.70,22-23
Jim Allevinah,6.69,22-23
Colin Dagba,6.69,22-23
Anthony Lopes,6.69,22-23
Batista Mendy,6.68,22-23
Julien Laporte,6.68,22-23
Léo Leroy,6.67,22-23
Akim Zedadka,6.67,22-23
Marco Bizot,6.66,22-23
Evann Guessand,6.66,22-23
Adrien Hunou,6.66,22-23
Kamory Doumbia,6.65,22-23
Jean Aholou,6.65,22-23
Jackson Porozo,6.65,22-23
Gerzino Nyamsi,6.64,22-23
Wilson Odobert,6.64,22-23
Birger Meling,6.64,22-23
Mostafa Mohamed,6.63,22-23
Mohamed Youssouf,6.63,22-23
Yan Valery,6.62,22-23
Florent Ogier,6.62,22-23
Yoann Salmier,6.62,22-23
Alexander Nübel,6.61,22-23
Ibrahima Sissoko,6.61,22-23
Maxime Estève,6.61,22-23
Ismaël Diallo,6.61,22-23
Lucas Chevalier,6.61,22-23
Renato Sanches,6.60,22-23
Cyrille Bayala,6.59,22-23
Moussa Diarra,6.59,22-23
Gauthier Hein,6.59,22-23
Stephy Mavididi,6.59,22-23
Abdu,6.59,22-23
Mathias Pereira-Lage,6.58,22-23
Matz Sels,6.58,22-23
Andreas Bruus,6.58,22-23
Souleyman Doumbia,6.57,22-23
Lassine Sinayoko,6.57,22-23
Billal Brahimi,6.57,22-23
Pierrick Capelle,6.56,22-23
Yasser Larouci,6.56,22-23
Gaëtan Perrin,6.56,22-23
Ignatius Ganago,6.56,22-23
Adil Rami,6.55,22-23
Eliot Matazo,6.55,22-23
Bonke Innocent,6.54,22-23
Miha Blazic,6.54,22-23
Yoann Cathline,6.54,22-23
Mickaël Alphonse,6.51,22-23
Youssouf M'Changama,6.50,22-23
Oumar Gonzalez,6.50,22-23
Ahmadou Bamba Dieng,6.49,22-23
Romain Hamouma,6.47,22-23
Yvon Mvogo,6.47,22-23
Gauthier Gallon,6.45,22-23
Julian Jeanvier,6.45,22-23
Mitchel van Bergen,6.45,22-23
Abdallah Sima,6.44,22-23
Ryad Nouri,6.43,22-23
Mounaim El Idrissy,6.43,22-23
Arbër Zeneli,6.43,22-23
M'Baye Niang,6.42,22-23
Komnen Andric,6.42,22-23
Ismail Jakobs,6.42,22-23
Benjamin Leroy,6.40,22-23
Cédric Avinel,6.40,22-23
Kevin Spadanuda,6.39,22-23
Sada Thioub,6.39,22-23
Amine Salama,6.37,22-23
Erik Palmer-Brown,6.36,22-23
Cédric Hountondji,6.35,22-23
Moussa Dembélé,6.32,22-23
Valère Germain,6.29,22-23
Abdoulaye Bamba,6.29,22-23
Clément Vidal,6.24,22-23
Ado Onaiwu,6.22,22-23
Paul Bernardoni,6.19,22-23
Ike Ugbo,6.15,22-23
Benoit Costil,6.14,22-23
Kylian Mbappé,7.91,23-24
Pierre Lees-Melou,7.69,23-24
Aleksandr Golovin,7.69,23-24
Téji Savanier,7.69,23-24
Vitinha,7.61,23-24
Youssouf Fofana,7.57,23-24
Wilfried Singo,7.53,23-24
Manuel Ugarte,7.52,23-24
Romain Del Castillo,7.50,23-24
Ousmane Dembélé,7.49,23-24
Achraf Hakimi,7.48,23-24
Maxence Caqueret,7.40,23-24
Kenny Lala,7.40,23-24
Florian Sotoca,7.40,23-24
Bradley Locko,7.39,23-24
Benjamin André,7.39,23-24
Georges Mikautadze,7.38,23-24
Bafodé Diakité,7.38,23-24
Vanderson,7.37,23-24
Jonathan Clauss,7.36,23-24
Jonathan David,7.36,23-24
Teddy Teuma,7.36,23-24
Pierre-Emerick Aubameyang,7.36,23-24
Leonardo Balerdi,7.35,23-24
Ruben Aguilar,7.32,23-24
Junya Ito,7.31,23-24
Marquinhos,7.30,23-24
Denis Zakaria,7.30,23-24
Marco Asensio,7.30,23-24
Dante,7.29,23-24
Kang-In Lee,7.28,23-24
Benjamin Bourigeaud,7.27,23-24
Takumi Minamino,7.27,23-24
Fabián Ruiz,7.27,23-24
Lucas Hernández,7.27,23-24
Alexandre Lacazette,7.27,23-24
Laurent Abergel,7.26,23-24
Melvin Bard,7.26,23-24
Christopher Operi,7.26,23-24
Jean-Clair Todibo,7.26,23-24
Romain Faivre,7.25,23-24
Jeremie Boga,7.25,23-24
Edon Zhegrova,7.25,23-24
Ismail Jakobs,7.25,23-24
Gianluigi Donnarumma,7.24,23-24
Joseph Okumu,7.24,23-24
Facundo Medina,7.24,23-24
Tiago Santos,7.24,23-24
Emmanuel Agbadou,7.24,23-24
Danilo Pereira,7.23,23-24
Nemanja Matic,7.23,23-24
Kevin Danso,7.22,23-24
Nabil Bentaleb,7.22,23-24
Azor Matusiwa,7.22,23-24
Maghnes Akliouche,7.21,23-24
Khéphren Thuram-Ulien,7.19,23-24
Angel Gomes,7.18,23-24
Wissam Ben Yedder,7.17,23-24
Arnaud Nordin,7.17,23-24
Goncalo Ramos,7.16,23-24
Thijs Dallinga,7.16,23-24
Ismaily,7.16,23-24
Muhammed-Cham Saracevic,7.15,23-24
Warren Zaire-Emery,7.14,23-24
Lilian Brassier,7.14,23-24
Bradley Barcola,7.14,23-24
Jordan Veretout,7.14,23-24
Stijn Spierings,7.13,23-24
Matthieu Udol,7.13,23-24
Frédéric Guilbert,7.11,23-24
Mohamed Daramy,7.11,23-24
Alidu Seidu,7.09,23-24
Enzo Le Fee,7.08,23-24
Gabriel Suazo,7.08,23-24
Brendan Chardonnet,7.07,23-24
Dilane Bakwa,7.07,23-24
Lamine Camara,7.07,23-24
Przemyslaw Frankowski,7.06,23-24
Joris Chotard,7.06,23-24
Alexsandro Ribeiro,7.06,23-24
Mahdi Camara,7.06,23-24
Rémy Cabella,7.05,23-24
Arthur Theate,7.05,23-24
Vincent Sierro,7.05,23-24
Neil El Aynaoui,7.04,23-24
Issiaga Sylla,7.04,23-24
Samuel Gigot,7.03,23-24
Martin Terrier,7.03,23-24
Corentin Tolisso,7.02,23-24
Logan Costa,7.02,23-24
Amine Harit,7.02,23-24
Amine Gouiri,7.01,23-24
Marshall Munetsi,7.01,23-24
Krepin Diatta,7.01,23-24
Chancel Mbemba,7.00,23-24
Yunis Abdelhamid,7.00,23-24
Florent Mollet,7.00,23-24
Baptiste Santamaria,6.99,23-24
Ainsley Maitland-Niles,6.99,23-24
Niklas Schmidt,6.99,23-24
Clinton Mata,6.99,23-24
Neto Borges,6.99,23-24
Marvin Senaya,6.99,23-24
Quentin Merlin,6.98,23-24
David Costa,6.97,23-24
Rayan Cherki,6.97,23-24
Randal Kolo Muani,6.96,23-24
Anthony Lopes,6.96,23-24
Musa Al-Taamari,6.96,23-24
Leny Yoro,6.96,23-24
Désiré Doué,6.96,23-24
Carlos Soler,6.95,23-24
Rasmus Nicolaisen,6.95,23-24
Geoffrey Kondogbia,6.94,23-24
Hugo Magnetti,6.94,23-24
Guéla Doué,6.94,23-24
Christian Mawissa,6.94,23-24
Cristian Casseres Jr.,6.94,23-24
Benjamin Lecomte,6.93,23-24
Jonathan Gradit,6.93,23-24
Daler Kuzyaev,6.93,23-24
Gautier Lloris,6.92,23-24
Julien Ponceau,6.92,23-24
Kiki Kouyaté,6.92,23-24
Moses Simon,6.92,23-24
Arouna Sangante,6.92,23-24
Youssouf Ndayishimiye,6.92,23-24
Abdoulaye Touré,6.91,23-24
Étienne Youté Kinkoué,6.90,23-24
Morgan Sanson,6.90,23-24
Moussa Diarra,6.89,23-24
Pablo Rosario,6.89,23-24
Jake O'Brien,6.88,23-24
Ismaila Sarr,6.88,23-24
Douglas Augusto,6.88,23-24
Adrien Truffert,6.88,23-24
Milan Skriniar,6.88,23-24
Nicolás Tagliafico,6.87,23-24
Abakar Sylla,6.87,23-24
Christopher Wooh,6.87,23-24
Pedro Chirivella,6.87,23-24
Nicolas Pallois,6.87,23-24
Lucas Chevalier,6.87,23-24
Brice Samba,6.87,23-24
Azzedine Ounahi,6.86,23-24
Jean-Charles Castelletto,6.85,23-24
Steve Mandanda,6.85,23-24
Vitor Oliveira,6.85,23-24
Marco Bizot,6.85,23-24
Habib Diarra,6.85,23-24
Eray Cömert,6.85,23-24
Ernest Nuamah,6.85,23-24
Mikkel Desler,6.85,23-24
Johan Gastien,6.84,23-24
Martin Satriano,6.84,23-24
Hichem Boudaoui,6.84,23-24
Nabil Alioui,6.83,23-24
Arnaud Kalimuendo-Muinga,6.83,23-24
Angelo Gabriel,6.83,23-24
Guillermo Maripan,6.83,23-24
Warmed Omari,6.83,23-24
Darline Yongwa,6.83,23-24
Becir Omeragic,6.82,23-24
Junior Mwanga,6.82,23-24
Marcin Bulka,6.82,23-24
Mory Diaw,6.82,23-24
Lucas Perrin,6.82,23-24
Loic Nego,6.82,23-24
Terem Moffi,6.81,23-24
Yoann Salmier,6.81,23-24
Habib Keita,6.80,23-24
Kamory Doumbia,6.80,23-24
Thomas Delaine,6.80,23-24
Ibrahima Sissoko,6.79,23-24
Tiemoué Bakayoko,6.79,23-24
André Ayew,6.79,23-24
Angelo Fulgini,6.78,23-24
Yusuf Yazici,6.78,23-24
Josué Casimir,6.78,23-24
Iliman Ndiaye,6.78,23-24
Deiver Machado,6.77,23-24
Formose Mendy,6.77,23-24
Duje Caleta-Car,6.77,23-24
Montassar Talbi,6.77,23-24
Arthur Desmas,6.77,23-24
Theo Le Bris,6.77,23-24
Christopher Jullien,6.76,23-24
Maxime Gonalons,6.76,23-24
Andy Diouf,6.76,23-24
Jean-Kevin Duverne,6.75,23-24
Akor Adams,6.75,23-24
Mostafa Mohamed,6.74,23-24
Jordan Lotomba,6.74,23-24
Falaye Sacko,6.74,23-24
Jeanuël Belocian,6.74,23-24
Steve Mounie,6.74,23-24
Marcus Regis Coco,6.73,23-24
Elye Wahi,6.73,23-24
Yehvann Diouf,6.73,23-24
Folarin Balogun,6.72,23-24
Matthis Abline,6.72,23-24
Jordan Ferri,6.71,23-24
Gabriel Gudmundsson,6.70,23-24
Mathias Pereira-Lage,6.70,23-24
Souleymane Touré,6.70,23-24
Amir Richardson,6.70,23-24
Adrien Thomasson,6.69,23-24
Jim Allevinah,6.69,23-24
Alexandre Oukidja,6.68,23-24
Alban Lafont,6.68,23-24
Jonas Martin,6.67,23-24
Warren Kamanzi,6.66,23-24
Cheikh Sabaly,6.66,23-24
Aron Dønnum,6.66,23-24
Fali Candé,6.66,23-24
Mohamed Bayo,6.66,23-24
Pau Lopez,6.65,23-24
Maxime Colin,6.65,23-24
Gaëtan Laborde,6.65,23-24
Mohamed-Ali Cho,6.65,23-24
Andy Pelmard,6.65,23-24
Ludovic Blas,6.64,23-24
Kévin Gameiro,6.64,23-24
Mehdi Zeffane,6.64,23-24
Matz Sels,6.63,23-24
Moussa Sissoko,6.63,23-24
Chrislain Matsima,6.63,23-24
Thomas Foket,6.63,23-24
Yassine Kechta,6.63,23-24
Shamar Nicholson,6.62,23-24
Emmanuel Sabbi,6.62,23-24
Christophe Hérelle,6.61,23-24
Samuel Moutoussamy,6.61,23-24
Wesley Said,6.61,23-24
Keito Nakamura,6.61,23-24
Kévin N'Doram,6.60,23-24
Frank Magri,6.60,23-24
Khalil Fayad,6.59,23-24
Thibault De Smet,6.59,23-24
Emanuel Emegha,6.59,23-24
Abdoul Kader Bamba,6.59,23-24
Hákon Arnar Haraldsson,6.59,23-24
Philipp Köhn,6.59,23-24
Ismaël Doukouré,6.58,23-24
Reda Khadra,6.58,23-24
Evann Guessand,6.58,23-24
Danley Jean Jacques,6.58,23-24
Oumar Diakité,6.57,23-24
Jérémy Le Douaron,6.57,23-24
Salis Abdul Samed,6.57,23-24
Wahbi Khazri,6.57,23-24
Yvon Mvogo,6.56,23-24
Malick Fofana,6.55,23-24
Elie Kroupi,6.53,23-24
Guillaume Restes,6.53,23-24
Yohann Magnin,6.52,23-24
Kevin Van Den Kerkhof,6.51,23-24
Maximiliano Caufriez,6.50,23-24
Ismaël Traoré,6.49,23-24
Badredine Bouanani,6.47,23-24
Elbasan Rashani,6.45,23-24
Tino Kadewere,6.40,23-24
Aiyegun Tosin,6.40,23-24
Morgan Guilavogui,6.38,23-24
Antoine Joujou,6.35,23-24
Grejohn Kyei,6.32,23-24
Julien Laporte,6.28,23-24
