Player,Rating,Season
Morten Thorsby,6.57,23-24
Darko Lazovic,6.56,23-24
Kingsley Ehizibue,6.55,23-24
Nedim Bajrami,6.55,23-24
Loum Tchaouna,6.55,23-24
Alexis Blin,6.55,23-24
Jordan Zemura,6.54,23-24
Cristian Volpato,6.54,23-24
Alessandro Deiola,6.53,23-24
Gian Marco Ferrari,6.53,23-24
Warren Bondo,6.52,23-24
Nikola Moro,6.52,23-24
Josh Doig,6.52,23-24
Rui Patricio,6.51,23-24
Norbert Gyömbér,6.51,23-24
Marco Brescianini,6.51,23-24
Federico Baschirotto,6.50,23-24
Festy Ebosele,6.50,23-24
Gianluca Lapadula,6.50,23-24
Hamza Rafia,6.49,23-24
Matteo Cancellieri,6.49,23-24
Paulo Azzi,6.49,23-24
Gustav Isaksen,6.49,23-24
Alex Meret,6.49,23-24
Tommaso Baldanzi,6.49,23-24
Luca Caldirola,6.47,23-24
Pedro Pereira,6.47,23-24
Pedro Rodriguez,6.46,23-24
Arkadiusz Milik,6.45,23-24
M'Bala Nzola,6.45,23-24
Gaetano Oristanio,6.44,23-24
Lorenzo Pirola,6.44,23-24
Lorenzo Colombo,6.43,23-24
Marcus Holmgren Pedersen,6.43,23-24
Nicola Sansone,6.42,23-24
Eldor Shomurodov,6.41,23-24
Isaac Success,6.41,23-24
Matteo Lovato,6.41,23-24
Andrea Consigli,6.40,23-24
Federico Bonazzoli,6.40,23-24
Simone Scuffet,6.39,23-24
Emmanuel Quartsin Gyasi,6.36,23-24
Roberto Piccoli,6.30,23-24
Francesco Caputo,6.29,23-24
Stefano Turati,6.29,23-24
Ruan Tressoldi,6.28,23-24
Guillermo Ochoa,6.21,23-24
Mateusz Legowski,6.20,23-24
Chukwubuikem Ikwuemesi,6.11,23-24
